Quarter,Time,Tm,Detail,MIA,NYJ
1.0,1:12,Dolphins,Kenyan Drake 6 yard rush (Jason Sanders kick),7,0
2.0,4:10,Dolphins,Albert Wilson 29 yard pass from Ryan Tannehill (Jason Sanders kick),14,0
,0:42,Dolphins,A.J. Derby 19 yard pass from Ryan Tannehill (Jason Sanders kick failed),20,0
3.0,11:51,Jets,Bilal Powell 28 yard pass from Sam Darnold (Jason Myers kick failed),20,6
4.0,10:06,Jets,Jason Myers 55 yard field goal,20,9
,5:56,Jets,Jason Myers 41 yard field goal,20,12
