Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 71 yards, returned by Josh Cribbs for 25 yards (tackle by Chykie Brown)",0.000,0.150
1,14:56,1,10,CLE 19,0,0,Brandon Weeden pass incomplete deep left intended for Greg Little,0.150,-0.390
1,14:51,2,10,CLE 19,0,0,Trent Richardson right tackle for 9 yards (tackle by Jimmy Smith and Jameel McClain),-0.390,0.100
1,14:11,3,1,CLE 28,0,0,Brandon Weeden pass incomplete short right intended for Alex Smith,0.100,-1.500
1,14:05,4,1,CLE 28,0,0,"Reggie Hodges punts 42 yards, fair catch by Jacoby Jones",-1.500,-0.940
1,13:57,1,10,BAL 30,0,0,Ray Rice left tackle for 7 yards (tackle by Kaluka Maiava),0.940,1.340
1,13:22,2,3,BAL 37,0,0,Joe Flacco pass complete short right to Anquan Boldin for 6 yards (tackle by James-Michael Johnson and Kaluka Maiava),1.340,1.800
1,12:51,1,10,BAL 43,0,0,Ray Rice left guard for no gain (tackle by James-Michael Johnson),1.800,1.250
1,12:20,2,10,BAL 43,0,0,Ray Rice left tackle for 2 yards (tackle by Frostee Rucker),1.250,0.830
1,11:36,3,8,BAL 45,0,0,Joe Flacco pass complete short left to Anquan Boldin for 8 yards (tackle by D'Qwell Jackson and Craig Robertson),0.830,2.460
1,11:01,1,10,CLE 47,0,0,Ray Rice right tackle for 11 yards (tackle by James-Michael Johnson),2.460,3.180
1,10:22,1,10,CLE 36,0,0,Ray Rice left guard for 4 yards (tackle by Ishmaa'ily Kitchen and T.J. Ward),3.180,3.180
1,9:43,2,6,CLE 32,0,0,Joe Flacco pass complete short right to Ed Dickson for 8 yards (tackle by James-Michael Johnson),3.180,3.970
1,9:04,1,10,CLE 24,0,0,Joe Flacco pass complete deep middle to Anquan Boldin for 16 yards (tackle by Joe Haden),3.970,5.370
1,8:37,1,8,CLE 8,6,0,"Ray Rice left guard for 8 yards, touchdown",5.370,7.000
1,8:37,,,CLE 2,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,8:32,,,BAL 35,7,0,"Justin Tucker kicks off 70 yards, returned by Josh Cribbs for 28 yards (tackle by Sean Considine)",0.000,0.480
1,8:28,1,10,CLE 23,7,0,Brandon Weeden pass complete short right to Trent Richardson for 9 yards (tackle by Jameel McClain),0.480,1.150
1,7:54,2,1,CLE 32,7,0,"Trent Richardson right guard for no gain. Trent Richardson fumbles, recovered by Mitchell Schwartz at CLE-32",1.150,0.430
1,7:08,3,1,CLE 32,7,0,Brandon Weeden pass incomplete deep right intended for Chris Ogbonnaya. Penalty on Josh Gordon: Offensive Pass Interference (Declined),0.430,-1.240
1,7:01,4,1,CLE 32,7,0,Reggie Hodges punts 41 yards (tackle by Raymond Ventrone),-1.240,-1.200
1,6:53,1,10,BAL 34,7,0,"Bernard Pierce left guard for 9 yards (tackle by D'Qwell Jackson). Penalty on Torrey Smith: Illegal Formation, 5 yards (no play)",1.200,0.870
1,6:31,1,15,BAL 29,7,0,Bernard Pierce left tackle for 9 yards (tackle by Sheldon Brown),0.870,1.200
1,5:57,2,6,BAL 38,7,0,Bernard Pierce right tackle for 1 yard (tackle by T.J. Ward),1.200,0.630
1,5:14,3,5,BAL 39,7,0,Joe Flacco pass complete short middle to Anquan Boldin for 6 yards (tackle by Joe Haden),0.630,1.930
1,4:42,1,10,BAL 45,7,0,Ray Rice right tackle for 9 yards (tackle by Buster Skrine),1.930,2.600
1,4:05,2,1,CLE 46,7,0,Vonta Leach right guard for 3 yards (tackle by Juqua Parker and D'Qwell Jackson),2.600,2.720
1,3:26,1,10,CLE 43,7,0,Joe Flacco pass complete deep right to Torrey Smith for 26 yards (tackle by Joe Haden),2.720,4.440
1,3:00,1,10,CLE 17,7,0,Ray Rice right tackle for 3 yards (tackle by D'Qwell Jackson),4.440,4.320
1,2:18,2,7,CLE 14,7,0,Ray Rice left tackle for 5 yards (tackle by James-Michael Johnson),4.320,4.570
1,1:47,3,2,CLE 9,7,0,"Bernard Pierce left guard for 3 yards (tackle by Jabaal Sheard and T.J. Ward). Penalty on Bernard Pierce: Personal Foul, 15 yards",4.570,4.170
1,1:21,1,10,CLE 21,7,0,Ray Rice left guard for 3 yards (tackle by T.J. Ward),4.170,4.040
1,0:45,2,7,CLE 18,7,0,Ray Rice left tackle for 6 yards (tackle by Jabaal Sheard and Usama Young),4.040,4.490
1,0:08,3,1,CLE 12,13,0,"Bernard Pierce left tackle for 12 yards, touchdown",4.490,7.000
1,0:08,,,CLE 2,14,0,Justin Tucker kicks extra point good,0.000,0.000
1,0:01,,,BAL 35,14,0,"Justin Tucker kicks off 65 yards, touchback",0.000,0.280
1,0:01,1,10,CLE 20,14,0,Trent Richardson right guard for 4 yards (tackle by Albert McClellan and Courtney Upshaw),0.280,0.270
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,CLE 24,14,0,Trent Richardson right guard for 19 yards (tackle by Ed Reed),0.270,1.800
2,14:34,1,10,CLE 43,14,0,Brandon Weeden pass complete short left to Ben Watson for 11 yards (tackle by Cary Williams),1.800,2.520
2,14:03,1,10,BAL 46,14,0,Brandon Weeden pass incomplete deep right intended for Travis Benjamin. Penalty on Jordan Cameron: Illegal Formation (Declined),2.520,1.980
2,13:54,2,10,BAL 46,14,0,Trent Richardson right tackle for 6 yards (tackle by Terrence Cody),1.980,2.080
2,13:13,3,4,BAL 40,14,0,Brandon Weeden pass complete short right to Greg Little for 6 yards (tackle by Dannell Ellerbe),2.080,3.310
2,12:34,1,10,BAL 34,14,0,"Brandon Weeden pass complete short right to Josh Gordon for 3 yards (tackle by Albert McClellan and Jameel McClain). Penalty on Jameel McClain: Illegal Contact, 5 yards (no play)",3.310,0.000
2,12:03,,,,14,0,Timeout #1 by Cleveland Browns,0.000,3.640
2,12:03,1,10,BAL 29,14,0,Trent Richardson left guard for 6 yards (tackle by Bernard Pollard and Jameel McClain),3.640,3.910
2,11:29,2,4,BAL 23,14,0,Trent Richardson left tackle for 6 yards (tackle by Dannell Ellerbe and Jimmy Smith),3.910,4.440
2,10:51,1,10,BAL 17,14,0,Trent Richardson right tackle for 1 yard (tackle by Ed Reed),4.440,4.000
2,10:12,2,9,BAL 16,14,0,Brandon Weeden pass incomplete short left intended for Trent Richardson,4.000,0.000
2,10:04,,,,14,0,Timeout #2 by Cleveland Browns,0.000,3.190
2,10:04,3,9,BAL 16,14,0,Brandon Weeden pass complete short right to Alex Smith for 2 yards (tackle by Paul Kruger and Corey Graham),3.190,2.510
2,9:22,4,7,BAL 14,14,3,Phil Dawson 32 yard field goal good,2.510,3.000
2,9:19,,,CLE 35,14,3,"Phil Dawson kicks off 65 yards, returned by Jacoby Jones for 22 yards (tackle by L.J. Fort)",0.000,0.410
2,9:14,1,10,BAL 22,14,3,Ray Rice left guard for 4 yards (tackle by Kaluka Maiava and Ishmaa'ily Kitchen),0.410,0.410
2,8:38,2,6,BAL 26,14,3,Joe Flacco pass complete deep left to Dennis Pitta for 27 yards (tackle by Usama Young),0.410,2.460
2,7:57,1,10,CLE 47,14,3,Joe Flacco pass complete short left to Torrey Smith for -4 yards (tackle by James-Michael Johnson and Frostee Rucker),2.460,1.370
2,7:15,2,14,BAL 49,14,3,Ray Rice right tackle for 4 yards (tackle by D'Qwell Jackson and Joe Haden),1.370,1.220
2,6:35,3,10,CLE 47,14,3,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by Jabaal Sheard),1.220,0.270
2,5:58,4,8,CLE 45,14,3,"Sam Koch punts 32 yards, fair catch by Josh Cribbs",0.270,0.320
2,5:52,1,10,CLE 13,14,3,Trent Richardson left guard for 15 yards (tackle by Cary Williams),-0.320,0.810
2,5:18,1,10,CLE 28,14,3,Trent Richardson right guard for 2 yards (tackle by Arthur Jones and Dannell Ellerbe),0.810,0.530
2,4:47,2,8,CLE 30,14,3,Brandon Weeden pass incomplete deep middle intended for Josh Gordon,0.530,-0.160
2,4:40,3,8,CLE 30,14,3,Brandon Weeden pass complete deep left to Josh Gordon for 26 yards (tackle by Cary Williams),-0.160,0.000
2,4:00,,,,14,3,Timeout #1 by Baltimore Ravens,0.000,2.650
2,4:00,1,10,BAL 44,14,3,Trent Richardson right tackle for 4 yards (tackle by Deangelo Tyson and Bernard Pollard),2.650,2.650
2,3:23,2,6,BAL 40,14,3,Brandon Weeden pass complete deep left to Greg Little for 23 yards (tackle by Jimmy Smith),2.650,4.440
2,2:44,1,10,BAL 17,14,3,Trent Richardson left tackle for 1 yard (tackle by Paul Kruger and Deangelo Tyson),4.440,4.000
2,2:07,2,9,BAL 16,14,3,Trent Richardson right guard for 1 yard (tackle by Bernard Pollard and Dannell Ellerbe),4.000,3.340
2,2:00,3,8,BAL 15,14,3,Brandon Weeden pass complete short right to Alex Smith for 4 yards (tackle by Corey Graham and Jimmy Smith),3.340,0.000
2,1:47,,,,14,3,Timeout #2 by Baltimore Ravens,0.000,2.770
2,1:47,4,4,BAL 11,14,6,Phil Dawson 28 yard field goal good,2.770,3.000
2,1:47,,,CLE 35,14,6,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,1:47,1,10,BAL 20,14,6,Joe Flacco pass complete short left to Torrey Smith for 5 yards (tackle by Buster Skrine),0.280,0.410
2,1:23,2,5,BAL 25,14,6,Joe Flacco pass incomplete short right intended for Jacoby Jones,0.410,-0.300
2,1:16,3,5,BAL 25,14,6,Joe Flacco pass incomplete short right intended for Jacoby Jones,-0.300,-1.700
2,1:13,4,5,BAL 25,14,6,"Sam Koch punts 45 yards, returned by Josh Cribbs for 9 yards (tackle by Josh Bynes)",-1.700,-1.530
2,1:03,1,10,CLE 39,14,6,Trent Richardson left guard for 2 yards (tackle by Bernard Pollard and Terrell Suggs),1.530,1.260
2,0:37,2,8,CLE 41,14,6,Brandon Weeden pass complete short left to Trent Richardson for 7 yards (tackle by Cary Williams),1.260,1.490
2,0:29,3,1,CLE 48,14,6,Brandon Weeden pass complete short left to Ben Watson for 11 yards (tackle by Corey Graham),1.490,2.850
2,0:24,1,10,BAL 41,14,6,Brandon Weeden pass complete short right to Greg Little for 11 yards (tackle by Jimmy Smith),2.850,3.580
2,0:17,1,10,BAL 30,14,6,Brandon Weeden pass incomplete short middle intended for Trent Richardson (defended by Jameel McClain),3.580,3.030
2,0:11,2,10,BAL 30,14,6,Brandon Weeden pass complete deep left to Travis Benjamin for 19 yards (tackle by Cary Williams),3.030,4.840
2,0:05,1,10,BAL 11,14,9,Phil Dawson 29 yard field goal good,4.840,3.000
2,0:03,,,CLE 35,14,9,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,0:03,1,10,BAL 20,14,9,Joe Flacco kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,14,9,"Phil Dawson kicks off 59 yards, returned by Jacoby Jones for 21 yards (tackle by Buster Skrine). Penalty on Sean Considine: Offensive Holding, 10 yards",0.000,-0.380
3,14:56,1,10,BAL 10,14,9,Ray Rice left tackle for no gain (tackle by Frostee Rucker),-0.380,-0.780
3,14:18,2,10,BAL 10,14,9,Joe Flacco pass incomplete short left intended for Dennis Pitta (defended by Kaluka Maiava),-0.780,-1.420
3,14:13,3,10,BAL 10,14,9,Joe Flacco pass incomplete deep left intended for Torrey Smith,-1.420,-2.490
3,14:08,4,10,BAL 10,14,9,"Sam Koch punts 48 yards, returned by Josh Cribbs for 7 yards (tackle by Brendon Ayanbadejo)",-2.490,-2.190
3,13:59,1,10,CLE 49,14,9,Trent Richardson left guard for 7 yards (tackle by Arthur Jones),2.190,2.590
3,13:21,2,3,BAL 44,14,9,Brandon Weeden pass incomplete deep left intended for Jordan Cameron (defended by Ed Reed),2.590,1.880
3,13:15,3,3,BAL 44,14,9,Brandon Weeden pass incomplete short left intended for Jordan Cameron is intercepted by Cary Williams at BAL-35 and returned for 26 yards (tackle by Alex Mack),1.880,-2.980
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,12:57,1,10,CLE 39,14,9,"Ray Rice left tackle for 4 yards (tackle by Ishmaa'ily Kitchen). Penalty on Michael Oher: Offensive Holding, 10 yards (no play)",2.980,2.320
3,12:31,1,20,CLE 49,14,9,Bernard Pierce left guard for 1 yard (tackle by Frostee Rucker and John Hughes),2.320,1.230
3,11:48,2,19,CLE 48,14,9,Joe Flacco pass complete short left to Dennis Pitta for 6 yards (tackle by D'Qwell Jackson),1.230,1.360
3,11:09,3,13,CLE 42,14,9,Joe Flacco pass incomplete short right intended for Torrey Smith (defended by Joe Haden),1.360,0.460
3,11:03,4,13,CLE 42,14,9,"Sam Koch punts 42 yards, touchback",0.460,-0.280
3,10:56,1,10,CLE 20,14,9,Trent Richardson left tackle for no gain (tackle by Courtney Upshaw),0.280,-0.270
3,10:12,2,10,CLE 20,14,9,Brandon Weeden pass incomplete,-0.270,-0.960
3,10:05,3,10,CLE 20,14,9,Brandon Weeden sacked by Dannell Ellerbe for -2 yards,-0.960,-2.240
