Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 73 yards, touchback",0.000,-0.280
1,15:00,1,10,OAK 20,0,0,Matt McGloin pass complete short right to Jeron Mastrud for 12 yards (tackle by Shareece Wright),0.280,1.070
1,14:24,1,10,OAK 32,0,0,Rashad Jennings left guard for 3 yards (tackle by Marcus Gilchrist),1.070,0.930
1,13:45,2,7,OAK 35,0,0,Rashad Jennings up the middle for 2 yards (tackle by Corey Liuget and Sean Lissemore),0.930,0.500
1,12:59,3,5,OAK 37,0,0,"Penalty on Matt McGloin: Delay of Game, 5 yards (no play)",0.500,-0.160
1,12:34,3,10,OAK 32,0,0,Matt McGloin pass complete short right to Marcel Reece for 2 yards (tackle by Marcus Gilchrist). Penalty on Tony Pashos: Illegal Use of Hands (Declined),-0.160,-1.110
1,12:11,4,8,OAK 34,0,0,Marquette King punts 57 yards,-1.110,0.380
1,11:58,1,10,SDG 9,0,0,Ryan Mathews left tackle for 3 yards (tackle by Lamarr Houston),-0.380,-0.560
1,11:24,2,7,SDG 12,0,0,Philip Rivers pass complete short left to Ryan Mathews for 9 yards (tackle by Chimdi Chekwa),-0.560,0.340
1,10:46,1,10,SDG 21,0,0,"Philip Rivers sacked by Jason Hunter for -3 yards. Penalty on Jason Hunter: Illegal Use of Hands, 2 yards (no play)",0.340,0.480
1,10:26,1,10,SDG 23,0,0,Ryan Mathews up the middle for -3 yards (tackle by Vance Walker and Pat Sims),0.480,-0.470
1,9:50,2,13,SDG 20,0,0,"Penalty on Jason Hunter: Neutral Zone Infraction, 5 yards (no play)",-0.470,0.200
1,9:25,2,8,SDG 25,0,0,Philip Rivers pass complete short left to Antonio Gates for 16 yards (tackle by Nick Roach and Chimdi Chekwa),0.200,1.660
1,8:50,1,10,SDG 41,0,0,Ryan Mathews up the middle for 4 yards (tackle by Nick Roach),1.660,1.660
1,8:11,2,6,SDG 45,0,0,Ryan Mathews up the middle for 2 yards (tackle by Vance Walker and Lamarr Houston),1.660,1.220
1,7:26,3,4,SDG 47,0,0,Philip Rivers pass complete short middle to Vincent Brown for 14 yards (tackle by Charles Woodson and Chimdi Chekwa). Penalty on Lamarr Houston: Defensive Offside (Declined),1.220,2.980
1,6:55,1,10,OAK 39,0,0,Philip Rivers pass incomplete short right intended for Ryan Mathews,2.980,2.440
1,6:51,2,10,OAK 39,0,0,Philip Rivers pass incomplete deep right intended for Vincent Brown (defended by Tracy Porter),2.440,1.750
1,6:45,3,10,OAK 39,0,0,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Mike Jenkins),1.750,3.840
1,6:06,1,10,OAK 26,0,0,Ryan Mathews right tackle for 2 yards (tackle by Kevin Burnett),3.840,3.570
1,5:26,2,8,OAK 24,0,0,Philip Rivers pass complete short right to Antonio Gates for 13 yards (tackle by Brandian Ross),3.570,4.840
1,4:45,1,10,OAK 11,0,0,Ryan Mathews right end for 2 yards (tackle by Pat Sims),4.840,4.510
1,4:02,2,8,OAK 9,0,0,Philip Rivers sacked by Pat Sims and Jason Hunter for -5 yards,4.510,3.030
1,3:29,3,13,OAK 14,0,0,Philip Rivers pass complete short right to Danny Woodhead for 5 yards (tackle by Mike Jenkins),3.030,2.830
1,2:45,4,8,OAK 9,0,3,Nick Novak 27 yard field goal good,2.830,3.000
1,2:45,,,SDG 35,0,3,"Nick Novak kicks off 69 yards, returned by Greg Jenkins for 24 yards (tackle by Crezdon Butler)",0.000,-0.280
1,2:38,1,10,OAK 20,0,3,"Matt McGloin sacked by Melvin Ingram for 0 yards. Matt McGloin fumbles (forced by Melvin Ingram), recovered by Mike Brisiel at OAK-20",0.280,-0.270
1,1:52,2,10,OAK 20,0,3,Rashad Jennings left guard for 9 yards (tackle by Richard Marshall and Marcus Gilchrist),-0.270,0.230
1,1:10,3,1,OAK 29,0,3,Matt McGloin pass incomplete deep left intended for Jamize Olawale,0.230,-1.440
1,1:04,4,1,OAK 29,0,3,"Marquette King punts 63 yards, returned by Keenan Allen for 28 yards (tackle by Chimdi Chekwa)",-1.440,-1.330
1,0:49,1,10,SDG 36,0,3,Philip Rivers pass complete short middle to John Phillips for 5 yards (tackle by Kevin Burnett),1.330,1.470
1,0:20,2,5,SDG 41,0,3,Ryan Mathews up the middle for no gain (tackle by Pat Sims and Lamarr Houston),1.470,0.760
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,SDG 41,0,3,Philip Rivers pass complete short left to Eddie Royal for 13 yards (tackle by Brandian Ross). Penalty on Lamarr Houston: Defensive Offside (Declined),0.760,2.520
2,14:45,1,10,OAK 46,0,3,Ryan Mathews left end for 6 yards (tackle by Brandian Ross),2.520,2.790
2,14:10,2,4,OAK 40,0,3,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Miles Burris at OAK-42 (tackle by Philip Rivers)",2.790,-1.730
2,14:07,1,10,OAK 42,0,3,Darren McFadden left tackle for no gain (tackle by Sean Lissemore),1.730,1.190
2,13:28,2,10,OAK 42,0,3,Matt McGloin pass complete short right to Andre Holmes for 11 yards (tackle by Shareece Wright),1.190,2.460
2,12:52,1,10,SDG 47,0,3,Taiwan Jones left end for no gain (tackle by Shareece Wright),2.460,1.910
2,12:12,2,10,SDG 47,0,3,Matt McGloin pass complete short middle to Denarius Moore for 5 yards (tackle by Melvin Ingram and Manti Te'o),1.910,1.880
2,11:31,3,5,SDG 42,0,3,Matt McGloin pass complete deep right to Mychal Rivera for 37 yards (tackle by Shareece Wright),1.880,6.060
2,10:43,1,5,SDG 5,6,3,"Darren McFadden right tackle for 5 yards, touchdown",6.060,7.000
2,10:43,,,SDG 2,7,3,Sebastian Janikowski kicks extra point good,0.000,0.000
2,10:43,,,OAK 35,7,3,"Sebastian Janikowski kicks off 62 yards, returned by Ronnie Brown for 9 yards (tackle by Taiwan Jones)",0.000,0.350
2,10:37,1,10,SDG 12,7,3,Ryan Mathews up the middle for 4 yards (tackle by Pat Sims),-0.350,-0.370
2,10:12,2,6,SDG 16,7,3,Ryan Mathews up the middle for -2 yards (tackle by Pat Sims),-0.370,-1.190
2,9:30,3,8,SDG 14,7,3,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Tracy Porter: Defensive Holding, 5 yards (no play)",-1.190,0.150
2,9:25,1,10,SDG 19,7,3,Danny Woodhead up the middle for 6 yards (tackle by Pat Sims),0.150,0.480
2,8:50,2,4,SDG 25,7,3,Danny Woodhead up the middle for 5 yards (tackle by Jason Hunter and Nick Roach),0.480,0.940
2,8:13,1,10,SDG 30,7,3,Philip Rivers pass complete short right to Keenan Allen for 18 yards (tackle by Brandian Ross),0.940,2.130
2,7:30,1,10,SDG 48,7,3,Ryan Mathews right tackle for -3 yards (tackle by Kevin Burnett and Pat Sims),2.130,1.180
2,6:51,2,13,SDG 45,7,3,Philip Rivers pass incomplete short right intended for Ryan Mathews,1.180,0.500
2,6:46,3,13,SDG 45,7,3,Philip Rivers pass complete short right to Vincent Brown for 24 yards (tackle by Kevin Burnett and Brandian Ross),0.500,3.510
2,6:02,1,10,OAK 31,7,3,Philip Rivers pass incomplete deep right intended for Vincent Brown is intercepted by Mike Jenkins at OAK-10,3.510,0.380
2,5:54,1,10,OAK 10,7,3,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",-0.380,-0.570
2,5:54,1,15,OAK 5,7,3,Matt McGloin pass complete short left to Rashad Jennings for 16 yards (tackle by Manti Te'o and Eric Weddle),-0.570,0.340
