Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
1,10:05,1,10,DET 26,0,0,Artose Pinner right tackle for 8 yards (tackle by Adam Archuleta),0.670,1.210
1,9:31,2,2,DET 34,0,0,Artose Pinner right tackle for 10 yards (tackle by Aeneas Williams),1.210,1.860
1,8:53,1,10,DET 44,0,0,Az-Zahir Hakim right end for 8 yards (tackle by Jerametrius Butler),1.860,2.400
1,8:13,2,2,STL 48,0,0,Artose Pinner left tackle for 1 yard (tackle by Ryan Pickett),2.400,1.820
1,7:32,3,1,STL 47,0,0,Artose Pinner right tackle for no gain (tackle by Tommy Polley),1.820,0.130
1,6:53,4,1,STL 47,0,0,Cory Schlesinger right tackle for 4 yards (tackle by Rich Coady),0.130,2.720
1,6:17,1,10,STL 43,0,0,Joey Harrington pass complete to David Kircus for 19 yards (tackle by Jerametrius Butler),2.720,3.970
1,5:35,1,10,STL 24,0,0,Joey Harrington pass complete to Shawn Bryson for -2 yards (tackle by Adam Archuleta),3.970,3.160
1,4:57,2,12,STL 26,0,0,Shawn Bryson left tackle for 12 yards (tackle by Jerametrius Butler),3.160,4.650
1,4:15,,,,0,0,Timeout #1 by Detroit Lions,0.000,4.650
1,4:15,1,10,STL 14,0,0,Joey Harrington pass incomplete intended for Bill Schroeder,4.650,4.000
1,4:11,2,10,STL 14,0,0,Shawn Bryson right tackle for -2 yards (tackle by Pisa Tinoisamoa),4.000,3.000
1,3:30,3,12,STL 16,0,0,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",3.000,2.480
1,3:08,3,17,STL 21,0,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.480,2.060
1,3:03,4,17,STL 21,0,3,Jason Hanson 39 yard field goal good,2.060,3.000
1,,,,DET 30,0,3,"Jason Hanson kicks off 63 yards, returned by Arlen Harris for 24 yards (tackle by James Davis)",0.000,1.000
1,2:53,1,10,STL 31,0,3,Marc Bulger pass complete to Marshall Faulk for 7 yards (tackle by Barrett Green),1.000,1.410
1,2:15,2,3,STL 38,0,3,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Shaun Rogers),1.410,0.700
1,2:10,3,3,STL 38,0,3,"Penalty on Kyle Turley: False Start, 5 yards (no play)",0.700,0.040
1,2:10,3,8,STL 33,0,3,Marc Bulger pass complete to Torry Holt for 25 yards (tackle by Dre' Bly),0.040,2.790
1,1:26,1,10,DET 42,0,3,Marc Bulger pass complete to Cam Cleeland for 29 yards (tackle by Earl Holmes),2.790,4.710
1,0:41,1,10,DET 13,0,3,Marc Bulger pass incomplete intended for Cam Cleeland,4.710,4.050
1,0:35,2,10,DET 13,0,3,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Brian Walker),4.050,4.100
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,DET 8,6,3,"Marc Bulger pass complete to Brandon Manumaleuna for 8 yards, touchdown",4.100,7.000
2,,,,DET 2,7,3,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,3,"Jeff Wilkins kicks off 57 yards, returned by Cory Schlesinger for 23 yards (tackle by Travis Fisher)",0.000,1.330
2,14:45,1,10,DET 36,7,3,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Ryan Pickett),1.330,0.790
2,14:39,2,10,DET 36,7,3,Artose Pinner left tackle for 2 yards (tackle by Pisa Tinoisamoa),0.790,0.370
2,14:02,3,8,DET 38,7,3,Joey Harrington pass complete to Bill Schroeder for 9 yards (tackle by Jerametrius Butler),0.370,2.060
2,13:21,1,10,DET 47,7,3,Joey Harrington pass complete to Casey Fitzsimmons for 22 yards (tackle by Aeneas Williams),2.060,3.510
2,12:38,1,10,STL 31,7,3,Joey Harrington pass complete to Mikhael Ricks for 18 yards (tackle by Travis Fisher),3.510,4.710
2,11:57,1,10,STL 13,7,9,"Joey Harrington pass complete to Bill Schroeder for 13 yards, touchdown",4.710,7.000
2,,,,STL 2,7,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,10,"Jason Hanson kicks off 64 yards, returned by Arlen Harris for 22 yards (tackle by Jeff Gooch)",0.000,0.810
2,11:41,1,10,STL 28,7,10,"Penalty on Andy McCollum: False Start, 5 yards (no play)",0.810,0.480
2,11:41,1,15,STL 23,7,10,Marc Bulger pass complete to Marshall Faulk for -1 yards (tackle by Dre' Bly),0.480,-0.550
2,11:04,2,16,STL 22,7,10,Marc Bulger pass complete to Marshall Faulk for 7 yards (tackle by Boss Bailey),-0.550,-0.300
2,10:19,3,9,STL 29,7,10,Marc Bulger pass complete to Marshall Faulk for 16 yards (tackle by Dre' Bly),-0.300,1.930
2,9:31,1,10,STL 45,7,10,Marshall Faulk left tackle for no gain (tackle by James Hall and Earl Holmes),1.930,1.380
2,8:47,2,10,STL 45,7,10,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Dre' Bly),1.380,1.490
2,8:04,3,4,DET 49,7,10,Marc Bulger pass incomplete intended for Marshall Faulk (defended by Barrett Green),1.490,0.000
2,7:59,4,4,DET 49,7,10,"Sean Landeta punts 42 yards, fair catch by Reggie Swinton. Penalty on Terrence Holt: Defensive Offside, 5 yards (no play)",0.000,2.650
2,7:53,1,10,DET 44,7,10,Marc Bulger pass complete to Brandon Manumaleuna for 8 yards (tackle by Otis Smith),2.650,3.190
2,7:12,2,2,DET 36,7,10,Marshall Faulk left tackle for 3 yards (tackle by James Hall),3.190,3.380
2,6:29,,,,7,10,Timeout #2 by St. Louis Rams,0.000,3.380
2,6:29,1,10,DET 33,7,10,Marc Bulger pass incomplete intended for Cam Cleeland,3.380,2.840
2,6:23,2,10,DET 33,7,10,Marc Bulger pass incomplete intended for Torry Holt,2.840,2.150
2,6:19,3,10,DET 33,7,10,Marc Bulger pass incomplete intended for Dane Looker,2.150,1.150
2,6:11,,,,7,10,Timeout #2 by Detroit Lions,0.000,1.150
2,6:11,4,10,DET 33,10,10,Jeff Wilkins 51 yard field goal good,1.150,3.000
2,,,,STL 30,10,10,"Jeff Wilkins kicks off 68 yards, returned by Eddie Drummond for 30 yards (tackle by Rich Coady). Penalty on Wali Rainer: Offensive Holding, 10 yards",0.000,-0.060
2,5:58,1,10,DET 17,10,10,Shawn Bryson left tackle for -1 yards (tackle by Leonard Little),-0.060,-0.730
2,5:23,2,11,DET 16,10,10,Joey Harrington up the middle for 1 yard (tackle by Leonard Little),-0.730,-1.250
2,4:40,3,10,DET 17,10,10,Joey Harrington sacked by Grant Wistrom for -8 yards,-1.250,-2.490
2,4:26,4,18,DET 9,10,10,Nick Harris punts no gain,-2.490,-6.060
2,4:22,1,5,DET 5,10,10,Marshall Faulk left end for 3 yards (tackle by Earl Holmes),6.060,5.720
2,3:41,2,2,DET 2,16,10,"Marshall Faulk left tackle for 2 yards, touchdown",5.720,7.000
2,,,,DET 2,17,10,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,17,10,"Jeff Wilkins kicks off 71 yards, returned by Reggie Swinton for 21 yards (tackle by Bryce Fisher)",0.000,0.280
2,3:31,1,10,DET 20,17,10,Joey Harrington pass complete to Artose Pinner for 5 yards (tackle by Jerametrius Butler),0.280,0.410
2,2:59,2,5,DET 25,17,10,Joey Harrington pass complete to Az-Zahir Hakim for 12 yards (tackle by Travis Fisher),0.410,1.400
2,2:24,1,10,DET 37,17,10,Joey Harrington pass complete to Mikhael Ricks for 2 yards,1.400,1.130
2,1:59,2,8,DET 39,17,10,"Joey Harrington pass complete to Az-Zahir Hakim for 12 yards (tackle by Pisa Tinoisamoa). Az-Zahir Hakim fumbles (forced by Pisa Tinoisamoa), recovered by Aeneas Williams at STL-48 (tackle by Bill Schroeder)",1.130,-2.130
2,1:51,1,10,STL 48,17,10,Marc Bulger pass complete to Mike Furrey for 7 yards (tackle by Dre' Bly),2.130,2.530
2,1:30,2,3,DET 45,17,10,"Marc Bulger pass complete to Mike Furrey for -6 yards (tackle by Dre' Bly). Mike Furrey fumbles (forced by Dre' Bly), recovered by Kyle Turley at STL-49",2.530,1.020
2,0:55,3,9,STL 49,17,10,Marc Bulger pass complete to Torry Holt for 14 yards (tackle by Dre' Bly),1.020,3.120
2,0:45,,,,17,10,Timeout #3 by St. Louis Rams,0.000,3.120
2,0:45,1,10,DET 37,17,10,Marc Bulger pass complete to Dane Looker for 19 yards (tackle by Doug Evans),3.120,4.370
2,0:38,1,10,DET 18,17,10,Marc Bulger pass incomplete (defended by Shaun Rogers),4.370,3.800
2,0:36,2,10,DET 18,17,10,Marc Bulger pass incomplete intended for Marshall Faulk (defended by Jared DeVries),3.800,3.050
2,0:31,3,10,DET 18,17,10,Marc Bulger pass incomplete intended for Mike Furrey,3.050,2.250
2,0:27,4,10,DET 18,20,10,Jeff Wilkins 36 yard field goal good,2.250,3.000
2,,,,STL 30,20,10,"Jeff Wilkins kicks off 70 yards, touchback",0.000,0.280
2,0:23,1,10,DET 20,20,10,Joey Harrington pass complete to Paul Smith for 6 yards (tackle by Jerametrius Butler),0.280,0.540
2,0:15,,,,20,10,Timeout #3 by Detroit Lions,0.000,0.540
2,0:14,2,4,DET 26,20,10,Joey Harrington pass complete to Paul Smith for 8 yards,0.540,1.200
2,0:09,1,10,DET 34,20,10,Joey Harrington pass complete to Paul Smith for 12 yards (tackle by Pisa Tinoisamoa),1.200,1.990
2,0:04,1,10,DET 46,20,10,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.990,1.450
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,20,10,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,20,10,Marshall Faulk left end for 7 yards (tackle by Terrence Holt),0.280,0.680
3,14:22,2,3,STL 27,20,10,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Dre' Bly),0.680,1.000
3,13:41,1,10,STL 31,20,10,"Marc Bulger sacked by Shaun Rogers for -8 yards. Marc Bulger fumbles (forced by Shaun Rogers), recovered by Barrett Green at STL-24 (tackle by Cam Cleeland)",1.000,-3.970
3,13:33,1,10,STL 24,20,10,Joey Harrington pass complete to Paul Smith for 11 yards (tackle by Aeneas Williams),3.970,4.710
3,12:57,1,10,STL 13,20,10,"Artose Pinner left tackle for 3 yards (tackle by Pisa Tinoisamoa). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",4.710,4.040
3,12:28,1,20,STL 23,20,10,Joey Harrington pass complete to Casey Fitzsimmons for 10 yards (tackle by Jamie Duncan),4.040,4.050
3,11:49,2,10,STL 13,20,16,"Joey Harrington pass complete to Az-Zahir Hakim for 13 yards, touchdown",4.050,7.000
3,,,,STL 2,20,17,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,20,17,"Jason Hanson kicks off 69 yards, returned by Arlen Harris for 20 yards (tackle by Doug Evans)",0.000,0.340
3,11:34,1,10,STL 21,20,17,Marshall Faulk right end for 1 yard (tackle by Barrett Green),0.340,-0.070
3,11:10,2,9,STL 22,20,17,Marc Bulger pass complete to Marshall Faulk for 6 yards (tackle by Terrence Holt),-0.070,0.040
3,10:19,3,3,STL 28,20,17,Marc Bulger pass complete to Dane Looker for 2 yards (tackle by Brian Walker),0.040,-1.370
3,9:34,4,1,STL 30,20,17,"Sean Landeta punts 37 yards, returned by Reggie Swinton for 16 yards (tackle by Jeremy Loyd)",-1.370,-2.190
3,9:23,1,10,DET 49,20,17,Joey Harrington pass incomplete intended for Casey Fitzsimmons (defended by Jamie Duncan),2.190,1.650
3,9:18,2,10,DET 49,20,17,"Paul Smith left tackle for 2 yards (tackle by Aeneas Williams and Adam Archuleta). Penalty on Jeff Backus: Offensive Holding, 10 yards",1.650,0.570
3,8:52,2,18,DET 41,20,17,"Joey Harrington pass incomplete intended for Cory Schlesinger. Penalty on Leonard Little: Illegal Use of Hands, 5 yards (no play)",0.570,1.990
3,8:46,1,10,DET 46,20,17,Artose Pinner up the middle for -1 yards (tackle by Grant Wistrom),1.990,1.320
3,8:10,2,11,DET 45,20,17,Az-Zahir Hakim left end for 35 yards (tackle by Jerametrius Butler),1.320,4.240
3,7:17,1,10,STL 20,20,17,Joey Harrington pass complete to Artose Pinner for 10 yards (tackle by Jamie Duncan),4.240,4.910
3,6:53,1,10,STL 10,20,17,Artose Pinner left tackle for 7 yards (tackle by Adam Archuleta),4.910,5.530
3,6:15,2,3,STL 3,20,17,Artose Pinner right tackle for 1 yard (tackle by Brian Young),5.530,4.950
3,5:35,3,2,STL 2,20,23,"Joey Harrington pass complete to Casey Fitzsimmons for 2 yards, touchdown",4.950,7.000
3,,,,STL 2,20,24,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,20,24,"Jason Hanson kicks off 59 yards, returned by Arlen Harris for 20 yards (tackle by Wali Rainer)",0.000,1.000
3,5:21,1,10,STL 31,20,24,Marc Bulger pass incomplete intended for Dane Looker,1.000,0.460
3,5:15,2,10,STL 31,20,24,Marshall Faulk up the middle for -2 yards (tackle by Jared DeVries),0.460,-0.490
3,4:36,3,12,STL 29,20,24,Marc Bulger pass incomplete intended for Dane Looker is intercepted by Boss Bailey at STL-43 and returned for -2 yards,-0.490,-3.710
3,4:21,1,10,STL 28,20,24,Joey Harrington pass complete to Cory Schlesinger for 5 yards (tackle by Pisa Tinoisamoa),3.710,3.840
3,3:43,2,5,STL 23,20,24,Artose Pinner left tackle for 3 yards (tackle by Ryan Pickett),3.840,3.530
3,3:07,3,2,STL 20,20,24,Joey Harrington pass incomplete intended for Cory Schlesinger,3.530,2.250
3,3:07,4,2,STL 20,20,27,Jason Hanson 38 yard field goal good,2.250,3.000
3,,,,DET 30,20,27,"Jason Hanson kicks off 68 yards, returned by Arlen Harris for 27 yards (tackle by Doug Evans)",0.000,0.870
3,2:49,1,10,STL 29,20,27,Marc Bulger sacked by Earl Holmes for -12 yards,0.870,-1.430
3,2:10,2,22,STL 17,20,27,Marc Bulger pass incomplete intended for Torry Holt (defended by Dre' Bly),-1.430,-2.270
3,2:05,3,22,STL 17,20,27,Marc Bulger pass incomplete,-2.270,-2.320
3,1:54,4,22,STL 17,20,27,"Sean Landeta punts 48 yards, returned by Reggie Swinton for 19 yards (tackle by Pisa Tinoisamoa)",-2.320,-2.520
3,1:41,1,10,STL 46,20,27,Artose Pinner up the middle for 1 yard (tackle by Pisa Tinoisamoa),2.520,2.110
3,1:03,2,9,STL 45,20,27,Joey Harrington pass complete to Az-Zahir Hakim for 10 yards (tackle by Tommy Polley),2.110,3.250
3,0:21,1,10,STL 35,20,27,Joey Harrington pass incomplete intended for Az-Zahir Hakim,3.250,2.700
3,0:15,2,10,STL 35,20,27,Joey Harrington pass complete to Artose Pinner for -5 yards (tackle by Pisa Tinoisamoa),2.700,1.350
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,STL 40,20,27,Joey Harrington pass complete to Paul Smith for 8 yards (tackle by Jerametrius Butler),1.350,1.240
4,14:35,4,7,STL 32,20,30,Jason Hanson 50 yard field goal good,1.240,3.000
4,,,,DET 30,20,30,"Jason Hanson kicks off 69 yards, returned by Arlen Harris for 31 yards (tackle by Terrence Holt)",0.000,1.070
4,14:21,1,10,STL 32,20,30,Marc Bulger pass complete to Dane Looker for 14 yards (tackle by Otis Smith),1.070,1.990
4,13:44,1,10,STL 46,20,30,"Penalty on Kyle Turley: False Start, 5 yards (no play)",1.990,1.660
4,13:26,1,15,STL 41,20,30,Marshall Faulk left tackle for 9 yards (tackle by Jared DeVries),1.660,1.990
4,12:47,2,6,DET 50,20,30,"Marc Bulger sacked by Otis Smith for -11 yards. Marc Bulger fumbles (forced by Otis Smith), recovered by Otis Smith at STL-36 (tackle by Andy McCollum)",1.990,-3.180
4,12:40,1,10,STL 36,20,30,Joey Harrington pass complete to Casey Fitzsimmons for 2 yards (tackle by Jamie Duncan),3.180,2.910
4,12:00,2,8,STL 34,20,30,Artose Pinner left tackle for 3 yards (tackle by Tommy Polley),2.910,2.610
4,11:18,3,5,STL 31,20,30,Joey Harrington pass complete to Mikhael Ricks for 12 yards (tackle by Aeneas Williams),2.610,4.310
4,10:32,1,10,STL 19,20,30,Joey Harrington pass incomplete intended for Az-Zahir Hakim,4.310,3.750
4,10:27,2,10,STL 19,20,30,Artose Pinner left tackle for 5 yards (tackle by Ryan Pickett),3.750,3.760
4,9:44,3,5,STL 14,20,30,Joey Harrington pass incomplete intended for Bill Schroeder is intercepted by Pisa Tinoisamoa at STL-4 and returned for 11 yards (tackle by Matt Joyce),3.760,0.220
4,9:35,1,10,STL 15,20,30,Kurt Warner pass complete to Brandon Manumaleuna for 8 yards (tackle by Boss Bailey),-0.220,0.480
4,9:03,2,2,STL 23,20,30,Marshall Faulk left end for 1 yard (tackle by Boss Bailey),0.480,-0.270
4,8:19,3,1,STL 24,20,30,Marshall Faulk left end for 2 yards (tackle by James Hall),-0.270,0.670
4,7:44,1,10,STL 26,20,30,Kurt Warner pass incomplete intended for Dane Looker,0.670,0.130
4,7:39,2,10,STL 26,20,30,"Penalty on Andy McCollum: False Start, 5 yards (no play)",0.130,-0.550
4,7:24,2,15,STL 21,20,30,Kurt Warner pass incomplete intended for Torry Holt,-0.550,-1.220
4,7:18,3,15,STL 21,20,30,Kurt Warner pass incomplete intended for Mike Furrey (defended by Terrence Holt),-1.220,-1.960
4,7:10,4,15,STL 21,20,30,"Sean Landeta punts 50 yards, returned by Reggie Swinton for 16 yards (tackle by Cam Cleeland)",-1.960,-1.930
4,6:56,1,10,DET 45,20,30,Artose Pinner right end for -5 yards (tackle by Ryan Pickett),1.930,0.710
4,6:15,2,15,DET 40,20,30,Reggie Swinton left end for no gain (tackle by Grant Wistrom),0.710,0.040
4,5:30,3,15,DET 40,20,30,Paul Smith left tackle for 3 yards (tackle by Grant Wistrom and Pisa Tinoisamoa),0.040,-0.520
4,4:52,4,12,DET 43,20,30,"Nick Harris punts 40 yards, muffed catch by Mike Furrey, recovered by Mike Furrey and returned for 4 yards (tackle by Paul Smith)",-0.520,-0.340
4,4:40,1,10,STL 21,20,30,Kurt Warner pass incomplete intended for Marshall Faulk,0.340,-0.200
4,4:35,2,10,STL 21,20,30,Kurt Warner pass complete to Shaun McDonald for 5 yards (tackle by Otis Smith),-0.200,-0.230
4,4:05,3,5,STL 26,20,30,Kurt Warner pass incomplete intended for Shaun McDonald (defended by Otis Smith),-0.230,-1.630
4,4:00,,,,20,30,Timeout #1 by St. Louis Rams,0.000,-1.630
4,4:00,4,5,STL 26,20,30,Arlen Harris left end for 6 yards (tackle by Bracy Walker),-1.630,1.070
4,3:17,1,10,STL 32,20,30,"Penalty on Mike Furrey: False Start, 5 yards (no play)",1.070,0.740
4,3:14,1,15,STL 27,20,30,Kurt Warner pass complete to Marshall Faulk for 5 yards (tackle by Jeff Gooch),0.740,0.530
4,2:51,2,10,STL 32,20,30,Kurt Warner pass complete to Shaun McDonald for 5 yards (tackle by Boss Bailey),0.530,0.500
4,2:38,,,,20,30,Timeout #2 by St. Louis Rams,0.000,0.500
4,2:38,3,5,STL 37,20,30,Kurt Warner pass incomplete intended for Dane Looker,0.500,-0.910
4,2:35,4,5,STL 37,20,30,Kurt Warner pass incomplete intended for Torry Holt,-0.910,-3.180
4,2:29,1,10,STL 36,20,30,Artose Pinner up the middle for 2 yards (tackle by Grant Wistrom),3.180,2.910
4,2:22,,,,20,30,Timeout #3 by St. Louis Rams,0.000,2.910
4,2:22,2,8,STL 34,20,30,Artose Pinner up the middle for 4 yards (tackle by Rich Coady),2.910,2.740
4,2:00,3,4,STL 30,20,30,Artose Pinner right tackle for 1 yard (tackle by Grant Wistrom),2.740,1.580
4,1:13,,,,20,30,Timeout #1 by Detroit Lions,0.000,1.580
4,1:13,4,3,STL 29,20,30,Artose Pinner up the middle for 5 yards (tackle by Damione Lewis),1.580,3.970
4,0:28,1,10,STL 24,20,30,Joey Harrington kneels for -1 yards,3.970,3.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
