Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
1,0:35,1,3,PHI 3,7,10,Kerryon Johnson up the middle for 2 yards (tackle by Akeem Spence),6.510,5.910
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PHI 1,7,10,Kerryon Johnson left tackle for no gain (tackle by Nathan Gerry),5.910,5.170
2,14:17,3,1,PHI 1,7,10,Matthew Stafford pass incomplete short left intended for T.J. Hockenson. Penalty on Akeem Spence: Defensive Offside (no play),5.170,5.170
2,14:12,3,1,PHI 1,13,10,"Kerryon Johnson up the middle for 1 yard, touchdown",5.170,7.000
2,14:09,,,PHI 15,14,10,Matt Prater kicks extra point good,0.000,0.000
2,14:09,,,DET 35,14,10,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,14:09,1,10,PHI 25,14,10,Carson Wentz right end for 3 yards (tackle by Tracy Walker),0.610,0.470
2,13:30,2,7,PHI 28,14,10,Carson Wentz pass incomplete short right intended for Miles Sanders,0.470,-0.230
2,13:24,3,7,PHI 28,14,10,Carson Wentz pass complete short right to Mack Hollins for 11 yards (tackle by Rashaan Melvin),-0.230,1.530
2,12:51,1,10,PHI 39,14,10,Miles Sanders left tackle for 4 yards (tackle by Romeo Okwara and Kevin Strong),1.530,1.530
2,12:09,2,6,PHI 43,14,10,"Carson Wentz pass complete short right to Mack Hollins for 11 yards. Penalty on Mack Hollins: Offensive Pass Interference, 10 yards (no play)",1.530,0.180
2,11:40,2,16,PHI 33,14,10,Carson Wentz pass complete short right to JJ Arcega-Whiteside for 10 yards (tackle by Tracy Walker),0.180,0.830
2,10:59,3,6,PHI 43,14,10,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Justin Coleman),0.830,-0.520
2,10:53,4,6,PHI 43,14,10,"Cameron Johnston punts 37 yards, fair catch by Danny Amendola at DET-20",-0.520,-0.280
2,10:47,1,10,DET 20,14,10,Matthew Stafford pass complete deep right to Marvin Jones for 19 yards (tackle by Malcolm Jenkins),0.280,1.530
2,10:12,1,10,DET 39,14,10,Matthew Stafford pass incomplete short right intended for T.J. Hockenson,1.530,0.990
2,10:09,2,10,DET 39,14,10,"Penalty on T.J. Hockenson: False Start, 5 yards (no play)",0.990,0.310
2,10:09,2,15,DET 34,14,10,Matthew Stafford pass complete short right to Ty Johnson for no gain (tackle by Zach Brown and Malcolm Jenkins),0.310,-0.360
2,9:26,3,15,DET 34,14,10,Matthew Stafford pass complete short right to Kerryon Johnson for 7 yards,-0.360,-0.650
2,8:53,4,8,DET 41,14,10,Sam Martin punts 49 yards downed by Mike Ford,-0.650,0.380
2,8:45,1,10,PHI 10,14,10,Miles Sanders right end for 2 yards (tackle by Trey Flowers and Christian Jones),-0.380,-0.630
2,8:16,2,8,PHI 12,14,10,Miles Sanders right tackle for 5 yards (tackle by Trey Flowers),-0.630,-0.600
2,7:43,3,3,PHI 17,14,10,Carson Wentz pass complete short middle to Zach Ertz for 12 yards (tackle by Quandre Diggs),-0.600,0.870
2,7:17,1,10,PHI 29,14,10,"Miles Sanders left end for 1 yard (tackle by Romeo Okwara). Miles Sanders fumbles (forced by Romeo Okwara), recovered by Isaac Seumalo at PHI-31 (tackle by Jarrad Davis)",0.870,0.600
2,6:25,2,8,PHI 31,14,10,Jordan Howard left tackle for 3 yards (tackle by Romeo Okwara),0.600,0.300
2,6:00,3,5,PHI 34,14,10,"Penalty on Kevin Strong: Encroachment, 5 yards (no play)",0.300,1.530
2,5:42,1,10,PHI 39,14,10,Miles Sanders up the middle for 6 yards (tackle by Tracy Walker),1.530,1.800
2,5:15,2,4,PHI 45,14,10,"Miles Sanders left guard for 4 yards (tackle by Jarrad Davis and Damon Harrison). Miles Sanders fumbles (forced by Jarrad Davis), recovered by A'Shawn Robinson at DET-49 (tackle by Carson Wentz)",1.800,-2.190
2,4:50,1,10,DET 49,14,10,J.D. McKissic left end for 44 yards (tackle by Ronald Darby),2.190,5.600
2,4:13,1,7,PHI 7,14,10,Kerryon Johnson up the middle for no gain (tackle by Brandon Graham),5.600,4.760
2,3:39,2,7,PHI 7,14,10,Matthew Stafford pass incomplete short left intended for Kenny Golladay,4.760,3.810
2,3:36,3,7,PHI 7,14,10,Matthew Stafford pass incomplete short middle intended for T.J. Hockenson,3.810,2.970
2,3:32,4,7,PHI 7,17,10,Matt Prater 25 yard field goal good,2.970,3.000
2,3:29,,,DET 35,17,10,"Sam Martin kicks off 65 yards, returned by Miles Sanders for 15 yards (tackle by Miles Killebrew)",0.000,-0.220
2,3:25,1,10,PHI 15,17,10,Carson Wentz pass complete short middle to Zach Ertz for 23 yards (tackle by Jahlani Tavai),-0.220,1.470
2,2:46,1,10,PHI 38,17,10,Carson Wentz left end for 5 yards (tackle by Tracy Walker),1.470,1.600
2,2:12,2,5,PHI 43,17,10,Carson Wentz pass complete short middle to Mack Hollins for 12 yards (tackle by Jarrad Davis),1.600,2.590
2,2:00,1,10,DET 45,17,10,"Carson Wentz pass complete short right to Nelson Agholor for 5 yards. Nelson Agholor fumbles, recovered by Darius Slay at DET-40 and returned for 38 yards (tackle by Carson Wentz)",2.590,-4.110
2,1:51,1,10,PHI 22,17,10,Kerryon Johnson left tackle for 4 yards (tackle by Nigel Bradham),4.110,4.130
2,1:09,2,6,PHI 18,17,10,Matthew Stafford pass complete short left to Danny Amendola for -2 yards (tackle by Rasul Douglas),4.130,3.140
2,1:04,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:04,3,8,PHI 20,17,10,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Ronald Darby),3.140,2.540
2,0:59,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:59,,,,,,Timeout #1 by Detroit Lions,,
2,0:59,4,3,PHI 15,20,10,Matt Prater 33 yard field goal good,2.540,3.000
2,0:57,,,DET 35,20,10,"Sam Martin kicks off 60 yards, returned by Miles Sanders for 19 yards (tackle by Miles Killebrew)",0.000,0.540
2,0:52,1,10,PHI 24,20,10,Carson Wentz pass incomplete short right intended for Zach Ertz,0.540,0.000
2,0:48,2,10,PHI 24,20,10,Carson Wentz sacked by Trey Flowers for -3 yards,0.000,-1.090
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,20,10,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,20,10,Kerryon Johnson up the middle for 3 yards (tackle by Andrew Sendejo),0.610,0.470
3,14:19,2,7,DET 28,20,10,Kerryon Johnson right tackle for 6 yards (tackle by Andrew Sendejo),0.470,0.560
3,13:42,3,1,DET 34,20,10,Kerryon Johnson up the middle for 2 yards (tackle by Brandon Graham),0.560,1.330
3,13:04,1,10,DET 36,20,10,"Penalty on Graham Glasgow: False Start, 5 yards (no play)",1.330,1.000
3,12:43,1,15,DET 31,20,10,Matthew Stafford pass incomplete short right intended for Marvin Jones,1.000,0.120
3,12:38,2,15,DET 31,20,10,Matthew Stafford pass incomplete deep middle intended for Danny Amendola (defended by Nigel Bradham),0.120,-0.560
3,12:32,3,15,DET 31,20,10,Matthew Stafford pass incomplete short left intended for Kenny Golladay,-0.560,-1.310
3,12:23,4,15,DET 31,20,10,Sam Martin punts 53 yards out of bounds,-1.310,0.140
3,12:16,1,10,PHI 16,20,10,Carson Wentz pass complete short right to Mack Hollins for 19 yards (tackle by Darius Slay),-0.140,1.270
3,11:30,1,10,PHI 35,20,10,Carson Wentz pass complete short middle to Nelson Agholor for 5 yards (tackle by Quandre Diggs),1.270,1.400
3,11:01,2,5,PHI 40,20,10,Jordan Howard up the middle for 5 yards (tackle by Trey Flowers and Christian Jones),1.400,1.930
3,10:22,1,10,PHI 45,20,10,Jordan Howard up the middle for 3 yards (tackle by Trey Flowers),1.930,1.790
3,9:43,2,7,PHI 48,20,10,Carson Wentz pass incomplete short right intended for Darren Sproles,1.790,1.090
3,9:38,3,7,PHI 48,20,10,Carson Wentz pass incomplete deep left intended for Mack Hollins. Penalty on Mack Hollins: Offensive Pass Interference (Declined),1.090,-0.190
3,9:32,4,7,PHI 48,20,10,Cameron Johnston punts 50 yards out of bounds,-0.190,0.380
3,9:24,1,10,DET 2,20,10,Kerryon Johnson up the middle for -1 yards (tackle by Zach Brown),-0.380,-0.850
3,8:44,2,11,DET 1,20,10,Matthew Stafford pass complete short left to Jesse James for 13 yards (tackle by Malcolm Jenkins),-0.850,-0.280
3,7:59,1,10,DET 14,20,10,Kerryon Johnson up the middle for -1 yards (tackle by Nathan Gerry and Hassan Ridgeway),-0.280,-0.850
3,7:19,2,11,DET 13,20,10,Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by Malcolm Jenkins),-0.850,-1.530
3,7:14,3,11,DET 13,20,10,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,-1.530,-2.490
3,7:09,4,11,DET 13,20,10,"Sam Martin punts 36 yards, returned by Darren Sproles for 2 yards (tackle by Tavon Wilson and Jalen Reeves-Maybin)",-2.490,-2.460
3,6:59,1,10,DET 47,20,10,Jordan Howard left tackle for 2 yards (tackle by Damon Harrison and Devon Kennard),2.460,2.180
3,6:23,2,8,DET 45,20,10,Carson Wentz pass incomplete short left intended for Jordan Howard,2.180,1.490
3,6:19,3,8,DET 45,20,10,Carson Wentz pass complete short middle to Mack Hollins for 20 yards (tackle by Mike Ford),1.490,3.910
3,5:38,1,10,DET 25,20,10,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by Rashaan Melvin),3.910,4.200
3,5:08,2,4,DET 19,20,10,Jordan Howard left tackle for -1 yards (tackle by A'Shawn Robinson and Jahlani Tavai),4.200,3.340
3,4:23,3,5,DET 20,20,16,"Carson Wentz pass complete short left to Nelson Agholor for 20 yards, touchdown",3.340,7.000
3,4:15,,,DET 15,20,17,Jake Elliott kicks extra point good,0.000,0.000
3,4:15,,,PHI 35,20,17,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,4:15,1,10,DET 25,20,17,Matthew Stafford right end for 3 yards (tackle by Akeem Spence),0.610,0.470
3,4:06,2,7,DET 28,20,17,Ty Johnson up the middle for 3 yards (tackle by Zach Brown),0.470,0.170
3,3:25,3,4,DET 31,20,17,Matthew Stafford pass complete deep right to Marvin Jones for 27 yards (tackle by Avonte Maddox),0.170,2.790
3,2:57,1,10,PHI 42,20,17,Ty Johnson right end for 3 yards (tackle by Rodney McLeod),2.790,2.650
3,2:23,2,7,PHI 39,20,17,Matthew Stafford pass complete short left to Nick Bawden for 10 yards (tackle by Nigel Bradham),2.650,3.640
3,1:44,1,10,PHI 29,20,17,Ty Johnson left end for no gain (tackle by Zach Brown and Derek Barnett),3.640,3.100
3,0:59,2,10,PHI 29,20,17,"Penalty on Logan Thomas: False Start, 5 yards (no play)",3.100,2.420
3,0:42,2,15,PHI 34,20,17,Matthew Stafford pass complete short left to Danny Amendola for 22 yards (tackle by Zach Brown),2.420,4.780
3,0:07,1,10,PHI 12,20,17,Matthew Stafford pass incomplete short left intended for T.J. Hockenson (defended by Rasul Douglas),4.780,4.100
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PHI 12,26,17,"Matthew Stafford pass complete short left to Marvin Jones for 12 yards, touchdown",4.100,7.000
4,14:53,,,PHI 15,27,17,Matt Prater kicks extra point good,0.000,0.000
4,14:53,,,DET 35,27,17,"Sam Martin kicks off no gain, returned by Miles Sanders for 11 yards (tackle by Miles Killebrew and C.J. Moore). Penalty on J.D. McKissic: Illegal Formation, 5 yards (no play)",0.000,0.000
4,14:49,,,DET 30,27,17,"Sam Martin kicks off 70 yards, touchback.",0.000,0.610
4,14:49,1,10,PHI 25,27,17,Carson Wentz sacked by Christian Jones for -3 yards,0.610,-0.340
4,14:05,2,13,PHI 22,27,17,Carson Wentz sacked by Damon Harrison for -7 yards,-0.340,-2.350
4,13:21,3,20,PHI 15,27,17,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Tavon Wilson),-2.350,-2.440
4,13:15,4,20,PHI 15,27,17,"Cameron Johnston punts 57 yards, returned by Jamal Agnew for 24 yards (tackle by Cameron Johnston)",-2.440,-2.390
4,13:03,1,10,PHI 48,27,17,Kerryon Johnson right end for 3 yards (tackle by Zach Brown),2.390,2.250
4,12:28,2,7,PHI 45,27,17,Kerryon Johnson right end for -3 yards (tackle by Sidney Jones and Zach Brown),2.250,1.160
4,11:45,3,10,PHI 48,27,17,Matthew Stafford pass incomplete short right intended for Kenny Golladay,1.160,0.070
4,11:38,4,10,PHI 48,27,17,"Sam Martin punts 48 yards, touchback.",0.070,-0.280
4,11:31,1,10,PHI 20,27,17,Jordan Howard right tackle for 2 yards (tackle by Trey Flowers),0.280,0.000
4,11:01,2,8,PHI 22,27,17,Carson Wentz pass complete deep right to Miles Sanders for 33 yards (tackle by Christian Jones),0.000,2.590
4,10:24,1,10,DET 45,27,17,Miles Sanders left end for 5 yards (tackle by Tracy Walker),2.590,2.720
4,9:59,2,5,DET 40,27,17,Miles Sanders left tackle for 14 yards (tackle by Quandre Diggs),2.720,3.840
4,9:13,1,10,DET 26,27,17,Carson Wentz pass incomplete deep left intended for Dallas Goedert,3.840,3.300
4,9:07,2,10,DET 26,27,17,Darren Sproles up the middle for 3 yards (tackle by Damon Harrison and Trey Flowers),3.300,3.010
4,8:28,3,7,DET 23,27,17,"Carson Wentz pass incomplete deep right intended for Miles Sanders. Penalty on Trey Flowers: Roughing the Passer, 12 yards (no play)",3.010,4.840
4,8:22,1,10,DET 11,27,17,Miles Sanders left end for 1 yard (tackle by Quandre Diggs and A'Shawn Robinson),4.840,4.320
4,7:43,2,9,DET 10,27,17,"Carson Wentz pass incomplete short right intended for Darren Sproles (defended by Jarrad Davis). Penalty on Jarrad Davis: Unnecessary Roughness, 5 yards (no play)",4.320,6.060
4,7:37,1,5,DET 5,27,17,Jordan Howard up the middle for 3 yards (tackle by Damon Harrison and Jarrad Davis),6.060,5.720
4,7:07,2,2,DET 2,27,17,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Justin Coleman),5.720,4.950
4,7:03,3,2,DET 2,27,23,"Carson Wentz pass complete short right to Nelson Agholor for 2 yards, touchdown",4.950,7.000
4,6:59,,,DET 15,27,24,Jake Elliott kicks extra point good,0.000,0.000
4,6:59,,,PHI 35,27,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,6:59,1,10,DET 25,27,24,Matthew Stafford pass complete short left to T.J. Hockenson for 1 yard (tackle by Andrew Sendejo),0.610,0.200
4,6:18,2,9,DET 26,27,24,Matthew Stafford pass complete deep right to Marvin Jones for 18 yards (tackle by Sidney Jones),0.200,1.860
4,5:38,1,10,DET 44,27,24,Ty Johnson left end for -1 yards (tackle by Rasul Douglas),1.860,1.180
4,4:59,2,11,DET 43,27,24,Matthew Stafford pass incomplete short left intended for Kenny Golladay (defended by Rasul Douglas) (defended by Zach Brown),1.180,0.500
4,4:55,3,11,DET 43,27,24,Matthew Stafford pass complete short right to Danny Amendola for 15 yards,0.500,2.790
4,4:49,1,10,PHI 42,27,24,Kerryon Johnson right tackle for 2 yards (tackle by Nigel Bradham),2.790,2.510
4,4:12,2,8,PHI 40,27,24,Kerryon Johnson right end for no gain (tackle by Sidney Jones),2.510,1.820
4,3:31,3,8,PHI 40,27,24,Matthew Stafford pass incomplete short middle intended for Marvin Jones,1.820,0.590
4,3:24,4,8,PHI 40,27,24,"Sam Martin punts 40 yards, touchback.",0.590,-0.280
4,3:16,1,10,PHI 20,27,24,Carson Wentz pass complete short right to Nelson Agholor for 2 yards (tackle by Justin Coleman),0.280,0.000
4,2:36,2,8,PHI 22,27,24,Carson Wentz pass incomplete left intended for JJ Arcega-Whiteside (defended by Kevin Strong),0.000,-0.690
4,2:31,3,8,PHI 22,27,24,Carson Wentz pass incomplete deep left intended for Nelson Agholor (defended by Justin Coleman),-0.690,-1.900
4,2:25,4,8,PHI 22,27,24,Carson Wentz up the middle for 6 yards (tackle by Devon Kennard),-1.900,-3.710
4,2:18,1,10,PHI 28,27,24,Kerryon Johnson up the middle for no gain (tackle by Rodney McLeod and Nigel Bradham),3.710,3.170
4,2:13,,,,,,Timeout #1 by Philadelphia Eagles,,
4,2:12,2,10,PHI 28,27,24,Kerryon Johnson up the middle for no gain (tackle by Akeem Spence),3.170,2.480
4,2:00,3,10,PHI 28,27,24,Matthew Stafford pass incomplete deep right intended for Kenny Golladay (defended by Sidney Jones),2.480,1.590
4,1:53,4,10,PHI 28,27,24,"Matt Prater 46 yard field goal no good blocked by Malcolm Jenkins, recovered by Rasul Douglas (tackle by Frank Ragnow). Penalty on Malcolm Jenkins: Illegal Block Above the Waist, 10 yards",1.590,-2.260
4,1:40,1,10,PHI 50,27,24,Carson Wentz pass incomplete short left intended for Zach Ertz (defended by Tracy Walker),2.260,1.710
4,1:36,2,10,PHI 50,27,24,Carson Wentz pass incomplete short middle intended for Mack Hollins (defended by Mike Ford),1.710,1.030
4,1:29,3,10,PHI 50,27,24,Carson Wentz pass complete short right to Nelson Agholor for 5 yards (tackle by Justin Coleman),1.030,0.270
4,0:55,4,5,DET 45,27,24,"Carson Wentz pass complete deep right to Darren Sproles for 25 yards (tackle by Tavon Wilson). Penalty on Darren Sproles: Offensive Pass Interference, 10 yards (no play)",0.270,-0.390
4,0:49,4,15,PHI 45,27,24,Carson Wentz pass incomplete deep middle intended for JJ Arcega-Whiteside,-0.390,-2.590
4,0:41,1,10,PHI 45,27,24,Matthew Stafford kneels for -1 yards,2.590,1.910
4,0:39,2,11,PHI 46,27,24,Matthew Stafford kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
