Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
2,12:05,,,PIT 15,0,10,Austin Seibert kicks extra point good,0.000,0.000
2,12:05,,,CIN 35,0,10,"Austin Seibert kicks off 60 yards, returned by Ray-Ray McCloud for 30 yards (tackle by Shawn Williams and Brandon Wilson)",0.000,1.270
2,12:01,1,10,PIT 35,0,10,Benny Snell left tackle for 3 yards (tackle by Margus Hunt),1.270,1.130
2,11:23,2,7,PIT 38,0,10,Benny Snell right end for 6 yards (tackle by Germaine Pratt),1.130,1.220
2,10:41,3,1,PIT 44,0,10,Benny Snell up the middle for no gain (tackle by Josh Bynes),1.220,-0.460
2,9:56,4,1,PIT 44,0,10,Benny Snell right guard for 1 yard (tackle by Vonn Bell),-0.460,1.930
2,9:09,1,10,PIT 45,0,10,Ben Roethlisberger pass incomplete deep left intended for Eric Ebron (defended by Jessie Bates),1.930,1.380
2,9:04,2,10,PIT 45,0,10,"Penalty on Vance McDonald: False Start, 5 yards (no play)",1.380,0.710
2,9:04,2,15,PIT 40,0,10,Benny Snell right guard for 13 yards (tackle by Jessie Bates),0.710,1.750
2,8:20,3,2,CIN 47,0,10,Ben Roethlisberger pass complete short left to Diontae Johnson for 3 yards (tackle by Mackensie Alexander),1.750,2.650
2,7:41,1,10,CIN 44,0,10,Benny Snell right guard for 2 yards (tackle by Josh Bynes and Mike Daniels),2.650,2.380
2,6:59,2,8,CIN 42,0,10,Chase Claypool left end for -6 yards (tackle by Carl Lawson),2.380,0.890
2,6:01,3,14,CIN 48,0,10,"Ben Roethlisberger pass short middle intended for JuJu Smith-Schuster is intercepted by Mackensie Alexander at CIN-38 and returned for 21 yards. Penalty on Chukwuma Okorafor: Unnecessary Roughness, 15 yards",0.890,-3.840
2,5:52,1,10,PIT 26,0,10,Giovani Bernard left guard for 11 yards (tackle by Minkah Fitzpatrick),3.840,4.580
2,5:07,1,10,PIT 15,0,10,Giovani Bernard left tackle for 1 yard (tackle by Avery Williamson and Tyson Alualu),4.580,4.110
2,4:26,2,9,PIT 14,0,16,"Ryan Finley pass complete short middle to Giovani Bernard for 14 yards, touchdown, touchdown",4.110,7.000
2,4:20,,,PIT 15,0,17,Austin Seibert kicks extra point good,0.000,0.000
2,4:20,,,CIN 35,0,17,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,4:20,1,10,PIT 25,0,17,"Ben Roethlisberger pass complete short right to Diontae Johnson for 6 yards (tackle by Darius Phillips). Penalty on J.C. Hassenauer: Ineligible Downfield Pass, 5 yards (no play)",0.610,0.280
2,3:59,1,15,PIT 20,0,17,Ben Roethlisberger pass complete short middle to Diontae Johnson for 9 yards (tackle by Darius Phillips),0.280,0.600
2,3:21,2,6,PIT 29,0,17,Benny Snell left guard for 3 yards (tackle by Christian Covington and Jessie Bates),0.600,0.300
2,2:43,3,3,PIT 32,0,17,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by Mackensie Alexander). Penalty on Alejandro Villanueva: Offensive Holding (Offsetting) . Penalty on Sean Davis: Taunting (Offsetting) (no play),0.300,0.300
2,2:38,3,3,PIT 32,0,17,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster (defended by Mackensie Alexander),0.300,-1.240
2,2:36,4,3,PIT 32,0,17,"Jordan Berry punts 42 yards, fair catch by Alex Erickson at CIN-26",-1.240,-0.670
2,2:29,1,10,CIN 26,0,17,Giovani Bernard left tackle for 2 yards (tackle by Alex Highsmith and Stephon Tuitt),0.670,0.400
2,2:00,2,8,CIN 28,0,17,Giovani Bernard right tackle for 3 yards (tackle by Avery Williamson),0.400,0.100
2,1:18,3,5,CIN 31,0,17,Ryan Finley pass incomplete short middle intended for Tee Higgins (defended by Steven Nelson),0.100,-1.310
2,1:13,4,5,CIN 31,0,17,"Kevin Huber punts 41 yards, fair catch by Ray-Ray McCloud at PIT-28",-1.310,-0.810
2,1:06,1,10,PIT 28,0,17,"Ben Roethlisberger sacked by Carl Lawson for -12 yards. Ben Roethlisberger fumbles (forced by Carl Lawson), recovered by Alejandro Villanueva at PIT-16",0.810,-1.510
2,0:27,2,22,PIT 16,0,17,Jaylen Samuels up the middle for 4 yards (tackle by Amani Bledsoe),-1.510,-1.480
2,0:22,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:22,3,18,PIT 20,0,17,Ben Roethlisberger pass complete short middle to Jaylen Samuels for 12 yards (tackle by Mackensie Alexander),-1.480,-1.240
2,0:16,4,6,PIT 32,0,17,"Jordan Berry punts 52 yards, fair catch by Alex Erickson at CIN-16",-1.240,0.140
2,0:08,1,10,CIN 16,0,17,Ryan Finley kneels for -2 yards,-0.140,-0.890
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,0,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,0,17,Giovani Bernard left tackle for -1 yards (tackle by Cameron Heyward and Alex Highsmith),0.610,-0.070
3,14:20,2,11,CIN 24,0,17,Giovani Bernard right tackle for 3 yards (tackle by Avery Williamson) Penalty on CIN: Illegal Formation (Declined),-0.070,-0.360
3,13:53,3,8,CIN 27,0,17,Ryan Finley pass incomplete deep left intended for Alex Erickson,-0.360,-1.570
3,13:46,4,8,CIN 27,0,17,"Kevin Huber punts 51 yards, returned by Ray-Ray McCloud for 11 yards (tackle by Akeem Davis-Gaither)",-1.570,-1.140
3,13:34,1,10,PIT 33,0,17,Ben Roethlisberger pass incomplete short middle intended for Benny Snell,1.140,0.590
3,13:30,2,10,PIT 33,0,17,Benny Snell left tackle for 7 yards (tackle by Vonn Bell),0.590,0.830
3,12:48,3,3,PIT 40,0,17,Ben Roethlisberger pass complete short left to Chase Claypool for 37 yards (tackle by Jessie Bates),0.830,4.040
3,12:11,1,10,CIN 23,6,17,"Ben Roethlisberger pass complete deep right to Diontae Johnson for 23 yards, touchdown",4.040,7.000
3,12:07,,,CIN 15,7,17,Chris Boswell kicks extra point good,0.000,0.000
3,12:07,,,PIT 35,7,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,12:07,1,10,CIN 25,7,17,Samaje Perine right tackle for -1 yards (tackle by T.J. Watt),0.610,-0.070
3,11:24,2,11,CIN 24,7,17,Ryan Finley pass complete short left to Drew Sample for 4 yards (tackle by Minkah Fitzpatrick),-0.070,-0.230
3,10:44,3,7,CIN 28,7,17,Ryan Finley pass incomplete deep right intended for Tee Higgins (defended by Cameron Sutton),-0.230,-1.500
3,10:38,4,7,CIN 28,7,17,Kevin Huber punts 46 yards downed by Clark Harris,-1.500,-0.670
3,10:27,1,10,PIT 26,7,17,Ben Roethlisberger pass complete short right to Diontae Johnson for 8 yards (tackle by Darius Phillips),0.670,1.210
3,9:52,2,2,PIT 34,7,17,Benny Snell left tackle for 2 yards (tackle by Josh Bynes and Vonn Bell),1.210,1.330
3,9:14,1,10,PIT 36,7,17,Ben Roethlisberger pass complete short middle to Diontae Johnson for 8 yards (tackle by William Jackson),1.330,1.870
3,8:40,2,2,PIT 44,7,17,Benny Snell left tackle for 29 yards (tackle by Jessie Bates),1.870,3.780
3,8:08,1,10,CIN 27,7,17,Ben Roethlisberger pass complete short left to Diontae Johnson for 4 yards (tackle by Germaine Pratt),3.780,3.770
3,7:26,2,6,CIN 23,7,17,Benny Snell left end for 13 yards (tackle by William Jackson),3.770,4.910
3,6:58,1,10,CIN 10,7,17,Ben Roethlisberger pass incomplete short right intended for Chase Claypool,4.910,4.190
3,6:51,2,10,CIN 10,7,17,Benny Snell left guard for 3 yards (tackle by Jessie Bates),4.190,3.810
3,6:12,3,7,CIN 7,7,17,Ben Roethlisberger pass complete short right to Diontae Johnson for no gain (tackle by Vonn Bell),3.810,2.970
3,5:30,4,7,CIN 7,10,17,Chris Boswell 25 yard field goal good,2.970,3.000
3,5:27,,,PIT 35,10,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,5:27,1,10,CIN 25,10,17,Ryan Finley sacked by Stephon Tuitt for no gain,0.610,0.060
3,4:42,2,10,CIN 25,10,17,Trayveon Williams right end for 3 yards (tackle by Alex Highsmith),0.060,-0.230
3,4:03,3,7,CIN 28,10,17,Ryan Finley pass incomplete short middle intended for A.J. Green,-0.230,-1.500
3,3:59,4,7,CIN 28,10,17,"Kevin Huber punts 48 yards, returned by Ray-Ray McCloud for 8 yards (tackle by Mason Schreck)",-1.500,-1.070
3,3:47,1,10,PIT 32,10,17,Ben Roethlisberger pass complete short middle to Anthony McFarland for 9 yards (tackle by Josh Bynes and Germaine Pratt),1.070,1.740
3,3:06,2,1,PIT 41,10,17,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson (defended by Sam Hubbard),1.740,1.030
3,3:03,3,1,PIT 41,10,17,Benny Snell up the middle for -2 yards (tackle by Josh Bynes),1.030,-0.780
3,2:23,4,3,PIT 39,10,17,"Jordan Berry punts 61 yards, touchback.",-0.780,-0.280
3,2:15,1,10,CIN 20,10,17,Giovani Bernard right guard for 5 yards (tackle by Cameron Heyward and Mike Hilton),0.280,0.410
3,1:31,2,5,CIN 25,10,17,Giovani Bernard left guard for 7 yards (tackle by Cameron Heyward),0.410,1.070
3,0:49,1,10,CIN 32,10,17,Ryan Finley pass complete short middle to A.J. Green for 10 yards (tackle by Minkah Fitzpatrick),1.070,1.730
3,0:12,1,10,CIN 42,10,17,"Penalty on T.J. Watt: Neutral Zone Infraction, 5 yards (no play)",1.730,2.460
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,CIN 47,10,17,Giovani Bernard left guard for 9 yards (tackle by Avery Williamson and Marcus Allen),2.460,2.650
4,14:20,1,10,PIT 44,10,17,Giovani Bernard right guard for 1 yard (tackle by Alex Highsmith),2.650,2.250
4,13:39,2,9,PIT 43,10,17,Giovani Bernard right tackle for 4 yards (tackle by Terrell Edmunds),2.250,2.080
4,12:54,3,5,PIT 39,10,17,Ryan Finley left tackle for 8 yards (tackle by Mike Hilton),2.080,3.510
4,12:11,1,10,PIT 31,10,17,Samaje Perine right end for 8 yards (tackle by Stephon Tuitt),3.510,4.050
4,11:26,2,2,PIT 23,10,23,"Ryan Finley left end for 23 yards, touchdown",4.050,7.000
4,11:21,,,PIT 15,10,24,Austin Seibert kicks extra point good,0.000,0.000
4,11:21,,,CIN 35,10,24,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,11:21,1,10,PIT 25,10,24,Benny Snell left tackle for 6 yards (tackle by Vonn Bell and Josh Bynes),0.610,0.870
4,10:51,2,4,PIT 31,10,24,Benny Snell right end for -2 yards (tackle by Mike Daniels),0.870,-0.100
4,10:14,3,6,PIT 29,10,24,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 21 yards (tackle by Mackensie Alexander),-0.100,2.260
4,9:40,1,10,PIT 50,10,24,Ben Roethlisberger pass complete short middle to Diontae Johnson for 4 yards (tackle by William Jackson),2.260,2.250
4,9:09,2,6,CIN 46,10,24,Ben Roethlisberger pass complete short right to Benny Snell for 14 yards (tackle by Josh Bynes),2.250,3.450
4,8:26,1,10,CIN 32,10,24,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool,3.450,2.900
4,8:21,2,10,CIN 32,10,24,Ben Roethlisberger pass complete short middle to Benny Snell for 6 yards (tackle by Mackensie Alexander),2.900,3.010
4,7:41,3,4,CIN 26,10,24,Ben Roethlisberger pass complete short right to Chase Claypool for 8 yards (tackle by Darius Phillips),3.010,4.370
4,7:07,1,10,CIN 18,10,24,Ben Roethlisberger pass complete short right to Chase Claypool for 9 yards (tackle by Darius Phillips),4.370,5.420
4,6:28,2,1,CIN 9,10,24,Ben Roethlisberger pass incomplete short middle intended for Chase Claypool (defended by Margus Hunt),5.420,4.740
4,6:25,3,1,CIN 9,10,24,Benny Snell right tackle for -3 yards (tackle by Vonn Bell and Germaine Pratt),4.740,2.710
4,5:38,4,4,CIN 12,10,24,"Ben Roethlisberger pass incomplete short left intended for Diontae Johnson. Penalty on William Jackson: Defensive Pass Interference, 11 yards (no play)",2.710,6.970
4,5:34,1,1,CIN 1,16,24,"Benny Snell left guard for 1 yard, touchdown",6.970,7.000
4,5:32,,,CIN 15,17,24,Chris Boswell kicks extra point good,0.000,0.000
4,5:32,,,PIT 35,17,24,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,5:32,1,10,CIN 25,17,24,Giovani Bernard right tackle for 4 yards (tackle by Terrell Edmunds),0.610,0.600
4,4:47,2,6,CIN 29,17,24,Giovani Bernard left guard for 5 yards (tackle by Tyson Alualu),0.600,0.560
4,4:03,3,1,CIN 34,17,24,Ryan Finley right guard for 1 yard (tackle by Tyson Alualu),0.560,1.270
4,3:18,1,10,CIN 35,17,24,Giovani Bernard right tackle for 3 yards (tackle by Marcus Allen and Stephon Tuitt),1.270,1.130
4,2:35,2,7,CIN 38,17,24,Ryan Finley right end for 4 yards (tackle by Stephon Tuitt),1.130,0.960
4,2:29,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,2:29,3,3,CIN 42,17,24,Ryan Finley right end for -1 yards (tackle by Minkah Fitzpatrick),0.960,-0.650
4,2:23,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:23,4,4,CIN 41,17,24,"Kevin Huber punts 35 yards, fair catch by Ray-Ray McCloud at PIT-24",-0.650,-0.540
4,2:17,1,10,PIT 24,17,24,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,0.540,0.000
4,2:09,2,10,PIT 24,17,24,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,0.000,-0.690
4,2:04,3,10,PIT 24,17,24,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool (defended by Darius Phillips),-0.690,-1.770
4,1:56,,,,,,Timeout #1 by Cincinnati Bengals,,
4,1:56,4,10,PIT 24,17,24,Ben Roethlisberger pass incomplete deep right intended for James Washington,-1.770,-3.970
4,1:52,1,10,PIT 24,17,24,Giovani Bernard right tackle for 5 yards (tackle by Alex Highsmith),3.970,4.120
4,1:04,2,5,PIT 19,17,24,Giovani Bernard right guard for 4 yards (tackle by Marcus Allen),4.120,4.170
4,0:20,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:20,3,1,PIT 15,17,24,Giovani Bernard right guard for no gain (tackle by Cameron Heyward and Tyson Alualu),4.170,2.590
4,0:16,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,0:16,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:16,4,1,PIT 15,17,27,Austin Seibert 33 yard field goal good,2.590,3.000
4,0:12,,,CIN 35,17,27,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,0:12,1,10,PIT 25,17,27,Ben Roethlisberger kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
