Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Benny Snell Jr.,PIT,18,84,1,5,41,2.3,43,2.4,1,18.0
Ben Roethlisberger,PIT,2,-1,0,0,-1,-0.5,0,0.0,0,
Chase Claypool,PIT,1,-6,0,0,-6,-6.0,0,0.0,0,
Anthony McFarland Jr.,PIT,1,5,0,,2,2.0,3,3.0,0,
Jaylen Samuels,PIT,1,4,0,,0,0.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Giovani Bernard,CIN,25,83,1,4,30,1.2,53,2.1,0,
Ryan Finley,CIN,10,47,1,3,35,3.5,12,1.2,0,
Samaje Perine,CIN,4,14,0,,5,1.3,9,2.3,0,
Trayveon Williams,CIN,2,8,0,,2,1.0,6,3.0,0,
