Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
2,8:33,2,6,CIN 42,0,14,"Andy Dalton pass incomplete deep left intended for Brandon Tate. Penalty on Alfonzo Dennard: Defensive Holding, 5 yards (no play)",1.460,2.060
2,8:29,1,10,CIN 47,0,14,"Andy Dalton pass incomplete deep right intended for Mohamed Sanu (defended by Devin McCourty). Penalty on Dominique Easley: Unnecessary Roughness, 15 yards",2.060,3.050
2,8:14,1,10,NWE 38,0,14,Andy Dalton pass complete short left to Mohamed Sanu for 7 yards (tackle by Kyle Arrington),3.050,3.450
2,7:59,2,3,NWE 31,0,14,Giovani Bernard up the middle for 10 yards (tackle by Patrick Chung and Jamie Collins),3.450,4.170
2,7:32,1,10,NWE 21,0,14,Giovani Bernard left guard for 3 yards (tackle by Chandler Jones and Jerod Mayo),4.170,4.040
2,6:50,2,7,NWE 18,0,14,Andy Dalton pass incomplete deep right intended for Jermaine Gresham,4.040,3.310
2,6:46,3,7,NWE 18,0,14,"Andy Dalton pass incomplete deep middle intended for A.J. Green. Penalty on Alfonzo Dennard: Defensive Holding, 5 yards (no play)",3.310,4.710
2,6:41,1,10,NWE 13,0,14,Giovani Bernard right guard for 5 yards (tackle by Rob Ninkovich),4.710,4.960
2,6:05,2,5,NWE 8,0,14,Giovani Bernard up the middle for 2 yards (tackle by Chandler Jones and Deontae Skinner),4.960,4.560
2,5:20,3,3,NWE 6,0,14,Giovani Bernard right guard for 1 yard (tackle by Michael Buchanan and Jerod Mayo),4.560,3.030
2,4:36,4,2,NWE 5,3,14,Mike Nugent 23 yard field goal good,3.030,3.000
2,4:36,,,CIN 35,3,14,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,4:33,1,10,NWE 20,3,14,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.280,-0.270
2,4:29,2,10,NWE 20,3,14,Shane Vereen up the middle for 11 yards (tackle by Reggie Nelson),-0.270,1.000
2,3:59,1,10,NWE 31,3,14,Tom Brady pass complete short left to Tim Wright for 10 yards (tackle by George Iloka),1.000,1.660
2,3:51,1,10,NWE 41,3,14,Shane Vereen left tackle for 10 yards (tackle by Leon Hall),1.660,2.320
2,3:27,1,10,CIN 49,3,14,Tom Brady pass incomplete deep right intended for Rob Gronkowski,2.320,1.780
2,3:25,2,10,CIN 49,3,14,Shane Vereen right guard for 5 yards (tackle by Devon Still and Leon Hall),1.780,1.750
2,2:43,3,5,CIN 44,3,14,Tom Brady pass complete short left to Danny Amendola for 7 yards (tackle by Terence Newman),1.750,3.120
2,2:07,1,10,CIN 37,3,14,Shane Vereen right tackle for no gain (tackle by Geno Atkins),3.120,2.570
2,2:00,2,10,CIN 37,3,14,Shane Vereen up the middle for 7 yards (tackle by Vincent Rey),2.570,2.810
2,1:21,3,3,CIN 30,3,14,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Emmanuel Lamur),2.810,1.480
2,1:17,4,3,CIN 30,3,17,Stephen Gostkowski 48 yard field goal good,1.480,3.000
2,1:17,,,NWE 35,3,17,"Stephen Gostkowski kicks off 71 yards, returned by Brandon Tate for 15 yards (tackle by Don Jones)",0.000,0.380
2,1:08,1,10,CIN 9,3,17,"Andy Dalton pass complete deep middle to A.J. Green for 19 yards (tackle by Darrelle Revis). A.J. Green fumbles (forced by Darrelle Revis), recovered by Jamie Collins at CIN-28 and returned for 3 yards (tackle by Giovani Bernard). Jamie Collins fumbles (forced by Giovani Bernard), recovered by Alfonzo Dennard at CIN-25 and returned for 3 yards (tackle by Giovani Bernard)",-0.380,-3.910
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:00,1,10,CIN 25,3,17,Tom Brady pass complete deep middle to Rob Gronkowski for 19 yards (tackle by Reggie Nelson),3.910,5.830
2,0:30,1,6,CIN 6,3,17,Tom Brady up the middle for 3 yards (tackle by Vincent Rey and Robert Geathers),5.830,5.830
2,0:24,1,6,CIN 6,3,17,Timeout #2 by New England Patriots,5.830,5.530
2,0:24,2,3,CIN 3,3,17,Tom Brady pass incomplete short right intended for Julian Edelman,5.530,4.720
2,0:19,3,3,CIN 3,3,17,Stevan Ridley left guard for 2 yards (tackle by George Iloka and Vincent Rey),4.720,4.720
2,0:12,3,3,CIN 3,3,17,Timeout #3 by New England Patriots,4.720,3.550
2,0:12,4,1,CIN 1,3,20,Stephen Gostkowski 19 yard field goal good,3.550,3.000
2,0:12,,,NWE 35,3,20,"Stephen Gostkowski kicks off 57 yards, returned by Brandon Tate for 20 yards (tackle by Matt Slater)",0.000,-0.810
2,0:03,1,10,CIN 28,3,20,Giovani Bernard left guard for 10 yards (tackle by Jerod Mayo),0.810,1.470
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,20,"Stephen Gostkowski kicks off 70 yards, returned by Brandon Tate for 24 yards (tackle by Matt Slater)",0.000,0.150
3,14:55,1,10,CIN 19,3,20,Andy Dalton pass incomplete short middle intended for Jermaine Gresham,0.150,-0.390
3,14:51,2,10,CIN 19,3,20,Giovani Bernard right tackle for 5 yards (tackle by Jerod Mayo),-0.390,-0.420
3,14:07,3,5,CIN 24,3,20,Andy Dalton pass incomplete deep left intended for James Wright,-0.420,-1.770
3,14:02,4,5,CIN 24,3,20,"Kevin Huber punts 35 yards, out of bounds. Penalty on Don Jones: Offensive Holding, 10 yards",-1.770,-1.000
3,13:56,1,10,NWE 31,3,20,Tom Brady pass complete short left to James Develin for 11 yards (tackle by Rey Maualuga and Reggie Nelson),1.000,1.730
3,13:24,1,10,NWE 42,3,20,Stevan Ridley right end for -3 yards (tackle by Rey Maualuga),1.730,0.780
3,12:48,2,13,NWE 39,3,20,"Penalty on Bryan Stork: False Start, 5 yards (no play)",0.780,0.110
3,12:35,2,18,NWE 34,3,20,Tom Brady pass complete short left to Shane Vereen for -3 yards (tackle by Wallace Gilberry and Domata Peko),0.110,-0.960
3,12:07,3,21,NWE 31,3,20,Tom Brady pass complete short left to Rob Gronkowski for 7 yards (tackle by Adam Jones and Carlos Dunlap). Penalty on Nate Solder: Offensive Holding (Declined),-0.960,-0.850
3,11:48,4,14,NWE 38,3,20,"Ryan Allen punts 46 yards, returned by Adam Jones for 47 yards (tackle by Tavon Wilson)",-0.850,-3.120
3,11:32,1,10,NWE 37,9,20,"Andy Dalton pass complete deep middle to Mohamed Sanu for 37 yards, touchdown",3.120,7.000
3,11:32,,,NWE 2,10,20,Mike Nugent kicks extra point good,0.000,0.000
3,11:32,,,CIN 35,10,20,"Mike Nugent kicks off 67 yards, returned by Patrick Chung for 16 yards (tackle by Jayson DiManche)",0.000,0.280
3,11:23,1,10,NWE 14,10,20,Stevan Ridley up the middle for 1 yard (tackle by Wallace Gilberry),-0.280,-0.640
3,10:48,2,9,NWE 15,10,20,Tom Brady pass complete deep middle to Rob Gronkowski for 17 yards (tackle by George Iloka),-0.640,1.070
3,10:16,1,10,NWE 32,10,20,Stevan Ridley right guard for no gain (tackle by Carlos Dunlap),1.070,0.530
3,9:40,2,10,NWE 32,10,20,Tom Brady pass complete deep middle to Tim Wright for 25 yards (tackle by Adam Jones),0.530,2.720
3,9:01,1,10,CIN 43,10,20,Shane Vereen up the middle for 14 yards (tackle by Terence Newman),2.720,3.640
3,8:18,1,10,CIN 29,10,20,Stevan Ridley right end for 4 yards (tackle by Rey Maualuga),3.640,3.640
3,7:54,2,6,CIN 25,10,20,"Stevan Ridley right end for 8 yards (tackle by Reggie Nelson). Penalty on Bryan Stork: Offensive Holding, 10 yards (no play)",3.640,2.290
3,7:32,2,16,CIN 35,10,20,Tom Brady pass incomplete short left intended for Rob Gronkowski,2.290,1.620
3,7:28,3,16,CIN 35,10,20,Shane Vereen right guard for 19 yards (tackle by George Iloka),1.620,4.510
3,6:45,1,10,CIN 16,10,20,Stevan Ridley right guard for no gain (tackle by Wallace Gilberry and Domata Peko),4.510,3.900
3,6:11,2,10,CIN 16,10,26,"Tom Brady pass complete short middle to Rob Gronkowski for 16 yards, touchdown",3.900,7.000
3,6:11,,,CIN 2,10,27,Stephen Gostkowski kicks extra point good,0.000,0.000
3,6:11,,,NWE 35,10,33,"Stephen Gostkowski kicks off 71 yards, returned by Brandon Tate for 17 yards (tackle by Brandon Bolden). Brandon Tate fumbles, recovered by Kyle Arrington at CIN-9 and returned for 9 yards, touchdown",0.000,7.000
3,6:00,,,CIN 2,10,34,Stephen Gostkowski kicks extra point good,0.000,0.000
3,6:00,,,NWE 35,10,34,"Stephen Gostkowski kicks off 71 yards, returned by Brandon Tate for 24 yards (tackle by Matt Slater)",0.000,-0.040
3,5:56,1,10,CIN 18,10,34,Andy Dalton pass incomplete short right intended for Mohamed Sanu,0.040,-0.490
3,5:51,2,10,CIN 18,10,34,Andy Dalton pass complete short left to Giovani Bernard for 7 yards (tackle by Patrick Chung),-0.490,-0.270
3,5:27,3,3,CIN 25,10,34,"Andy Dalton pass incomplete short left intended for Jermaine Gresham. Penalty on Patrick Chung: Defensive Holding, 5 yards (no play)",-0.270,0.940
3,5:24,1,10,CIN 30,10,34,Andy Dalton pass complete deep right to A.J. Green for 35 yards (tackle by Darrelle Revis),0.940,3.250
3,4:54,1,10,NWE 35,10,34,Andy Dalton pass complete short right to Giovani Bernard for 3 yards (tackle by Jamie Collins),3.250,3.110
3,4:14,2,7,NWE 32,10,34,Andy Dalton pass complete short right to Jeremy Hill for 15 yards (tackle by Darrelle Revis),3.110,4.440
3,3:48,1,10,NWE 17,16,34,"Andy Dalton pass complete deep right to A.J. Green for 17 yards, touchdown",4.440,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,3:48,,,NWE 2,17,34,Mike Nugent kicks extra point good,0.000,0.000
3,3:48,,,CIN 35,17,34,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
3,3:43,1,10,NWE 20,17,34,Tom Brady pass complete short right to Julian Edelman for 14 yards (tackle by Terence Newman),0.280,1.200
3,3:18,1,10,NWE 34,17,34,Stevan Ridley left tackle for 1 yard (tackle by Geno Atkins and Rey Maualuga),1.200,0.790
3,2:35,2,9,NWE 35,17,34,Tom Brady pass complete short left to Julian Edelman for 11 yards (tackle by Adam Jones),0.790,1.990
3,2:13,1,10,NWE 46,17,34,Stevan Ridley up the middle for -1 yards (tackle by Carlos Dunlap),1.990,1.320
3,1:32,2,11,NWE 45,17,34,Stevan Ridley left end for 43 yards (tackle by Dre Kirkpatrick),1.320,4.780
3,0:57,1,10,CIN 12,17,34,Brandon Bolden up the middle for 3 yards (tackle by Carlos Dunlap and Domata Peko),4.780,4.640
3,0:16,2,7,CIN 9,17,34,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Leon Hall and Reggie Nelson),4.640,4.610
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 5,17,34,Tom Brady pass incomplete short middle intended for Brandon LaFell (defended by Adam Jones),4.610,3.020
4,14:57,4,3,CIN 5,17,37,Stephen Gostkowski 23 yard field goal good,3.020,3.000
4,14:57,,,NWE 35,17,37,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,14:54,1,10,CIN 20,17,37,Giovani Bernard left guard for no gain (tackle by Jerod Mayo),0.280,-0.270
4,14:20,2,10,CIN 20,17,37,Andy Dalton pass complete short left to A.J. Green for 10 yards (tackle by Darrelle Revis),-0.270,0.940
4,13:59,1,10,CIN 30,17,37,Andy Dalton right end for 12 yards (tackle by Jerod Mayo),0.940,1.730
4,13:33,1,10,CIN 42,17,37,Giovani Bernard up the middle for 4 yards (tackle by Kyle Arrington),1.730,1.730
4,13:02,2,6,CIN 46,17,37,Andy Dalton pass incomplete short middle intended for Mohamed Sanu,1.730,1.030
4,12:58,3,6,CIN 46,17,37,Andy Dalton sacked by Chandler Jones for -8 yards,1.030,-0.850
4,12:25,4,14,CIN 38,17,37,"Kevin Huber punts 39 yards, returned by Julian Edelman for 5 yards (tackle by Clark Harris)",-0.850,-0.810
4,12:14,1,10,NWE 28,17,37,Tom Brady pass complete short left to Shane Vereen for 14 yards (tackle by George Iloka),0.810,1.730
4,11:36,1,10,NWE 42,17,37,Stevan Ridley left guard for 7 yards (tackle by Wallace Gilberry),1.730,2.130
4,10:55,2,3,NWE 49,17,37,Stevan Ridley up the middle for no gain (tackle by Carlos Dunlap and Rey Maualuga),2.130,1.420
4,10:19,3,3,NWE 49,17,37,Shane Vereen right guard for 9 yards (tackle by Emmanuel Lamur),1.420,2.790
4,9:48,1,10,CIN 42,17,37,Stevan Ridley up the middle for 2 yards (tackle by Domata Peko),2.790,2.510
4,9:26,2,8,CIN 40,17,37,"Tom Brady pass incomplete deep right intended for Julian Edelman. Penalty on Terence Newman: Illegal Contact, 5 yards (no play)",2.510,3.250
4,9:22,1,10,CIN 35,17,37,Stevan Ridley right tackle for 5 yards (tackle by Vincent Rey),3.250,3.380
4,8:42,2,5,CIN 30,17,37,Stevan Ridley right end for 1 yard (tackle by Terence Newman),3.380,2.810
4,8:02,3,4,CIN 29,17,37,Tom Brady pass incomplete short left intended for Rob Gronkowski,2.810,1.560
4,7:57,4,4,CIN 29,17,40,Stephen Gostkowski 47 yard field goal good,1.560,3.000
4,7:57,,,NWE 35,17,40,"Stephen Gostkowski kicks off 61 yards, returned by Brandon Tate for 12 yards (tackle by Logan Ryan)",0.000,0.140
4,7:48,1,10,CIN 16,17,40,Andy Dalton pass complete short left to Jermaine Gresham for 12 yards (tackle by Patrick Chung),-0.140,0.810
4,7:15,1,10,CIN 28,17,40,"Andy Dalton pass complete short right to Dane Sanzenbacher for 5 yards (tackle by Kyle Arrington). Dane Sanzenbacher fumbles (forced by Kyle Arrington), recovered by Duron Harmon at CIN-48",0.810,-2.320
4,7:06,1,10,CIN 49,17,40,Tom Brady pass complete short middle to Aaron Dobson for 16 yards (tackle by Emmanuel Lamur),2.320,3.380
4,6:22,1,10,CIN 33,17,40,James Develin up the middle for 5 yards (tackle by Devon Still and Emmanuel Lamur),3.380,3.510
4,5:41,2,5,CIN 28,17,40,Stevan Ridley right end for no gain (tackle by Terence Newman),3.510,2.810
4,4:56,3,5,CIN 28,17,40,Tom Brady pass complete short middle to Shane Vereen for 7 yards (tackle by Vincent Rey),2.810,4.170
4,4:20,1,10,CIN 21,17,40,Stevan Ridley left tackle for 1 yard (tackle by Rey Maualuga),4.170,3.760
4,3:48,2,9,CIN 20,17,40,Tom Brady pass incomplete short left intended for Brandon LaFell,3.760,3.070
4,3:42,3,9,CIN 20,17,40,Stevan Ridley right guard for 3 yards (tackle by Vincent Rey),3.070,2.340
4,2:59,4,6,CIN 17,17,43,Stephen Gostkowski 35 yard field goal good,2.340,3.000
4,2:59,,,NWE 35,17,43,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,2:55,1,10,CIN 20,17,43,Jason Campbell pass complete short left to Jeremy Hill for 38 yards (tackle by Kyle Arrington and Jamie Collins),0.280,2.790
4,2:20,1,10,NWE 42,17,43,Jason Campbell pass complete short middle to Jermaine Gresham for 3 yards (tackle by Patrick Chung),2.790,2.650
4,2:00,2,7,NWE 39,17,43,Jason Campbell pass complete short left to Mohamed Sanu for 4 yards (tackle by Logan Ryan),2.650,2.480
4,1:33,3,3,NWE 35,17,43,Jason Campbell pass incomplete short middle intended for Jeremy Hill,2.480,0.990
4,1:29,4,3,NWE 35,17,43,Jason Campbell pass incomplete deep left intended for Mohamed Sanu,0.990,-1.270
4,1:24,1,10,NWE 35,17,43,Jimmy Garoppolo kneels for -1 yards,1.270,0.590
4,0:46,2,11,NWE 34,17,43,Jimmy Garoppolo kneels for -2 yards,0.590,-0.360
4,0:25,3,13,NWE 32,17,43,Jimmy Garoppolo kneels for -1 yards,-0.360,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
