Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,NWE 20,0,0,Tom Brady pass complete deep middle to Brandon LaFell for 20 yards (tackle by Leon Hall),0.280,1.600
1,14:33,1,10,NWE 40,0,0,Stevan Ridley up the middle for 9 yards (tackle by Emmanuel Lamur and George Iloka),1.600,2.270
1,14:09,2,1,NWE 49,0,0,Stevan Ridley up the middle for 7 yards (tackle by Vincent Rey),2.270,2.650
1,13:41,1,10,CIN 44,0,0,Tom Brady pass complete deep left to Tim Wright for 30 yards (tackle by Leon Hall and George Iloka),2.650,4.650
1,13:04,1,10,CIN 14,0,0,Tom Brady left guard for 6 yards (tackle by Emmanuel Lamur),4.650,5.090
1,12:25,2,4,CIN 8,0,0,Stevan Ridley up the middle for 3 yards (tackle by Wallace Gilberry and Domata Peko),5.090,4.960
1,11:52,3,1,CIN 5,0,0,James Develin up the middle for no gain (tackle by Wallace Gilberry and Domata Peko),4.960,3.030
1,11:12,4,1,CIN 5,0,0,Tom Brady up the middle for 4 yards (tackle by Wallace Gilberry),3.030,6.970
1,10:45,1,1,CIN 1,0,0,Tom Brady up the middle for no gain (tackle by Domata Peko),6.970,5.910
1,10:06,2,1,CIN 1,0,6,"Stevan Ridley left guard for 1 yard, touchdown",5.910,7.000
1,10:06,,,CIN 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,10:06,,,NWE 35,0,7,"Stephen Gostkowski kicks off 71 yards, returned by Brandon Tate for 31 yards (tackle by Logan Ryan)",0.000,-0.610
1,9:57,1,10,CIN 25,0,7,Giovani Bernard left end for 1 yard (tackle by Patrick Chung),0.610,0.200
1,9:43,2,9,CIN 26,0,7,Andy Dalton pass complete short left to Mohamed Sanu for 8 yards (tackle by Alfonzo Dennard),0.200,0.560
1,9:43,3,1,CIN 34,0,7,"Penalty on NWE: Illegal Substitution, 5 yards (no play)",0.560,1.530
1,9:00,1,10,CIN 39,0,7,Andy Dalton pass complete short right to Mohamed Sanu for 14 yards (tackle by Kyle Arrington),1.530,2.460
1,8:30,1,10,NWE 47,0,7,Brandon Tate left end for no gain (tackle by Alfonzo Dennard),2.460,1.910
1,8:10,2,10,NWE 47,0,7,Giovani Bernard up the middle for 13 yards (tackle by Devin McCourty and Kyle Arrington),1.910,3.310
1,7:33,1,10,NWE 34,0,7,"Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Darrelle Revis at NWE-5. Penalty on Clint Boling: Illegal Use of Hands (Offsetting), Penalty on Darrelle Revis: Illegal Contact (Offsetting) (no play)",3.310,3.310
1,7:25,1,10,NWE 34,0,7,Jeremy Hill up the middle for 5 yards (tackle by Vince Wilfork and Dominique Easley),3.310,3.450
1,6:41,2,5,NWE 29,0,7,Andy Dalton pass incomplete deep right intended for A.J. Green,3.450,2.740
1,6:35,3,5,NWE 29,0,7,"Penalty on Andre Smith: False Start, 5 yards (no play)",2.740,2.080
1,6:35,3,10,NWE 34,0,7,Andy Dalton pass complete short left to A.J. Green for no gain,2.080,1.060
1,6:35,4,10,NWE 34,0,7,Mike Nugent 52 yard field goal no good,1.060,-1.730
1,5:45,1,10,NWE 42,0,7,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Terence Newman),1.730,1.730
1,5:19,2,6,NWE 46,0,7,Stevan Ridley right end for 8 yards (tackle by Emmanuel Lamur),1.730,2.520
1,4:55,1,10,CIN 46,0,7,Stevan Ridley up the middle for 2 yards (tackle by Rey Maualuga),2.520,2.520
1,4:20,1,10,CIN 46,0,7,Timeout #1 by Cincinnati Bengals,2.520,2.250
1,4:20,2,8,CIN 44,0,7,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Emmanuel Lamur),2.250,1.550
1,4:15,3,8,CIN 44,0,7,Tom Brady pass complete short left to Rob Gronkowski for 27 yards (tackle by George Iloka),1.550,4.440
1,3:16,1,10,CIN 17,0,13,"Tom Brady pass complete short left to Tim Wright for 17 yards, touchdown",4.440,7.000
1,3:16,,,CIN 2,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,3:16,,,NWE 35,0,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,3:11,1,10,CIN 20,0,14,Giovani Bernard left end for 7 yards (tackle by Kyle Arrington and Patrick Chung),0.280,0.680
1,2:47,2,3,CIN 27,0,14,Giovani Bernard up the middle for 1 yard (tackle by Rob Ninkovich and Jerod Mayo),0.680,0.100
1,2:06,3,2,CIN 28,0,14,Andy Dalton pass incomplete deep left intended for Giovani Bernard,0.100,-1.500
1,2:01,4,2,CIN 28,0,14,"Kevin Huber punts 51 yards, returned by Julian Edelman for 6 yards (tackle by Shawn Williams)",-1.500,-0.740
1,1:50,1,10,NWE 27,0,14,Stevan Ridley left tackle for 5 yards (tackle by Emmanuel Lamur and Robert Geathers),0.740,0.870
1,1:30,2,5,NWE 32,0,14,Tom Brady pass complete short left to Julian Edelman for 2 yards (tackle by Leon Hall),0.870,0.430
1,1:07,3,3,NWE 34,0,14,"Tom Brady pass complete short middle to Rob Gronkowski for 14 yards (tackle by Terence Newman and George Iloka). Penalty on Rob Gronkowski: Unsportsmanlike Conduct, 15 yards",0.430,1.140
1,0:30,1,10,NWE 33,0,14,Tom Brady sacked by Robert Geathers for -7 yards,1.140,-0.350
Quarter,Time,Down,ToGo,Location,CIN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,NWE 26,0,14,"Tom Brady pass incomplete deep middle intended for Danny Amendola. Penalty on Reggie Nelson: Defensive Pass Interference, 22 yards (no play)",-0.350,2.130
2,14:54,1,10,NWE 48,0,14,Stevan Ridley left tackle for 2 yards (tackle by Leon Hall),2.130,1.850
2,14:13,2,8,,0,14,Tom Brady pass incomplete deep middle intended for Julian Edelman,1.850,1.850
2,14:07,2,8,,0,14,Timeout #1 by New England Patriots,1.850,1.160
2,14:07,3,8,,0,14,"Tom Brady pass incomplete. Penalty on Tom Brady: Intentional Grounding, 10 yards",1.160,-0.720
2,14:03,4,18,NWE 40,0,14,"Ryan Allen punts 40 yards, returned by Brandon Tate for 6 yards (tackle by Michael Buchanan)",-0.720,-0.670
2,13:53,1,10,CIN 26,0,14,Andy Dalton pass incomplete deep right intended for A.J. Green,0.670,0.130
2,13:48,2,10,CIN 26,0,14,Jeremy Hill up the middle for -4 yards (tackle by Casey Walker),0.130,-1.090
2,12:51,3,14,CIN 22,0,14,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",-1.090,-2.020
2,12:33,3,19,CIN 17,0,14,Andy Dalton pass complete short right to Jeremy Hill for 15 yards (tackle by Jerod Mayo and Darrelle Revis),-2.020,-1.240
2,11:47,4,4,CIN 32,0,14,"Kevin Huber punts 41 yards, returned by Julian Edelman for 1 yard (tackle by Darqueze Dennard)",-1.240,-0.810
2,11:39,1,10,NWE 28,0,14,Stevan Ridley left end for 7 yards (tackle by Rey Maualuga and Leon Hall),0.810,1.210
2,11:18,2,3,NWE 35,0,14,Stevan Ridley left guard for 3 yards (tackle by Domata Peko),1.210,1.470
2,10:57,1,10,NWE 38,0,14,"Tom Brady pass complete short left to Brandon LaFell for 9 yards. Penalty on Daniel Connolly: Chop Block, 14 yards (no play)",1.470,0.540
2,10:38,1,24,NWE 24,0,14,Tom Brady pass complete short right to Tim Wright for 3 yards (tackle by Rey Maualuga),0.540,-0.560
2,9:59,2,21,NWE 27,0,14,Tom Brady pass incomplete deep left intended for Brandon LaFell,-0.560,-1.220
2,9:53,3,21,NWE 27,0,14,Shane Vereen up the middle for 15 yards (tackle by Terence Newman),-1.220,-0.590
2,9:14,4,6,NWE 42,0,14,"Ryan Allen punts 35 yards, fair catch by Brandon Tate. Penalty on Jamie Collins: Unnecessary Roughness, 15 yards",-0.590,-1.470
2,8:52,1,10,CIN 38,0,14,Andy Dalton left guard for 4 yards (tackle by Rob Ninkovich),1.470,1.460
