Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PHI 25,0,0,Miles Sanders left tackle for 2 yards (tackle by Jihad Ward),0.610,0.330
1,14:22,2,8,PHI 27,0,0,Jalen Hurts pass complete deep left to DeVonta Smith for 40 yards (tackle by Julian Love),0.330,3.380
1,13:40,1,10,NYG 33,0,0,Jalen Hurts pass complete short left to Dallas Goedert for 9 yards (tackle by Xavier McKinney and Adoree' Jackson),3.380,4.050
1,13:02,2,1,NYG 24,0,0,Jalen Hurts pass complete short right to DeVonta Smith for -2 yards (tackle by Adoree' Jackson),4.050,3.070
1,12:21,3,3,NYG 26,0,0,Jalen Hurts pass complete short left to A.J. Brown for 5 yards (tackle by Adoree' Jackson),3.070,4.170
1,11:36,1,10,NYG 21,0,0,Jalen Hurts right end for -1 yards (tackle by Julian Love),4.170,3.490
1,10:54,2,11,NYG 22,0,0,Jalen Hurts scrambles left end for 6 yards (tackle by Jaylon Smith),3.490,3.630
1,10:13,3,5,NYG 16,0,6,"Jalen Hurts pass complete short right to Dallas Goedert for 16 yards, touchdown",3.630,7.000
1,10:06,,,NYG 15,0,7,Jake Elliott kicks extra point good,0.000,0.000
1,10:06,,,PHI 35,0,7,"Jake Elliott kicks off 64 yards, returned by Gary Brightwell for 23 yards (tackle by Zach Pascal)",0.000,0.540
1,9:59,1,10,NYG 24,0,7,Saquon Barkley left guard for 4 yards (tackle by Javon Hargrave and Fletcher Cox),0.540,0.540
1,9:25,2,6,NYG 28,0,7,Daniel Jones pass complete short left to Saquon Barkley for 2 yards (tackle by Kyzir White),0.540,0.100
1,8:54,3,4,NYG 30,0,7,Daniel Jones pass complete short middle to Richie James for 12 yards (tackle by Darius Slay and Marcus Epps),0.100,1.730
1,8:17,1,10,NYG 42,0,7,Daniel Jones pass complete short middle to Lawrence Cager for 16 yards (tackle by Reed Blankenship),1.730,2.790
1,7:44,1,10,PHI 42,0,7,Saquon Barkley right tackle for 5 yards (tackle by Josh Sweat and T.J. Edwards),2.790,2.920
1,7:03,2,5,PHI 37,0,7,Saquon Barkley left tackle for 2 yards (tackle by Haason Reddick),2.920,2.480
1,6:29,3,3,PHI 35,0,7,Daniel Jones sacked by and Josh Sweat for -5 yards and Haason Reddick for -5 yards,2.480,0.590
1,5:45,4,8,PHI 40,0,7,Daniel Jones sacked by Haason Reddick for -8 yards,0.590,-2.130
1,5:39,1,10,PHI 48,0,7,Miles Sanders right end for 4 yards (tackle by Kayvon Thibodeaux),2.130,2.120
1,4:56,2,6,NYG 48,0,7,Miles Sanders left end for 5 yards (tackle by Jaylon Smith),2.120,2.080
1,4:26,3,1,NYG 43,0,7,Kenneth Gainwell left end for 14 yards (tackle by Darnay Holmes),2.080,3.640
1,3:54,1,10,NYG 29,0,7,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Xavier McKinney and Jaylon Smith),3.640,4.440
1,3:23,1,10,NYG 17,0,7,Jalen Hurts left end for 9 yards (tackle by Xavier McKinney and Azeez Ojulari),4.440,5.480
1,2:49,2,1,NYG 8,0,7,Kenneth Gainwell right tackle for 2 yards (tackle by Dexter Lawrence),5.480,5.830
1,2:09,1,6,NYG 6,0,7,Miles Sanders left guard for -3 yards (tackle by Jihad Ward),5.830,4.380
1,1:26,2,9,NYG 9,0,13,"Jalen Hurts pass complete short right to DeVonta Smith for 9 yards, touchdown",4.380,7.000
1,1:21,,,NYG 15,0,14,Jake Elliott kicks extra point good,0.000,0.000
1,1:21,,,PHI 35,0,14,"Jake Elliott kicks off 57 yards, returned by Gary Brightwell for 24 yards (tackle by K'Von Wallace)",0.000,1.070
1,1:14,1,10,NYG 32,0,14,Daniel Jones pass complete deep right to Matt Breida for 19 yards (tackle by Marcus Epps),1.070,2.320
1,0:33,1,10,PHI 49,0,14,Daniel Jones pass short left intended for Darius Slayton is intercepted by James Bradberry at PHI-46 and returned for 8 yards (tackle by Nick Gates),2.320,-2.520
1,0:27,1,10,NYG 46,0,14,Jalen Hurts right end for 2 yards (tackle by Kayvon Thibodeaux),2.520,2.250
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYG 44,0,14,Jalen Hurts pass incomplete short right intended for DeVonta Smith,2.250,1.550
2,14:55,3,8,NYG 44,0,14,"Penalty on Lane Johnson: False Start, 5 yards (accepted) (no play)",1.550,0.890
2,14:55,3,13,NYG 49,0,14,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,0.890,0.000
2,14:47,4,13,NYG 49,0,14,"Brett Kern punts 40 yards, fair catch by Richie James at NYG-9",0.000,0.380
2,14:40,1,10,NYG 9,0,14,Daniel Jones right guard for 1 yard (tackle by Brandon Graham),-0.380,-0.710
2,14:00,,,,,,Timeout #1 by New York Giants,,
2,14:00,2,9,NYG 10,0,14,Daniel Jones pass complete short middle to Richie James for 5 yards (tackle by C.J. Gardner-Johnson),-0.710,-0.720
2,13:22,3,4,NYG 15,0,14,Daniel Jones pass complete short left to Isaiah Hodgins for 3 yards (tackle by James Bradberry),-0.720,-2.240
2,12:29,4,1,NYG 18,0,14,"Jamie Gillan punts 45 yards, fair catch by Britain Covey at PHI-37",-2.240,-1.400
2,12:21,1,10,PHI 37,0,14,Miles Sanders up the middle for 9 yards (tackle by Jaylon Smith),1.400,2.070
2,11:47,2,1,PHI 46,0,14,Miles Sanders left end for 12 yards (tackle by Adoree' Jackson and Jaylon Smith),2.070,2.790
2,11:14,1,10,NYG 42,0,14,Miles Sanders right guard for 4 yards (tackle by Jaylon Smith),2.790,2.780
2,10:34,2,6,NYG 38,0,14,Miles Sanders left tackle for 11 yards (tackle by Jaylon Smith),2.780,3.780
2,10:07,1,10,NYG 27,0,14,Miles Sanders right guard for 2 yards (tackle by Jarrad Davis and Leonard Williams),3.780,3.500
2,9:30,2,8,NYG 25,0,14,Miles Sanders left guard for 5 yards (tackle by Dexter Lawrence),3.500,3.470
2,8:50,3,3,NYG 20,0,14,Jalen Hurts right end for 7 yards (tackle by Julian Love),3.470,4.710
2,8:07,1,10,NYG 13,0,14,Jalen Hurts pass complete short middle to Dallas Goedert for 10 yards (tackle by Xavier McKinney),4.710,6.510
2,7:34,1,3,NYG 3,0,20,"Boston Scott up the middle for 3 yards, touchdown",6.510,7.000
2,7:29,,,NYG 15,0,21,Jake Elliott kicks extra point good,0.000,0.000
2,7:29,,,PHI 35,0,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,7:29,1,10,NYG 25,0,21,Saquon Barkley left end for -4 yards (tackle by Reed Blankenship),0.610,-0.480
2,6:49,2,14,NYG 21,0,21,Daniel Jones scrambles right end for 3 yards (tackle by Marcus Epps),-0.480,-0.760
2,6:05,3,11,NYG 24,0,21,Daniel Jones pass incomplete short right,-0.760,-1.770
2,5:55,4,11,NYG 24,0,21,"Jamie Gillan punts 48 yards, fair catch by Britain Covey at PHI-28",-1.770,-0.810
2,5:47,1,10,PHI 28,0,21,Miles Sanders left guard for 5 yards (tackle by Jaylon Smith and Kayvon Thibodeaux),0.810,0.940
2,5:06,2,5,PHI 33,0,21,Miles Sanders right end for 18 yards (tackle by Fabian Moreau),0.940,2.320
2,4:35,1,10,NYG 49,0,21,Jalen Hurts right end for 3 yards (tackle by Adoree' Jackson),2.320,2.250
2,3:53,2,6,NYG 46,0,21,Boston Scott left guard for 10 yards (tackle by Jarrad Davis),2.250,3.180
2,3:13,1,10,NYG 36,0,21,Jalen Hurts pass complete short left to Zach Pascal for 4 yards (tackle by Adoree' Jackson),3.180,3.180
2,2:32,2,6,NYG 32,0,21,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Xavier McKinney),3.180,2.480
2,2:28,,,,,,Timeout #1 by Philadelphia Eagles,,
2,2:28,3,6,NYG 32,0,21,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Julian Love),2.480,3.840
2,2:00,1,10,NYG 26,0,21,Jalen Hurts pass incomplete short left intended for A.J. Brown,3.840,3.300
2,1:56,2,10,NYG 26,0,21,Jalen Hurts pass complete short left to Kenneth Gainwell for 9 yards (tackle by Jaylon Smith),3.300,3.950
2,1:50,3,1,NYG 17,0,21,Kenneth Gainwell left guard for 6 yards (tackle by Dexter Lawrence),3.950,4.840
2,1:43,,,,,,Timeout #2 by New York Giants,,
2,1:43,1,10,NYG 11,0,21,Miles Sanders right end for 1 yard (tackle by Dexter Lawrence and Ryder Anderson),4.840,4.320
2,1:34,,,,,,Timeout #3 by New York Giants,,
2,1:34,2,9,NYG 10,0,21,"Jalen Hurts pass incomplete short left intended for Kenneth Gainwell. Penalty on Jarrad Davis: Unnecessary Roughness / Defense, 5 yards (accepted)",4.320,6.060
2,1:33,1,5,NYG 5,0,21,Jalen Hurts pass complete short left to Dallas Goedert for no gain (tackle by Julian Love),6.060,5.150
2,0:48,2,5,NYG 5,0,27,"Jalen Hurts left end for 5 yards, touchdown",5.150,7.000
2,0:43,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:43,,,NYG 15,0,28,Jake Elliott kicks extra point good,0.000,0.000
2,0:43,,,PHI 35,0,28,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:43,1,10,NYG 25,0,28,Daniel Jones scrambles right end for 9 yards (tackle by Darius Slay),0.610,1.280
2,0:35,2,1,NYG 34,0,28,Daniel Jones pass incomplete deep middle intended for Darius Slayton (defended by Reed Blankenship),1.280,0.560
2,0:30,3,1,NYG 34,0,28,Daniel Jones pass incomplete short right intended for Saquon Barkley,0.560,-1.110
2,0:25,4,1,NYG 34,0,28,"Jamie Gillan punts 45 yards, fair catch by Britain Covey at PHI-21",-1.110,-0.340
2,0:17,1,10,PHI 21,0,28,Jalen Hurts kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,28,"Jake Elliott kicks off 67 yards, returned by Gary Brightwell for 28 yards (tackle by K'Von Wallace)",0.000,0.670
3,14:53,1,10,NYG 26,0,28,Saquon Barkley right guard for 4 yards (tackle by Reed Blankenship and Fletcher Cox),0.670,0.670
3,14:14,2,6,NYG 30,0,28,Daniel Jones pass incomplete deep left intended for Darius Slayton (defended by James Bradberry),0.670,-0.030
3,14:07,3,6,NYG 30,0,28,Daniel Jones pass incomplete short right intended for Richie James,-0.030,-1.370
3,14:04,4,6,NYG 30,0,28,"Jamie Gillan punts 38 yards, fair catch by Britain Covey at PHI-32",-1.370,-1.070
3,13:55,1,10,PHI 32,0,28,Miles Sanders left guard for 3 yards (tackle by Jaylon Smith),1.070,0.930
3,13:18,2,7,PHI 35,0,28,Miles Sanders right end for -3 yards (tackle by Julian Love),0.930,-0.160
3,12:32,3,10,PHI 32,0,28,Jalen Hurts pass incomplete short right intended for DeVonta Smith,-0.160,-1.240
3,12:28,4,10,PHI 32,0,28,"Brett Kern punts 53 yards, returned by Richie James for -3 yards (tackle by Zech McPhearson)",-1.240,0.350
3,12:16,1,10,NYG 12,0,28,Saquon Barkley right guard for 6 yards (tackle by Haason Reddick),-0.350,-0.070
3,11:45,2,4,NYG 18,0,28,Saquon Barkley right tackle for 2 yards (tackle by Haason Reddick),-0.070,-0.480
3,11:10,3,2,NYG 20,0,28,Saquon Barkley left guard for 39 yards (tackle by Marcus Epps),-0.480,2.850
3,10:29,1,10,PHI 41,0,28,Matt Breida right tackle for 7 yards (tackle by Robert Quinn and Reed Blankenship),2.850,3.250
3,9:59,2,3,PHI 34,0,28,Daniel Jones pass complete short left to Richie James for 3 yards (tackle by James Bradberry),3.250,3.510
3,9:00,1,10,PHI 31,0,28,Saquon Barkley right tackle for 3 yards (tackle by T.J. Edwards and Linval Joseph),3.510,3.370
3,8:18,2,7,PHI 28,0,28,Daniel Jones pass complete short middle to Richie James for 6 yards (tackle by T.J. Edwards),3.370,3.470
3,7:39,3,1,PHI 22,0,28,Daniel Jones left end for 3 yards (tackle by Javon Hargrave),3.470,4.310
3,6:59,1,10,PHI 19,0,28,Daniel Jones pass complete short right to Richie James for 11 yards (tackle by C.J. Gardner-Johnson),4.310,5.370
3,6:20,1,8,PHI 8,6,28,"Matt Breida left end for 8 yards, touchdown",5.370,7.000
3,6:15,,,PHI 15,7,28,Graham Gano kicks extra point good,0.000,0.000
3,6:15,,,NYG 35,7,28,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,6:15,1,10,PHI 25,7,28,Jalen Hurts pass complete short left to Dallas Goedert for 23 yards (tackle by Xavier McKinney),0.610,2.130
