Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
2,11:05,3,17,DEN 13,7,10,Peyton Manning pass incomplete short middle intended for Demaryius Thomas (defended by Luke Kuechly),-2.190,-2.490
2,11:00,4,17,DEN 13,7,10,"Britton Colquitt punts 52 yards, out of bounds. Penalty on Todd Davis: Ineligible Downfield Kick, 5 yards (no play)",-2.490,-2.490
2,10:54,4,22,DEN 8,7,10,"Britton Colquitt punts 43 yards, out of bounds",-2.490,-2.190
2,10:46,1,10,CAR 49,7,10,Jonathan Stewart middle for 2 yards (tackle by Malik Jackson and Danny Trevathan),2.190,1.920
2,10:12,2,8,DEN 49,7,10,Ted Ginn sacked by Chris Harris for -4 yards,1.920,0.700
2,9:31,3,12,CAR 47,7,10,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Darian Stewart),0.700,-0.260
2,9:29,4,12,CAR 47,7,10,"Brad Nortman punts 28 yards, returned by Jordan Norwood for 61 yards (tackle by Mario Addison)",-0.260,-4.650
2,9:11,1,10,CAR 14,7,10,Peyton Manning pass complete short right to C.J. Anderson for 7 yards (tackle by Luke Kuechly),4.650,5.280
2,8:12,2,3,CAR 7,7,10,C.J. Anderson middle for 2 yards (tackle by Kurt Coleman),5.280,4.960
2,7:55,2,3,CAR 7,7,10,Timeout #1 by Denver Broncos,5.280,4.960
2,7:55,3,1,CAR 5,7,10,C.J. Anderson middle for no gain (tackle by Jared Allen),4.960,3.030
2,7:14,4,1,CAR 5,7,10,"C.J. Anderson right tackle for 2 yards (tackle by Kawann Short and Jared Allen). Penalty on Louis Vasquez: Offensive Holding, 10 yards (no play)",3.030,2.440
2,7:01,4,11,CAR 15,7,13,Brandon McManus 33 yard field goal good,2.440,3.000
2,7:01,,,DEN 35,7,13,"Brandon McManus kicks off 65 yards, touchback",0.000,0.280
2,6:58,1,10,CAR 20,7,13,Cam Newton pass incomplete short left intended for Jonathan Stewart,0.280,-0.270
2,6:55,2,10,CAR 20,7,13,"Cam Newton left guard for 14 yards (tackle by Von Miller and T.J. Ward). Penalty on Malik Jackson: Unnecessary Roughness, 15 yards",-0.270,2.190
2,6:39,1,10,CAR 49,7,13,"Mike Tolbert right tackle for 11 yards (tackle by Darian Stewart). Mike Tolbert fumbles (forced by Darian Stewart), recovered by Danny Trevathan at DEN-40",2.190,-1.600
2,6:32,1,10,DEN 40,7,13,Peyton Manning pass incomplete short right intended for Demaryius Thomas,1.600,1.050
2,6:28,2,10,DEN 40,7,13,C.J. Anderson right guard for 34 yards (tackle by Cortland Finnegan),1.050,3.840
2,6:01,1,10,CAR 26,7,13,Ronnie Hillman left end for 3 yards (tackle by Luke Kuechly),3.840,3.700
2,5:18,2,7,CAR 23,7,13,Ronnie Hillman middle for -1 yards (tackle by Star Lotulelei),3.700,2.870
2,4:35,3,8,CAR 24,7,13,Peyton Manning pass incomplete short left intended for Emmanuel Sanders is intercepted by Kony Ealy at CAR-20 and returned for 19 yards,2.870,-1.530
2,4:23,1,10,CAR 39,7,13,Cam Newton pass incomplete short right intended for Greg Olsen,1.530,0.990
2,4:16,2,10,CAR 39,7,13,Fozzy Whittaker right tackle for no gain (tackle by Sylvester Williams and Derek Wolfe),0.990,0.300
2,3:33,3,10,CAR 39,7,13,Cam Newton pass incomplete deep middle intended for Corey Brown (defended by Bradley Roby),0.300,-0.780
2,3:25,4,10,CAR 39,7,13,"Brad Nortman punts 61 yards, touchback",-0.780,-0.280
2,3:17,1,10,DEN 20,7,13,Peyton Manning pass complete short left to Demaryius Thomas for 8 yards (tackle by Kurt Coleman and Shaq Thompson),0.280,0.810
2,2:49,2,2,DEN 28,7,13,C.J. Anderson left guard for no gain (tackle by Thomas Davis),0.810,0.100
2,2:06,3,2,DEN 28,7,13,Peyton Manning pass incomplete short left intended for Demaryius Thomas,0.100,-1.500
2,2:02,4,2,DEN 28,7,13,"Britton Colquitt punts 53 yards, fair catch by Ted Ginn",-1.500,-0.150
2,1:55,1,10,CAR 19,7,13,Cam Newton right tackle for 3 yards (tackle by Chris Harris),0.150,0.070
2,1:26,2,7,CAR 22,7,13,"Penalty on Michael Oher: False Start, 5 yards (no play)",0.070,-0.720
2,1:26,2,12,CAR 17,7,13,Cam Newton pass incomplete short left intended for Ted Ginn,-0.720,-1.420
2,1:22,2,12,CAR 17,7,13,Timeout #2 by Carolina Panthers,-0.720,-1.420
2,1:22,3,12,CAR 17,7,13,Cam Newton pass complete deep middle to Devin Funchess for 24 yards (tackle by Bradley Roby),-1.420,1.660
2,0:52,1,10,CAR 41,7,13,Cam Newton pass incomplete short right intended for Corey Brown (defended by Aqib Talib),1.660,1.120
2,0:48,2,10,CAR 41,7,13,Cam Newton pass complete short right to Greg Olsen for 8 yards (tackle by T.J. Ward),1.120,1.490
2,0:23,3,2,CAR 49,7,13,Cam Newton right guard for 6 yards (tackle by Josh Bush and T.J. Ward),1.490,2.590
2,0:18,3,2,CAR 49,7,13,Timeout #3 by Carolina Panthers,1.490,2.590
2,0:18,1,10,DEN 45,7,13,Cam Newton pass incomplete deep right intended for Greg Olsen,2.590,2.040
2,0:11,2,10,DEN 45,7,13,Cam Newton sacked by DeMarcus Ware for -10 yards,2.040,0.040
Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,13,"Brandon McManus kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,7,13,Jonathan Stewart left guard for no gain (tackle by DeMarcus Ware and Danny Trevathan),0.280,-0.270
3,14:22,2,10,CAR 20,7,13,Cam Newton pass complete deep middle to Ted Ginn for 45 yards (tackle by Aqib Talib),-0.270,3.250
3,13:41,1,10,DEN 35,7,13,Cam Newton pass incomplete,3.250,2.700
3,13:34,2,10,DEN 35,7,13,"Fozzy Whittaker right tackle for 10 yards (tackle by Chris Harris and Brandon Marshall). Penalty on Trai Turner: Unnecessary Roughness, 15 yards",2.700,2.920
3,13:05,1,10,DEN 40,7,13,Mike Tolbert middle for 1 yard (tackle by Malik Jackson and Vance Walker),2.920,2.510
3,12:27,2,9,DEN 39,7,13,Cam Newton pass complete short right to Ted Ginn for 14 yards (tackle by Aqib Talib),2.510,3.910
3,11:46,1,10,DEN 25,7,13,Cam Newton left guard for -1 yards (tackle by Malik Jackson and DeMarcus Ware),3.910,3.230
3,11:07,2,11,DEN 26,7,13,Cam Newton pass incomplete deep right intended for Jerricho Cotchery (defended by Von Miller),3.230,2.540
3,11:00,3,11,DEN 26,7,13,Cam Newton pass incomplete short right intended for Greg Olsen,2.540,1.740
3,10:54,4,11,DEN 26,7,13,Graham Gano 44 yard field goal no good,1.740,-1.200
3,10:48,1,10,DEN 34,7,13,Peyton Manning pass complete deep right to Emmanuel Sanders for 25 yards (tackle by Robert McClain),1.200,2.850
3,10:22,1,10,CAR 41,7,13,C.J. Anderson left tackle for 2 yards (tackle by Kurt Coleman),2.850,2.580
3,9:57,2,8,CAR 39,7,13,Peyton Manning pass complete short right to Emmanuel Sanders for 22 yards (tackle by Thomas Davis),2.580,4.440
3,9:20,1,10,CAR 17,7,13,"Penalty on Charles Johnson: Neutral Zone Infraction, 5 yards (no play)",4.440,5.520
3,9:08,1,5,CAR 12,7,13,C.J. Anderson left guard for no gain (tackle by Thomas Davis),5.520,4.690
3,8:30,2,5,CAR 12,7,13,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,4.690,3.880
3,8:26,3,5,CAR 12,7,13,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by Robert McClain),3.880,2.680
3,8:22,4,5,CAR 12,7,16,Brandon McManus 30 yard field goal good,2.680,3.000
3,8:22,,,DEN 35,7,16,"Brandon McManus kicks off 65 yards, touchback",0.000,0.280
3,8:18,1,10,CAR 20,7,16,Cam Newton pass complete deep middle to Corey Brown for 42 yards (tackle by T.J. Ward),0.280,3.050
3,7:32,1,10,DEN 38,7,16,Cam Newton pass complete short left to Ted Ginn for 4 yards (tackle by Aqib Talib),3.050,3.050
3,6:49,2,6,DEN 34,7,16,Jonathan Stewart right end for 6 yards (tackle by Corey Nelson),3.050,3.710
3,6:02,1,10,DEN 28,7,16,Cam Newton pass incomplete short right intended for Mike Tolbert,3.710,3.170
3,5:57,2,10,DEN 28,7,16,"Cam Newton pass incomplete deep middle intended for Ted Ginn is intercepted by T.J. Ward at DEN-10 and returned for 4 yards. T.J. Ward fumbles (forced by Mike Tolbert), recovered by Danny Trevathan at DEN-7",3.170,0.380
3,5:44,1,10,DEN 7,7,16,C.J. Anderson middle for 13 yards (tackle by Josh Norman and Cortland Finnegan),-0.380,0.280
3,5:15,1,10,DEN 20,7,16,C.J. Anderson right tackle for no gain (tackle by Cortland Finnegan),0.280,-0.270
3,4:41,2,10,DEN 20,7,16,Peyton Manning sacked by Kony Ealy for -7 yards,-0.270,-2.190
3,3:58,3,17,DEN 13,7,16,Ronnie Hillman left end for 2 yards (tackle by Luke Kuechly),-2.190,-2.440
3,3:24,4,15,DEN 15,7,16,"Britton Colquitt punts 54 yards, returned by Ted Ginn for 3 yards (tackle by Corey Nelson). Penalty on Tre Boston: Illegal Blindside Block, 15 yards",-2.440,-0.150
3,3:12,1,10,CAR 19,7,16,Jonathan Stewart right tackle for no gain (tackle by Derek Wolfe),0.150,-0.390
3,2:32,2,10,CAR 19,7,16,Cam Newton pass complete short left to Ted Ginn for 11 yards (tackle by Chris Harris),-0.390,0.940
3,1:52,1,10,CAR 30,7,16,Cam Newton pass incomplete short left intended for Ted Ginn,0.940,0.390
3,1:44,2,10,CAR 30,7,16,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",0.390,-0.280
3,1:44,2,15,CAR 25,7,16,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Darian Stewart),-0.280,-0.030
3,1:03,3,8,CAR 32,7,16,Cam Newton sacked by Derek Wolfe and Von Miller for -10 yards,-0.030,-1.900
3,0:26,4,18,CAR 22,7,16,"Brad Nortman punts 46 yards, fair catch by Jordan Norwood",-1.900,-1.070
3,0:19,1,10,DEN 32,7,16,C.J. Anderson right tackle for no gain (tackle by Cortland Finnegan and Charles Johnson),1.070,0.530
Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 32,7,16,"Peyton Manning pass complete short right to Emmanuel Sanders for 16 yards (tackle by Robert McClain). Penalty on Tre Boston: Unsportsmanlike Conduct, 15 yards",0.530,3.120
4,14:46,1,10,CAR 37,7,16,"Peyton Manning sacked by Charles Johnson for -5 yards. Peyton Manning fumbles (forced by Charles Johnson), recovered by Peyton Manning at CAR-42",3.120,1.900
4,14:07,2,15,CAR 42,7,16,C.J. Anderson middle for 1 yard (tackle by Charles Johnson),1.900,1.360
4,13:27,3,14,CAR 41,7,16,"Peyton Manning sacked by Kony Ealy for -7 yards. Peyton Manning fumbles (forced by Kony Ealy), recovered by Kony Ealy (tackle by Michael Schofield)",1.360,-2.260
4,13:17,1,10,,7,16,Cam Newton pass complete short right to Devin Funchess for 16 yards (tackle by Bradley Roby),2.260,3.310
4,12:43,1,10,DEN 34,7,16,Jonathan Stewart left tackle for 12 yards (tackle by DeMarcus Ware and Brandon Marshall),3.310,4.110
4,12:16,1,10,DEN 22,7,16,Jonathan Stewart left guard for 3 yards (tackle by Sylvester Williams),4.110,3.970
4,11:31,2,7,DEN 19,7,16,Mike Tolbert right guard for 3 yards (tackle by Vance Walker and Danny Trevathan),3.970,3.740
4,10:55,3,4,DEN 16,7,16,"Penalty on Michael Oher: False Start, 5 yards (no play)",3.740,3.010
4,10:31,3,9,DEN 21,7,16,Cam Newton pass incomplete short left intended for Ted Ginn (defended by Bradley Roby),3.010,2.060
4,10:26,4,9,DEN 21,10,16,Graham Gano 39 yard field goal good,2.060,3.000
4,10:26,,,CAR 35,10,16,"Graham Gano kicks off 65 yards, returned by Andre Caldwell for 24 yards (tackle by Fozzy Whittaker)",0.000,0.540
4,10:16,1,10,DEN 24,10,16,Peyton Manning pass complete short right to C.J. Anderson for 2 yards (tackle by Charles Johnson),0.540,0.270
4,9:39,2,8,DEN 26,10,16,C.J. Anderson right tackle for 2 yards (tackle by Star Lotulelei),0.270,-0.160
4,9:11,3,6,DEN 28,10,16,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Josh Norman),-0.160,-1.500
4,9:07,4,6,DEN 28,10,16,"Britton Colquitt punts 44 yards, fair catch by Ted Ginn",-1.500,-0.810
4,9:00,1,10,CAR 28,10,16,Jonathan Stewart right tackle for 1 yard (tackle by Brandon Marshall),0.810,0.400
4,8:21,2,9,CAR 29,10,16,"Penalty on Mike Remmers: False Start, 5 yards (no play)",0.400,-0.280
4,8:00,2,14,CAR 24,10,16,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Sylvester Williams),-0.280,-0.960
4,7:56,3,14,CAR 24,10,16,Cam Newton pass complete short left to Jerricho Cotchery for 11 yards (tackle by Chris Harris),-0.960,-1.040
4,7:15,4,3,CAR 35,10,16,"Brad Nortman punts 40 yards, fair catch by Jordan Norwood",-1.040,-0.610
4,7:07,1,10,DEN 25,10,16,Ronnie Hillman right tackle for -1 yards (tackle by Star Lotulelei),0.610,-0.070
4,6:27,2,11,DEN 24,10,16,C.J. Anderson left tackle for 2 yards (tackle by Star Lotulelei and Robert McClain),-0.070,-0.490
4,5:42,3,9,DEN 26,10,16,C.J. Anderson right guard for 2 yards (tackle by Luke Kuechly),-0.490,-1.500
4,4:59,4,7,DEN 28,10,16,"Britton Colquitt punts 48 yards, out of bounds",-1.500,-0.540
4,4:51,1,10,CAR 24,10,16,Mike Tolbert right guard for 1 yard (tackle by Danny Trevathan and Brandon Marshall),0.540,0.130
4,4:19,2,9,CAR 25,10,16,Cam Newton pass incomplete short left intended for Devin Funchess,0.130,-0.560
4,4:16,3,9,CAR 25,10,16,"Cam Newton sacked by Von Miller for -9 yards. Cam Newton fumbles (forced by Von Miller), recovered by T.J. Ward at CAR-9 and returned for 5 yards (tackle by Mike Remmers)",-0.560,-6.280
4,4:04,1,4,CAR 4,10,16,C.J. Anderson right tackle for -2 yards (tackle by Thomas Davis),6.280,4.950
4,3:22,2,6,CAR 6,10,16,C.J. Anderson right guard for 2 yards (tackle by Star Lotulelei and Luke Kuechly),4.950,4.490
4,3:17,2,6,CAR 6,10,16,Timeout #1 by Carolina Panthers,4.950,4.490
4,3:17,3,4,CAR 4,10,16,"Peyton Manning pass incomplete short right intended for Demaryius Thomas. Penalty on Josh Norman: Defensive Holding, 2 yards (no play)",4.490,6.740
4,3:13,1,2,CAR 2,10,22,"C.J. Anderson middle for 2 yards, touchdown",6.740,7.000
4,3:13,1,,CAR 2,10,24,"Two Point Attempt: Peyton Manning pass complete to Bennie Fowler, conversion succeeds",1.000,1.000
4,3:13,,,DEN 35,10,24,"Brandon McManus kicks off 65 yards, touchback",0.000,0.280
4,3:08,1,10,CAR 20,10,24,Cam Newton pass incomplete deep middle intended for Devin Funchess (defended by Aqib Talib),0.280,-0.270
4,3:02,2,10,CAR 20,10,24,Cam Newton sacked by DeMarcus Ware for -14 yards,-0.270,-3.060
4,2:16,3,24,CAR 6,10,24,Cam Newton pass incomplete short right intended for Devin Funchess,-3.060,-2.490
4,2:08,4,24,CAR 6,10,24,Brad Nortman punts 57 yards,-2.490,-1.400
4,1:57,1,10,DEN 37,10,24,C.J. Anderson left end for no gain (tackle by Shaq Thompson),1.400,0.860
4,1:51,1,10,DEN 37,10,24,Timeout #2 by Carolina Panthers,1.400,0.860
4,1:51,2,10,DEN 37,10,24,C.J. Anderson right guard for 3 yards (tackle by Kyle Love and Kurt Coleman),0.860,0.560
4,1:46,2,10,DEN 37,10,24,Timeout #3 by Carolina Panthers,0.860,0.560
4,1:46,3,7,DEN 40,10,24,C.J. Anderson middle for 5 yards (tackle by Luke Kuechly and Kony Ealy),0.560,-0.390
4,1:01,3,7,DEN 40,10,24,Timeout #1 by Denver Broncos,0.560,-0.390
4,1:00,4,2,DEN 45,10,24,"Britton Colquitt punts 28 yards, out of bounds",-0.390,-0.740
4,0:54,1,10,CAR 27,10,24,"Cam Newton pass complete short left to Jerricho Cotchery for 6 yards, lateral to Fozzy Whittaker for 8 yards (tackle by Josh Bush)",0.740,1.660
4,0:25,1,10,CAR 41,10,24,Cam Newton pass incomplete deep left intended for Ted Ginn,1.660,1.120
4,0:23,2,10,CAR 41,10,24,"Cam Newton pass complete short left to Fozzy Whittaker for 6 yards (tackle by Danny Trevathan). Penalty on Joe Webb: Unnecessary Roughness, 15 yards",1.120,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
