Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2,0:53,1,10,KAN 20,21,3,Matt Cassel pass complete short right to Terrance Copper for 9 yards (tackle by Vontaze Burfict),0.280,0.000
2,0:41,,,,21,3,Timeout #2 by Cincinnati Bengals,0.000,0.950
2,0:41,2,1,KAN 29,21,3,Jamaal Charles up the middle for 5 yards (tackle by Geno Atkins),0.950,0.000
2,0:35,,,,21,3,Timeout #2 by Kansas City Chiefs,0.000,1.200
2,0:35,1,10,KAN 34,21,3,Matt Cassel pass incomplete short right intended for Jamaal Charles,1.200,0.660
2,0:29,2,10,KAN 34,21,3,Matt Cassel pass complete deep middle to Tony Moeaki for 20 yards (tackle by Nate Clements),0.660,2.520
2,0:13,1,10,CIN 46,21,3,Matt Cassel spiked the ball,2.520,1.980
2,0:07,2,10,CIN 46,21,3,Matt Cassel pass complete deep middle to Dexter McCluster for 26 yards (tackle by Pacman Jones),1.980,0.000
2,0:05,,,,21,3,Timeout #3 by Kansas City Chiefs,0.000,0.000
2,0:05,,,,21,3,Timeout #3 by Cincinnati Bengals,0.000,4.240
2,0:05,1,10,CIN 20,21,3,"Penalty on Michael Johnson: Neutral Zone Infraction, 5 yards (no play)",4.240,5.190
2,0:05,1,5,CIN 15,21,6,Ryan Succop 33 yard field goal good,5.190,3.000
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,21,6,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,21,6,"BenJarvus Green-Ellis right end for 4 yards (tackle by Tyson Jackson). Penalty on Dennis Roland: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:34,1,20,CIN 10,21,6,Andy Dalton pass complete short right to Jermaine Gresham for 5 yards (tackle by Abram Elam),-0.760,-1.070
3,13:59,2,15,CIN 15,21,6,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Justin Houston),-1.070,-1.860
3,13:57,3,15,CIN 15,21,6,Andy Dalton pass complete short left to A.J. Green for 21 yards (tackle by Derrick O. Johnson),-1.860,1.330
3,13:30,1,10,CIN 36,21,6,Mohamed Sanu up the middle for 4 yards (tackle by Eric Berry),1.330,1.330
3,12:55,2,6,CIN 40,21,6,Andy Dalton up the middle for 1 yard (tackle by Dontari Poe and Tyson Jackson),1.330,0.760
3,12:12,3,5,CIN 41,21,6,Andy Dalton pass incomplete short left intended for Brandon Tate,0.760,-0.650
3,12:07,4,5,CIN 41,21,6,"Kevin Huber punts 48 yards, returned by Javier Arenas for no gain",-0.650,0.370
3,11:58,1,10,KAN 11,21,6,Jamaal Charles up the middle for 5 yards (tackle by Domata Peko),-0.370,-0.300
3,11:22,2,5,KAN 16,21,6,Brady Quinn pass complete short right to Jamaal Charles for 6 yards (tackle by Rey Maualuga),-0.300,0.410
3,10:49,1,10,KAN 22,21,6,Jamaal Charles left end for 2 yards (tackle by Domata Peko),0.410,0.140
3,10:06,2,8,KAN 24,21,6,Jamaal Charles up the middle for no gain (tackle by Michael Johnson),0.140,-0.560
3,9:46,3,8,KAN 24,21,6,Brady Quinn pass complete short right to Terrance Copper for 12 yards (tackle by Geno Atkins). Penalty on Chris Crocker: Defensive Offside (Declined),-0.560,1.330
3,9:19,1,10,KAN 36,21,6,Brady Quinn pass complete short right to Terrance Copper for 12 yards (tackle by Dre Kirkpatrick),1.330,2.130
3,8:51,1,10,KAN 48,21,6,Jamaal Charles up the middle for 1 yard (tackle by Michael Johnson),2.130,1.720
3,8:17,2,9,KAN 49,21,6,Brady Quinn pass incomplete short middle intended for Jamaal Charles,1.720,1.020
3,8:12,3,9,KAN 49,21,6,Brady Quinn sacked by Pacman Jones for -6 yards,1.020,-0.520
3,7:43,4,15,KAN 43,21,6,"Dustin Colquitt punts 40 yards, returned by Brandon Tate for 2 yards (tackle by Cory Greenwood)",-0.520,-0.150
3,7:34,1,10,CIN 19,21,6,BenJarvus Green-Ellis up the middle for 3 yards (tackle by Eric Berry),0.150,0.070
3,7:00,2,7,CIN 22,21,6,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Brandon Flowers),0.070,1.000
3,6:20,1,10,CIN 31,21,6,BenJarvus Green-Ellis left end for 2 yards (tackle by Tamba Hali),1.000,0.730
3,5:38,2,8,CIN 33,21,6,Andy Dalton pass complete deep left to Brandon Tate for 24 yards (tackle by Kendrick Lewis),0.730,2.720
3,5:23,1,10,KAN 43,21,6,BenJarvus Green-Ellis up the middle for 7 yards (tackle by Javier Arenas),2.720,3.120
3,4:52,2,3,KAN 36,21,6,BenJarvus Green-Ellis right end for 1 yard (tackle by Derrick O. Johnson),3.120,2.540
3,4:13,3,2,KAN 35,21,6,Mohamed Sanu left end for -4 yards (tackle by Derrick O. Johnson),2.540,0.660
3,3:27,4,6,KAN 39,21,6,Kevin Huber punts 35 yards,0.660,0.380
3,3:14,1,10,KAN 4,21,6,Peyton Hillis up the middle for 3 yards (tackle by Taylor Mays),-0.380,-0.560
3,2:34,2,7,KAN 7,21,6,Jamaal Charles up the middle for 9 yards (tackle by Taylor Mays),-0.560,-0.140
3,1:54,1,10,KAN 16,21,6,Brady Quinn right end for no gain (tackle by Rey Maualuga),-0.140,-0.660
3,1:12,2,10,KAN 16,21,6,"Brady Quinn for no gain. Russ Hochstein fumbles, recovered by Russ Hochstein at KAN-KC",-0.660,-1.890
3,0:32,3,14,KAN 12,21,6,Brady Quinn pass complete short right to Tony Moeaki for 11 yards (tackle by Vontaze Burfict),-1.890,-1.830
3,0:00,4,3,KAN 23,21,6,"Dustin Colquitt punts 60 yards, returned by Brandon Tate for 11 yards (tackle by Andy Studebaker)",-1.830,-0.810
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 28,21,6,BenJarvus Green-Ellis up the middle for 8 yards (tackle by Kendrick Lewis),0.810,1.340
4,14:30,2,2,CIN 36,21,6,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Derrick O. Johnson),1.340,1.600
4,13:58,1,10,CIN 40,21,6,Andy Dalton pass incomplete deep right intended for A.J. Green,1.600,1.050
4,13:52,2,10,CIN 40,21,6,Cedric Peerman up the middle for 14 yards (tackle by Abram Elam),1.050,2.520
4,13:17,1,10,KAN 46,21,6,Cedric Peerman up the middle for 4 yards (tackle by Eric Berry),2.520,2.520
4,12:41,2,6,KAN 42,21,6,Andy Dalton pass incomplete short right intended for A.J. Green,2.520,1.820
4,12:36,3,6,KAN 42,21,6,Andy Dalton pass complete short right to Jermaine Gresham for 8 yards (tackle by Brandon Flowers and Tamba Hali),1.820,3.310
4,11:52,1,10,KAN 34,21,6,BenJarvus Green-Ellis right end for no gain (tackle by Tyson Jackson),3.310,2.770
4,11:09,2,10,KAN 34,21,6,Andy Dalton pass complete deep right to A.J. Green for 20 yards (tackle by Brandon Flowers),2.770,4.650
4,10:34,1,10,KAN 14,21,6,BenJarvus Green-Ellis right end for no gain (tackle by Justin Houston),4.650,4.000
4,9:50,2,10,KAN 14,21,6,Andy Dalton pass incomplete short right intended for Mohamed Sanu,4.000,3.110
4,9:45,3,10,KAN 14,27,6,"Andy Dalton pass complete short middle to Mohamed Sanu for 14 yards, touchdown",3.110,7.000
4,9:45,,,KAN 2,28,6,Mike Nugent kicks extra point good,0.000,0.000
4,9:39,,,CIN 35,28,6,"Mike Nugent kicks off 61 yards, returned by Shaun Draughn for 17 yards (tackle by Vincent Rey)",0.000,0.340
4,9:33,1,10,KAN 21,28,6,Jamaal Charles left end for 3 yards (tackle by Pacman Jones),0.340,0.210
4,9:07,2,7,KAN 24,28,6,Brady Quinn pass complete short middle to Jamaal Charles for 9 yards (tackle by Vontaze Burfict),0.210,1.140
4,8:41,1,10,KAN 33,28,6,"Penalty on Russ Hochstein: False Start, 5 yards (no play)",1.140,0.810
4,8:15,1,15,KAN 28,28,6,Jamaal Charles up the middle for 17 yards (tackle by Chris Crocker),0.810,1.930
4,7:49,1,10,KAN 45,28,6,Brady Quinn pass complete deep middle to Tony Moeaki for 20 yards (tackle by Nate Clements),1.930,3.250
4,7:26,1,10,CIN 35,28,6,Brady Quinn pass incomplete short middle intended for Devon Wylie,3.250,2.700
4,7:19,2,10,CIN 35,28,6,Brady Quinn pass incomplete short right intended for Tony Moeaki,2.700,2.010
4,7:15,3,10,CIN 35,28,6,Brady Quinn pass complete short left to Dexter McCluster for 8 yards (tackle by Rey Maualuga),2.010,1.800
4,6:43,4,2,CIN 27,28,6,Brady Quinn pass incomplete deep right intended for Terrance Copper,1.800,-0.740
4,6:38,1,10,CIN 27,28,6,BenJarvus Green-Ellis right end for 8 yards (tackle by Brandon Flowers),0.740,1.280
4,5:56,2,2,CIN 35,28,6,BenJarvus Green-Ellis right end for no gain (tackle by Jovan Belcher),1.280,0.560
4,5:11,3,2,CIN 35,28,6,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Eric Berry),0.560,-0.980
4,5:11,4,1,CIN 36,28,6,"Penalty on Kevin Huber: Delay of Game, 5 yards (no play)",-0.980,-1.310
4,4:21,4,6,CIN 31,28,6,"Kevin Huber punts 62 yards, returned by Javier Arenas for 18 yards (tackle by Jeromy Miles)",-1.310,-0.610
4,4:10,1,10,KAN 25,28,6,Brady Quinn right end for 2 yards (tackle by Wallace Gilberry),0.610,0.330
4,3:44,2,8,KAN 27,28,6,Brady Quinn up the middle for 5 yards (tackle by Michael Johnson),0.330,0.300
4,3:16,3,3,KAN 32,28,6,Brady Quinn pass incomplete short left intended for Devon Wylie,0.300,-1.240
4,3:10,4,3,KAN 32,28,6,"Dustin Colquitt punts 68 yards, out of bounds in end zone, touchback. Penalty on Cedric Peerman: Illegal Touch Kick",-1.240,-0.280
4,3:00,1,10,CIN 20,28,6,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Ropati Pitoitua),0.280,0.410
4,2:17,2,5,CIN 25,28,6,BenJarvus Green-Ellis right end for no gain (tackle by Tyson Jackson),0.410,-0.300
4,2:00,3,5,CIN 25,28,6,Cedric Peerman up the middle for 2 yards (tackle by Eric Berry),-0.300,-1.570
4,1:17,4,3,CIN 27,28,6,"Kevin Huber punts 69 yards, out of bounds",-1.570,0.380
4,1:04,1,10,KAN 4,28,6,Shaun Draughn up the middle for 6 yards (tackle by Wallace Gilberry),-0.380,-0.340
4,0:45,2,4,KAN 10,28,6,Brady Quinn pass complete short right to Steve Breaston for 13 yards (tackle by Dre Kirkpatrick),-0.340,0.000
4,0:35,,,,28,6,Timeout #1 by Kansas City Chiefs,0.000,0.480
4,0:35,1,10,KAN 23,28,6,Brady Quinn pass complete short right to Shaun Draughn for 4 yards (tackle by Jeromy Miles),0.480,0.470
4,0:29,2,6,KAN 27,28,6,Brady Quinn sacked by Michael Johnson for -10 yards,0.470,-1.760
4,0:03,3,16,KAN 17,28,6,Shaun Draughn up the middle for 4 yards (tackle by Vincent Rey),-1.760,-1.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
