Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
1,8:09,2,10,GNB 7,0,0,Jordan Love pass complete short right to Romeo Doubs for 5 yards (tackle by Adoree' Jackson),-0.780,-0.840
1,7:27,3,5,GNB 12,0,0,Jordan Love pass incomplete short left intended for AJ Dillon,-0.840,-2.490
1,7:21,4,5,GNB 12,0,0,"Daniel Whelan punts 35 yards downed by Robert Rochell. Penalty on Rudy Ford: Kick Catch Interference, 15 yards (accepted)",-2.490,-3.450
1,7:09,1,10,GNB 32,0,0,Wan'Dale Robinson left end for 4 yards (tackle by Karl Brooks),3.450,3.440
1,6:27,2,6,GNB 28,0,0,"Penalty on Tyre Phillips: False Start, 5 yards (accepted) (no play)",3.440,2.770
1,6:12,2,11,GNB 33,0,0,Tommy DeVito pass complete short right to Wan'Dale Robinson for no gain (tackle by De'Vondre Campbell),2.770,2.080
1,5:35,3,11,GNB 33,0,0,Tommy DeVito pass complete short left to Saquon Barkley for 3 yards (tackle by De'Vondre Campbell),2.080,1.410
1,4:57,4,8,GNB 30,0,0,Randy Bullock 48 yard field goal no good,1.410,-1.470
1,4:52,1,10,GNB 38,0,0,AJ Dillon right tackle for 4 yards (tackle by Adoree' Jackson),1.470,1.460
1,4:13,2,6,GNB 42,0,0,AJ Dillon left guard for no gain (tackle by Kayvon Thibodeaux and Dexter Lawrence),1.460,0.760
1,3:34,,,,,,Timeout #1 by New York Giants,,
1,3:34,3,6,GNB 42,0,0,Jordan Love pass complete short middle to Jayden Reed for 5 yards (tackle by Isaiah Simmons),0.760,-0.260
1,2:52,4,1,GNB 47,0,0,Jordan Love pass complete short right to Dontayvion Wicks for 1 yard (tackle by Deonte Banks),-0.260,2.130
1,2:28,1,10,GNB 48,0,0,Jordan Love pass complete short middle to AJ Dillon for 35 yards (tackle by Deonte Banks),2.130,4.440
1,1:53,1,10,NYG 17,0,0,AJ Dillon left end for 1 yard (tackle by A'Shawn Robinson),4.440,4.000
1,1:07,2,9,NYG 16,6,0,"Jayden Reed right end for 16 yards, touchdown",4.000,7.000
1,1:01,,,NYG 15,7,0,Anders Carlson kicks extra point good,0.000,0.000
1,1:01,,,GNB 35,7,0,"Anders Carlson kicks off 56 yards,",0.000,0.610
1,1:01,1,10,NYG 25,7,0,Tommy DeVito scrambles up the middle for 6 yards (tackle by Isaiah McDuffie),0.610,0.870
1,0:26,2,4,NYG 31,7,0,Saquon Barkley right tackle for 3 yards (tackle by Isaiah McDuffie),0.870,0.560
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,NYG 34,7,0,Tommy DeVito pass complete short left to Saquon Barkley for 5 yards (tackle by Corey Ballentine),0.560,1.530
2,14:30,1,10,NYG 39,7,0,Saquon Barkley left end for no gain (tackle by Tedarrell Slaton and Isaiah McDuffie),1.530,0.990
2,13:58,2,10,NYG 39,7,0,Tommy DeVito pass complete short middle to Isaiah Hodgins for 14 yards (tackle by Darnell Savage),0.990,2.460
2,13:18,1,10,GNB 47,7,0,Tommy DeVito scrambles up the middle for 10 yards (tackle by De'Vondre Campbell),2.460,3.120
2,12:41,1,10,GNB 37,7,0,Wan'Dale Robinson left end for 32 yards (tackle by Darnell Savage),3.120,6.060
2,12:00,1,5,GNB 5,7,6,"Saquon Barkley left end for 5 yards, touchdown",6.060,7.000
2,11:55,,,GNB 15,7,7,Randy Bullock kicks extra point good,0.000,0.000
2,11:55,,,NYG 35,7,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,11:55,1,10,GNB 25,7,7,Jordan Love pass complete short right to Patrick Taylor for 16 yards (tackle by Jason Pinnock),0.610,1.660
2,11:18,1,10,GNB 41,7,7,Jayden Reed left end for 3 yards (tackle by Kayvon Thibodeaux),1.660,1.530
2,10:38,2,7,GNB 44,7,7,AJ Dillon left guard for 2 yards (tackle by Bobby Okereke),1.530,1.090
2,9:52,3,5,GNB 46,7,7,Jordan Love pass complete deep right to Dontayvion Wicks for 19 yards (tackle by Deonte Banks),1.090,3.250
2,9:10,1,10,NYG 35,7,7,AJ Dillon up the middle for 5 yards (tackle by A'Shawn Robinson),3.250,3.380
2,8:30,2,5,NYG 30,7,7,AJ Dillon right tackle for 3 yards (tackle by A'Shawn Robinson and Adoree' Jackson),3.380,3.070
2,7:50,3,2,NYG 27,7,7,"Jordan Love right end for no gain (tackle by Kayvon Thibodeaux) NYG challenged the fumble ruling, and the original play was overturned. Jordan Love right end for no gain. Jordan Love fumbles (forced by Kayvon Thibodeaux) (tackle by Jason Pinnock), recovered by Xavier McKinney at NYG-27",3.070,-0.740
2,7:41,1,10,NYG 27,7,7,"Tommy DeVito pass complete short right to Wan'Dale Robinson for 13 yards GNB challenged the pass completion ruling, and the play was upheld.",0.740,1.600
2,7:22,1,10,NYG 40,7,7,Tommy DeVito pass complete short right to Jalin Hyatt for 8 yards (tackle by Carrington Valentine),1.600,2.130
2,6:48,2,2,NYG 48,7,7,Saquon Barkley left guard for 1 yard (tackle by Karl Brooks and Lukas Van Ness),2.130,1.550
2,6:10,3,1,NYG 49,7,7,"Penalty on Sean Harlow: False Start, 5 yards (accepted) (no play)",1.550,0.890
2,5:49,3,6,NYG 44,7,7,Tommy DeVito pass complete short right to Jalin Hyatt for 5 yards (tackle by Carrington Valentine),0.890,-0.130
2,5:11,,,,,,Timeout #2 by New York Giants,,
2,5:11,4,1,NYG 49,7,7,Saquon Barkley right end for no gain (tackle by Eric Wilson and Isaiah McDuffie),-0.130,-2.320
2,5:06,1,10,NYG 49,7,7,Jordan Love pass complete short right to Jayden Reed for 3 yards (tackle by Bobby Okereke),2.320,2.190
2,4:27,2,7,NYG 46,7,7,Jordan Love pass deep left intended for Dontayvion Wicks is intercepted by Jason Pinnock at NYG-23 and returned for 21 yards (tackle by Tucker Kraft and Dontayvion Wicks),2.190,-1.860
2,4:14,1,10,NYG 44,7,7,Tommy DeVito scrambles up the middle for 6 yards (tackle by Rashan Gary),1.860,2.130
2,3:39,2,4,GNB 50,7,7,Saquon Barkley left guard for 1 yard (tackle by Devonte Wyatt),2.130,1.550
2,2:59,3,3,GNB 49,7,7,Tommy DeVito pass incomplete short right intended for Saquon Barkley,1.550,0.000
2,2:52,4,3,GNB 49,7,7,"Jamie Gillan punts 32 yards, fair catch by Jayden Reed at GB-17",0.000,0.060
2,2:45,1,10,GNB 17,7,7,AJ Dillon right tackle for 4 yards (tackle by Cordale Flott),-0.060,0.080
2,2:03,2,6,GNB 21,7,7,Jordan Love pass complete short right to Tucker Kraft for 6 yards (tackle by Bobby Okereke),0.080,0.740
2,1:56,1,10,GNB 27,7,7,Jordan Love pass complete short left to Jayden Reed for 2 yards (tackle by Deonte Banks),0.740,0.470
2,1:32,2,8,GNB 29,7,7,Jordan Love pass incomplete short right intended for Jayden Reed,0.470,-0.230
2,1:29,3,8,GNB 29,7,7,"Jordan Love pass incomplete deep right intended for Jayden Reed. Penalty on Cordale Flott: Defensive Pass Interference, 27 yards (accepted) (no play)",-0.230,2.650
2,1:23,1,10,NYG 44,7,7,Jordan Love pass complete short left to Samori Toure for 6 yards (tackle by Cordale Flott),2.650,2.920
2,0:55,2,4,NYG 38,7,7,Patrick Taylor left guard for 14 yards (tackle by Bobby Okereke),2.920,3.970
2,0:35,1,10,NYG 24,7,7,Jordan Love pass complete short left to Patrick Taylor for 6 yards (tackle by Deonte Banks),3.970,4.290
2,0:24,,,,,,Timeout #2 by Green Bay Packers,,
2,0:24,2,4,NYG 18,7,7,"Jordan Love pass complete short right to Romeo Doubs for 8 yards (tackle by Adoree' Jackson) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jordan Love pass incomplete short right intended for Romeo Doubs",4.290,3.570
2,0:20,3,4,NYG 18,7,7,Jordan Love pass incomplete short right intended for Dontayvion Wicks (defended by Kayvon Thibodeaux) (defended by A'Shawn Robinson),3.570,2.320
2,0:17,,,,,,Timeout #3 by New York Giants,,
2,0:17,4,4,NYG 18,10,7,Anders Carlson 36 yard field goal good,2.320,3.000
2,0:13,,,GNB 35,10,7,"Anders Carlson kicks off 54 yards, returned by Lawrence Cager for no gain",0.000,-0.370
2,0:12,1,10,NYG 11,10,7,Tommy DeVito kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,7,"Anders Carlson kicks off 63 yards,",0.000,0.610
3,15:00,1,10,NYG 25,10,7,Tommy DeVito scrambles right tackle for 6 yards (tackle by Keisean Nixon),0.610,0.870
3,14:18,2,4,NYG 31,10,7,Saquon Barkley up the middle for 3 yards (tackle by Kenny Clark and Darnell Savage),0.870,0.560
3,13:41,3,1,NYG 34,10,7,Saquon Barkley left end for -1 yards (tackle by Kenny Clark),0.560,-1.180
3,13:04,4,2,NYG 33,10,7,"Jamie Gillan punts 42 yards, recovered by Keisean Nixon at GB-28. Keisean Nixon fumbles (forced by Darnay Holmes), recovered by Benton Whitley at GB-32 and returned for 1 yard",-1.180,3.510
3,12:52,1,10,GNB 31,10,7,Tommy DeVito pass complete short right to Wan'Dale Robinson for 4 yards (tackle by Carrington Valentine),3.510,3.510
3,12:21,2,6,GNB 27,10,7,Tommy DeVito right end for 26 yards (tackle by Kingsley Enagbare),3.510,6.970
3,11:27,1,1,GNB 1,10,13,"Saquon Barkley right tackle for 1 yard, touchdown",6.970,7.000
3,11:22,,,GNB 15,10,14,Randy Bullock kicks extra point good,0.000,0.000
3,11:22,,,NYG 35,10,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,11:22,1,10,GNB 25,10,14,Jayden Reed right end for 20 yards (tackle by Jason Pinnock),0.610,1.930
3,10:45,1,10,GNB 45,10,14,AJ Dillon right tackle for 3 yards (tackle by Kayvon Thibodeaux and Bobby Okereke),1.930,1.790
3,9:58,2,7,GNB 48,10,14,Jordan Love pass complete short left to AJ Dillon for -10 yards (tackle by A'Shawn Robinson and Azeez Ojulari),1.790,-0.230
3,9:22,3,17,GNB 38,10,14,Jordan Love pass incomplete deep left intended for Dontayvion Wicks,-0.230,-0.850
3,9:16,4,17,GNB 38,10,14,"Daniel Whelan punts 48 yards, recovered by Rudy Ford at NYG-14",-0.850,4.650
3,9:05,1,10,NYG 14,10,14,AJ Dillon left guard for 5 yards (tackle by Rakeem Nunez-Roches and Kayvon Thibodeaux),4.650,4.900
3,8:23,2,5,NYG 9,10,14,Jordan Love sacked by and Kayvon Thibodeaux for -5 yards and Micah McFadden for -5 yards,4.900,3.110
3,7:40,3,10,NYG 14,10,14,Jordan Love pass incomplete short right intended for Jayden Reed,3.110,2.510
3,7:35,4,10,NYG 14,13,14,Anders Carlson 32 yard field goal good,2.510,3.000
3,7:31,,,GNB 35,13,14,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,7:31,1,10,NYG 25,13,14,Tommy DeVito pass complete short left to Darius Slayton for 5 yards (tackle by Jonathan Owens),0.610,0.740
3,6:53,2,5,NYG 30,13,14,"Penalty on Saquon Barkley: False Start, 5 yards (accepted) (no play)",0.740,0.060
3,6:45,2,10,NYG 25,13,14,Tommy DeVito scrambles up the middle for 1 yard (tackle by Lukas Van Ness),0.060,-0.490
3,6:18,3,9,NYG 26,13,14,Tommy DeVito pass complete short right to Daniel Bellinger for 9 yards (tackle by Keisean Nixon),-0.490,1.270
3,5:52,1,10,NYG 35,13,14,Tommy DeVito right end for 13 yards (tackle by Darnell Savage),1.270,2.130
3,5:12,1,10,NYG 48,13,14,Matt Breida left tackle for 7 yards (tackle by Jonathan Owens),2.130,2.530
3,4:30,2,3,GNB 45,13,14,Matt Breida right guard for 9 yards (tackle by Rudy Ford),2.530,3.180
3,3:43,1,10,GNB 36,13,14,Tommy DeVito pass complete deep left to Wan'Dale Robinson for 25 yards (tackle by De'Vondre Campbell),3.180,4.840
3,2:58,1,10,GNB 11,13,14,Tommy DeVito up the middle for -1 yards (tackle by Kenny Clark),4.840,3.980
3,2:21,2,11,GNB 12,13,14,Saquon Barkley right guard for 4 yards (tackle by Devonte Wyatt),3.980,3.760
3,1:35,3,7,GNB 8,13,20,"Tommy DeVito pass complete short right to Isaiah Hodgins for 8 yards, touchdown",3.760,7.000
3,1:28,,,GNB 15,13,21,Randy Bullock kicks extra point good,0.000,0.000
3,1:28,,,NYG 35,13,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,1:28,1,10,GNB 25,13,21,Jordan Love pass incomplete short right,0.610,0.060
3,1:18,2,10,GNB 25,13,21,AJ Dillon right end for 5 yards (tackle by Jordon Riley),0.060,0.040
3,0:38,3,5,GNB 30,13,21,Jordan Love pass complete short left to Samori Toure for 16 yards (tackle by Deonte Banks and Cordale Flott),0.040,1.990
3,0:02,1,10,GNB 46,13,21,Patrick Taylor up the middle for 5 yards (tackle by A'Shawn Robinson and Kayvon Thibodeaux),1.990,2.130
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NYG 49,13,21,Patrick Taylor left tackle for 7 yards (tackle by Xavier McKinney and Deonte Banks),2.130,2.790
4,14:22,1,10,NYG 42,13,21,Jordan Love pass complete short middle to Romeo Doubs for 14 yards (tackle by Adoree' Jackson and Micah McFadden),2.790,3.710
4,13:41,1,10,NYG 28,13,21,Patrick Taylor left guard for 4 yards (tackle by Azeez Ojulari and Deonte Banks),3.710,3.710
4,13:00,2,6,NYG 24,13,21,Jordan Love pass complete short left to Tucker Kraft for 8 yards (tackle by Deonte Banks),3.710,4.510
4,12:15,1,10,NYG 16,13,21,Jayden Reed left end for -1 yards (tackle by Deonte Banks),4.510,3.770
4,11:33,2,11,NYG 17,13,21,Jordan Love pass incomplete deep right intended for Samori Toure,3.770,3.020
4,11:26,,,,,,Timeout #1 by Green Bay Packers,,
4,11:26,3,11,NYG 17,13,21,Jordan Love sacked by and Azeez Ojulari for -10 yards and Dexter Lawrence for -10 yards,3.020,1.670
4,10:47,4,21,NYG 27,13,21,Anders Carlson 45 yard field goal no good,1.670,-1.270
4,10:42,1,10,NYG 35,13,21,Saquon Barkley up the middle for no gain (tackle by Rashan Gary and Preston Smith),1.270,0.720
4,10:04,2,10,NYG 35,13,21,Tommy DeVito pass complete short middle to Daniel Bellinger for 6 yards (tackle by Keisean Nixon and De'Vondre Campbell),0.720,0.830
4,9:16,3,4,NYG 41,13,21,Tommy DeVito pass incomplete short right,0.830,-0.650
4,9:08,4,4,NYG 41,13,21,"Jamie Gillan punts 50 yards, returned by Jayden Reed for 7 yards (tackle by Dane Belton)",-0.650,0.140
4,8:59,1,10,GNB 16,13,21,Jordan Love pass complete deep middle to Tucker Kraft for 43 yards (tackle by Jason Pinnock),-0.140,2.850
4,8:10,1,10,NYG 41,13,21,Jordan Love pass complete short left to Jayden Reed for 4 yards (tackle by Cordale Flott),2.850,2.850
4,7:35,2,6,NYG 37,13,21,Jordan Love pass complete short left to Romeo Doubs for 7 yards (tackle by Micah McFadden),2.850,3.580
4,6:56,1,10,NYG 30,13,21,Jordan Love pass complete short right to Jayden Reed for 5 yards (tackle by Cordale Flott),3.580,3.710
4,6:23,2,5,NYG 25,13,21,Jordan Love pass complete short middle to Jayden Reed for -5 yards (tackle by Azeez Ojulari),3.710,2.340
4,5:41,3,10,NYG 30,13,21,Jordan Love pass incomplete deep left intended for Samori Toure (defended by Deonte Banks),2.340,1.410
4,5:35,4,10,NYG 30,16,21,Anders Carlson 48 yard field goal good,1.410,3.000
4,5:30,,,GNB 35,16,21,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,5:30,1,10,NYG 25,16,21,Saquon Barkley right guard for 6 yards (tackle by Isaiah McDuffie),0.610,0.870
4,4:47,2,4,NYG 31,16,21,Saquon Barkley left guard for 17 yards (tackle by Darnell Savage),0.870,2.130
4,4:01,1,10,NYG 48,16,21,"Saquon Barkley right tackle for 34 yards. Saquon Barkley fumbles, recovered by Carrington Valentine at GB-14 and returned for 50 yards (tackle by Daniel Bellinger)",2.130,-3.180
4,3:34,1,10,NYG 36,16,21,AJ Dillon right guard for 8 yards (tackle by Micah McFadden),3.180,3.720
4,3:21,2,2,NYG 28,16,21,AJ Dillon right guard for 1 yard (tackle by A'Shawn Robinson and Xavier McKinney),3.720,3.140
4,2:40,3,1,NYG 27,16,21,AJ Dillon up the middle for 5 yards (tackle by Kayvon Thibodeaux and Xavier McKinney),3.140,4.110
4,2:16,1,10,NYG 22,16,21,Jordan Love pass complete short left to Romeo Doubs for 6 yards (tackle by Deonte Banks),4.110,4.460
4,2:00,2,4,NYG 16,16,21,Jordan Love pass incomplete deep right intended for Romeo Doubs (defended by Adoree' Jackson),4.460,3.740
4,1:55,3,4,NYG 16,16,21,Jordan Love pass complete short left to Jayden Reed for 8 yards (tackle by Deonte Banks),3.740,5.370
4,1:50,1,8,NYG 8,16,21,Jordan Love scrambles up the middle for 2 yards (tackle by Dexter Lawrence and A'Shawn Robinson),5.370,4.950
4,1:42,,,,,,Timeout #1 by New York Giants,,
4,1:42,2,6,NYG 6,16,21,"Jordan Love pass incomplete short middle intended for Malik Heath (defended by Jason Pinnock) Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.950,4.040
4,1:36,3,6,NYG 6,22,21,"Jordan Love pass complete short left to Malik Heath for 6 yards, touchdown",4.040,7.000
4,1:33,,,NYG 2,22,21,"Two Point Attempt: Jayden Reed rushes, conversion fails.",1.000,-1.000
4,1:33,,,GNB 35,22,21,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,1:33,1,10,NYG 25,22,21,Tommy DeVito pass complete short right to Wan'Dale Robinson for 5 yards (tackle by Darnell Savage),0.610,0.740
4,1:14,2,5,NYG 30,22,21,Tommy DeVito pass complete short middle to Saquon Barkley for 7 yards (tackle by Isaiah McDuffie),0.740,1.400
4,0:55,1,10,NYG 37,22,21,Tommy DeVito pass complete short right to Darius Slayton for 9 yards (tackle by Carrington Valentine),1.400,2.070
4,0:49,2,1,NYG 46,22,21,Tommy DeVito pass complete short right to Wan'Dale Robinson for 32 yards (tackle by Keisean Nixon),2.070,4.110
4,0:42,1,10,GNB 22,22,21,Saquon Barkley up the middle for 4 yards (tackle by Colby Wooden),4.110,4.130
4,0:38,,,,,,Timeout #2 by Green Bay Packers,,
4,0:38,2,6,GNB 18,22,21,Saquon Barkley up the middle for -3 yards (tackle by Devonte Wyatt),4.130,3.010
4,0:32,,,,,,Timeout #3 by Green Bay Packers,,
4,0:32,3,9,GNB 21,22,21,Saquon Barkley right guard for 3 yards (tackle by Tedarrell Slaton and De'Vondre Campbell),3.010,2.270
4,0:02,,,,,,Timeout #2 by New York Giants,,
4,0:02,4,6,GNB 18,22,24,Randy Bullock 37 yard field goal good,2.270,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
