Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
1,8:20,1,10,ARI 43,0,7,Carson Palmer pass complete short left to Larry Fitzgerald for 16 yards (tackle by Xavier Rhodes),1.800,2.850
1,7:35,1,10,MIN 41,0,7,Carson Palmer pass complete short middle to Darren Fells for 22 yards (tackle by Harrison Smith and Trae Waynes),2.850,4.310
1,6:46,1,10,MIN 19,0,7,Andre Ellington left end for 7 yards (tackle by Xavier Rhodes),4.310,4.920
1,6:12,2,3,MIN 12,0,7,David Johnson middle for -1 yards (tackle by Tom Johnson),4.920,3.960
1,5:30,3,4,MIN 13,0,7,Carson Palmer pass complete short middle to Michael Floyd for 10 yards (tackle by Harrison Smith),3.960,6.510
1,4:49,1,3,MIN 3,0,7,David Johnson middle for 2 yards (tackle by Harrison Smith and Andrew Sendejo),6.510,5.910
1,4:10,2,1,MIN 1,6,7,"David Johnson middle for 1 yard, touchdown",5.910,7.000
1,4:07,,,MIN 15,7,7,Chandler Catanzaro kicks extra point good,0.000,0.000
1,4:07,,,ARI 35,7,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
1,4:07,1,10,MIN 25,7,7,Jerick McKinnon right tackle for 4 yards (tackle by Kevin Minter),0.610,0.600
1,3:38,2,6,MIN 29,7,7,Sam Bradford pass complete short left to Adam Thielen for 7 yards (tackle by Justin Bethel),0.600,1.330
1,3:04,1,10,MIN 36,7,7,Jerick McKinnon middle for 2 yards (tackle by Ed Stinson),1.330,1.060
1,2:28,2,8,MIN 38,7,7,Sam Bradford pass complete short left to Jerick McKinnon for -3 yards (tackle by Frostee Rucker),1.060,-0.030
1,1:47,3,11,MIN 35,7,7,Sam Bradford pass incomplete deep middle intended for Stefon Diggs,-0.030,-1.040
1,1:42,4,11,MIN 35,7,7,"Jeff Locke punts 53 yards, returned by John Brown for 6 yards (tackle by Kentrell Brothers). Penalty on Patrick Peterson: Offensive Holding, 6 yards",-1.040,0.380
1,1:30,1,10,ARI 6,7,7,David Johnson left tackle for 9 yards (tackle by Harrison Smith),-0.380,-0.070
1,0:50,2,1,ARI 15,7,7,David Johnson right tackle for 10 yards (tackle by Terence Newman and Anthony Barr),-0.070,0.610
1,0:09,1,10,ARI 25,7,7,David Johnson left tackle for 11 yards (tackle by Harrison Smith),0.610,1.330
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 36,7,7,David Johnson middle for 3 yards (tackle by Shamar Stephen),1.330,1.200
2,14:24,2,7,ARI 39,7,7,David Johnson left guard for 10 yards (tackle by Linval Joseph),1.200,2.190
2,13:47,1,10,ARI 49,7,7,Carson Palmer pass complete short right to Larry Fitzgerald for 13 yards (tackle by Terence Newman),2.190,3.050
2,13:04,1,10,MIN 38,7,7,David Johnson left tackle for 3 yards (tackle by Everson Griffen and Linval Joseph),3.050,2.910
2,12:16,2,7,MIN 35,7,7,Carson Palmer pass complete short right to Michael Floyd for 11 yards (tackle by Captain Munnerlyn),2.910,3.970
2,11:38,1,10,MIN 24,7,7,David Johnson right tackle for 7 yards (tackle by Trae Waynes),3.970,4.460
2,10:57,2,3,MIN 17,7,7,David Johnson middle for 1 yard (tackle by Eric Kendricks),4.460,3.950
2,10:13,3,2,MIN 16,7,7,Carson Palmer pass incomplete short right intended for Michael Floyd,3.950,2.500
2,10:08,4,2,MIN 16,10,7,Chandler Catanzaro 34 yard field goal good,2.500,3.000
2,10:04,,,ARI 35,10,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,10:04,1,10,MIN 25,10,7,Sam Bradford pass complete short right to Kyle Rudolph for 8 yards (tackle by D.J. Swearinger),0.610,1.140
2,9:29,2,2,MIN 33,10,7,Jerick McKinnon left guard for 1 yard (tackle by Frostee Rucker),1.140,0.560
2,8:48,3,1,MIN 34,10,7,Sam Bradford pass complete short left to Cordarrelle Patterson for 30 yards (tackle by Deone Bucannon),0.560,3.180
2,8:08,1,10,ARI 36,10,7,Jerick McKinnon middle for 5 yards (tackle by Kevin Minter and Rodney Gunter),3.180,3.310
2,7:27,2,5,ARI 31,10,7,"Sam Bradford pass incomplete deep middle intended for Adam Thielen (defended by Tony Jefferson). Penalty on Tony Jefferson: Defensive Pass Interference, 29 yards (no play)",3.310,6.740
2,7:19,1,2,ARI 2,10,13,"Matt Asiata middle for 2 yards, touchdown",6.740,7.000
,,,,,,,"MIN challenged the runner was down by contact ruling, and the original play was overturned.",,
2,7:16,,,ARI 15,10,13,"Kai Forbath kicks extra point no good, blocked by Justin Bethel",0.000,-1.000
2,7:16,,,MIN 35,10,13,"Kai Forbath kicks off 62 yards, returned by Brittan Golden for 49 yards (tackle by Kai Forbath)",0.000,0.000
2,7:07,,,,10,13,Timeout #1 by Arizona Cardinals,0.000,-2.390
2,7:07,1,10,MIN 48,10,13,Carson Palmer pass incomplete short right intended for Andre Ellington,2.390,1.850
2,7:03,2,10,MIN 48,10,13,Carson Palmer pass incomplete short left intended for JJ Nelson,1.850,1.160
2,6:56,3,10,MIN 48,10,13,"Carson Palmer pass incomplete short middle intended for Larry Fitzgerald. Penalty on Trae Waynes: Illegal Contact, 5 yards (no play)",1.160,2.720
2,6:51,1,10,MIN 43,10,13,Andre Ellington left guard for 8 yards (tackle by Anthony Barr),2.720,3.260
2,6:15,2,2,MIN 35,10,13,Andre Ellington middle for 5 yards (tackle by Linval Joseph and Andrew Sendejo),3.260,3.580
2,5:38,1,10,MIN 30,10,13,Andre Ellington right end for 2 yards (tackle by Harrison Smith),3.580,3.300
2,4:54,2,8,MIN 28,10,13,"Carson Palmer pass incomplete short right intended for Michael Floyd. Penalty on Trae Waynes: Defensive Holding, 5 yards (no play)",3.300,4.040
2,4:50,1,10,MIN 23,10,13,Carson Palmer pass complete short right to Larry Fitzgerald for 15 yards (tackle by Trae Waynes),4.040,5.370
2,4:06,1,8,MIN 8,10,13,Andre Ellington left end for -1 yards (tackle by Eric Kendricks),5.370,4.380
2,3:28,2,9,MIN 9,10,13,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Trae Waynes),4.380,3.360
2,3:23,3,9,MIN 9,10,19,"Carson Palmer pass incomplete short left intended for John Brown is intercepted by Xavier Rhodes at MIN-0 and returned for 100 yards, touchdown",3.360,-7.000
2,,,,ARI 15,10,20,Kai Forbath kicks extra point good,,
2,3:07,,,MIN 35,10,20,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
2,3:07,1,10,ARI 25,10,20,Carson Palmer pass complete short middle to David Johnson for 15 yards (tackle by Anthony Barr),0.610,1.600
2,2:30,1,10,ARI 40,10,20,David Johnson right tackle for 8 yards (tackle by Andrew Sendejo),1.600,2.130
2,2:03,2,2,ARI 48,10,20,David Johnson right end for 10 yards (tackle by Anthony Barr),2.130,2.790
2,1:57,1,10,MIN 42,10,20,Carson Palmer pass incomplete short right intended for David Johnson,2.790,2.240
2,1:53,2,10,MIN 42,10,20,"Carson Palmer pass complete short left to Jermaine Gresham for 4 yards (tackle by Captain Munnerlyn). Jermaine Gresham fumbles (forced by Captain Munnerlyn), ball out of bounds at MIN-35",2.240,0.000
2,1:20,,,,10,20,Timeout #2 by Arizona Cardinals,0.000,-2.080
2,1:20,3,6,MIN 38,10,20,Carson Palmer pass complete short middle to David Johnson for 9 yards (tackle by Harrison Smith),2.080,3.640
2,0:58,1,10,MIN 29,16,20,"Carson Palmer pass complete short middle to Jermaine Gresham for 29 yards, touchdown",3.640,7.000
2,0:50,,,MIN 15,17,20,Chandler Catanzaro kicks extra point good,0.000,0.000
2,0:50,,,ARI 35,17,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,0:50,1,10,MIN 25,17,20,Ronnie Hillman middle for 6 yards (tackle by Tony Jefferson),0.610,0.870
2,0:31,2,4,MIN 31,17,20,Sam Bradford pass incomplete short middle intended for Kyle Rudolph (defended by Calais Campbell),0.870,0.170
2,0:27,3,4,MIN 31,17,20,Sam Bradford pass complete short right to Matt Asiata for 7 yards (tackle by Tony Jefferson),0.170,0.000
2,0:20,,,,17,20,Timeout #1 by Minnesota Vikings,0.000,-1.470
2,0:20,1,10,MIN 38,17,20,Sam Bradford sacked by Alex Okafor for -14 yards,1.470,-0.970
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,17,26,"Chandler Catanzaro kicks off 69 yards, returned by Cordarrelle Patterson for 104 yards, touchdown",0.000,-7.000
3,14:47,,,ARI 15,17,27,Kai Forbath kicks extra point good,0.000,0.000
3,14:47,,,MIN 35,17,27,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
3,14:47,1,10,ARI 25,17,27,David Johnson right tackle for 3 yards (tackle by Trae Waynes),0.610,0.470
3,14:12,2,7,ARI 28,17,27,Carson Palmer pass incomplete short left intended for David Johnson (defended by Eric Kendricks),0.470,-0.230
3,14:06,3,7,ARI 28,17,27,Carson Palmer pass incomplete short middle intended for David Johnson,-0.230,-1.500
3,13:59,4,7,ARI 28,17,27,"Drew Butler punts 48 yards, fair catch by Marcus Sherels",-1.500,-0.540
3,13:54,1,10,MIN 24,17,27,Sam Bradford pass complete short middle to Stefon Diggs for 9 yards (tackle by Patrick Peterson),0.540,1.210
3,13:20,2,1,MIN 33,17,27,Jerick McKinnon right end for 12 yards (tackle by D.J. Swearinger and Chandler Jones),1.210,1.930
3,12:58,1,10,MIN 45,17,27,Jerick McKinnon middle for 5 yards (tackle by Kevin Minter),1.930,2.060
3,12:19,2,5,,17,27,"Sam Bradford pass complete short right to Rhett Ellison for no gain. Penalty on Markus Golden: Defensive Holding, 5 yards (no play)",2.060,2.590
3,11:49,1,10,ARI 45,17,27,Jerick McKinnon middle for -3 yards (tackle by Frostee Rucker),2.590,1.640
3,11:12,2,13,ARI 48,17,27,Jerick McKinnon left end for no gain (tackle by Calais Campbell),1.640,0.960
3,10:33,3,13,ARI 48,17,27,Sam Bradford pass complete short right to Adam Thielen for 10 yards (tackle by Marcus Cooper),0.960,0.000
3,9:53,,,,17,27,Timeout #1 by Minnesota Vikings,0.000,-0.720
3,9:53,4,3,ARI 38,17,27,Sam Bradford pass incomplete short middle intended for Cordarrelle Patterson (defended by Marcus Cooper),0.720,-1.470
3,9:48,1,10,ARI 38,17,27,David Johnson middle for 5 yards (tackle by Trae Waynes),1.470,1.600
3,9:10,2,5,ARI 43,17,27,David Johnson middle for 1 yard (tackle by Trae Waynes and Anthony Barr),1.600,1.020
3,8:26,3,4,ARI 44,17,27,Carson Palmer sacked by Brian Robison for -11 yards,1.020,-1.180
3,7:47,4,15,ARI 33,17,27,"Drew Butler punts 49 yards, returned by Marcus Sherels for 11 yards (tackle by Zaviar Gooden)",-1.180,-0.870
3,7:36,1,10,MIN 29,17,27,Sam Bradford pass incomplete short right intended for Cordarrelle Patterson (defended by Patrick Peterson),0.870,0.330
3,7:31,2,10,MIN 29,17,27,Sam Bradford pass complete short right to Kyle Rudolph for 4 yards (tackle by Deone Bucannon),0.330,0.170
3,6:48,3,6,MIN 33,17,27,"Sam Bradford pass complete short right to Adam Thielen for 21 yards (tackle by Tony Jefferson). Penalty on Adam Thielen: Offensive Pass Interference, 10 yards (no play)",0.170,-1.150
3,6:15,3,16,MIN 23,17,27,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",-1.150,-2.040
3,6:14,3,21,MIN 18,17,27,Matt Asiata left guard for 5 yards (tackle by Markus Golden and Alex Okafor),-2.040,-1.830
3,5:30,4,16,MIN 23,17,27,"Jeff Locke punts 50 yards, returned by John Brown for 4 yards (tackle by Kentrell Brothers)",-1.830,-1.000
3,5:20,1,10,ARI 31,17,27,Carson Palmer pass incomplete deep middle intended for Michael Floyd is intercepted by Xavier Rhodes at MIN-16,1.000,0.140
3,5:10,1,10,MIN 16,17,27,Sam Bradford pass complete short right to Stefon Diggs for 8 yards (tackle by Markus Golden),-0.140,0.550
3,4:33,2,2,MIN 24,17,27,Sam Bradford pass complete short left to Stefon Diggs for -3 yards (tackle by Chandler Jones),0.550,-0.700
3,3:55,3,5,MIN 21,17,27,"Sam Bradford pass complete short left to Cordarrelle Patterson for 6 yards (tackle by Justin Bethel). Penalty on Markus Golden: Roughing the Passer, 15 yards",-0.700,1.730
3,3:40,1,10,MIN 42,17,27,"Matt Asiata left guard for 9 yards (tackle by Ed Stinson). Penalty on Patrick Peterson: Unnecessary Roughness, 15 yards",1.730,3.310
3,3:12,1,10,ARI 34,17,27,Sam Bradford pass complete short right to Stefon Diggs for 2 yards (tackle by Chandler Jones),3.310,3.040
3,2:32,2,8,ARI 32,17,27,Jerick McKinnon middle for 2 yards (tackle by Deone Bucannon),3.040,2.610
3,1:59,3,6,ARI 30,17,27,"Sam Bradford pass complete short left to Stefon Diggs for 13 yards (tackle by Patrick Peterson). Penalty on Tony Jefferson: Unnecessary Roughness, 9 yards",2.610,5.370
3,1:34,1,8,ARI 8,17,27,Sam Bradford pass complete short right to Rhett Ellison for -2 yards (tackle by Kevin Minter),5.370,4.190
3,0:55,2,10,ARI 10,17,27,Jerick McKinnon right guard for 1 yard (tackle by Kevin Minter and Calais Campbell),4.190,3.360
3,0:13,3,9,ARI 9,17,27,Sam Bradford pass incomplete short left intended for Cordarrelle Patterson,3.360,2.830
3,0:07,4,9,ARI 9,17,30,Kai Forbath 27 yard field goal good,2.830,3.000
3,0:04,,,MIN 35,17,30,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
3,0:04,1,10,ARI 25,17,30,Carson Palmer pass complete short right to David Johnson for 6 yards (tackle by Eric Kendricks),0.610,0.870
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ARI 31,17,30,Carson Palmer pass complete short middle to David Johnson for 5 yards (tackle by Anthony Barr),0.870,1.330
4,14:39,1,10,ARI 36,17,30,Carson Palmer pass incomplete short right intended for David Johnson,1.330,0.790
4,14:35,2,10,ARI 36,17,30,David Johnson right tackle for 5 yards (tackle by Anthony Barr and Eric Kendricks),0.790,0.760
4,14:04,3,5,ARI 41,17,30,Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards (tackle by Xavier Rhodes and Captain Munnerlyn),0.760,-0.460
4,13:34,4,2,ARI 44,17,30,"Drew Butler punts 40 yards, fair catch by Marcus Sherels",-0.460,0.140
4,13:26,1,10,MIN 16,17,30,Jerick McKinnon middle for -1 yards (tackle by Justin Bethel),-0.140,-0.780
4,12:50,2,11,MIN 15,17,30,Sam Bradford pass complete short right to Cordarrelle Patterson for 10 yards (tackle by Deone Bucannon and Tony Jefferson),-0.780,-0.200
4,12:07,3,1,MIN 25,17,30,Matt Asiata middle for 3 yards (tackle by Frostee Rucker and Rodney Gunter),-0.200,0.810
4,11:24,1,10,MIN 28,17,30,Sam Bradford pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Justin Bethel),0.810,1.210
4,10:45,2,3,MIN 35,17,30,Jerick McKinnon right tackle for 4 yards (tackle by Calais Campbell and Deone Bucannon),1.210,1.530
4,10:03,1,10,MIN 39,17,30,Ronnie Hillman right end for 3 yards (tackle by Kevin Minter),1.530,1.390
4,9:19,2,7,MIN 42,17,30,Sam Bradford pass incomplete short middle intended for Rhett Ellison,1.390,0.700
,,,,,,,"ARI challenged the incomplete pass ruling, and the play was upheld.",,
4,9:16,3,7,MIN 42,17,30,"Penalty on Stefon Diggs: False Start, 5 yards (no play)",0.700,0.040
4,9:16,3,12,MIN 37,17,30,"Sam Bradford sacked by Chandler Jones for -11 yards. Sam Bradford fumbles (forced by Chandler Jones), recovered by Deone Bucannon at MIN-27 (tackle by Matt Asiata)",0.040,-3.780
4,9:10,1,10,MIN 27,17,30,Carson Palmer pass complete short right to Andre Ellington for 2 yards (tackle by Trae Waynes),3.780,3.500
4,8:40,2,8,MIN 25,17,30,Carson Palmer pass incomplete deep middle intended for JJ Nelson,3.500,0.000
4,8:34,,,,17,30,Timeout #2 by Arizona Cardinals,0.000,-2.810
4,8:34,3,8,MIN 25,17,30,Carson Palmer pass complete short right to David Johnson for 14 yards (tackle by Harrison Smith and Andrew Sendejo),2.810,4.840
4,8:01,1,10,MIN 11,17,30,Carson Palmer pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Captain Munnerlyn),4.840,5.470
4,7:32,2,3,MIN 4,17,30,Carson Palmer pass incomplete short left intended for Michael Floyd,5.470,4.670
4,7:28,3,3,MIN 4,23,30,"Carson Palmer pass complete short right to David Johnson for 4 yards, touchdown",4.670,7.000
4,7:24,,,MIN 15,24,30,Chandler Catanzaro kicks extra point good,0.000,0.000
4,7:24,,,ARI 35,24,30,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,7:24,1,10,MIN 25,24,30,Sam Bradford pass complete short left to Stefon Diggs for 8 yards (tackle by Patrick Peterson),0.610,1.140
4,6:56,2,2,MIN 33,24,30,Jerick McKinnon middle for -4 yards (tackle by Markus Golden),1.140,-0.100
4,6:15,3,6,MIN 29,24,30,Sam Bradford pass incomplete short middle intended for Cordarrelle Patterson (defended by Calais Campbell),-0.100,-1.440
4,6:10,4,6,MIN 29,24,30,"Jeff Locke punts 50 yards, returned by John Brown for 32 yards (tackle by Jeff Locke)",-1.440,-2.460
4,5:56,1,10,MIN 47,24,30,David Johnson right end for no gain (tackle by Linval Joseph and Trae Waynes),2.460,1.910
4,5:16,2,10,MIN 47,24,30,Carson Palmer sacked by Danielle Hunter for -8 yards,1.910,0.170
4,4:31,3,18,ARI 45,24,30,"Carson Palmer pass incomplete. Penalty on Carson Palmer: Intentional Grounding, 12 yards",0.170,-1.180
4,4:24,4,30,ARI 33,24,30,"Drew Butler punts 51 yards, returned by Marcus Sherels for 31 yards (tackle by Brittan Golden). Penalty on Jayron Kearse: Illegal Block Above the Waist, 8 yards, Penalty on Anthony Harris: Illegal Block Above the Waist (Declined)",-1.180,0.380
4,4:07,1,10,MIN 9,24,30,Matt Asiata middle for 1 yard (tackle by Kevin Minter),-0.380,-0.710
4,3:26,2,9,MIN 10,24,30,Sam Bradford pass incomplete short right intended for Rhett Ellison,-0.710,-1.300
4,3:18,3,9,MIN 10,24,30,"Penalty on Jeremiah Sirles: False Start, 5 yards (no play)",-1.300,0.000
4,3:18,,,,24,30,Timeout #2 by Minnesota Vikings,0.000,1.890
4,3:18,3,14,MIN 5,24,30,Sam Bradford pass complete short left to Adam Thielen for 10 yards (tackle by D.J. Swearinger),-1.890,-2.440
4,2:33,4,4,MIN 15,24,30,Jeff Locke punts 72 yards,-2.440,0.320
4,2:20,1,10,ARI 13,24,30,Carson Palmer pass complete short left to JJ Nelson for no gain,-0.320,-0.770
4,2:00,2,10,ARI 13,24,30,Carson Palmer pass incomplete deep middle intended for John Brown (defended by Andrew Sendejo),-0.770,-1.420
4,1:53,3,10,ARI 13,24,30,Carson Palmer sacked by Harrison Smith for -9 yards,-1.420,-2.490
4,1:12,4,19,ARI 4,24,30,"Carson Palmer pass incomplete deep middle intended for John Brown. Penalty on Tom Johnson: Roughing the Passer, 15 yards (no play)",-2.490,0.150
4,1:07,1,10,ARI 19,24,30,Carson Palmer right end for 11 yards (tackle by Everson Griffen),0.150,0.940
4,1:00,1,10,ARI 30,24,30,Carson Palmer pass incomplete short right intended for JJ Nelson,0.940,0.390
4,0:56,2,10,ARI 30,24,30,Carson Palmer pass complete short right to David Johnson for 4 yards (tackle by Trae Waynes),0.390,0.230
4,0:50,3,6,ARI 34,24,30,Carson Palmer pass incomplete short left intended for JJ Nelson,0.230,-1.110
4,0:44,4,6,ARI 34,24,30,Carson Palmer sacked by Danielle Hunter for -15 yards,-1.110,-4.310
4,0:37,1,10,ARI 19,24,30,Sam Bradford kneels for -1 yards,4.310,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
