Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1,2:00,1,10,MIN 25,3,3,"Penalty on Pat Elflein: False Start, 5 yards (no play)",0.610,0.280
1,2:00,1,15,MIN 20,3,3,Mike Boone left tackle for -2 yards (tackle by Za'Darius Smith),0.280,-0.980
1,1:24,2,17,MIN 18,3,3,Kirk Cousins pass complete short right to Mike Boone for 5 yards (tackle by Blake Martinez),-0.980,-0.890
1,0:41,3,12,MIN 23,3,3,Kirk Cousins pass incomplete short left intended for Kyle Rudolph (defended by Kenny Clark),-0.890,-1.830
1,0:37,4,12,MIN 23,3,3,"Britton Colquitt punts 46 yards, returned by Tyler Ervin for 5 yards (tackle by Kris Boyd)",-1.830,-1.330
1,0:27,1,10,GNB 36,3,3,"Aaron Rodgers pass incomplete short middle intended for Marcedes Lewis. Penalty on Danny Vitale: Offensive Holding, 10 yards (no play)",1.330,0.670
1,0:21,1,20,GNB 26,3,3,Aaron Rodgers pass complete short right to Marcedes Lewis for 2 yards (tackle by Trae Waynes),0.670,-0.290
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,GNB 28,3,3,Aaron Rodgers pass short left intended for Davante Adams is intercepted by Anthony Harris at GB-36 and returned for 10 yards,-0.290,-3.840
2,14:52,1,10,GNB 26,3,3,Mike Boone left guard for 2 yards (tackle by Dean Lowry),3.840,3.570
2,14:21,2,8,GNB 24,3,3,Mike Boone right guard for 3 yards (tackle by Dean Lowry),3.570,3.270
2,13:39,3,5,GNB 21,3,9,"Kirk Cousins pass complete deep right to Stefon Diggs for 21 yards, touchdown",3.270,7.000
2,13:33,,,GNB 15,3,10,Dan Bailey kicks extra point good,0.000,0.000
2,13:33,,,MIN 35,3,10,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,13:33,1,10,GNB 25,3,10,Aaron Jones left tackle for 3 yards (tackle by Armon Watts and Anthony Barr),0.610,0.470
2,12:57,2,7,GNB 28,3,10,Aaron Jones right end for 7 yards (tackle by Mackensie Alexander and Anthony Harris),0.470,1.270
2,12:07,1,10,GNB 35,3,10,Aaron Jones right guard for 9 yards (tackle by Eric Wilson and Harrison Smith),1.270,1.940
2,11:22,2,1,GNB 44,3,10,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,1.940,1.220
2,11:16,3,1,GNB 44,3,10,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Mackensie Alexander),1.220,2.590
2,10:42,1,10,MIN 45,3,10,Jamaal Williams up the middle for 5 yards (tackle by Jaleel Johnson),2.590,2.720
2,10:02,2,5,MIN 40,3,10,Aaron Jones left end for 7 yards (tackle by Harrison Smith),2.720,3.380
2,9:26,1,10,MIN 33,3,10,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Mackensie Alexander),3.380,3.920
2,8:42,2,2,MIN 25,3,10,Aaron Jones right end for 5 yards (tackle by Anthony Harris and Danielle Hunter),3.920,4.240
2,8:03,1,10,MIN 20,3,10,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Xavier Rhodes),4.240,4.450
2,7:19,2,5,MIN 15,3,10,Aaron Rodgers pass incomplete short right,4.450,3.700
2,7:11,3,5,MIN 15,3,10,Aaron Rodgers pass incomplete short left intended for Geronimo Allison (defended by Mackensie Alexander),3.700,2.490
2,7:04,4,5,MIN 15,6,10,Mason Crosby 33 yard field goal good,2.490,3.000
2,7:00,,,GNB 35,6,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,7:00,1,10,MIN 25,6,10,Mike Boone left tackle for 4 yards (tackle by Za'Darius Smith),0.610,0.600
2,6:26,2,6,MIN 29,6,10,Kirk Cousins sacked by Za'Darius Smith for -13 yards,0.600,-2.140
2,5:46,3,19,MIN 16,6,10,Ameer Abdullah up the middle for 14 yards (tackle by Blake Martinez and Adrian Amos),-2.140,-1.370
2,5:05,4,5,MIN 30,6,10,"Britton Colquitt punts 46 yards, returned by Tyler Ervin for 11 yards (tackle by Eric Wilson)",-1.370,-1.270
2,4:52,1,10,GNB 35,6,10,Aaron Jones right end for 1 yard (tackle by Trae Waynes),1.270,0.860
2,4:18,2,9,GNB 36,6,10,"Aaron Rodgers pass complete short right to Davante Adams for 13 yards (tackle by Harrison Smith). Davante Adams fumbles (forced by Harrison Smith), recovered by Eric Kendricks at GB-49 and returned for 1 yard (tackle by Bryan Bulaga)",0.860,-2.390
2,4:07,1,10,GNB 48,6,10,Mike Boone up the middle for 4 yards (tackle by Blake Martinez),2.390,2.390
2,3:32,2,6,GNB 44,6,10,Mike Boone right tackle for 2 yards (tackle by Tyler Lancaster and Dean Lowry),2.390,1.950
2,2:49,3,4,GNB 42,6,10,Stefon Diggs pass incomplete short right intended for Kirk Cousins,1.950,0.460
2,2:42,4,4,GNB 42,6,10,Kirk Cousins pass incomplete deep left intended for Adam Thielen,0.460,-1.730
2,2:37,1,10,GNB 42,6,10,Aaron Rodgers pass complete short right to Davante Adams for 1 yard (tackle by Mackensie Alexander),1.730,1.320
2,2:00,2,9,GNB 43,6,10,Aaron Rodgers pass incomplete short right intended for Allen Lazard,1.320,0.630
2,1:56,3,9,GNB 43,6,10,Aaron Rodgers pass incomplete short left,0.630,-0.520
2,1:51,4,9,GNB 43,6,10,"JK Scott punts 47 yards, fair catch by Mike Hughes at MIN-10",-0.520,0.380
2,1:44,1,10,MIN 10,6,10,Mike Boone up the middle for 7 yards (tackle by Blake Martinez and Preston Smith),-0.380,-0.090
2,1:10,2,3,MIN 17,6,10,Mike Boone up the middle for -2 yards (tackle by Za'Darius Smith),-0.090,-0.840
2,1:06,,,,,,Timeout #1 by Green Bay Packers,,
2,1:06,3,5,MIN 15,6,10,Kirk Cousins pass incomplete short right intended for Laquon Treadwell (defended by Tramon Williams),-0.840,-2.440
2,1:01,4,5,MIN 15,6,10,"Britton Colquitt punts 40 yards, fair catch by Tyler Ervin at GB-45",-2.440,-1.930
2,0:55,1,10,GNB 45,6,10,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,1.930,1.380
2,0:52,2,10,GNB 45,6,10,"Aaron Rodgers pass complete short left to Jimmy Graham for 16 yards (tackle by Mike Hughes). Jimmy Graham fumbles (forced by Mike Hughes), recovered by Geronimo Allison at MIN-39 (tackle by Mackensie Alexander)",1.380,2.980
2,0:43,,,,,,Timeout #2 by Green Bay Packers,,
2,0:43,1,10,MIN 39,6,10,Aaron Rodgers pass complete short left to Jamaal Williams for 11 yards (tackle by Eric Wilson),2.980,3.710
2,0:21,1,10,MIN 28,6,10,Aaron Rodgers pass complete short left to Davante Adams for 13 yards (tackle by Mike Hughes),3.710,4.580
2,0:16,1,10,MIN 15,6,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards,4.580,5.030
2,0:12,2,4,MIN 9,6,10,Aaron Rodgers pass complete short left to Jamaal Williams for 8 yards (tackle by Anthony Barr),5.030,6.970
2,0:07,,,,,,Timeout #3 by Green Bay Packers,,
2,0:07,1,1,MIN 1,6,10,Aaron Rodgers pass incomplete short left intended for Davante Adams,6.970,5.910
2,0:03,2,1,MIN 1,9,10,Mason Crosby 19 yard field goal good,5.910,3.000
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,9,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,9,10,Kirk Cousins pass complete short left to C.J. Ham for 7 yards (tackle by B.J. Goodson),0.610,1.010
3,14:24,2,3,MIN 32,9,10,Mike Boone left guard for no gain (tackle by Dean Lowry and Kenny Clark),1.010,0.300
3,13:48,3,3,MIN 32,9,10,Kirk Cousins pass incomplete short right intended for Stefon Diggs,0.300,-1.240
3,13:44,4,3,MIN 32,9,10,"Britton Colquitt punts 56 yards, muffed catch by Tyler Ervin, recovered by Tyler Ervin at GB-12, returned by Tyler Ervin for no gain (tackle by Kris Boyd)",-1.240,0.350
3,13:36,1,10,GNB 12,9,10,Aaron Jones right end for 4 yards (tackle by Kentrell Brothers and Anthony Barr),-0.350,-0.370
3,12:53,2,6,GNB 16,9,10,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Jayron Kearse),-0.370,-0.950
3,12:47,3,6,GNB 16,9,10,Aaron Rodgers pass complete short middle to Allen Lazard for 10 yards (tackle by Mackensie Alexander),-0.950,0.670
3,12:09,1,10,GNB 26,9,10,Aaron Jones up the middle for 15 yards (tackle by Mackensie Alexander),0.670,1.660
3,11:29,1,10,GNB 41,9,10,Aaron Jones left end for -1 yards (tackle by Xavier Rhodes),1.660,0.990
3,10:45,2,11,GNB 40,9,10,Aaron Rodgers sacked by Ifeadi Odenigbo for -7 yards,0.990,-0.630
3,9:57,3,18,GNB 33,9,10,Aaron Rodgers pass incomplete deep right intended for Jake Kumerow (defended by Anthony Harris),-0.630,-1.180
3,9:52,4,18,GNB 33,9,10,"JK Scott punts 44 yards, fair catch by Mike Hughes at MIN-23",-1.180,-0.480
3,9:45,1,10,MIN 23,9,10,Kirk Cousins pass incomplete short right,0.480,-0.070
3,9:39,2,10,MIN 23,9,10,Kirk Cousins sacked by Za'Darius Smith for -8 yards,-0.070,-2.150
3,9:02,3,18,MIN 15,9,10,Kirk Cousins pass complete deep middle to Stefon Diggs for 28 yards (tackle by Adrian Amos),-2.150,1.800
3,8:24,1,10,MIN 43,9,10,Ameer Abdullah left guard for 7 yards (tackle by Kevin King),1.800,2.200
3,7:53,2,3,MIN 50,9,10,Ameer Abdullah right guard for 4 yards (tackle by B.J. Goodson),2.200,2.520
3,7:27,1,10,GNB 46,9,10,Kirk Cousins pass deep middle intended for Stefon Diggs is intercepted by Kevin King at GB-8 and returned for 39 yards,2.520,-2.060
3,7:12,1,10,GNB 47,9,10,Jamaal Williams left tackle for 8 yards (tackle by Xavier Rhodes),2.060,2.600
3,6:27,2,2,MIN 45,9,10,Jamaal Williams up the middle for 4 yards (tackle by Harrison Smith and Kentrell Brothers),2.600,2.850
3,5:48,1,10,MIN 41,9,10,Aaron Rodgers pass complete short right to Allen Lazard for 6 yards (tackle by Mackensie Alexander and Eric Wilson),2.850,3.120
3,5:02,2,4,MIN 35,9,10,Aaron Jones up the middle for 2 yards (tackle by Kentrell Brothers and Anthony Barr),3.120,2.680
3,4:17,3,2,MIN 33,9,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Xavier Rhodes),2.680,3.780
3,3:34,1,10,MIN 27,9,10,Aaron Jones up the middle for 9 yards (tackle by Mackensie Alexander),3.780,4.530
3,2:53,2,1,MIN 18,9,10,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 6 yards (tackle by Trae Waynes and Anthony Barr),4.530,4.780
3,2:09,1,10,MIN 12,15,10,"Aaron Jones left end for 12 yards, touchdown",4.780,7.000
3,2:03,,,MIN 2,17,10,"Two Point Attempt: Aaron Rodgers pass complete to Geronimo Allison, conversion succeeds",1.000,1.000
3,2:03,,,GNB 35,17,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,2:03,1,10,MIN 25,17,10,Kirk Cousins pass complete short middle to Ameer Abdullah for 4 yards (tackle by Blake Martinez),0.610,0.600
3,1:32,2,6,MIN 29,17,10,Kirk Cousins pass complete short left to Kyle Rudolph for 7 yards (tackle by Preston Smith),0.600,1.330
3,1:05,1,10,MIN 36,17,10,Ameer Abdullah up the middle for 2 yards (tackle by Kenny Clark),1.330,1.060
3,0:32,2,8,MIN 38,17,10,Kirk Cousins pass complete short right to Irv Smith Jr. for 5 yards (tackle by Kyler Fackrell),1.060,1.030
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,MIN 43,17,10,Adam Thielen right end for 2 yards (tackle by Kevin King),1.030,-0.390
4,14:14,,,,,,Timeout #1 by Minnesota Vikings,,
4,14:14,4,1,MIN 45,17,10,"Britton Colquitt punts 46 yards, fair catch by Tyler Ervin at GB-9",-0.390,0.380
4,14:08,1,10,GNB 9,17,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Mike Hughes),-0.380,-0.280
4,13:24,2,4,GNB 15,17,10,Aaron Jones right tackle for no gain (tackle by Stephen Weatherly and Linval Joseph),-0.280,-0.720
4,12:39,3,4,GNB 15,17,10,Aaron Rodgers pass complete short left to Allen Lazard for 8 yards (tackle by Mike Hughes),-0.720,0.480
4,11:54,1,10,GNB 23,17,10,Aaron Rodgers pass complete short right to Davante Adams for no gain (tackle by Eric Wilson),0.480,-0.070
4,11:17,2,10,GNB 23,17,10,Aaron Jones left end for 3 yards (tackle by Everson Griffen and Mackensie Alexander),-0.070,-0.360
4,10:28,,,,,,Timeout #1 by Green Bay Packers,,
4,10:28,3,7,GNB 26,17,10,Aaron Rodgers sacked by Stephen Weatherly for -9 yards,-0.360,-2.320
4,9:44,4,16,GNB 17,17,10,"JK Scott punts 50 yards, fair catch by Mike Hughes at MIN-33",-2.320,-1.140
4,9:37,1,10,MIN 33,17,10,Kirk Cousins pass complete short right to Irv Smith Jr. for -1 yards (tackle by Kevin King),1.140,0.460
4,9:14,2,11,MIN 32,17,10,Kirk Cousins pass complete short left to Ameer Abdullah for 3 yards (tackle by Jaire Alexander),0.460,0.170
4,8:32,3,8,MIN 35,17,10,Kirk Cousins sacked by Kenny Clark for -6 yards,0.170,-1.440
4,7:50,4,14,MIN 29,17,10,"Britton Colquitt punts 56 yards, returned by Tyler Ervin for 10 yards (tackle by Andrew Sendejo)",-1.440,-0.610
4,7:40,1,10,GNB 25,17,10,Aaron Jones up the middle for 1 yard (tackle by Trae Waynes and Danielle Hunter),0.610,0.200
4,6:54,2,9,GNB 26,17,10,Aaron Rodgers pass complete deep middle to Davante Adams for 18 yards (tackle by Xavier Rhodes),0.200,1.860
4,6:01,1,10,GNB 44,23,10,"Aaron Jones left end for 56 yards, touchdown",1.860,7.000
4,5:51,,,MIN 15,23,10,Mason Crosby kicks extra point no good wide right,0.000,-1.000
4,5:51,,,GNB 35,23,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,5:51,1,10,MIN 25,23,10,Kirk Cousins pass incomplete short middle intended for Ameer Abdullah,0.610,0.060
4,5:47,2,10,MIN 25,23,10,Kirk Cousins pass complete short middle to Olabisi Johnson for 6 yards (tackle by Tramon Williams),0.060,0.170
4,5:21,3,4,MIN 31,23,10,Kirk Cousins pass complete short middle to Ameer Abdullah for 10 yards (tackle by Kevin King and Blake Martinez),0.170,1.660
4,5:00,1,10,MIN 41,23,10,Kirk Cousins pass complete short left to Ameer Abdullah for 10 yards (tackle by Darnell Savage),1.660,2.320
4,4:40,1,10,GNB 49,23,10,Kirk Cousins sacked by and Za'Darius Smith for -4 yards and Preston Smith for -4 yards,2.320,1.240
4,4:16,2,14,MIN 47,23,10,"Kirk Cousins pass complete deep middle to Olabisi Johnson for 53 yards. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",1.240,-0.110
4,4:07,,,,,,Timeout #2 by Green Bay Packers,,
4,4:07,2,24,MIN 37,23,10,Kirk Cousins pass complete short right to Ameer Abdullah for no gain (tackle by Kyler Fackrell),-0.110,-0.760
4,3:46,3,24,MIN 37,23,10,Kirk Cousins pass incomplete deep right intended for Adam Thielen,-0.760,-0.910
4,3:41,4,24,MIN 37,23,10,"Britton Colquitt punts 41 yards, fair catch by Tyler Ervin at GB-22",-0.910,-0.410
4,3:34,1,10,GNB 22,23,10,Aaron Jones left end for 4 yards (tackle by Xavier Rhodes),0.410,0.410
4,3:29,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:29,2,6,GNB 26,23,10,Aaron Jones up the middle for no gain (tackle by Linval Joseph),0.410,-0.290
4,3:26,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:26,3,6,GNB 26,23,10,Aaron Jones right tackle for 4 yards (tackle by Eric Wilson and Mike Hughes),-0.290,-1.370
4,2:42,4,2,GNB 30,23,10,"JK Scott punts 60 yards, returned by Mike Hughes for 23 yards (tackle by Josh Jackson). Penalty on Ibraheim Campbell: Offensive Holding, 10 yards. Penalty on Chandon Sullivan: Illegal Formation, 10 yards",-1.370,-1.800
4,2:31,1,10,MIN 43,23,10,Kirk Cousins pass complete short left to Ameer Abdullah for 4 yards (tackle by Jaire Alexander),1.800,1.790
4,2:10,2,6,MIN 47,23,10,Kirk Cousins pass incomplete deep middle intended for Irv Smith Jr. (defended by Chandon Sullivan),1.790,1.090
4,2:06,3,6,MIN 47,23,10,Kirk Cousins sacked by Za'Darius Smith for -9 yards,1.090,-0.850
4,2:00,,,,,,Timeout #3 by Green Bay Packers,,
4,2:00,4,15,MIN 38,23,10,"Kirk Cousins pass incomplete deep middle intended for Olabisi Johnson. Penalty on Garrett Bradbury: Illegal Blindside Block, 15 yards",-0.850,-4.040
4,1:50,1,10,MIN 23,23,10,Aaron Rodgers kneels for -1 yards,4.040,3.360
4,1:11,2,11,MIN 24,23,10,Aaron Rodgers kneels for -1 yards,3.360,2.540
4,0:37,3,12,MIN 25,23,10,Aaron Rodgers kneels for -1 yards,2.540,1.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
