Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
1,9:25,1,10,PIT 20,0,7,Edgerrin James right guard for 3 yards (tackle by Aaron Smith),4.240,4.120
1,8:52,2,7,PIT 17,0,7,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Bryant McFadden),4.120,5.140
1,8:14,1,9,PIT 9,0,7,Edgerrin James right tackle for 2 yards (tackle by Casey Hampton and Clark Haggans),5.140,4.760
1,7:30,2,7,PIT 7,0,7,"Edgerrin James right tackle for -2 yards (tackle by James Farrior). Penalty on Marvin Harrison: Personal Foul, 15 yards (no play)",4.760,2.730
1,7:06,2,22,PIT 22,0,7,Peyton Manning pass complete to Dallas Clark for 4 yards (tackle by Deshea Townsend),2.730,2.630
1,6:46,,,,0,7,Timeout #1 by Pittsburgh Steelers,0.000,2.630
1,6:46,3,18,PIT 18,0,7,Edgerrin James left end for 7 yards (tackle by Travis Kirschke),2.630,2.700
1,6:11,4,11,PIT 11,0,10,Mike Vanderjagt 29 yard field goal good,2.700,3.000
1,,,,IND 30,0,10,"Dave Rayner kicks off 56 yards, returned by Ricardo Colclough for 19 yards (tackle by Gerome Sapp)",0.000,-1.140
1,6:02,1,10,PIT 33,0,10,Jerome Bettis left tackle for no gain (tackle by David Thornton and Cato June),1.140,0.590
1,5:25,2,10,PIT 33,0,10,Ben Roethlisberger pass complete to Cedrick Wilson for 3 yards (tackle by Bob Sanders),0.590,0.300
1,4:42,3,7,PIT 36,0,10,"Ben Roethlisberger sacked by Dwight Freeney for -12 yards. Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",0.300,0.960
1,4:17,3,2,PIT 41,0,10,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,0.960,-0.650
1,4:13,4,2,PIT 41,0,10,"Chris Gardocki punts 46 yards. Penalty on Kelvin Hayden: Unnecessary Roughness, 6 yards",-0.650,0.380
1,4:05,1,10,IND 7,0,10,Edgerrin James up the middle for 5 yards (tackle by Troy Polamalu and Ike Taylor),-0.380,-0.420
1,3:31,2,5,IND 12,0,10,"Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Ike Taylor: Defensive Pass Interfere, 6 yards (no play)",-0.420,0.040
1,3:21,1,10,IND 18,0,10,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Troy Polamalu at IND-43 and returned for 36 yards,0.040,-5.600
1,3:14,1,7,IND 7,0,10,Jerome Bettis left tackle for 2 yards (tackle by Mike Doss),5.600,5.150
1,2:39,2,5,IND 5,0,10,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",5.150,4.190
1,2:39,2,10,IND 10,0,10,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",4.190,3.460
1,1:58,2,15,IND 15,0,10,Jerome Bettis left tackle for 3 yards (tackle by Gary Brackett and Cato June),3.460,3.100
1,1:18,3,12,IND 12,6,10,"Ben Roethlisberger pass complete to Hines Ward for 12 yards, touchdown",3.100,7.000
1,,,,IND 2,7,10,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,10,"Jeff Reed kicks off 64 yards, returned by Dominic Rhodes for 17 yards (tackle by Brett Keisel). Penalty on Matt Giordano: Offensive Holding, 10 yards",0.000,-0.380
1,1:07,1,10,IND 10,7,10,Edgerrin James right guard for 8 yards (tackle by James Farrior),-0.380,0.070
1,0:29,2,2,IND 18,7,10,Edgerrin James left guard for no gain,0.070,-0.480
1,0:10,3,2,IND 18,7,10,Edgerrin James right tackle for 1 yard (tackle by James Farrior and Deshea Townsend),-0.480,-2.140
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,IND 19,7,10,"Hunter Smith punts 49 yards, returned by Antwaan Randle El for 19 yards (tackle by Robert Mathis)",-2.140,-2.320
2,14:47,1,10,IND 49,7,10,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",2.320,1.990
2,14:47,1,15,PIT 46,7,10,Dan Kreider up the middle for 7 yards (tackle by Bob Sanders),1.990,2.050
2,14:10,2,8,IND 47,7,10,Ben Roethlisberger pass complete to Heath Miller for 9 yards (tackle by Cato June),2.050,3.050
2,13:36,1,10,IND 38,7,10,Jerome Bettis right tackle for no gain (tackle by David Thornton),3.050,2.510
2,12:58,2,10,IND 38,7,10,Ben Roethlisberger pass complete to Hines Ward for 9 yards (tackle by Nick Harper),2.510,3.010
2,12:36,3,1,IND 29,7,10,Ben Roethlisberger up the middle for 5 yards (tackle by Gary Brackett and Montae Reagor),3.010,3.970
2,12:00,1,10,IND 24,7,10,Jerome Bettis up the middle for 2 yards (tackle by Bob Sanders),3.970,3.700
2,11:23,2,8,IND 22,7,10,Jerome Bettis right guard for 2 yards (tackle by Cato June),3.700,3.270
2,10:41,3,6,IND 20,7,10,Ben Roethlisberger pass complete to Antwaan Randle El for -3 yards (tackle by Nick Harper),3.270,1.930
2,10:02,4,9,IND 23,7,10,Jeff Reed 41 yard field goal no good,1.930,-1.000
2,9:58,1,10,IND 31,7,10,Peyton Manning pass complete to Marvin Harrison for 32 yards (tackle by Chris Hope),1.000,3.120
2,9:33,1,10,PIT 37,7,10,Edgerrin James left tackle for 2 yards (tackle by James Farrior and Casey Hampton),3.120,2.840
2,8:58,2,8,PIT 35,7,10,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",2.840,2.170
2,8:37,2,13,PIT 40,7,10,Edgerrin James left tackle for 2 yards (tackle by Aaron Smith),2.170,1.750
2,7:57,3,11,PIT 38,7,10,Peyton Manning pass incomplete intended for Dallas Clark,1.750,0.720
2,7:53,4,11,PIT 38,7,10,Hunter Smith punts 36 yards,0.720,0.380
2,7:44,1,10,PIT 2,7,10,Ben Roethlisberger pass incomplete intended for Hines Ward,-0.380,-0.780
2,7:38,2,10,PIT 2,7,10,Duce Staley up the middle for 3 yards (tackle by Mike Doss and David Thornton),-0.780,-1.070
2,6:59,3,7,PIT 5,7,10,Willie Parker right tackle for 4 yards (tackle by Bob Sanders),-1.070,-2.490
2,6:20,4,3,PIT 9,7,10,"Chris Gardocki punts 40 yards, returned by Troy Walters for 13 yards (tackle by Mike Logan)",-2.490,-3.180
2,6:11,1,10,PIT 36,7,10,Edgerrin James left tackle for 6 yards (tackle by Ricardo Colclough),3.180,3.450
2,5:37,2,4,PIT 30,7,10,Peyton Manning pass incomplete intended for Marvin Harrison,3.450,2.740
2,5:34,3,4,PIT 30,7,10,Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Marvin Harrison: Illegal Formation (Declined),2.740,1.460
2,5:27,4,4,PIT 30,7,13,Mike Vanderjagt 48 yard field goal good,1.460,3.000
2,,,,IND 30,7,13,"Dave Rayner kicks off 62 yards, returned by Quincy Morgan for 18 yards (tackle by Gerome Sapp)",0.000,-0.670
2,5:17,1,10,PIT 26,7,13,Duce Staley right tackle for 4 yards (tackle by Nick Harper and David Thornton),0.670,0.670
2,4:35,2,6,PIT 30,7,13,Duce Staley up the middle for -1 yards (tackle by Dwight Freeney),0.670,-0.160
2,3:52,3,7,PIT 29,7,13,Ben Roethlisberger pass complete to Willie Parker for 5 yards (tackle by Gary Brackett and Nick Harper),-0.160,-1.110
2,3:13,4,2,PIT 34,7,13,Chris Gardocki punts 49 yards (tackle by Greg Warren),-1.110,-0.740
2,3:02,1,10,IND 27,7,13,"Peyton Manning sacked by Joey Porter for -4 yards. Peyton Manning fumbles (forced by Joey Porter), recovered by Jeff Saturday at IND-24",0.740,-0.210
2,2:32,2,13,IND 24,7,13,Edgerrin James left end for 8 yards (tackle by Tyrone Carter),-0.210,0.170
2,2:00,3,5,IND 32,7,13,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",0.170,-0.490
2,2:00,3,10,IND 27,7,13,Peyton Manning pass complete to Dallas Clark for 15 yards (tackle by Troy Polamalu),-0.490,1.730
2,1:35,1,10,IND 42,7,13,Peyton Manning pass incomplete intended for Marvin Harrison,1.730,1.190
2,1:30,2,10,IND 42,7,13,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Ike Taylor),1.190,0.500
2,1:25,3,10,IND 42,7,13,Peyton Manning pass incomplete intended for Brandon Stokley,0.500,-0.590
2,1:20,4,10,IND 42,7,13,"Hunter Smith punts 58 yards, touchback",-0.590,-0.280
2,1:11,1,10,PIT 20,7,13,Ben Roethlisberger pass complete to Willie Parker for 7 yards (tackle by Bob Sanders),0.280,0.680
2,0:47,2,3,PIT 27,7,13,Ben Roethlisberger pass complete to Quincy Morgan for 7 yards (tackle by Nick Harper),0.680,1.200
2,0:39,,,,7,13,Timeout #2 by Pittsburgh Steelers,0.000,1.200
2,0:39,1,10,PIT 34,7,13,"Ben Roethlisberger sacked by Robert Mathis and Dwight Freeney for -10 yards. Penalty on Dwight Freeney: Face Mask (15 Yards), 15 yards",1.200,1.530
2,0:33,1,10,PIT 39,7,13,Ben Roethlisberger pass complete to Antwaan Randle El for 8 yards (tackle by Marlin Jackson),1.530,2.070
2,0:27,,,,7,13,Timeout #3 by Pittsburgh Steelers,0.000,2.070
2,0:27,2,2,PIT 47,7,13,"Ben Roethlisberger pass incomplete intended for Hines Ward is intercepted by Mike Doss at IND-32 and returned for 8 yards. Penalty on Jeff Hartings: Low Block, 15 yards",2.070,-2.590
2,0:15,1,10,PIT 45,7,13,Peyton Manning pass complete to Marvin Harrison for 14 yards (tackle by James Farrior),2.590,3.510
2,0:09,,,,7,13,Timeout #1 by Indianapolis Colts,0.000,3.510
2,0:09,1,10,PIT 31,7,13,Edgerrin James up the middle for 5 yards (tackle by James Farrior),3.510,3.640
2,0:04,,,,7,13,Timeout #2 by Indianapolis Colts,0.000,3.640
2,0:04,2,5,PIT 26,7,16,Mike Vanderjagt 44 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,16,Jeff Reed kicks onside 7 yards,0.000,3.120
3,14:59,1,10,PIT 37,7,16,Edgerrin James right tackle for 1 yard,3.120,2.710
3,14:24,2,9,PIT 36,7,16,Peyton Manning pass complete to Bryan Fletcher for 15 yards (tackle by Chris Hope),2.710,4.170
3,13:48,1,10,PIT 21,7,16,Edgerrin James right tackle for 9 yards (tackle by Chris Hope and James Farrior),4.170,5.160
3,13:16,2,1,PIT 12,7,16,Edgerrin James right tackle for 3 yards (tackle by Larry Foote),5.160,5.140
3,12:36,1,9,PIT 9,7,16,Edgerrin James right tackle for -3 yards (tackle by Aaron Smith),5.140,3.860
3,11:56,2,12,PIT 12,7,16,Peyton Manning pass incomplete intended for Reggie Wayne,3.860,3.100
3,11:51,3,12,PIT 12,7,22,"Peyton Manning pass complete to Bryan Fletcher for 12 yards, touchdown",3.100,7.000
3,,,,PIT 2,7,23,"Mike Vanderjagt kicks extra point good. Penalty on Sean Morey: Running Into the Kicker, 5 yards",0.000,0.000
3,,,,IND 35,,,"Dave Rayner kicks off 61 yards, returned by Quincy Morgan for 30 yards (tackle by David Thornton). Penalty on David Thornton: Personal Foul, 15 yards",,
3,11:32,1,10,PIT 49,7,23,Willie Parker right end for 7 yards (tackle by Bob Sanders),2.190,2.590
3,10:52,2,3,IND 44,7,23,Ben Roethlisberger pass complete to Willie Parker for 4 yards (tackle by David Thornton),2.590,2.920
3,10:16,1,10,IND 40,7,23,Willie Parker left tackle for 2 yards (tackle by Larry Tripplett),2.920,2.640
3,9:37,2,8,IND 38,7,23,"Penalty on Trai Essex: False Start, 5 yards (no play)",2.640,1.970
3,9:17,2,13,IND 43,7,23,Ben Roethlisberger pass complete to Heath Miller for 6 yards (tackle by David Thornton),1.970,2.080
3,8:34,3,7,IND 37,7,23,Ben Roethlisberger pass complete to Heath Miller for 5 yards (tackle by Jason David and Mike Doss),2.080,1.300
3,7:52,,,,7,23,Timeout #1 by Indianapolis Colts,0.000,1.300
3,7:52,4,2,IND 32,7,23,"Penalty on Trai Essex: False Start, 5 yards (no play)",1.300,0.790
3,7:52,4,7,IND 37,7,23,"Chris Gardocki punts 37 yards, touchback",0.790,-0.280
3,7:43,1,10,IND 20,7,23,Edgerrin James right tackle for 9 yards (tackle by Joey Porter),0.280,0.950
3,7:12,2,1,IND 29,7,23,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.950,0.270
3,6:49,2,6,IND 24,7,23,Edgerrin James up the middle for 5 yards (tackle by Chris Hope),0.270,0.230
3,6:08,3,1,IND 29,7,23,"Peyton Manning pass complete to Ben Utecht for 16 yards (tackle by Troy Polamalu). Penalty on Tarik Glenn: Illegal Formation, 5 yards (no play)",0.230,-0.430
3,5:36,3,6,IND 24,7,23,Peyton Manning pass complete to Brandon Stokley for 8 yards (tackle by Deshea Townsend),-0.430,1.070
3,4:57,1,10,IND 32,7,23,Edgerrin James right end for 4 yards (tackle by Travis Kirschke),1.070,1.070
3,4:22,2,6,IND 36,7,23,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Ricardo Colclough),1.070,1.860
3,3:39,1,10,IND 44,7,23,Peyton Manning pass incomplete intended for Reggie Wayne,1.860,1.320
3,3:34,2,10,IND 44,7,23,Edgerrin James right end for 2 yards (tackle by Ike Taylor),1.320,0.890
3,3:02,3,8,IND 46,7,23,Peyton Manning pass complete to Reggie Wayne for 14 yards (tackle by Deshea Townsend),0.890,2.920
3,2:19,1,10,PIT 40,7,23,Peyton Manning sacked by Deshea Townsend for -3 yards,2.920,1.970
3,1:39,2,13,PIT 43,7,23,Edgerrin James right end for no gain (tackle by Clark Haggans and Chris Hope),1.970,1.290
3,0:52,3,13,PIT 43,7,23,Peyton Manning pass incomplete intended for Bryan Fletcher,1.290,0.400
3,0:47,4,13,PIT 43,7,23,"Hunter Smith punts 43 yards, touchback",0.400,-0.280
3,0:38,1,10,PIT 20,7,23,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Gary Brackett),0.280,-0.270
3,0:34,2,10,PIT 20,7,23,Willie Parker up the middle for -1 yards (tackle by Bob Sanders and Larry Tripplett),-0.270,-1.140
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,PIT 19,7,23,Ben Roethlisberger pass complete to Cedrick Wilson for 35 yards (tackle by Mike Doss),-1.140,2.520
4,14:16,1,10,IND 46,7,23,Ben Roethlisberger pass complete to Willie Parker for 7 yards (tackle by Gary Brackett),2.520,2.920
4,13:36,2,3,IND 39,7,23,Willie Parker left tackle for 7 yards (tackle by Mike Doss and David Thornton),2.920,3.450
4,12:57,1,10,IND 32,7,23,Ben Roethlisberger sacked by Josh Thomas for -7 yards,3.450,1.960
4,12:20,2,17,IND 39,7,23,Ben Roethlisberger pass incomplete intended for Hines Ward,1.960,1.290
4,12:15,3,17,IND 39,7,23,Ben Roethlisberger for 13 yards (tackle by Robert Mathis and Marlin Jackson),1.290,1.810
4,11:28,4,4,IND 26,7,23,Ben Roethlisberger up the middle for 3 yards (tackle by Corey Simon and Larry Tripplett),1.810,-0.540
4,11:21,1,10,IND 24,7,23,Edgerrin James right end for 9 yards,0.540,1.210
4,10:33,2,1,IND 33,7,23,Edgerrin James up the middle for 4 yards (tackle by Clark Haggans),1.210,1.400
4,9:49,1,10,IND 37,7,23,Edgerrin James up the middle for 5 yards (tackle by Clark Haggans and James Farrior),1.400,1.530
4,9:04,2,5,IND 42,7,23,Peyton Manning pass complete to Bryan Fletcher for 1 yard (tackle by Clark Haggans),1.530,0.960
4,8:17,3,4,IND 43,7,23,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Ike Taylor),0.960,-0.390
4,7:37,4,2,IND 45,7,23,"Hunter Smith punts 43 yards, fair catch by Antwaan Randle El. Penalty on Ricardo Colclough: Face Mask (15 Yards), 6 yards",-0.390,0.380
4,7:28,1,10,PIT 6,7,23,Ben Roethlisberger pass incomplete intended for Heath Miller (defended by Bob Sanders),-0.380,-0.780
4,7:23,2,10,PIT 6,7,23,Ben Roethlisberger pass complete to Cedrick Wilson for 6 yards (tackle by Cato June),-0.780,-0.720
4,6:39,3,4,PIT 12,7,23,Ben Roethlisberger pass complete to Hines Ward for 7 yards (tackle by Bob Sanders and Mike Doss),-0.720,0.150
4,6:05,1,10,PIT 19,7,23,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,0.150,-0.390
4,6:01,2,10,PIT 19,7,23,"Willie Parker up the middle for 6 yards (tackle by Gary Brackett). Willie Parker fumbles (forced by Gary Brackett), recovered by Heath Miller at PIT-25. Penalty on Hines Ward: Illegal Formation, 5 yards (no play)",-0.390,-1.110
4,5:38,2,15,PIT 14,7,23,Ben Roethlisberger pass incomplete intended for Cedrick Wilson is intercepted by Jason David at PIT-36,-1.110,-3.180
4,5:31,1,10,PIT 36,7,23,Edgerrin James right tackle for 10 yards (tackle by Larry Foote),3.180,3.840
4,4:46,1,10,PIT 26,7,23,Edgerrin James left tackle for 4 yards (tackle by Larry Foote and Clark Haggans),3.840,3.840
4,4:00,2,6,PIT 22,7,23,Edgerrin James up the middle for 3 yards (tackle by Troy Polamalu),3.840,3.570
4,3:17,3,3,PIT 19,7,23,Edgerrin James left end for 6 yards (tackle by Troy Polamalu). Penalty on Casey Hampton: Encroachment (Declined),3.570,4.710
4,3:07,1,10,PIT 13,7,23,James Mungro left tackle for 2 yards (tackle by Ike Taylor),4.710,4.390
4,2:21,2,8,PIT 11,7,23,James Mungro up the middle for no gain (tackle by Aaron Smith and Casey Hampton),4.390,3.450
4,2:00,3,8,PIT 11,7,23,Dominic Rhodes left tackle for 1 yard (tackle by Joey Porter),3.450,2.760
4,1:41,,,,7,23,Timeout #1 by Pittsburgh Steelers,0.000,2.760
4,1:41,4,7,PIT 10,7,26,Mike Vanderjagt 28 yard field goal good,2.760,3.000
4,,,,IND 30,7,26,"Dave Rayner kicks off 39 yards, returned by Brett Keisel for 12 yards (tackle by Keith O'Neil)",0.000,-1.800
4,1:32,1,10,PIT 43,7,26,Willie Parker right end for 24 yards (tackle by Bob Sanders),1.800,3.380
4,1:24,1,10,IND 33,7,26,"Willie Parker left tackle for 1 yard (tackle by Bob Sanders). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",3.380,4.110
4,1:21,1,5,IND 28,7,26,Willie Parker right tackle for 4 yards (tackle by Kelvin Hayden),4.110,4.050
4,0:48,2,1,IND 24,7,26,Willie Parker left tackle for -2 yards (tackle by Raheem Brock),4.050,3.070
4,0:12,3,3,IND 26,7,26,Willie Parker left tackle for 2 yards (tackle by Rob Morris and Raheem Brock),3.070,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
