Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
2,10:17,3,11,CIN 32,0,10,Byron Leftwich pass incomplete intended for Jimmy Smith,2.150,1.240
2,10:17,4,11,CIN 32,0,13,Josh Scobee 51 yard field goal good,1.240,3.000
2,,,,JAX 30,0,13,"Josh Scobee kicks off 70 yards, returned by Tab Perry for 39 yards (tackle by Josh Scobee)",0.000,1.530
2,9:59,1,10,CIN 39,0,13,Carson Palmer pass incomplete intended for Chad Johnson (defended by Rashean Mathis),1.530,0.990
2,9:55,2,10,CIN 39,0,13,Carson Palmer pass complete to Chad Johnson for 7 yards (tackle by Rashean Mathis),0.990,1.220
2,9:11,3,3,CIN 46,0,13,Chris Perry left end for 13 yards (tackle by Terry Cousin),1.220,2.850
2,8:29,1,10,JAX 41,0,13,Rudi Johnson up the middle for -1 yards (tackle by Reggie Hayward),2.850,2.170
2,7:47,2,11,JAX 42,0,13,Rudi Johnson up the middle for 8 yards (tackle by Terry Cousin and Paul Spicer),2.170,2.540
2,7:11,3,3,JAX 34,0,13,Carson Palmer pass complete to Kevin Walter for 5 yards (tackle by Deon Grant),2.540,3.640
2,6:32,1,10,JAX 29,0,13,"Rudi Johnson up the middle for 2 yards (tackle by Reggie Hayward). Penalty on Marcus Stroud: Defensive Holding, 5 yards",3.640,4.110
2,6:07,1,10,JAX 22,0,13,Carson Palmer pass complete to Chad Johnson for 8 yards (tackle by Kenny Wright),4.110,4.850
2,5:42,2,2,JAX 14,6,13,"Carson Palmer pass complete to Chad Johnson for 14 yards, touchdown",4.850,7.000
2,,,,JAX 2,7,13,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,7,13,"Shayne Graham kicks off 76 yards, touchback",0.000,0.280
2,5:34,1,10,JAX 20,7,13,Fred Taylor up the middle for 2 yards (tackle by Odell Thurman),0.280,0.000
2,5:01,2,8,JAX 22,7,13,Reggie Williams right end for 10 yards (tackle by Keiwan Ratliff),0.000,1.070
2,4:18,1,10,JAX 32,7,13,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Tory James: Defensive Pass Interfere, 12 yards (no play)",1.070,1.860
2,4:13,1,10,JAX 44,7,13,Byron Leftwich left tackle for 4 yards (tackle by Justin Smith),1.860,1.860
2,3:34,2,6,JAX 48,7,13,Fred Taylor up the middle for 9 yards (tackle by Robert Geathers),1.860,2.720
2,2:54,1,10,CIN 43,7,13,Fred Taylor up the middle for no gain (tackle by Shaun Smith and Brian Simmons),2.720,2.180
2,2:18,2,10,CIN 43,7,13,"Alvin Pearman up the middle for 8 yards (tackle by Keiwan Ratliff). Penalty on Khalif Barnes: Unnecessary Roughness, 15 yards (no play)",2.180,0.150
2,2:00,2,25,JAX 42,7,13,Byron Leftwich pass complete to George Wrighster for 14 yards (tackle by Brian Simmons),0.150,1.360
2,1:52,,,,7,13,Timeout #2 by Cincinnati Bengals,0.000,1.360
2,1:52,3,11,CIN 44,7,13,Byron Leftwich pass incomplete intended for Matt Jones,1.360,0.330
2,1:48,4,11,CIN 44,7,13,"Chris Hanson punts 44 yards, touchback. Penalty on Rashad Bauman: Offensive Holding, 10 yards",0.330,0.380
2,1:39,1,10,CIN 10,7,13,Rudi Johnson up the middle for 4 yards (tackle by John Henderson),-0.380,-0.460
2,1:05,2,6,CIN 14,7,13,Rudi Johnson up the middle for 1 yard (tackle by John Henderson),-0.460,-0.840
2,0:24,3,5,CIN 15,7,13,Rudi Johnson up the middle for 4 yards (tackle by Reggie Hayward),-0.840,-2.140
2,0:18,,,,7,13,Timeout #3 by Jacksonville Jaguars,0.000,-2.140
2,0:18,4,1,CIN 19,7,13,Kyle Larson punts 75 yards,-2.140,0.380
2,0:07,1,10,JAX 6,7,13,Byron Leftwich kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,7,13,"Shayne Graham kicks off 68 yards, returned by Derrick Wimbush for 36 yards (tackle by Greg Brooks)",0.000,1.470
3,14:52,1,10,JAX 38,7,13,Byron Leftwich pass complete to Reggie Williams for 25 yards (tackle by Tory James),1.470,3.120
3,14:08,1,10,CIN 37,7,13,Byron Leftwich pass incomplete intended for Reggie Williams,3.120,2.570
3,14:04,2,10,CIN 37,7,13,Fred Taylor up the middle for no gain (tackle by David Pollack),2.570,1.880
3,13:26,3,10,CIN 37,7,13,Byron Leftwich pass complete to Jimmy Smith for 19 yards (tackle by Ifeanyi Ohalete),1.880,4.370
3,12:58,1,10,CIN 18,7,13,Fred Taylor left tackle for 7 yards (tackle by Landon Johnson),4.370,5.010
3,12:22,2,3,CIN 11,7,19,"Byron Leftwich pass complete to Ernest Wilford for 11 yards, touchdown",5.010,7.000
3,,,,CIN 2,7,20,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,7,20,"Josh Scobee kicks off 68 yards, returned by Tab Perry for 29 yards (tackle by Tracy White)",0.000,1.000
3,12:10,1,10,CIN 31,7,20,Carson Palmer pass complete to Kelley Washington for 14 yards (tackle by Daryl Smith),1.000,1.930
3,11:33,1,10,CIN 45,7,20,Rudi Johnson up the middle for 9 yards (tackle by Rashean Mathis),1.930,2.600
3,11:00,2,1,JAX 46,7,20,Carson Palmer pass complete to Rudi Johnson for 8 yards (tackle by Daryl Smith),2.600,3.050
3,10:23,1,10,JAX 38,7,20,"Carson Palmer pass incomplete intended for Chad Johnson. Penalty on Terry Cousin: Illegal Contact, 5 yards (no play)",3.050,3.380
3,10:18,1,10,JAX 33,7,20,Rudi Johnson right tackle for 1 yard (tackle by Deon Grant),3.380,2.970
3,9:41,2,9,JAX 32,7,20,Carson Palmer pass complete to Kevin Walter for 4 yards (tackle by Terry Cousin and Kenny Wright),2.970,2.810
3,8:59,3,5,JAX 28,7,20,Carson Palmer pass complete to Matt Schobel for 8 yards (tackle by Mike Peterson),2.810,4.240
3,8:24,1,10,JAX 20,7,20,Rudi Johnson up the middle for 2 yards (tackle by Akin Ayodele),4.240,3.960
3,7:51,2,8,JAX 18,7,20,Carson Palmer pass complete to Reggie Kelly for 5 yards (tackle by Daryl Smith),3.960,4.100
3,7:13,3,3,JAX 13,7,20,Carson Palmer pass incomplete intended for Chris Henry,4.100,2.670
3,7:09,4,3,JAX 13,10,20,Shayne Graham 31 yard field goal good,2.670,3.000
3,,,,CIN 30,10,20,"Shayne Graham kicks off 64 yards, returned by Derrick Wimbush for 17 yards (tackle by Hannibal Navies). Derrick Wimbush fumbles (forced by Hannibal Navies), recovered by Hannibal Navies at JAX-21 (tackle by Tony Gilbert)",0.000,-4.170
3,6:58,1,10,JAX 21,10,20,"Carson Palmer pass complete to Jeremi Johnson for -1 yards. Jeremi Johnson fumbles (forced by Mike Peterson), recovered by Jeremi Johnson at JAX-21",4.170,3.490
3,6:16,2,11,JAX 22,10,20,"Rudi Johnson up the middle for -1 yards (tackle by Mike Peterson). Penalty on Bobbie Williams: Offensive Holding (Declined), Penalty on Kevin Walter: Illegal Crackback, 16 yards (no play)",3.490,1.330
3,5:50,2,27,JAX 38,10,20,Carson Palmer pass complete to Matt Schobel for 6 yards (tackle by Terry Cousin),1.330,1.490
3,5:20,3,21,JAX 32,10,20,"Carson Palmer pass incomplete intended for Chris Perry. Penalty on Levi Jones: Offensive Holding, 11 yards (no play)",1.490,0.040
3,5:15,3,32,JAX 43,10,20,Carson Palmer pass complete to Chris Henry for 13 yards (tackle by Kenny Wright),0.040,1.410
3,4:34,4,19,JAX 30,13,20,Shayne Graham 48 yard field goal good,1.410,3.000
3,,,,CIN 30,13,20,"Shayne Graham kicks off 71 yards, returned by Derrick Wimbush for 26 yards (tackle by Kevin Walter). Penalty on Tracy White: Illegal Block Above the , 8 yards",0.000,-0.380
3,4:24,1,10,JAX 8,13,20,Fred Taylor up the middle for 17 yards (tackle by Kevin Kaesviharn),-0.380,0.610
3,3:39,1,10,JAX 25,13,20,Fred Taylor up the middle for -1 yards (tackle by Justin Smith),0.610,-0.070
3,2:57,2,11,JAX 24,13,20,Byron Leftwich pass incomplete intended for Greg Jones,-0.070,-0.760
3,2:57,3,11,JAX 24,13,20,"Penalty on Ernest Wilford: False Start, 5 yards (no play)",-0.760,-1.510
3,2:57,3,16,JAX 19,13,20,Byron Leftwich pass incomplete intended for Jimmy Smith,-1.510,-2.140
3,2:47,4,16,JAX 19,13,20,"Chris Hanson punts 42 yards, fair catch by Keiwan Ratliff",-2.140,-1.530
3,2:39,1,10,CIN 39,13,20,Chris Perry up the middle for 5 yards (tackle by Rob Meier),1.530,1.660
3,2:01,2,5,CIN 44,13,20,Chris Perry up the middle for 8 yards (tackle by Deke Cooper),1.660,2.390
3,1:19,1,10,JAX 48,13,20,Chris Perry up the middle for 7 yards (tackle by Deon Grant),2.390,2.790
3,0:49,2,3,JAX 41,13,20,Chris Perry up the middle for -1 yards (tackle by John Henderson),2.790,1.950
3,0:11,3,4,JAX 42,13,20,"Penalty on Kevin Walter: False Start, 5 yards (no play)",1.950,1.290
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,JAX 47,13,20,Carson Palmer pass complete to Kevin Walter for 8 yards (tackle by Terry Cousin),1.290,0.660
4,14:27,4,1,JAX 39,13,20,Rudi Johnson up the middle for no gain (tackle by John Henderson),0.660,-1.530
4,14:20,1,10,JAX 39,13,20,Fred Taylor up the middle for 1 yard (tackle by Justin Smith),1.530,1.120
4,13:40,2,9,JAX 40,13,20,Byron Leftwich pass complete to Kyle Brady for 7 yards (tackle by Odell Thurman),1.120,1.360
4,13:40,3,2,JAX 47,13,20,"Penalty on Robert Geathers: Encroachment, 5 yards (no play)",1.360,2.390
4,12:32,1,10,CIN 48,13,20,Byron Leftwich pass complete to Reggie Williams for 16 yards (tackle by Deltha O'Neal),2.390,3.450
4,11:52,1,10,CIN 32,13,20,"Fred Taylor up the middle for 1 yard (tackle by Carl Powell). Penalty on Maurice Williams: Unnecessary Roughness, 15 yards",3.450,2.520
4,11:23,1,24,CIN 46,13,20,Fred Taylor up the middle for 11 yards (tackle by Keiwan Ratliff),2.520,2.500
4,10:43,2,13,CIN 35,13,20,Fred Taylor up the middle for no gain (tackle by Tory James),2.500,1.820
4,9:56,,,,13,20,Timeout #1 by Jacksonville Jaguars,0.000,1.820
4,9:56,3,13,CIN 35,13,20,Byron Leftwich pass incomplete intended for Matt Jones,1.820,0.970
4,9:50,4,13,CIN 35,13,23,Josh Scobee 53 yard field goal good,0.970,3.000
4,,,,JAX 30,13,23,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
4,9:45,1,10,CIN 20,13,23,Carson Palmer pass incomplete intended for Jeremi Johnson,0.280,-0.270
4,9:40,2,10,CIN 20,13,23,Rudi Johnson up the middle for 4 yards (tackle by Paul Spicer),-0.270,-0.430
4,8:57,3,6,CIN 24,13,23,Carson Palmer pass incomplete intended for Kevin Walter (defended by Terry Cousin),-0.430,-1.770
4,8:51,4,6,CIN 24,13,23,"Kyle Larson punts 51 yards, returned by Alvin Pearman for 8 yards (tackle by Hannibal Navies)",-1.770,-1.140
4,8:41,1,10,JAX 33,13,23,Fred Taylor up the middle for 9 yards (tackle by Odell Thurman),1.140,1.810
4,8:00,2,1,JAX 42,13,23,"Fred Taylor up the middle for 10 yards (tackle by Tory James). Penalty on Jimmy Smith: Offensive Holding, 10 yards",1.810,1.810
4,7:31,2,1,JAX 42,13,23,"Alvin Pearman up the middle for no gain (tackle by Carl Powell). Penalty on Reggie Williams: Offensive Holding, 10 yards (no play)",1.810,0.460
4,7:05,2,11,JAX 32,13,23,Byron Leftwich pass incomplete intended for George Wrighster,0.460,-0.230
4,6:59,3,11,JAX 32,13,23,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by David Pollack),-0.230,-1.240
4,6:55,4,11,JAX 32,13,23,"Chris Hanson punts 40 yards, returned by Keiwan Ratliff for -1 yards (tackle by Derrick Wimbush)",-1.240,-0.740
4,6:45,1,10,CIN 27,13,23,Carson Palmer pass complete to Chris Henry for 47 yards (tackle by Rashean Mathis). Penalty on Terry Cousin: Illegal Contact (Declined),0.740,3.840
4,6:11,1,10,JAX 26,13,23,Chris Perry up the middle for 11 yards (tackle by Deon Grant),3.840,4.580
4,5:40,1,10,JAX 15,13,23,"Carson Palmer pass complete to Matt Schobel for 4 yards (tackle by Kenny Wright). Penalty on Matt Schobel: Offensive Pass Interfere, 10 yards (no play)",4.580,3.910
4,5:23,1,20,JAX 25,19,23,"Carson Palmer pass complete to Chris Henry for 25 yards, touchdown",3.910,7.000
4,,,,JAX 2,20,23,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,20,23,"Shayne Graham kicks off 56 yards, muffed catch by Derrick Wimbush, recovered by Derrick Wimbush at JAX-17, and returned for 5 yards",0.000,0.410
4,5:11,1,10,JAX 22,20,23,Byron Leftwich pass complete to Jimmy Smith for 18 yards (tackle by Deltha O'Neal),0.410,1.600
4,4:33,1,10,JAX 40,20,23,"Fred Taylor left tackle for 2 yards (tackle by Tory James). Penalty on John Thornton: Defensive Holding, 5 yards",1.600,2.060
4,4:28,1,10,JAX 47,20,23,Alvin Pearman right tackle for -2 yards (tackle by Justin Smith),2.060,1.250
4,3:43,2,12,JAX 45,20,23,Byron Leftwich pass complete to Jimmy Smith for 6 yards (tackle by Tory James),1.250,1.360
4,2:59,3,6,CIN 49,20,23,Byron Leftwich pass incomplete intended for Matt Jones,1.360,0.000
4,2:54,4,6,CIN 49,20,23,"Chris Hanson punts 36 yards, returned by Keiwan Ratliff for 9 yards (tackle by Tracy White)",0.000,-0.410
4,2:42,1,10,CIN 22,20,23,Carson Palmer pass complete to Chris Perry for 11 yards (tackle by John Henderson),0.410,1.140
4,2:16,1,10,CIN 33,20,23,Carson Palmer pass complete to Matt Schobel for 9 yards (tackle by Kenny Wright),1.140,1.810
4,2:00,2,1,CIN 42,20,23,Carson Palmer pass complete to Chad Johnson for 13 yards (tackle by Kenny Wright),1.810,2.590
4,1:32,1,10,JAX 45,20,23,Carson Palmer pass incomplete intended for Matt Schobel (defended by Akin Ayodele),2.590,2.040
4,1:28,2,10,JAX 45,20,23,"Carson Palmer sacked by Daryl Smith for -7 yards. Carson Palmer fumbles (forced by Daryl Smith), recovered by Akin Ayodele at JAX-45 (tackle by Bobbie Williams)",2.040,-1.930
4,1:16,1,10,JAX 45,20,23,"Greg Jones up the middle for no gain (tackle by John Thornton). Penalty on CIN: Defensive 12 On-field, 5 yards (no play)",1.930,2.660
4,1:11,1,5,JAX 50,20,23,Greg Jones up the middle for 10 yards (tackle by Odell Thurman),2.660,2.920
4,1:05,,,,20,23,Timeout #1 by Cincinnati Bengals,0.000,2.920
4,1:05,1,10,CIN 40,20,23,Greg Jones up the middle for no gain (tackle by Justin Smith),2.920,2.370
4,1:00,,,,20,23,Timeout #2 by Cincinnati Bengals,0.000,2.370
4,1:00,2,10,CIN 40,20,23,"Greg Jones up the middle for 11 yards (tackle by Kevin Kaesviharn). Penalty on Khalif Barnes: Unnecessary Roughness, 15 yards",2.370,2.650
4,1:00,1,10,CIN 44,20,23,Byron Leftwich kneels for -1 yards,2.650,1.980
4,0:50,,,,20,23,Timeout #3 by Cincinnati Bengals,0.000,1.980
4,0:50,2,11,CIN 45,20,23,Byron Leftwich kneels for -1 yards,1.980,1.160
4,0:15,3,12,CIN 46,20,23,Byron Leftwich kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
