Quarter,Time,Down,ToGo,Location,DET,CLE,Detail,EPB,EPA
1,8:55,3,3,DET 4,0,0,Trent Dilfer sacked by Dan Wilkinson and Cory Redding for -9 yards,4.670,2.570
1,8:34,4,12,DET 13,0,3,Phil Dawson 30 yard field goal good,2.570,3.000
1,,,,CLE 30,0,3,"Phil Dawson kicks off 63 yards, returned by R.W. McQuarters for 11 yards (tackle by Sean Jones)",0.000,0.040
1,8:23,1,10,DET 18,0,3,Kevin Jones left guard for 2 yards (tackle by Gary Baxter),0.040,-0.130
1,7:47,2,8,DET 20,0,3,Kevin Jones left tackle for 11 yards (tackle by Chaun Thompson and Brian Russell),-0.130,1.000
1,7:07,1,10,DET 31,0,3,Kevin Jones right guard for 5 yards (tackle by Jason Fisk),1.000,1.140
1,6:22,,,,0,3,Timeout #1 by Detroit Lions,0.000,1.140
1,6:22,2,5,DET 36,0,3,Jeff Garcia pass complete to Mike Williams for 15 yards (tackle by Daylon McCutcheon),1.140,2.320
1,5:47,1,10,CLE 49,0,3,Jeff Garcia pass incomplete intended for Paul Smith,2.320,1.780
1,5:47,2,10,CLE 49,0,3,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",1.780,1.110
1,5:43,2,15,DET 46,0,3,Shawn Bryson right guard for -1 yards (tackle by Chaun Thompson and Brodney Pool),1.110,0.300
1,5:03,3,16,DET 45,0,3,Jeff Garcia pass complete to Shawn Bryson for 5 yards (tackle by Chaun Thompson),0.300,-0.060
1,4:30,4,11,CLE 50,0,3,"Nick Harris punts 42 yards, fair catch by Dennis Northcutt",-0.060,0.380
1,4:22,1,10,CLE 8,0,3,Reuben Droughns left tackle for 2 yards (tackle by Shaun Rogers),-0.380,-0.630
1,3:43,2,8,CLE 10,0,3,Reuben Droughns right tackle for 31 yards (tackle by Dre' Bly),-0.630,1.660
1,3:01,1,10,CLE 41,0,3,William Green left guard for 3 yards (tackle by Cory Redding and Shaun Cody),1.660,1.530
1,2:17,2,7,CLE 44,0,3,Reuben Droughns right tackle for no gain (tackle by Shaun Cody and Kalimba Edwards),1.530,0.830
1,1:37,3,7,CLE 44,0,3,Trent Dilfer pass complete to William Green for 2 yards (tackle by Terrence Holt),0.830,-0.320
1,1:02,4,5,CLE 46,0,3,"Kyle Richardson punts 33 yards, returned by R.W. McQuarters for 18 yards (tackle by Brian Russell)",-0.320,-1.530
1,0:51,1,10,DET 39,0,3,"Jeff Garcia pass complete to Kevin Jones for 8 yards (tackle by Daylon McCutcheon). Penalty on Damien Woody: Ineligible Downfield Pas, 5 yards (no play)",1.530,1.200
1,0:21,1,15,DET 34,0,3,"Shawn Bryson for 3 yards (tackle by Brian Russell). Penalty on Scottie Vines: Offensive Holding, 10 yards",1.200,0.740
1,0:00,1,22,DET 27,0,3,Jeff Garcia pass complete to Mike Williams for 49 yards (tackle by Brian Russell and Chris Crocker),0.740,3.970
Quarter,Time,Down,ToGo,Location,DET,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 24,0,3,Jeff Garcia pass incomplete intended for Mike Williams (defended by Leigh Bodden),3.970,3.430
2,14:56,2,10,CLE 24,0,3,Kevin Jones right tackle for -5 yards (tackle by Orpheus Roye),3.430,2.080
2,14:14,,,,0,3,Timeout #2 by Detroit Lions,0.000,2.080
2,14:14,3,15,CLE 29,0,3,Jeff Garcia pass incomplete intended for Glenn Martinez,2.080,1.500
2,14:09,4,15,CLE 29,0,3,Jason Hanson 47 yard field goal no good,1.500,-1.400
2,14:04,1,10,CLE 37,0,3,Trent Dilfer pass complete to Steve Heiden for 5 yards (tackle by Kenoy Kennedy),1.400,1.530
2,13:28,2,5,CLE 42,0,3,Reuben Droughns left tackle for 6 yards (tackle by Kenoy Kennedy),1.530,2.130
2,12:44,1,10,CLE 48,0,3,Reuben Droughns right guard for 1 yard (tackle by Boss Bailey),2.130,1.720
2,12:16,2,9,CLE 49,0,3,"Trent Dilfer pass incomplete intended for Antonio Bryant. Penalty on James Hall: Defensive Offside, 5 yards (no play)",1.720,2.390
2,12:10,2,4,DET 46,0,3,"Trent Dilfer pass complete to Antonio Bryant for 17 yards (tackle by Kenoy Kennedy). Penalty on L.J. Shelton: Illegal Formation, 5 yards (no play)",2.390,1.720
2,11:46,2,9,CLE 49,0,3,Trent Dilfer pass incomplete intended for Antonio Bryant is intercepted by Dre' Bly at DET-40 and returned for 5 yards,1.720,-1.930
2,11:38,1,10,DET 45,0,3,"Kevin Jones right guard for -2 yards (tackle by Chris Crocker). Penalty on Jason Fisk: Defensive Holding, 5 yards (no play)",1.930,2.260
2,11:38,1,10,CLE 50,0,3,Jeff Garcia pass incomplete intended for Kevin Jones,2.260,1.710
2,11:07,2,10,CLE 50,0,3,Jeff Garcia pass complete to Mike Williams for 11 yards (tackle by Leigh Bodden),1.710,2.980
2,10:27,1,10,CLE 39,0,3,Kevin Jones left end for 7 yards (tackle by Chris Crocker),2.980,3.390
2,10:01,2,3,CLE 32,0,3,Jeff Garcia pass complete to Cory Schlesinger for 4 yards (tackle by Daylon McCutcheon),3.390,3.710
2,9:18,1,10,CLE 28,0,3,Jeff Garcia pass complete to Cory Schlesinger for 6 yards (tackle by Ben Taylor and Brian Russell),3.710,3.980
2,8:31,2,4,CLE 22,0,3,Kevin Jones left guard for 13 yards (tackle by Brian Russell),3.980,5.140
2,7:50,1,9,CLE 9,0,3,"Jeff Garcia pass complete to Scottie Vines for 4 yards (tackle by Leigh Bodden). Penalty on Andra Davis: Defensive Offside, 5 yards (no play)",5.140,6.280
2,7:34,1,4,CLE 4,0,3,Kevin Jones right guard for no gain,6.280,5.340
2,6:56,2,4,CLE 4,0,3,Kevin Jones left guard for 3 yards (tackle by Jason Fisk),5.340,5.170
2,6:15,3,1,CLE 1,0,3,Kevin Jones left end for no gain,5.170,3.550
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
2,5:32,4,1,CLE 1,6,3,"Jeff Garcia right end for 1 yard, touchdown",3.550,7.000
2,,,,CLE 2,7,3,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,9,"Jason Hanson kicks off 60 yards, returned by Josh Cribbs for 90 yards, touchdown",0.000,7.000
2,,,,DET 2,7,10,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,7,10,"Phil Dawson kicks off 67 yards, returned by R.W. McQuarters for 20 yards (tackle by Corey McIntyre)",0.000,0.480
2,5:08,1,10,DET 23,7,10,Jeff Garcia pass complete to Artose Pinner for 22 yards (tackle by Brian Russell),0.480,1.930
2,4:39,1,10,DET 45,7,10,Artose Pinner right guard for 8 yards (tackle by Orpheus Roye),1.930,2.460
2,4:00,2,2,CLE 47,7,10,Jeff Garcia pass complete to Scottie Vines for 2 yards (tackle by Ben Taylor),2.460,2.590
2,3:19,1,10,CLE 45,7,10,Jeff Garcia pass incomplete intended for Mike Williams,2.590,2.040
2,3:10,2,10,CLE 45,7,10,Artose Pinner left end for 1 yard (tackle by Ben Taylor and Ethan Kelley),2.040,1.490
2,2:28,3,9,CLE 44,7,10,Jeff Garcia pass complete to Casey Fitzsimmons for 6 yards (tackle by Daylon McCutcheon and Ray Mickens),1.490,0.720
2,2:00,4,3,CLE 38,7,10,"Penalty on Nick Harris: Delay of Game, 5 yards (no play)",0.720,0.400
2,2:00,4,8,CLE 43,7,10,"Nick Harris punts 34 yards, returned by Dennis Northcutt for 10 yards (tackle by Wali Rainer). Penalty on Wali Rainer: Illegal Motion, 5 yards",0.400,-0.540
2,1:48,1,10,CLE 24,7,10,Trent Dilfer pass complete to Reuben Droughns for 4 yards (tackle by Andre' Goodman),0.540,0.540
2,1:25,2,6,CLE 28,7,10,"Reuben Droughns right guard for 9 yards (tackle by James Hall and Teddy Lehman). Penalty on Kalimba Edwards: Face Mask (5 Yards), 5 yards",0.540,1.730
2,1:18,1,10,CLE 42,7,10,Trent Dilfer pass incomplete intended for Aaron Shea,1.730,1.190
2,1:13,2,10,CLE 42,7,10,Trent Dilfer for 12 yards. Penalty on James Hall: Defensive Offside (Declined),1.190,2.520
2,1:04,1,10,DET 46,7,10,Trent Dilfer pass incomplete intended for Aaron Shea is intercepted by R.W. McQuarters at DET-46 and returned for 6 yards,2.520,-2.390
2,0:57,1,10,CLE 48,7,10,Jeff Garcia pass complete to Shawn Bryson for 4 yards (tackle by Daylon McCutcheon),2.390,2.390
2,0:36,2,6,CLE 44,7,10,Jeff Garcia pass complete to Marcus Pollard for 5 yards (tackle by Brodney Pool),2.390,2.340
2,0:18,3,1,CLE 39,7,10,Jeff Garcia up the middle for 2 yards (tackle by Orpheus Roye),2.340,3.120
2,0:18,1,10,CLE 37,7,10,"Jeff Garcia pass incomplete. Penalty on Glenn Martinez: False Start, 5 yards (no play)",3.120,2.570
Quarter,Time,Down,ToGo,Location,DET,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,10,"Jason Hanson kicks off 61 yards, returned by Josh Cribbs for 21 yards (tackle by Cory Schlesinger)",0.000,0.940
3,14:55,1,10,CLE 30,7,10,Reuben Droughns right tackle for 5 yards (tackle by Earl Holmes and Boss Bailey),0.940,1.070
3,14:17,2,5,CLE 35,7,10,"Reuben Droughns left end for -5 yards. Reuben Droughns fumbles, recovered by Reuben Droughns at CLE-30",1.070,-0.300
3,13:56,3,10,CLE 30,7,10,Trent Dilfer pass complete to Aaron Shea for 9 yards (tackle by Boss Bailey),-0.300,-0.780
3,13:13,4,1,CLE 39,7,10,Kyle Richardson punts 19 yards,-0.780,-1.730
3,13:06,1,10,DET 42,7,10,Kevin Jones left guard for 7 yards,1.730,2.130
3,12:26,2,3,DET 49,7,10,Kevin Jones left guard for 6 yards (tackle by Brian Russell and Chaun Thompson),2.130,2.590
3,11:44,1,10,CLE 45,7,10,Jeff Garcia pass incomplete intended for Marcus Pollard,2.590,2.040
3,11:39,2,10,CLE 45,7,10,Jeff Garcia pass complete to Mike Williams for 12 yards (tackle by Leigh Bodden),2.040,3.380
3,11:02,1,10,CLE 33,7,10,Kevin Jones right guard for -1 yards (tackle by Matt Stewart and Chris Crocker),3.380,2.700
3,10:21,2,11,CLE 34,7,10,Jeff Garcia pass complete to Shawn Bryson for 5 yards (tackle by Orpheus Roye),2.700,2.680
3,9:41,,,,7,10,Timeout #1 by Detroit Lions,0.000,2.680
3,9:41,3,6,CLE 29,7,10,Jeff Garcia pass incomplete intended for Scottie Vines,2.680,1.520
3,9:34,4,6,CLE 29,10,10,Jason Hanson 47 yard field goal good,1.520,3.000
3,,,,DET 30,10,10,"Jason Hanson kicks off 62 yards, returned by Josh Cribbs for 16 yards (tackle by Bracy Walker)",0.000,0.540
3,9:24,1,10,CLE 24,10,10,Reuben Droughns left tackle for 3 yards (tackle by James Hall),0.540,0.400
3,8:46,2,7,CLE 27,10,10,Reuben Droughns left tackle for 3 yards (tackle by Earl Holmes),0.400,0.100
3,8:05,3,4,CLE 30,10,10,Trent Dilfer pass incomplete intended for William Green,0.100,-1.370
3,8:00,4,4,CLE 30,10,10,Kyle Richardson punts 33 yards,-1.370,-1.400
3,7:52,1,10,DET 37,10,10,Kevin Jones left tackle for 3 yards (tackle by Alvin McKinley),1.400,1.260
3,7:11,2,7,DET 40,10,10,"Jeff Garcia pass complete to Mike Williams for 8 yards (tackle by Matt Stewart). Mike Williams fumbles (forced by Matt Stewart), recovered by Orpheus Roye at DET-48 (tackle by Mike Williams)",1.260,-2.390
3,7:02,1,10,DET 48,10,10,Reuben Droughns left guard for 5 yards (tackle by Boss Bailey and James Davis),2.390,2.520
3,6:26,2,5,DET 43,10,10,Reuben Droughns left tackle for 1 yard (tackle by Earl Holmes),2.520,1.950
3,5:41,3,4,DET 42,10,10,Trent Dilfer sacked by Jared DeVries for -3 yards,1.950,0.270
3,5:23,4,7,DET 45,10,10,"Kyle Richardson punts 45 yards, touchback",0.270,-0.280
3,5:14,1,10,DET 20,10,10,Kevin Jones left guard for 5 yards (tackle by Ethan Kelley and Matt Stewart),0.280,0.410
3,4:35,2,5,DET 25,10,10,Jeff Garcia pass complete to Scottie Vines for 6 yards (tackle by Daylon McCutcheon),0.410,1.000
3,4:18,1,10,DET 31,10,10,Kevin Jones right guard for 3 yards,1.000,0.870
3,3:39,2,7,DET 34,10,10,Kevin Jones right tackle for 2 yards (tackle by Orpheus Roye and Orlando Ruff),0.870,0.430
3,2:54,3,5,DET 36,10,10,Jeff Garcia pass complete to Scottie Vines for 10 yards (tackle by Orpheus Roye and Nick Eason),0.430,1.990
3,2:11,1,10,DET 46,10,10,Jeff Garcia pass incomplete intended for Kevin Jones (defended by Chris Crocker),1.990,1.450
3,2:01,2,10,DET 46,10,10,Shawn Bryson left guard for 4 yards (tackle by Orlando Ruff and Alvin McKinley),1.450,1.290
3,1:17,3,6,CLE 50,10,10,Jeff Garcia pass complete to Shawn Bryson for 10 yards,1.290,2.920
3,0:37,1,10,CLE 40,10,10,Kevin Jones left guard for 1 yard (tackle by Matt Stewart and Orlando Ruff),2.920,2.510
Quarter,Time,Down,ToGo,Location,DET,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CLE 39,10,10,Jeff Garcia pass complete to Kevin Jones for 7 yards (tackle by Chris Crocker and Orlando Ruff),2.510,2.740
4,14:16,3,2,CLE 32,10,10,Jeff Garcia pass incomplete intended for Scottie Vines,2.740,1.300
4,14:12,4,2,CLE 32,13,10,Jason Hanson 50 yard field goal good,1.300,3.000
4,,,,DET 30,13,10,"Jason Hanson kicks off 63 yards, returned by Josh Cribbs for 25 yards (tackle by Wali Rainer)",0.000,1.070
4,14:01,1,10,CLE 32,13,10,Trent Dilfer pass complete to Steve Heiden for 3 yards (tackle by Andre' Goodman),1.070,0.930
4,13:25,2,7,CLE 35,13,10,Trent Dilfer pass incomplete intended for Antonio Bryant,0.930,0.230
4,13:18,3,7,CLE 35,13,10,"Penalty on Dennis Northcutt: False Start, 5 yards (no play)",0.230,-0.430
4,13:18,3,12,CLE 30,13,10,Trent Dilfer pass incomplete intended for Dennis Northcutt is intercepted by Andre' Goodman at DET-44 and returned for -4 yards,-0.430,-1.600
4,13:09,1,10,DET 40,13,10,"Artose Pinner left tackle for 3 yards (tackle by Chris Crocker). Penalty on Marcus Pollard: Offensive Holding, 10 yards",1.600,1.140
4,12:47,1,17,DET 33,13,10,Jeff Garcia pass complete to Scottie Vines for 6 yards (tackle by Kenard Lang and Orlando Ruff),1.140,0.920
4,12:09,2,11,DET 39,13,10,Artose Pinner left guard for 1 yard (tackle by Jason Fisk and Orlando Ruff),0.920,0.370
4,12:09,3,10,DET 40,13,10,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",0.370,-0.300
4,11:04,3,15,DET 35,13,10,Shawn Bryson left tackle for 6 yards (tackle by Kenard Lang),-0.300,-0.650
4,10:26,4,9,DET 41,13,10,"Nick Harris punts 38 yards, returned by Dennis Northcutt for 9 yards (tackle by Donte Curry)",-0.650,-0.940
4,10:16,1,10,CLE 30,13,10,Trent Dilfer pass complete to Antonio Bryant for 15 yards (tackle by Earl Holmes),0.940,1.930
4,9:45,1,10,CLE 45,13,10,Trent Dilfer pass complete to Reuben Droughns for 5 yards (tackle by Boss Bailey and Earl Holmes),1.930,2.060
4,9:05,2,5,CLE 50,13,10,Trent Dilfer pass complete to Braylon Edwards for 6 yards (tackle by R.W. McQuarters and Boss Bailey). Penalty on R.W. McQuarters: Defensive Holding (Declined),2.060,2.650
4,8:52,1,10,DET 44,13,10,Reuben Droughns right guard for 3 yards (tackle by Dan Wilkinson),2.650,2.520
4,8:16,2,7,DET 41,13,10,Trent Dilfer sacked by Jared DeVries for -4 yards,2.520,1.290
4,8:16,3,11,DET 45,13,10,"Penalty on L.J. Shelton: False Start, 5 yards (no play)",1.290,0.630
4,7:28,3,16,CLE 50,13,10,Trent Dilfer pass incomplete intended for Antonio Bryant,0.630,-0.060
4,7:21,4,16,CLE 50,13,10,Kyle Richardson punts 47 yards,-0.060,0.380
4,7:12,1,10,DET 3,13,10,Kevin Jones right guard for 3 yards,-0.380,-0.560
4,6:29,2,7,DET 6,13,10,Jeff Garcia pass complete to Scottie Vines for 10 yards,-0.560,-0.140
4,6:07,1,10,DET 16,13,10,Kevin Jones right guard for 1 yard,-0.140,-0.510
4,5:28,2,9,DET 17,13,10,Jeff Garcia pass complete to Kevin Jones for 3 yards (tackle by Kenard Lang),-0.510,-0.820
4,4:42,3,6,DET 20,13,10,Shawn Bryson left end for 8 yards,-0.820,0.810
4,3:57,1,10,DET 28,13,10,Kevin Jones right end for 1 yard (tackle by Daylon McCutcheon and Chaun Thompson),0.810,0.400
4,3:11,2,9,DET 29,13,10,Jeff Garcia pass complete to Casey Fitzsimmons for 4 yards (tackle by Daylon McCutcheon),0.400,0.230
4,2:27,3,5,DET 33,13,10,Jeff Garcia pass incomplete intended for Marcus Pollard (defended by Brodney Pool),0.230,-1.180
4,2:22,4,5,DET 33,13,10,"Nick Harris punts 47 yards, returned by Dennis Northcutt for 8 yards (tackle by Kenoy Kennedy)",-1.180,-0.810
4,2:09,1,10,CLE 28,13,10,Reuben Droughns left tackle for 2 yards (tackle by James Davis and Earl Holmes),0.810,0.530
4,2:00,2,8,CLE 30,13,10,Trent Dilfer pass complete to Braylon Edwards for 10 yards (tackle by Keith Smith). Penalty on R.W. McQuarters: Illegal Use of Hands (Declined),0.530,1.600
4,1:54,1,10,CLE 40,13,10,Trent Dilfer pass incomplete intended for Reuben Droughns,1.600,1.050
4,1:50,2,10,CLE 40,13,10,"Trent Dilfer pass complete to Antonio Bryant for 7 yards (tackle by R.W. McQuarters). Penalty on Cosey Coleman: Illegal Use of Hands, 10 yards (no play)",1.050,-0.300
4,1:50,2,20,CLE 30,13,10,"Penalty on Braylon Edwards: False Start, 5 yards (no play)",-0.300,-0.970
4,1:43,2,25,CLE 25,13,10,Trent Dilfer sacked by Dan Wilkinson for -1 yards. Penalty on L.J. Shelton: Offensive Holding (Declined),-0.970,-1.750
4,1:35,3,26,CLE 24,13,10,Trent Dilfer pass incomplete intended for Braylon Edwards (defended by R.W. McQuarters),-1.750,-1.770
4,1:29,4,26,CLE 24,13,10,Kyle Richardson punts 47 yards,-1.770,-0.870
4,1:18,1,10,DET 29,13,10,Artose Pinner left guard for 3 yards (tackle by Jason Fisk and Chris Crocker),0.870,0.730
4,1:13,,,,13,10,Timeout #1 by Cleveland Browns,0.000,0.730
4,1:13,2,7,DET 32,13,10,Artose Pinner right tackle for 6 yards (tackle by Daylon McCutcheon),0.730,0.830
4,1:05,,,,13,10,Timeout #2 by Cleveland Browns,0.000,0.830
4,1:05,3,1,DET 38,13,10,Artose Pinner right guard for 2 yards (tackle by Ethan Kelley and Orlando Ruff),0.830,1.600
4,0:56,,,,13,10,Timeout #3 by Cleveland Browns,0.000,1.600
4,0:56,1,10,DET 40,13,10,Jeff Garcia kneels for -1 yards,1.600,0.920
4,0:56,2,11,DET 39,13,10,Jeff Garcia kneels for -1 yards,0.920,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
