Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2,,,,KAN 30,10,14,"Connor Barth kicks off 50 yards, returned by Patrick Cobbs for 40 yards (tackle by Ricardo Colclough). Penalty on Erik Walden: Offensive Holding, 10 yards",0.000,0.810
2,13:59,1,10,MIA 28,10,14,Chad Pennington pass complete short middle to Ronnie Brown for 7 yards (tackle by Demorrio Williams),0.810,1.210
2,13:21,2,3,MIA 35,10,14,Ronnie Brown right end for 18 yards (tackle by Brandon Flowers),1.210,2.460
2,12:49,1,10,KAN 47,10,14,Chad Pennington pass complete short middle to Davone Bess for 11 yards (tackle by Brandon Flowers),2.460,3.180
2,12:09,1,10,KAN 36,10,14,"Ricky Williams right end for 13 yards (tackle by Bernard Pollard). Penalty on Bernard Pollard: Unnecessary Roughness, 12 yards",3.180,4.840
2,11:39,1,10,KAN 11,16,14,"Chad Pennington pass complete short middle to David Martin for 11 yards, touchdown",4.840,7.000
2,,,,KAN 2,17,14,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,17,14,"Dan Carpenter kicks off 65 yards, returned by Jamaal Charles for 18 yards (tackle by Brandon London)",0.000,0.480
2,11:27,1,10,KAN 23,17,14,Tyler Thigpen pass complete short right to Jamaal Charles for 75 yards (tackle by Yeremiah Bell),0.480,6.740
2,10:35,1,2,MIA 2,17,20,"Larry Johnson left guard for 2 yards, touchdown",6.740,7.000
2,,,,MIA 2,17,21,Connor Barth kicks extra point good,0.000,0.000
2,,,,KAN 30,,,"Connor Barth kicks off 47 yards, returned by Brandon London for 11 yards",,
2,10:29,1,10,MIA 34,17,21,Chad Pennington pass complete short left to Ricky Williams for 5 yards (tackle by Derrick O. Johnson),1.200,1.330
2,9:47,2,5,MIA 39,17,21,Chad Pennington pass complete short middle to Ricky Williams for 4 yards (tackle by Jarrad Page),1.330,1.160
2,9:01,3,1,MIA 43,17,21,Lousaka Polite up the middle for 3 yards (tackle by Rocky Boiman),1.160,1.990
2,8:22,1,10,MIA 46,17,21,Chad Pennington pass complete deep middle to Ted Ginn Jr. for 18 yards (tackle by Jarrad Page),1.990,3.180
2,7:49,1,10,KAN 36,17,21,Chad Pennington pass complete short left to Davone Bess for 9 yards (tackle by Rocky Boiman),3.180,3.850
2,7:04,2,1,KAN 27,17,21,Chad Pennington pass complete short left to Ted Ginn Jr. for 13 yards (tackle by Demorrio Williams),3.850,4.650
2,6:20,1,10,KAN 14,23,21,"Chad Pennington pass complete short right to Anthony Fasano for 14 yards, touchdown",4.650,7.000
2,,,,KAN 2,24,21,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,24,21,"Dan Carpenter kicks off 61 yards, returned by Kevin Robinson for 17 yards (tackle by William Kershaw). Kevin Robinson fumbles (forced by William Kershaw), recovered by Joey Thomas at KAN-32 (tackle by Jackie Battle)",0.000,-3.450
2,6:04,1,10,KAN 32,24,21,Ricky Williams left end for 7 yards (tackle by Bernard Pollard),3.450,3.850
2,5:23,2,3,KAN 25,24,21,Chad Pennington pass incomplete short middle intended for Ricky Williams,3.850,3.140
2,5:19,3,3,KAN 25,24,21,Chad Pennington pass complete short middle to Ted Ginn Jr. for 11 yards (tackle by Bernard Pollard),3.140,4.650
2,4:33,,,,24,21,Timeout #1 by Miami Dolphins,0.000,4.650
2,4:33,1,10,KAN 14,24,21,Chad Pennington pass complete short left to Ricky Williams for 8 yards (tackle by Brandon Flowers),4.650,5.470
2,3:55,2,2,KAN 6,24,21,Ricky Williams left end for -1 yards (tackle by Jarrad Page),5.470,4.500
2,3:09,3,3,KAN 7,24,21,Chad Pennington pass complete short right to Ronnie Brown for 2 yards (tackle by Bernard Pollard),4.500,3.030
2,2:20,,,,24,21,Timeout #2 by Miami Dolphins,0.000,3.030
2,2:20,4,1,KAN 5,24,21,Chad Pennington pass incomplete short left intended for Joey Haynos,3.030,0.380
2,2:16,1,10,KAN 5,24,21,Larry Johnson right end for 2 yards (tackle by Kendall Langford),-0.380,-0.630
2,2:00,2,8,KAN 7,24,21,Larry Johnson left end for 14 yards (tackle by Andre' Goodman),-0.630,0.340
2,1:50,1,10,KAN 21,24,21,Tyler Thigpen for 8 yards,0.340,0.880
2,1:46,2,2,KAN 29,24,21,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe (defended by Andre' Goodman),0.880,0.170
2,1:39,3,2,KAN 29,24,21,Larry Johnson up the middle for 4 yards (tackle by Yeremiah Bell),0.170,1.140
2,1:10,1,10,KAN 33,24,21,Tyler Thigpen pass complete deep right to Devard Darling for 32 yards. Penalty on Joey Porter: Defensive Offside (Declined),1.140,3.250
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:05,1,10,MIA 35,24,21,Tyler Thigpen for 27 yards (tackle by Renaldo Hill),3.250,5.370
2,0:55,1,8,MIA 8,24,27,"Tyler Thigpen up the middle for 8 yards, touchdown",5.370,7.000
2,,,,MIA 2,24,28,Connor Barth kicks extra point good,0.000,0.000
2,,,,KAN 30,24,28,"Connor Barth kicks off 46 yards, returned by Patrick Cobbs for 11 yards (tackle by Jon McGraw)",0.000,1.270
2,0:43,1,10,MIA 35,24,28,Chad Pennington pass incomplete deep right intended for Davone Bess,1.270,0.720
2,0:37,2,10,MIA 35,24,28,Chad Pennington pass incomplete deep middle intended for Brandon London,0.720,0.040
2,0:32,3,10,MIA 35,24,28,Chad Pennington pass complete short middle to Ronnie Brown for 10 yards (tackle by Rocky Boiman),0.040,1.930
2,0:22,,,,24,28,Timeout #3 by Miami Dolphins,0.000,1.930
2,0:22,1,10,MIA 45,24,28,Chad Pennington pass incomplete deep right intended for Ted Ginn Jr. is intercepted by Jarrad Page at KAN-37,1.930,-1.400
2,0:15,1,10,KAN 37,24,28,Tyler Thigpen pass incomplete short left intended for Jamaal Charles,1.400,0.860
2,0:12,2,10,KAN 37,24,28,Tyler Thigpen pass complete right to Jamaal Charles for 18 yards (tackle by Tyrone Culver),0.860,2.590
2,0:01,1,10,MIA 45,24,28,Tyler Thigpen pass incomplete deep middle intended for Devard Darling,2.590,2.040
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,24,28,"Dan Carpenter kicks off 71 yards, returned by Jamaal Charles for 23 yards (tackle by William Kershaw)",0.000,0.410
3,14:52,1,10,KAN 22,24,28,Tyler Thigpen pass complete short right to Mark Bradley for 6 yards (tackle by Yeremiah Bell),0.410,0.680
3,14:13,2,4,KAN 28,24,28,Larry Johnson up the middle for 33 yards (tackle by Nate Jones),0.680,2.980
3,13:27,1,10,MIA 39,24,28,"Penalty on Branden Albert: False Start, 5 yards (no play)",2.980,2.650
3,13:06,1,15,MIA 44,24,28,Tyler Thigpen pass complete short right to Dwayne Bowe for 9 yards (tackle by Vonnie Holliday),2.650,2.980
3,12:25,2,6,MIA 35,24,28,Tyler Thigpen pass complete short left to Tony Gonzalez for 9 yards (tackle by Tyrone Culver),2.980,3.840
3,11:50,1,10,MIA 26,24,28,Larry Johnson for 13 yards,3.840,4.710
3,11:13,1,10,MIA 13,24,28,Tyler Thigpen sacked by Nate Jones for -2 yards,4.710,3.760
3,10:38,2,12,MIA 15,24,28,Tyler Thigpen pass complete short left to Mark Bradley for 5 yards (tackle by Nate Jones),3.760,3.650
3,9:55,3,7,MIA 10,24,28,Larry Johnson up the middle for 1 yard (tackle by Matt Roth),3.650,2.850
3,9:11,4,6,MIA 9,24,31,Connor Barth 27 yard field goal good,2.850,3.000
3,,,,KAN 30,24,31,Connor Barth kicks off 45 yards,0.000,1.600
3,9:11,1,10,MIA 40,24,31,Ronnie Brown up the middle for no gain (tackle by Derrick O. Johnson),1.600,1.050
3,8:44,2,10,MIA 40,24,31,Ricky Williams up the middle for no gain (tackle by Derrick O. Johnson),1.050,0.370
3,7:58,3,10,MIA 40,24,31,Chad Pennington pass complete short right to Davone Bess for 12 yards,0.370,2.390
3,7:27,1,10,KAN 48,24,31,Patrick Cobbs left end for 44 yards (tackle by Jarrad Page),2.390,6.280
3,6:51,1,4,KAN 4,30,31,"Ricky Williams left end for 4 yards, touchdown",6.280,7.000
3,,,,KAN 2,31,31,"Dan Carpenter kicks extra point good. Penalty on Ricardo Colclough: Defensive Offside, 5 yards",0.000,0.000
3,,,,MIA 35,31,31,"Dan Carpenter kicks off 68 yards, returned by Jamaal Charles for 24 yards (tackle by Nate Jones)",0.000,0.340
3,6:39,1,10,KAN 21,31,31,Tyler Thigpen pass complete deep right to Mark Bradley for 37 yards (tackle by Tyrone Culver),0.340,2.790
3,5:55,1,10,MIA 42,31,31,Larry Johnson up the middle for 2 yards (tackle by Matt Roth),2.790,2.510
3,5:13,2,8,MIA 40,31,31,Jamaal Charles left end for -1 yards (tackle by Jason Ferguson),2.510,1.680
3,4:34,3,9,MIA 41,31,31,Tyler Thigpen pass complete short middle to Tony Gonzalez for 15 yards (tackle by Akin Ayodele),1.680,3.840
3,3:52,1,10,MIA 26,31,31,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe,3.840,3.300
3,3:46,2,10,MIA 26,31,31,Tyler Thigpen pass incomplete deep left intended for Devard Darling is intercepted by Nate Jones at MIA-6,3.300,0.380
3,3:40,1,10,MIA 6,31,31,Lousaka Polite up the middle for 4 yards (tackle by Glenn Dorsey),-0.380,-0.490
3,3:05,2,6,MIA 10,31,31,Chad Pennington pass complete short right to Davone Bess for 7 yards (tackle by Brandon Flowers),-0.490,-0.060
3,2:20,1,10,MIA 17,31,31,"Penalty on Ted Ginn Jr.: False Start, 5 yards (no play)",-0.060,-0.510
3,1:53,1,15,MIA 12,31,31,Chad Pennington pass complete short left to Ricky Williams for 14 yards (tackle by Derrick O. Johnson),-0.510,0.750
3,1:11,2,1,MIA 26,31,31,Lousaka Polite up the middle for 5 yards (tackle by Bernard Pollard),0.750,1.000
3,0:33,1,10,MIA 31,31,31,Patrick Cobbs up the middle for no gain (tackle by Jason Babin),1.000,0.460
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIA 31,31,31,Chad Pennington pass incomplete short left intended for Davone Bess (defended by Brandon Flowers),0.460,-0.230
4,14:54,3,10,MIA 31,31,31,Chad Pennington pass complete short left to Ted Ginn Jr. for 2 yards (tackle by Brandon Carr),-0.230,-1.180
4,14:22,4,8,MIA 33,31,31,"Brandon Fields punts 37 yards, returned by Kevin Robinson for 9 yards (tackle by John Denney)",-1.180,-1.530
4,14:13,1,10,KAN 39,31,31,Tyler Thigpen pass complete short left to Devard Darling for 4 yards (tackle by Yeremiah Bell),1.530,1.530
4,13:37,2,6,KAN 43,31,31,Jamaal Charles left tackle for 11 yards (tackle by Tyrone Culver),1.530,2.520
4,13:02,1,10,MIA 46,31,31,Tyler Thigpen pass incomplete short right intended for Devard Darling,2.520,1.980
4,12:58,2,10,MIA 46,31,31,Tyler Thigpen pass incomplete short right intended for Mark Bradley (defended by Yeremiah Bell),1.980,1.290
4,12:54,3,10,MIA 46,31,31,Tyler Thigpen pass incomplete short left intended for Dwayne Bowe (defended by Andre' Goodman),1.290,0.200
4,12:49,4,10,MIA 46,31,31,"Dustin Colquitt punts 31 yards, fair catch by Davone Bess",0.200,0.220
4,12:41,1,10,MIA 15,31,31,Ronnie Brown for 5 yards (tackle by Jarrad Page),-0.220,0.080
4,12:09,2,5,MIA 20,31,31,Chad Pennington pass complete short left to Ronnie Brown for 9 yards (tackle by Brandon Flowers),0.080,0.870
4,11:21,1,10,MIA 29,31,31,Chad Pennington pass complete short right to Davone Bess for 7 yards (tackle by Tamba Hali),0.870,1.270
4,10:38,2,3,MIA 36,31,31,Chad Pennington pass complete short left to Patrick Cobbs for 5 yards (tackle by Rocky Boiman),1.270,1.660
4,9:53,1,10,MIA 41,31,31,Ronnie Brown left tackle for 8 yards (tackle by Jon McGraw),1.660,2.200
4,9:13,2,2,MIA 49,31,31,Ronnie Brown up the middle for 1 yard (tackle by Rocky Boiman),2.200,1.620
4,8:30,3,1,,31,31,Ronnie Brown up the middle for 3 yards (tackle by Tamba Hali),1.620,2.460
4,7:53,1,10,KAN 47,31,31,Chad Pennington pass complete short right to Davone Bess for 11 yards (tackle by Bernard Pollard),2.460,3.180
4,7:16,,,,31,31,Timeout #1 by Miami Dolphins,0.000,3.180
4,7:16,1,10,KAN 36,31,31,Ronnie Brown up the middle for 4 yards (tackle by Tank Tyler),3.180,3.180
4,6:35,2,6,KAN 32,31,31,Chad Pennington pass complete short middle to Ricky Williams for 12 yards (tackle by Jason Babin),3.180,4.240
4,5:48,1,10,KAN 20,31,31,Ricky Williams left end for -1 yards (tackle by Derrick O. Johnson),4.240,3.560
4,5:01,,,,31,31,Timeout #2 by Miami Dolphins,0.000,3.560
4,5:01,2,11,KAN 21,31,31,Chad Pennington pass complete short left to Ricky Williams for 7 yards (tackle by Brandon Carr),3.560,3.890
4,4:14,3,4,KAN 14,37,31,"Chad Pennington pass complete short middle to Anthony Fasano for 14 yards, touchdown. Penalty on Brandon Flowers: Face Mask (15 Yards), 15 yards",3.890,7.000
4,,,,KAN 2,38,31,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 45,38,31,"Dan Carpenter kicks off 54 yards, returned by Will Franklin for 16 yards (tackle by Erik Walden)",0.000,-0.060
4,4:00,1,10,KAN 17,38,31,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe,-0.060,-0.580
4,3:52,2,10,KAN 17,38,31,Tyler Thigpen pass incomplete short left intended for Devard Darling,-0.580,-1.250
4,3:47,3,10,KAN 17,38,31,Tyler Thigpen pass complete short right to Jamaal Charles for 9 yards (tackle by Tyrone Culver),-1.250,-1.630
4,3:41,,,,38,31,Timeout #1 by Kansas City Chiefs,0.000,-1.630
4,3:41,4,1,KAN 26,38,31,Tyler Thigpen sacked by Matt Roth for -6 yards,-1.630,-4.240
4,3:35,1,10,KAN 20,38,31,Ricky Williams up the middle for 5 yards (tackle by Rocky Boiman),4.240,4.450
4,3:26,,,,38,31,Timeout #2 by Kansas City Chiefs,0.000,4.450
4,3:26,2,5,KAN 15,38,31,Ricky Williams up the middle for 4 yards (tackle by Bernard Pollard),4.450,4.590
4,2:42,3,1,KAN 11,38,31,Lousaka Polite up the middle for 3 yards (tackle by Tamba Hali),4.590,5.370
4,2:35,,,,38,31,Timeout #3 by Kansas City Chiefs,0.000,5.370
4,2:35,1,8,KAN 8,38,31,Ricky Williams up the middle for 1 yard (tackle by Jon McGraw and Demorrio Williams),5.370,4.760
4,2:00,2,7,KAN 7,38,31,"Ricky Williams left end for no gain (tackle by Demorrio Williams). Ricky Williams fumbles (forced by Demorrio Williams), recovered by Demorrio Williams at KAN-7 (tackle by Ricky Williams)",4.760,0.380
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,1:45,1,10,KAN 7,38,31,Tyler Thigpen pass incomplete short left intended for Mark Bradley,-0.380,-0.780
4,1:41,2,10,KAN 7,38,31,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez,-0.780,-1.420
4,1:35,3,10,KAN 7,38,31,Tyler Thigpen sacked by Randy Starks for 0 yards,-1.420,-2.490
4,1:02,4,10,KAN 7,38,31,Tyler Thigpen pass incomplete short middle intended for Tony Gonzalez is intercepted by Renaldo Hill at KAN-19 and returned for 16 yards (tackle by Brian Waters),-2.490,-6.510
4,0:52,1,3,KAN 3,38,31,Chad Pennington kneels for -1 yards,6.510,5.340
4,0:30,2,4,KAN 4,38,31,Chad Pennington kneels for -1 yards,5.340,4.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
