Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3,5:19,2,4,NWE 26,21,37,Tom Brady pass incomplete short left intended for Shane Vereen,0.540,-0.160
3,5:15,3,4,NWE 26,21,37,"Penalty on Von Miller: Defensive Offside, 4 yards (no play)",-0.160,0.940
3,5:15,1,10,NWE 30,21,37,Jonas Gray right tackle for no gain (tackle by DeMarcus Ware),0.940,0.390
3,4:46,2,10,NWE 30,21,37,"Tom Brady pass complete short left to James Develin for 3 yards (tackle by Bradley Roby). James Develin fumbles (forced by Bradley Roby), recovered by James Develin at NWE-33",0.390,0.100
3,4:09,3,7,NWE 33,21,37,Tom Brady pass complete short right to Brandon LaFell for 8 yards (tackle by Aqib Talib),0.100,1.660
3,3:36,1,10,NWE 41,21,37,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Rahim Moore),1.660,1.930
3,3:09,2,4,NWE 47,21,37,"Tom Brady pass complete short left to Michael Hoomanawanui for 16 yards (tackle by Rahim Moore). Penalty on Brandon LaFell: Illegal Shift, 5 yards (no play)",1.930,1.260
3,2:45,2,9,NWE 42,21,37,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Kayvon Webster),1.260,2.590
3,2:09,1,10,DEN 45,21,37,Tom Brady pass complete short left to Brandon LaFell for 2 yards (tackle by Chris Harris),2.590,2.310
3,1:44,2,8,DEN 43,21,37,Shane Vereen up the middle for -3 yards (tackle by Brandon Marshall),2.310,1.220
3,1:15,3,11,DEN 46,21,37,Tom Brady pass complete short middle to Danny Amendola for 14 yards (tackle by Chris Harris),1.220,3.450
3,0:32,1,10,DEN 32,21,37,Jonas Gray right guard for 7 yards (tackle by Brandon Marshall),3.450,3.850
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,DEN 25,21,37,Tom Brady up the middle for 4 yards (tackle by Derek Wolfe),3.850,4.170
4,14:38,1,10,DEN 21,21,37,Tom Brady pass complete deep middle to Rob Gronkowski for 20 yards (tackle by T.J. Ward),4.170,6.970
,,,,,,,"NWE challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:00,1,1,DEN 1,21,43,"Tom Brady pass complete short left to Rob Gronkowski for 1 yard, touchdown",6.970,7.000
4,14:00,,,,21,43,"Two Point Attempt: Tom Brady pass complete to Julian Edelman, conversion fails",0.000,-1.000
4,14:00,,,NWE 35,21,43,"Stephen Gostkowski kicks off 53 yards, returned by Cody Latimer for 8 yards (tackle by Chris White)",0.000,-0.280
4,13:51,1,10,DEN 20,21,43,Peyton Manning pass complete deep middle to Demaryius Thomas for 41 yards (tackle by Brandon Browner),0.280,2.980
4,13:19,1,10,NWE 39,21,43,Ronnie Hillman left end for 2 yards (tackle by Darrelle Revis),2.980,2.710
4,12:40,2,8,NWE 37,21,43,Peyton Manning pass complete deep right to Emmanuel Sanders for 28 yards,2.710,5.140
4,12:12,1,9,NWE 9,21,43,Ronnie Hillman right end for 1 yard (tackle by Rob Ninkovich and Brandon Browner),5.140,4.570
4,11:33,2,8,NWE 8,21,43,Peyton Manning pass incomplete short middle intended for Jacob Tamme (defended by Patrick Chung),4.570,3.580
4,11:28,3,8,NWE 8,21,43,Peyton Manning pass incomplete short right intended for Emmanuel Sanders,3.580,2.950
4,11:25,4,8,NWE 8,21,43,Peyton Manning pass incomplete short left intended for Jacob Tamme,2.950,0.380
4,11:20,1,10,NWE 9,21,43,Tom Brady pass incomplete short right intended for Shane Vereen,-0.380,-0.780
4,11:16,2,10,NWE 9,21,43,Tom Brady pass incomplete short left intended for Brandon LaFell (defended by Quanterus Smith),-0.780,-1.420
4,11:12,3,10,NWE 9,21,43,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Brandon Marshall),-1.420,-2.490
4,10:34,4,6,NWE 13,21,43,"Ryan Allen punts 67 yards, returned by Isaiah Burse for 19 yards (tackle by Akeem Ayers). Penalty on Andre Caldwell: Illegal Block Above the Waist, 10 yards",-2.490,-0.150
4,10:23,1,10,DEN 19,21,43,Peyton Manning pass complete short left to C.J. Anderson for 24 yards (tackle by Devin McCourty),0.150,1.800
4,9:44,1,10,DEN 43,21,43,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by Malcolm Butler),1.800,1.250
4,9:35,2,10,DEN 43,21,43,Peyton Manning pass complete short right to Emmanuel Sanders for 5 yards (tackle by Jamie Collins),1.250,1.220
4,8:57,3,5,DEN 48,21,43,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,1.220,-0.190
4,8:52,4,5,DEN 48,21,43,Peyton Manning pass complete short right to Emmanuel Sanders for 4 yards (tackle by Malcolm Butler),-0.190,-2.130
4,8:43,1,10,NWE 48,21,43,Shane Vereen up the middle for 9 yards (tackle by Rahim Moore),2.130,2.800
4,8:01,2,1,DEN 43,21,43,Shane Vereen left guard for no gain (tackle by Corey Nelson),2.800,2.080
4,7:21,3,1,DEN 43,21,43,Tom Brady up the middle for no gain (tackle by Terrance Knighton),2.080,0.400
4,6:32,4,1,DEN 43,21,43,--,0.400,0.130
4,6:22,4,5,DEN 47,21,43,"Ryan Allen punts 32 yards, fair catch by Isaiah Burse",0.130,0.220
4,6:13,1,10,DEN 15,21,43,"Peyton Manning pass complete short right to C.J. Anderson for 5 yards (tackle by Patrick Chung). Penalty on Patrick Chung: Face Mask (15 Yards), 15 yards",-0.220,1.270
4,5:53,1,10,DEN 35,21,43,Peyton Manning pass complete short left to Demaryius Thomas for 6 yards (tackle by Darrelle Revis),1.270,1.530
4,5:24,2,4,DEN 41,21,43,Peyton Manning pass complete short left to Demaryius Thomas for 9 yards (tackle by Darrelle Revis),1.530,2.260
4,4:54,1,10,,21,43,Peyton Manning pass incomplete short left intended for C.J. Anderson,2.260,1.710
4,4:50,2,10,,21,43,Peyton Manning pass incomplete deep left intended for Jacob Tamme (defended by Darrelle Revis),1.710,1.030
4,4:44,3,10,,21,43,Peyton Manning pass complete short right to Julius Thomas for 15 yards,1.030,3.250
4,4:38,1,10,NWE 35,21,43,Peyton Manning pass incomplete deep left intended for Jacob Tamme (defended by Patrick Chung),3.250,2.700
4,4:33,2,10,NWE 35,21,43,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",2.700,2.030
4,4:33,2,15,NWE 40,21,43,Peyton Manning pass complete short right to C.J. Anderson for 4 yards (tackle by Rob Ninkovich),2.030,1.880
4,3:51,3,11,NWE 36,21,43,Peyton Manning pass complete short left to Jacob Tamme for 10 yards (tackle by Malcolm Butler),1.880,1.880
4,3:10,3,11,NWE 36,21,43,Timeout #2 by New England Patriots,1.880,1.890
4,3:09,4,1,NWE 26,21,43,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,1.890,-0.670
4,3:04,1,10,NWE 26,21,43,Jonas Gray up the middle for 13 yards (tackle by Rahim Moore),0.670,1.530
4,2:20,1,10,NWE 39,21,43,Jonas Gray right guard for 2 yards (tackle by Marvin Austin),1.530,1.530
4,2:15,1,10,NWE 39,21,43,Timeout #1 by Denver Broncos,1.530,1.260
4,2:15,2,8,NWE 41,21,43,Tom Brady pass complete short left to Rob Gronkowski for 9 yards (tackle by Corey Nelson),1.260,2.260
4,2:10,1,10,,21,43,Jonas Gray right tackle for -1 yards (tackle by Malik Jackson and Corey Nelson),2.260,2.260
4,2:06,1,10,,21,43,Timeout #2 by Denver Broncos,2.260,1.580
4,2:06,2,11,NWE 49,21,43,Jonas Gray left end for 6 yards (tackle by Rahim Moore),1.580,1.690
4,2:00,3,5,DEN 45,21,43,Jonas Gray left end for -1 yards (tackle by Malik Jackson),1.690,1.690
4,1:54,3,5,DEN 45,21,43,Timeout #3 by Denver Broncos,1.690,0.200
4,1:54,4,6,DEN 46,21,43,"Ryan Allen punts 46 yards, touchback",0.200,-0.280
4,1:42,1,10,DEN 20,21,43,C.J. Anderson up the middle for 3 yards (tackle by Dominique Easley),0.280,0.140
4,1:07,2,7,DEN 23,21,43,C.J. Anderson left guard for 7 yards (tackle by Jamie Collins),0.140,0.940
4,0:28,1,10,DEN 30,21,43,C.J. Anderson right guard for 8 yards (tackle by Jamie Collins),0.940,1.470
