#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:16,NWE 30,6,1:57,19,Punt
2,1,8:59,DEN 39,4,1:50,8,Field Goal
3,1,3:54,NWE 22,12,4:35,67,Field Goal
4,2,13:34,DEN 34,4,1:53,34,Touchdown
5,2,5:25,NWE 31,3,0:39,9,Punt
6,2,2:05,NWE 43,9,1:57,57,Touchdown
7,3,15:00,NWE 20,5,1:30,26,Interception
8,3,11:06,NWE 20,12,3:20,53,Field Goal
9,3,7:31,DEN 10,1,0:04,10,Touchdown
10,3,5:50,NWE 20,14,6:53,80,Touchdown
11,4,11:20,NWE 9,3,0:57,4,Punt
12,4,8:43,NWE 48,3,2:30,5,Punt
13,4,3:04,NWE 26,6,1:22,28,Punt
