#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 20,3,2:44,3,Punt
2,1,10:19,DEN 20,3,1:20,-1,Punt
3,1,7:09,DEN 20,9,3:15,80,Touchdown
4,2,14:19,DEN 21,2,0:45,14,Interception
5,2,11:41,DEN 20,5,3:30,11,Punt
6,2,8:11,DEN 25,9,2:46,52,Missed FG
7,2,4:46,DEN 33,8,2:41,24,Downs
8,2,0:08,DEN 21,1,0:08,-1,End of Half
9,3,13:30,DEN 43,6,2:24,57,Touchdown
10,3,7:46,DEN 20,1,0:15,0,Interception
11,3,7:27,DEN 28,4,1:37,72,Touchdown
12,4,13:57,DEN 20,7,2:37,72,Downs
13,4,10:23,DEN 19,5,1:40,33,Downs
14,4,6:13,DEN 15,10,3:09,59,Downs
15,4,1:42,DEN 20,3,1:42,18,End of Game
