Quarter,Time,Tm,Detail,NYG,WAS
1.0,2:12,Giants,Robbie Gould 22 yard field goal,3,0
2.0,9:20,Giants,Rashad Jennings 2 yard rush (Robbie Gould kick),10,0
3.0,0:25,Redskins,Dustin Hopkins 32 yard field goal,10,3
4.0,8:13,Redskins,Jordan Reed 1 yard pass from Kirk Cousins (Dustin Hopkins kick),10,10
,2:12,Giants,Robbie Gould 40 yard field goal,13,10
,0:00,Giants,Trevin Wade 11 yard defensive fumble return (run failed),19,10
