Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2,8:46,2,13,DAL 22,0,0,Chad Hutchinson pass incomplete intended for James Whalen,-0.340,-1.020
2,8:41,3,13,DAL 22,0,0,Chad Hutchinson pass complete to Ken-Yon Rambo for 6 yards (tackle by Reggie Tongue),-1.020,-1.500
2,8:01,4,7,DAL 28,0,0,"Filip Filipovic punts 47 yards, returned by Bobby Engram for 11 yards (tackle by Jeff Grau)",-1.500,-1.330
2,7:49,1,10,SEA 36,0,0,Matt Hasselbeck pass complete to Mack Strong for 7 yards (tackle by Mario Edwards),1.330,1.740
2,7:22,2,3,SEA 43,0,0,Shaun Alexander middle for 1 yard (tackle by Michael Myers),1.740,1.160
2,6:42,3,2,SEA 44,0,0,Matt Hasselbeck pass complete to Koren Robinson for 15 yards (tackle by Duane Hawthorne),1.160,2.850
2,6:08,1,10,DAL 41,0,0,Shaun Alexander left tackle for 5 yards (tackle by Mario Edwards),2.850,2.980
2,5:27,2,5,DAL 36,0,0,Shaun Alexander left guard for 2 yards (tackle by Kevin Hardy and John Nix),2.980,2.540
2,4:49,3,3,DAL 34,0,0,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Derek Ross),2.540,3.840
2,4:11,1,10,DAL 26,0,0,Maurice Morris left tackle for 1 yard (tackle by Tony Dixon),3.840,3.430
2,3:36,2,9,DAL 25,0,0,"Maurice Morris left end for 10 yards (tackle by Tony Dixon). Penalty on Koren Robinson: Offensive Holding, 10 yards",3.430,3.430
2,3:08,2,9,DAL 25,0,0,Maurice Morris right tackle for 4 yards (tackle by Lynn Scott and Duane Hawthorne),3.430,3.270
2,2:26,3,5,DAL 21,0,0,Maurice Morris right guard for 5 yards (tackle by Dexter Coakley),3.270,4.510
2,2:00,1,10,DAL 16,0,0,Shaun Alexander left tackle for 10 yards (tackle by Tony Dixon),4.510,5.830
2,1:27,1,6,DAL 6,0,0,Mack Strong middle for 1 yard (tackle by Greg Ellis and La'Roi Glover),5.830,5.150
2,0:54,2,5,DAL 5,0,0,Matt Hasselbeck left end for 3 yards (tackle by Markus Steele and Ebenezer Ekuban),5.150,4.950
2,0:15,3,2,DAL 2,6,0,"Shaun Alexander left guard for 2 yards, touchdown",4.950,7.000
2,0:15,,,DAL 2,7,0,Rian Lindell kicks extra point good,0.000,0.000
2,0:15,,,SEA 30,7,0,"Rian Lindell kicks off 43 yards, returned by Brandon Noble for 16 yards (tackle by Orlando Huff)",0.000,1.800
2,0:06,1,10,DAL 43,7,0,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo,1.800,1.250
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,7,0,"Rian Lindell kicks off 64 yards, returned by Reggie Swinton for 36 yards (tackle by Willie Williams)",0.000,1.730
3,14:55,1,10,DAL 42,7,0,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Antonio Cochran),1.730,1.190
3,14:52,2,10,DAL 42,7,0,Chad Hutchinson pass complete to Joey Galloway for 5 yards (tackle by Shawn Springs),1.190,1.160
3,14:14,3,5,DAL 47,7,0,Chad Hutchinson pass incomplete intended for Michael Wiley,1.160,-0.260
3,14:09,4,5,DAL 47,7,0,"Filip Filipovic punts 26 yards, fair catch by Bobby Engram",-0.260,-0.740
3,14:02,1,10,SEA 27,7,0,Shaun Alexander left end for 9 yards (tackle by Darren Woodson),0.740,1.410
3,13:44,2,1,SEA 36,7,0,Shaun Alexander middle for 1 yard (tackle by La'Roi Glover),1.410,1.400
3,13:07,1,10,SEA 37,7,0,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Mario Edwards),1.400,0.860
3,13:02,2,10,SEA 37,7,0,Matt Hasselbeck pass incomplete intended for Darrell Jackson is intercepted by Duane Hawthorne at DAL-42 and returned for 15 yards,0.860,-2.720
3,12:50,1,10,SEA 43,7,0,Chad Hutchinson for -9 yards (tackle by Lamar King),2.720,0.960
3,12:19,2,19,DAL 48,7,0,"Chad Hutchinson pass complete to Emmitt Smith for 3 yards (tackle by Antonio Cochran). Emmitt Smith fumbles (forced by Antonio Cochran), recovered by Joey Galloway at SEA-49",0.960,0.700
3,11:29,3,16,SEA 49,7,0,Chad Hutchinson pass complete to Darnay Scott for 14 yards (tackle by Reggie Tongue),0.700,0.990
3,10:40,4,2,SEA 35,7,0,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Shawn Springs),0.990,-1.270
3,10:31,1,10,SEA 35,7,0,Shaun Alexander middle for 3 yards (tackle by Peppi Zellner and Michael Myers),1.270,1.130
3,10:00,2,7,SEA 38,7,0,Matt Hasselbeck pass complete to Mack Strong for -2 yards (tackle by Peppi Zellner),1.130,0.170
3,9:17,3,9,SEA 36,7,0,Matt Hasselbeck pass complete to Bobby Engram for 11 yards (tackle by Darren Woodson),0.170,2.060
3,8:36,1,10,SEA 47,7,0,Shaun Alexander left tackle for no gain (tackle by Peppi Zellner),2.060,1.520
3,7:51,2,10,SEA 47,7,0,Matt Hasselbeck middle for 6 yards (tackle by Peppi Zellner),1.520,1.620
3,7:08,3,4,DAL 47,7,0,"Penalty on Chris Gray: False Start, 5 yards (no play)",1.620,0.960
3,6:47,3,9,SEA 48,7,0,Matt Hasselbeck pass incomplete. Penalty on Chris Gray: Illegal Touch Pass (Declined),0.960,-0.190
3,6:34,4,9,SEA 48,7,0,"Jeff Feagles punts 52 yards, touchback",-0.190,-0.280
3,6:23,1,10,DAL 20,7,0,Emmitt Smith right end for 1 yard (tackle by Anton Palepoi),0.280,-0.130
3,5:50,2,9,DAL 21,7,0,"Penalty on Antonio Bryant: False Start, 5 yards (no play)",-0.130,-0.940
3,5:23,2,14,DAL 16,7,0,Chad Hutchinson pass incomplete intended for Joey Galloway,-0.940,-1.690
3,5:17,3,14,DAL 16,7,0,"Chad Hutchinson pass incomplete intended for Antonio Bryant. Penalty on Willie Williams: Defensive Pass Interference, 18 yards (no play)",-1.690,1.200
3,5:12,1,10,DAL 34,7,0,Emmitt Smith right tackle for 9 yards (tackle by Tim Terry),1.200,1.870
3,4:34,2,1,DAL 43,7,0,Emmitt Smith right tackle for 5 yards (tackle by Isaiah Kacyvenski),1.870,2.130
3,3:51,1,10,DAL 48,7,0,Troy Hambrick right end for -3 yards (tackle by Rocky Bernard),2.130,1.180
3,3:06,2,13,DAL 45,7,0,Chad Hutchinson pass complete to Darnay Scott for 11 yards (tackle by Chad Brown and Reggie Tongue),1.180,1.950
3,2:28,3,2,SEA 44,7,0,Emmitt Smith left guard for 8 yards (tackle by Marcus Robertson),1.950,3.180
3,1:41,1,10,SEA 36,7,0,Emmitt Smith middle for 2 yards (tackle by Lamar King),3.180,2.910
3,0:55,2,8,SEA 34,7,0,"Chad Hutchinson pass complete to Joey Galloway for 6 yards. Penalty on Antonio Bryant: Illegal Shift, 5 yards (no play)",2.910,2.230
3,0:34,2,13,SEA 39,7,6,"Chad Hutchinson pass complete to Joey Galloway for 39 yards, touchdown",2.230,7.000
3,0:34,,,SEA 39,7,7,Billy Cundiff kicks extra point good,0.000,0.000
3,0:34,,,DAL 30,7,7,"Billy Cundiff kicks off 65 yards, returned by Maurice Morris for 21 yards (tackle by Markus Steele)",0.000,0.670
3,0:20,1,10,SEA 26,7,7,Matt Hasselbeck pass complete to Koren Robinson for 8 yards (tackle by Kevin Hardy),0.670,1.210
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,SEA 34,7,7,Shaun Alexander middle for 1 yard (tackle by Darren Woodson),1.210,0.630
4,14:25,3,1,SEA 35,7,7,Mack Strong middle for 3 yards (tackle by Markus Steele),0.630,1.470
4,13:45,1,10,SEA 38,7,7,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.470,0.920
4,13:43,2,10,SEA 38,7,7,Shaun Alexander left end for 2 yards (tackle by Darren Woodson and Markus Steele),0.920,0.500
4,13:04,3,8,SEA 40,7,7,Matt Hasselbeck pass complete to Bobby Engram for 21 yards (tackle by Darren Woodson),0.500,2.980
4,12:16,1,10,DAL 39,7,7,Shaun Alexander right end for no gain (tackle by Kevin Hardy),2.980,2.440
4,11:35,2,10,DAL 39,7,7,Matt Hasselbeck pass complete to Darrell Jackson for 34 yards (tackle by Duane Hawthorne),2.440,6.060
4,11:07,1,5,DAL 5,7,7,Shaun Alexander middle for no gain (tackle by Randal Williams),6.060,5.150
4,10:24,1,5,DAL 5,,,Timeout #1 by Seattle Seahawks,6.060,5.150
4,10:24,2,5,DAL 5,7,7,Matt Hasselbeck pass incomplete intended for Itula Mili,5.150,4.260
4,10:20,3,5,DAL 5,13,7,"Shaun Alexander right guard for 5 yards, touchdown",4.260,7.000
4,10:20,,,DAL 5,14,7,Rian Lindell kicks extra point good,0.000,0.000
4,10:20,,,SEA 30,14,7,"Rian Lindell kicks off 56 yards, returned by Michael Wiley for 13 yards (tackle by D.D. Lewis)",0.000,0.740
4,10:10,1,10,DAL 27,14,7,Emmitt Smith left tackle for 3 yards (tackle by Reggie Tongue),0.740,0.600
4,9:28,2,7,DAL 30,14,7,Emmitt Smith left tackle for 11 yards (tackle by Ken Lucas),0.600,1.660
4,9:05,1,10,DAL 41,14,7,Emmitt Smith middle for -1 yards (tackle by Antonio Cochran),1.660,0.990
4,8:25,2,11,DAL 40,14,7,Chad Hutchinson pass complete to Joey Galloway for 8 yards (tackle by Chad Brown),0.990,1.360
4,8:17,3,3,DAL 48,14,7,Emmitt Smith right tackle for 14 yards (tackle by Marcus Robertson),1.360,3.050
4,7:26,1,10,SEA 38,14,7,"Chad Hutchinson pass complete to Tony McGee for 10 yards (tackle by Ken Lucas). Penalty on Anton Palepoi: Roughing the Passer, 14 yards",3.050,4.650
4,6:52,1,10,SEA 14,14,7,Emmitt Smith for 1 yard,4.650,4.160
4,6:28,2,9,SEA 13,14,7,Chad Hutchinson pass complete to Tony McGee for 12 yards (tackle by Marcus Bell),4.160,6.970
4,5:39,1,1,SEA 1,14,13,"Emmitt Smith left tackle for 1 yard, touchdown",6.970,7.000
4,5:39,,,SEA 1,14,14,"Billy Cundiff kicks extra point good. Penalty on Solomon Page: Offensive Holding, 10 yards (no play)",0.000,0.000
4,5:39,,,SEA 1,14,14,"Billy Cundiff kicks extra point good, touchdown",0.000,6.000
4,5:39,,,DAL 30,14,14,"Billy Cundiff kicks off 68 yards, returned by Maurice Morris for 24 yards (tackle by Derek Ross)",0.000,0.670
4,5:29,1,10,SEA 26,14,14,Matt Hasselbeck pass incomplete,0.670,0.130
4,5:24,2,10,SEA 26,14,14,"Matt Hasselbeck pass incomplete intended for Darrell Jackson. Penalty on Darren Woodson: Unnecessary Roughness, 15 yards, Penalty on Kevin Hardy: Defensive Offside (Declined)",0.130,1.660
4,5:20,1,10,SEA 41,14,14,Shaun Alexander left end for 2 yards (tackle by Kevin Hardy),1.660,1.390
4,4:41,2,8,SEA 43,14,14,Matt Hasselbeck pass complete to Shaun Alexander for 9 yards (tackle by Randal Williams),1.390,2.390
4,3:57,1,10,DAL 48,14,14,Maurice Morris right tackle for 3 yards (tackle by Randal Williams),2.390,2.250
4,3:22,2,7,DAL 45,14,14,Maurice Morris left end for 1 yard (tackle by Kevin Hardy and Markus Steele),2.250,1.690
4,3:12,2,7,DAL 45,,,Timeout #1 by Dallas Cowboys,2.250,1.690
4,3:12,3,6,DAL 44,14,14,"Matt Hasselbeck pass incomplete intended for Koren Robinson. Penalty on Duane Hawthorne: Defensive Pass Interference, 20 yards (no play)",1.690,3.970
4,3:07,1,10,DAL 24,14,14,Shaun Alexander left end for -4 yards (tackle by Randal Williams),3.970,2.890
4,2:59,1,10,DAL 24,,,Timeout #2 by Dallas Cowboys,3.970,2.890
4,2:59,2,14,DAL 28,14,14,Matt Hasselbeck left end for 2 yards (tackle by Kevin Hardy),2.890,2.480
4,2:50,2,14,DAL 28,,,Timeout #3 by Dallas Cowboys,2.890,2.480
4,2:50,3,12,DAL 26,14,14,Matt Hasselbeck pass complete to Shaun Alexander for 15 yards (tackle by Ebenezer Ekuban),2.480,4.840
4,2:10,1,10,DAL 11,14,14,Shaun Alexander middle for 5 yards (tackle by Kevin Hardy and Darren Woodson),4.840,5.080
4,2:00,2,5,DAL 6,14,14,Shaun Alexander right guard for 2 yards (tackle by Greg Ellis),5.080,4.670
4,1:17,3,3,DAL 4,14,14,Shaun Alexander left tackle for 2 yards (tackle by Kevin Hardy),4.670,3.250
4,0:28,3,3,DAL 4,,,Timeout #2 by Seattle Seahawks,4.670,3.250
4,0:28,4,1,DAL 2,17,14,Rian Lindell 20 yard field goal good,3.250,3.000
4,0:28,,,SEA 30,17,14,"Rian Lindell kicks off 69 yards, returned by Reggie Swinton for 25 yards (tackle by Alex Bannister)",0.000,0.670
4,0:21,1,10,DAL 26,17,14,Chad Hutchinson pass complete to Tony McGee for 13 yards (tackle by Willie Williams),0.670,1.530
4,0:04,1,10,DAL 39,17,14,Chad Hutchinson spiked the ball,1.530,0.990
4,0:04,2,10,DAL 39,17,14,Chad Hutchinson pass incomplete intended for Antonio Bryant. Penalty on Antonio Bryant: Illegal Touch Pass (Declined),0.990,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
