Quarter,Time,Tm,Detail,BUF,NWE
2.0,8:41,Bills,Rian Lindell 23 yard field goal,3,0
3.0,12:32,Patriots,Deion Branch 33 yard pass from Tom Brady (Adam Vinatieri kick),3,7
,11:09,Bills,Eric Moulds 55 yard pass from Kelly Holcomb (Rian Lindell kick),10,7
4.0,13:02,Bills,Rian Lindell 35 yard field goal,13,7
,10:07,Bills,Rian Lindell 41 yard field goal,16,7
,7:06,Patriots,Corey Dillon 1 yard rush (Adam Vinatieri kick),16,14
,5:32,Patriots,Corey Dillon 1 yard rush (Adam Vinatieri kick),16,21
