Quarter,Time,Tm,Detail,DET,GNB
1.0,4:49,Packers,Micah Hyde 55 yard punt return (Mason Crosby kick),0,7
2.0,2:24,Packers,Randall Cobb 4 yard pass from Aaron Rodgers (Mason Crosby kick),0,14
,0:24,Lions,Calvin Johnson 20 yard pass from Matthew Stafford (Matt Prater kick),7,14
3.0,7:34,Lions,Calvin Johnson 4 yard pass from Matthew Stafford (Matt Prater kick),14,14
,3:33,Packers,Randall Cobb 13 yard pass from Aaron Rodgers (Mason Crosby kick),14,21
4.0,8:45,Packers,Aaron Rodgers 1 yard rush (Mason Crosby kick),14,28
,2:32,Packers,"Safety, Intentional grounding in the end zone by Matthew Stafford.",14,30
,1:45,Lions,Theo Riddick 6 yard pass from Matthew Stafford (run failed),20,30
