0,1
Officials,Officials
Referee,Carl Cheffers
Umpire,Undrey Wash
Head Linesman,Kent Payne
Line Judge,Jeff Seeman
Back Judge,Todd Prukop
Side Judge,Laird Hayes
Field Judge,Brad Freeman
