Quarter,Time,Down,ToGo,Location,IND,OAK,Detail,EPB,EPA
2,13:55,2,7,OAK 26,10,0,Justin Fargas up the middle for 6 yards (tackle by Edward Johnson),0.340,0.430
2,13:18,3,1,OAK 32,10,0,Justin Fargas left end for 2 yards (tackle by Matt Giordano),0.430,1.200
2,12:35,1,10,OAK 34,10,0,Josh McCown pass complete short middle to Justin Griffith for 6 yards (tackle by Tyjuan Hagler),1.200,1.470
2,11:52,2,4,OAK 40,10,0,Justin Fargas left guard for 7 yards (tackle by Gary Brackett and Freddie Keiaho),1.470,2.060
2,11:11,1,10,OAK 47,10,0,Justin Fargas left guard for 5 yards (tackle by Keyunta Dawson),2.060,2.190
2,10:36,2,5,IND 48,10,0,Dominic Rhodes left end for 4 yards (tackle by Tyjuan Hagler),2.190,2.020
2,9:57,3,1,IND 44,10,0,Josh McCown up the middle for no gain (tackle by Freddie Keiaho),2.020,0.330
2,9:33,4,1,IND 44,10,0,Josh McCown up the middle for 1 yard,0.330,2.720
2,8:49,1,10,IND 43,10,0,Josh McCown pass incomplete deep middle intended for Ronald Curry (defended by Matt Giordano),2.720,2.180
2,8:41,2,10,IND 43,10,0,Josh McCown pass complete to Jerry Porter for 9 yards (tackle by Marlin Jackson),2.180,2.680
2,8:02,3,1,IND 34,10,0,Justin Fargas right tackle for 3 yards (tackle by Kelvin Hayden),2.680,3.510
2,7:23,1,10,IND 31,10,0,Justin Fargas left tackle for 7 yards (tackle by Josh Thomas),3.510,3.910
2,6:44,2,3,IND 24,10,0,Josh McCown pass complete to Jerry Porter for 9 yards (tackle by Marlin Jackson),3.910,4.580
2,6:06,1,10,IND 15,10,0,"Josh McCown up the middle for 5 yards (tackle by Edward Johnson). Penalty on Cooper Carlisle: Offensive Holding, 10 yards (no play)",4.580,3.910
2,5:35,1,20,IND 25,10,0,Josh McCown right end for 10 yards (tackle by Kelvin Hayden),3.910,3.950
2,4:48,2,10,IND 15,10,0,Justin Fargas up the middle for 5 yards (tackle by Tyjuan Hagler),3.950,4.000
2,4:03,3,5,IND 10,10,0,Josh McCown pass complete short middle to Jerry Porter for 7 yards (tackle by Dan Klecko),4.000,6.510
2,3:18,1,3,IND 3,10,0,Josh McCown pass incomplete,6.510,5.530
2,3:11,2,3,IND 3,10,6,"Josh McCown pass complete short left to Ronald Curry for 3 yards, touchdown",5.530,7.000
2,,,,IND 2,10,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,7,"Sebastian Janikowski kicks off 68 yards, returned by T.J. Rushing for 20 yards (tackle by Sam Williams). T.J. Rushing fumbles (forced by Sam Williams), recovered by Ramon Guzman at IND-22 and returned for 13 yards",0.000,1.270
2,2:55,1,10,IND 35,10,7,Peyton Manning pass complete to Devin Aromashodu for 9 yards (tackle by Stanford Routt),1.270,1.940
2,2:31,2,1,IND 44,10,7,Joseph Addai right end for 4 yards (tackle by Gerard Warren),1.940,2.130
2,2:07,1,10,IND 48,10,7,Peyton Manning pass incomplete deep left intended for Devin Aromashodu,2.130,1.580
2,1:59,2,10,IND 48,10,7,Peyton Manning sacked by Derrick Burgess for -6 yards,1.580,0.100
2,1:33,3,16,IND 42,10,7,Peyton Manning pass incomplete intended for Devin Aromashodu is intercepted by Thomas Howard at OAK-45 and returned for 1 yard (tackle by Reggie Wayne),0.100,-1.990
2,1:25,1,10,OAK 46,10,7,Josh McCown pass incomplete short left intended for Jerry Porter,1.990,1.450
2,1:20,2,10,OAK 46,10,7,Dominic Rhodes left tackle for 7 yards (tackle by Keyunta Dawson),1.450,1.690
2,0:56,3,3,IND 47,10,7,Josh McCown pass incomplete intended for Dominic Rhodes,1.690,0.130
2,0:51,4,3,IND 47,10,7,"Shane Lechler punts 42 yards, fair catch by T.J. Rushing",0.130,0.380
2,0:43,1,10,IND 5,10,7,Joseph Addai right tackle for 5 yards (tackle by Thomas Howard),-0.380,-0.420
2,0:37,,,,10,7,Timeout #1 by Oakland Raiders,0.000,-0.420
2,0:37,2,5,IND 10,10,7,Peyton Manning sacked by Gerard Warren for -1 yards,-0.420,-0.950
2,0:30,,,,10,7,Timeout #2 by Oakland Raiders,0.000,-0.950
2,0:30,3,6,IND 9,10,7,Peyton Manning pass incomplete intended for Dallas Clark (defended by Chris Johnson),-0.950,-2.490
2,0:26,4,6,IND 9,10,7,"Hunter Smith punts 49 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Tim Jennings)",-2.490,-1.800
2,0:15,1,10,OAK 43,10,7,Josh McCown pass complete short left to Dominic Rhodes for no gain,1.800,1.250
2,0:06,,,,10,7,Timeout #3 by Oakland Raiders,0.000,1.250
2,0:06,2,10,OAK 43,10,7,Josh McCown pass incomplete intended for Dominic Rhodes,1.250,0.560
2,0:01,3,10,OAK 43,10,7,"Josh McCown up the middle for 5 yards, lateral to Dominic Rhodes for no gain. Dominic Rhodes fumbles, recovered by Dominic Rhodes at OAK-48",0.560,-0.190
Quarter,Time,Down,ToGo,Location,IND,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,7,"Adam Vinatieri kicks off 66 yards, returned by Chris Carr for 22 yards (tackle by Luke Lawton)",0.000,0.000
3,,,,,10,7,--,0.000,0.670
3,14:56,1,10,OAK 26,10,7,Justin Fargas right end for 4 yards (tackle by Tyjuan Hagler),0.670,0.670
3,14:21,2,6,OAK 30,10,7,Dominic Rhodes right end for 7 yards (tackle by Gary Brackett),0.670,1.400
3,13:42,1,10,OAK 37,10,7,Dominic Rhodes left tackle for no gain (tackle by Josh Thomas),1.400,0.860
3,13:06,2,10,OAK 37,10,7,JaMarcus Russell pass incomplete short left intended for Zach Miller,0.860,0.170
3,13:01,3,10,OAK 37,10,7,JaMarcus Russell pass incomplete short middle intended for Chris McFoy,0.170,-0.910
3,12:56,4,10,OAK 37,10,7,"Shane Lechler punts 47 yards, fair catch by T.J. Rushing",-0.910,0.140
3,12:48,1,10,IND 16,10,7,Peyton Manning pass complete to Joseph Addai for 10 yards,-0.140,0.670
3,12:13,1,10,IND 26,10,7,"Joseph Addai right tackle for -1 yards (tackle by Michael Huff). Penalty on Michael Huff: Tripping, 10 yards",0.670,1.270
3,11:50,1,10,IND 35,10,7,Peyton Manning pass incomplete intended for Dallas Clark,1.270,0.720
3,11:46,2,10,IND 35,10,7,Peyton Manning pass complete to Joseph Addai for 9 yards (tackle by Gerard Warren),0.720,1.220
3,11:30,3,1,IND 44,10,7,Peyton Manning pass complete to Ben Utecht for 22 yards (tackle by Hiram Eugene),1.220,3.310
3,10:55,1,10,OAK 34,10,7,Kenton Keith up the middle for 8 yards (tackle by Warren Sapp and Michael Huff),3.310,3.850
3,10:22,2,2,OAK 26,10,7,Peyton Manning pass complete to Anthony Gonzalez for 23 yards (tackle by Fabian Washington),3.850,6.510
3,9:38,1,3,OAK 3,10,7,"Peyton Manning pass incomplete intended for Devin Aromashodu. Penalty on Chris Carr: Defensive Holding, 2 yards (no play)",6.510,6.970
3,9:34,1,1,OAK 1,10,7,Kenton Keith right tackle for no gain (tackle by Jay Richardson and Ricky Brown),6.970,5.910
3,8:57,2,1,OAK 1,10,7,Joseph Addai up the middle for no gain (tackle by Sam Williams),5.910,5.170
3,8:18,3,1,OAK 1,10,7,Peyton Manning pass incomplete intended for Dallas Clark,5.170,3.550
3,8:09,4,1,OAK 1,13,7,Adam Vinatieri 19 yard field goal good,3.550,3.000
3,,,,IND 30,,,"Adam Vinatieri kicks off 68 yards, returned by Chris Carr for 36 yards (tackle by Brandon Archer)",,
3,7:59,1,10,OAK 38,13,7,JaMarcus Russell pass complete short right to Justin Griffith for 6 yards (tackle by Freddie Keiaho),1.470,1.730
3,7:22,2,4,OAK 44,13,7,Justin Fargas left tackle for -1 yards (tackle by Josh Thomas and Jeff Charleston),1.730,0.890
3,6:44,3,5,OAK 43,13,7,JaMarcus Russell pass incomplete intended for Jerry Porter,0.890,-0.520
3,6:39,4,5,OAK 43,13,7,"Shane Lechler punts 57 yards, touchback",-0.520,-0.280
3,6:31,1,10,IND 20,13,7,Peyton Manning pass complete deep middle to Reggie Wayne for 31 yards (tackle by Chris Carr),0.280,2.320
3,5:54,1,10,OAK 49,13,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.320,1.780
3,5:48,2,10,OAK 49,13,7,Peyton Manning pass incomplete intended for Dallas Clark (defended by Kirk Morrison),1.780,1.090
3,5:43,3,10,OAK 49,13,7,Peyton Manning pass complete to Joseph Addai for 5 yards (tackle by Chris Carr),1.090,0.330
3,5:09,4,5,OAK 44,13,7,"Hunter Smith punts 30 yards, fair catch by Johnnie Lee Higgins",0.330,0.280
3,5:02,1,10,OAK 14,13,7,JaMarcus Russell pass complete to Justin Griffith for 4 yards (tackle by Tyjuan Hagler),-0.280,-0.210
3,4:25,2,6,OAK 18,13,7,Justin Fargas right tackle for 4 yards (tackle by Gary Brackett),-0.210,-0.440
3,3:47,3,2,OAK 22,13,7,Justin Fargas up the middle for 1 yard (tackle by Freddie Keiaho and Quinn Pitcock),-0.440,-1.830
3,3:13,4,1,OAK 23,13,7,"Shane Lechler punts 49 yards, returned by T.J. Rushing for 4 yards (tackle by Jon Condo)",-1.830,-1.070
3,3:01,1,10,IND 32,13,7,Peyton Manning pass incomplete intended for Bryan Fletcher,1.070,0.530
3,2:57,2,10,IND 32,13,7,Peyton Manning pass incomplete deep right intended for Anthony Gonzalez,0.530,-0.160
3,2:53,3,10,IND 32,13,7,Peyton Manning sacked by Chris Clemons for -5 yards,-0.160,-1.570
3,2:22,4,15,IND 27,13,7,"Hunter Smith punts 44 yards, returned by Johnnie Lee Higgins for 11 yards (tackle by Justin Snow)",-1.570,-1.600
3,2:09,1,10,OAK 40,13,7,Josh McCown pass complete middle to Zach Miller for 12 yards (tackle by Freddie Keiaho),1.600,2.390
3,1:32,1,10,IND 48,13,7,Justin Fargas right tackle for 2 yards (tackle by Freddie Keiaho),2.390,2.120
3,0:58,2,8,IND 46,13,7,Justin Fargas right tackle for 9 yards (tackle by Jeff Charleston and Freddie Keiaho),2.120,3.120
3,0:18,1,10,IND 37,13,7,Justin Fargas left guard for 6 yards (tackle by Josh Thomas),3.120,3.380
Quarter,Time,Down,ToGo,Location,IND,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,IND 31,13,7,Justin Fargas right tackle for no gain (tackle by Gary Brackett),3.380,2.680
4,14:19,3,4,IND 31,13,7,Josh McCown pass complete to Ronald Curry for 10 yards (tackle by Tim Jennings),2.680,4.170
4,13:52,1,10,IND 21,13,7,Justin Griffith up the middle for 3 yards (tackle by Gary Brackett),4.170,4.040
4,13:12,2,7,IND 18,13,7,Josh McCown pass complete to Justin Griffith for 5 yards (tackle by Freddie Keiaho),4.040,4.240
4,12:39,3,2,IND 13,13,7,Justin Fargas right end for 3 yards (tackle by Matt Giordano),4.240,4.910
4,11:57,1,10,IND 10,13,7,"Josh McCown pass incomplete short right intended for Jerry Porter. Penalty on Quinn Pitcock: Unnecessary Roughness, 5 yards",4.910,6.060
4,11:47,1,5,IND 5,13,7,"Justin Fargas up the middle for 2 yards (tackle by Kelvin Hayden). Justin Fargas fumbles (forced by Kelvin Hayden), recovered by Cooper Carlisle at IND-1",6.060,5.910
4,11:14,2,1,IND 1,13,7,Justin Fargas up the middle for -1 yards (tackle by Jeff Charleston and Tyjuan Hagler),5.910,4.950
4,10:33,3,2,IND 2,13,13,"Justin Fargas right tackle for 2 yards, touchdown",4.950,7.000
4,,,,IND 2,13,14,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,13,14,"Sebastian Janikowski kicks off 68 yards, returned by T.J. Rushing for 17 yards (tackle by Isaiah Ekejiuba). Penalty on IND: Offensive Holding, 10 yards",0.000,-0.380
4,10:24,1,10,IND 9,13,14,Peyton Manning pass complete to Joseph Addai for 5 yards (tackle by Thomas Howard),-0.380,-0.390
4,10:02,2,5,IND 14,13,14,Peyton Manning pass complete to Anthony Gonzalez for 2 yards (tackle by Fabian Washington),-0.390,-0.600
4,9:28,3,3,IND 16,13,14,Peyton Manning pass complete to Reggie Wayne for 19 yards (tackle by Nnamdi Asomugha),-0.600,1.270
4,9:15,1,10,IND 35,13,14,Joseph Addai right tackle for 3 yards (tackle by Michael Huff),1.270,1.130
4,8:44,2,7,IND 38,13,14,Peyton Manning pass complete to Dallas Clark for 9 yards (tackle by Nnamdi Asomugha),1.130,2.060
4,8:19,1,10,IND 47,13,14,Peyton Manning pass complete to Anthony Gonzalez for 9 yards (tackle by Fabian Washington),2.060,2.730
4,7:47,2,1,OAK 44,13,14,Joseph Addai left end for 12 yards (tackle by Chris Carr),2.730,3.450
4,7:01,1,10,OAK 32,13,14,Joseph Addai up the middle for no gain (tackle by Gerard Warren and Tyler Brayton),3.450,2.900
4,6:23,2,10,OAK 32,13,14,Peyton Manning pass complete middle to Joseph Addai for 4 yards (tackle by Thomas Howard),2.900,2.740
4,6:06,3,6,OAK 28,13,14,"Joseph Addai right end for 5 yards (tackle by Fabian Washington). Penalty on OAK: Defensive Offside, 5 yards (no play)",2.740,3.400
4,5:41,3,1,OAK 23,13,14,Kenton Keith up the middle for 3 yards (tackle by Warren Sapp),3.400,4.240
4,4:57,1,10,OAK 20,19,14,"Peyton Manning pass complete short right to Anthony Gonzalez for 20 yards, touchdown",4.240,7.000
4,,,,,21,14,"Two Point Attempt: Joseph Addai up the middle, conversion succeeds",1.000,1.000
4,,,,IND 30,21,14,"Adam Vinatieri kicks off 60 yards, returned by Chris Carr for 35 yards (tackle by Ramon Guzman)",0.000,1.930
4,4:42,1,10,OAK 45,21,14,Josh McCown pass complete to Jerry Porter for 7 yards (tackle by Matt Giordano),1.930,2.330
4,4:07,2,3,IND 48,21,14,Dominic Rhodes left tackle for 3 yards (tackle by Josh Thomas),2.330,2.590
4,3:27,1,10,IND 45,21,14,Josh McCown pass complete to Dominic Rhodes for 9 yards (tackle by Freddie Keiaho),2.590,3.260
4,2:48,2,1,IND 36,21,14,Dominic Rhodes right end for 19 yards (tackle by Matt Giordano),3.260,4.440
4,2:40,1,10,IND 17,21,14,Josh McCown pass incomplete deep left intended for Jerry Porter,4.440,3.850
4,2:34,2,10,IND 17,21,14,Dominic Rhodes left end for 1 yard (tackle by Bob Sanders),3.850,3.190
4,2:00,3,9,IND 16,21,14,Josh McCown pass incomplete deep right intended for Jerry Porter,3.190,2.380
4,1:54,4,9,IND 16,21,14,Josh McCown pass incomplete short right intended for Jerry Porter,2.380,0.140
4,1:50,1,10,IND 16,21,14,Joseph Addai right tackle for 5 yards (tackle by Nnamdi Asomugha),-0.140,0.150
4,1:44,,,,21,14,Timeout #1 by Oakland Raiders,0.000,0.150
4,1:44,2,5,IND 21,21,14,Joseph Addai up the middle for 12 yards (tackle by Derrick Burgess),0.150,1.140
4,1:36,,,,21,14,Timeout #2 by Oakland Raiders,0.000,1.140
4,1:36,1,10,IND 33,21,14,Peyton Manning kneels for -1 yards,1.140,0.460
4,1:33,,,,21,14,Timeout #3 by Oakland Raiders,0.000,0.460
4,1:33,2,11,IND 32,21,14,Joseph Addai up the middle for 2 yards (tackle by Kirk Morrison),0.460,0.040
4,0:50,3,9,IND 34,21,14,Joseph Addai right guard for 1 yard (tackle by Kirk Morrison and Derrick Burgess),0.040,-1.040
4,0:05,4,8,IND 35,21,14,Peyton Manning pass incomplete intended for Reggie Wayne,-1.040,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
