Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Myles Gaskin,MIA,23,89,0,4,56,2.4,33,1.4,1,23.0
Duke Johnson,MIA,4,18,0,,10,2.5,8,2.0,0,
Tua Tagovailoa,MIA,3,6,0,0,4,1.3,2,0.7,0,
Patrick Laird,MIA,1,4,0,0,2,2.0,2,2.0,0,
Jaylen Waddle,MIA,1,1,1,1,1,1.0,0,0.0,0,
Albert Wilson,MIA,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,9,63,0,2,7,0.8,56,6.2,1,9.0
Tevin Coleman,NYJ,5,16,0,,9,1.8,7,1.4,1,5.0
Joe Flacco,NYJ,2,3,0,1,1,0.5,2,1.0,0,
Ty Johnson,NYJ,1,5,0,1,1,1.0,4,4.0,0,
Elijah Moore,NYJ,1,15,0,1,11,11.0,4,4.0,0,
