Quarter,Time,Tm,Detail,MIA,NYJ
1.0,9:04,Dolphins,Jaylen Waddle 1 yard rush (Jason Sanders kick),7,0
,3:00,Jets,Jamison Crowder 2 yard pass from Joe Flacco (Matt Ammendola kick),7,7
3.0,9:06,Dolphins,Mack Hollins 65 yard pass from Tua Tagovailoa (Jason Sanders kick),14,7
,2:59,Jets,Elijah Moore 62 yard pass from Joe Flacco (Matt Ammendola kick),14,14
4.0,10:15,Dolphins,Myles Gaskin 5 yard pass from Tua Tagovailoa (Jason Sanders kick),21,14
,1:57,Dolphins,Jason Sanders 24 yard field goal,24,14
,0:15,Jets,Matt Ammendola 35 yard field goal,24,17
