Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
1,6:37,2,9,JAX 13,0,0,Lamar Jackson pass incomplete short right intended for Isaiah Likely,4.160,3.260
1,6:30,3,9,JAX 13,0,0,"Lamar Jackson pass incomplete short right. Penalty on Lamar Jackson: Intentional Grounding, 12 yards (accepted)",3.260,1.800
1,6:26,4,21,JAX 25,3,0,Justin Tucker 43 yard field goal good,1.800,3.000
1,6:21,,,BAL 35,3,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,6:21,1,10,JAX 25,3,0,Travis Etienne right guard for 7 yards (tackle by Michael Pierce),0.610,1.010
1,5:46,2,3,JAX 32,3,0,Travis Etienne up the middle for 5 yards (tackle by Odafe Oweh),1.010,1.400
1,5:18,1,10,JAX 37,3,0,Trevor Lawrence pass complete deep middle to Luke Farrell for 28 yards (tackle by Marcus Williams),1.400,3.250
1,4:38,1,10,BAL 35,3,0,Tank Bigsby up the middle for -2 yards (tackle by Kyle Hamilton),3.250,2.430
1,3:53,2,12,BAL 37,3,0,Trevor Lawrence pass incomplete short left intended for Travis Etienne,2.430,1.750
1,3:49,3,12,BAL 37,3,0,Trevor Lawrence pass complete short left to Jamal Agnew for 5 yards (tackle by Marcus Williams),1.750,1.240
1,3:07,4,7,BAL 32,3,0,Brandon McManus 50 yard field goal no good,1.240,-1.600
1,3:03,1,10,BAL 40,3,0,Lamar Jackson up the middle for 2 yards (tackle by Rayshawn Jenkins),1.600,1.320
1,2:21,2,8,BAL 42,3,0,Lamar Jackson up the middle for 1 yard (tackle by DaVon Hamilton),1.320,0.760
1,1:55,3,7,BAL 43,3,0,Lamar Jackson sacked by Travon Walker for -15 yards,0.760,-1.500
1,1:12,4,22,BAL 28,3,0,"Jordan Stout punts 51 yards, returned by Jamal Agnew for 17 yards (tackle by Tyler Ott and Malik Harrison)",-1.500,-1.470
1,0:59,1,10,JAX 38,3,0,Trevor Lawrence pass complete short right to Parker Washington for 5 yards (tackle by Marlon Humphrey),1.470,1.600
1,0:15,2,5,JAX 43,3,0,Travis Etienne left guard for 7 yards (tackle by Kyle Hamilton),1.600,2.260
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 50,3,0,Trevor Lawrence pass complete short right to Zay Jones for 9 yards,2.260,2.930
2,14:24,2,1,BAL 41,3,0,D'Ernest Johnson right end for 1 yard (tackle by Odafe Oweh and Patrick Queen),2.930,2.920
2,13:53,1,10,BAL 40,3,0,D'Ernest Johnson right end for 4 yards (tackle by Jadeveon Clowney and Roquan Smith),2.920,2.910
2,13:15,2,6,BAL 36,3,0,Trevor Lawrence pass incomplete short right intended for Travis Etienne,2.910,2.210
2,13:11,3,6,BAL 36,3,0,Trevor Lawrence pass incomplete deep right intended for Calvin Ridley,2.210,0.880
2,13:06,4,6,BAL 36,3,0,Brandon McManus 55 yard field goal no good,0.880,-1.930
2,13:01,1,10,BAL 45,3,0,Lamar Jackson pass complete short left to Gus Edwards for 11 yards (tackle by Montaric Brown and Devin Lloyd),1.930,2.650
2,12:24,1,10,JAX 44,3,0,Gus Edwards up the middle for 6 yards (tackle by Josh Allen and Foyesade Oluokun),2.650,2.920
2,11:48,2,4,JAX 38,3,0,Lamar Jackson pass short middle intended for Nelson Agholor is intercepted by Rayshawn Jenkins at JAC-30 and returned for 18 yards (tackle by John Simpson),2.920,-2.130
2,11:37,1,10,JAX 48,3,0,Trevor Lawrence pass complete short left to Calvin Ridley for -1 yards (tackle by Brandon Stephens),2.130,1.450
2,10:59,2,11,JAX 47,3,0,Trevor Lawrence pass complete short left to Evan Engram for 5 yards (tackle by Roquan Smith),1.450,1.420
2,10:25,3,6,BAL 48,3,0,Trevor Lawrence pass complete short right to Evan Engram for 4 yards (tackle by Roquan Smith),1.420,0.330
2,9:39,4,2,BAL 44,3,0,Trevor Lawrence pass complete short left to Calvin Ridley for 13 yards (tackle by Kyle Hamilton),0.330,3.510
2,9:04,1,10,BAL 31,3,0,Travis Etienne left guard for no gain (tackle by Jadeveon Clowney and Michael Pierce),3.510,2.970
2,8:20,2,10,BAL 31,3,0,Trevor Lawrence pass complete short right to Calvin Ridley for 9 yards (tackle by Marlon Humphrey),2.970,3.470
2,7:38,3,1,BAL 22,3,0,Trevor Lawrence pass complete short left to Zay Jones for 6 yards (tackle by Marcus Williams),3.470,4.510
2,7:06,1,10,BAL 16,3,0,Travis Etienne right end for -2 yards (tackle by Brent Urban),4.510,3.640
2,6:23,2,12,BAL 18,3,0,"Penalty on Evan Engram: False Start, 5 yards (accepted) (no play)",3.640,3.010
2,5:58,2,17,BAL 23,3,0,Trevor Lawrence pass incomplete short left intended for Parker Washington,3.010,2.340
2,5:53,3,17,BAL 23,3,0,"Trevor Lawrence scrambles left end for 3 yards. Trevor Lawrence fumbles, recovered by Arthur Maulet at BAL-19 and returned for 21 yards (tackle by Travis Etienne)",2.340,-1.600
2,5:42,1,10,BAL 40,3,0,Lamar Jackson pass incomplete short middle intended for Justice Hill (defended by Roy Robertson-Harris),1.600,1.050
2,5:37,2,10,BAL 40,3,0,Lamar Jackson pass complete short right to Keaton Mitchell for no gain (tackle by Devin Lloyd),1.050,0.370
2,5:00,3,10,BAL 40,3,0,Lamar Jackson pass complete short right to Rashod Bateman for 12 yards (tackle by Andrew Wingard),0.370,2.390
2,4:13,1,10,JAX 48,3,0,Lamar Jackson right end for 7 yards (tackle by Rayshawn Jenkins),2.390,2.790
2,3:33,2,3,JAX 41,3,0,"Justice Hill up the middle for 1 yard (tackle by Andrew Wingard). Penalty on Ronnie Stanley: Offensive Holding, 10 yards (accepted)",2.790,1.580
2,3:00,2,12,JAX 50,3,0,Lamar Jackson pass complete short right to Isaiah Likely for 6 yards (tackle by Montaric Brown),1.580,1.690
2,2:16,3,6,JAX 44,3,0,Lamar Jackson pass complete short middle to Odell Beckham for 14 yards (tackle by Montaric Brown),1.690,3.580
2,2:00,1,10,JAX 30,3,0,Lamar Jackson pass incomplete short left intended for Rashod Bateman,3.580,3.030
2,1:55,2,10,JAX 30,3,0,Lamar Jackson scrambles up the middle for 9 yards (tackle by Josh Allen),3.030,3.530
2,1:43,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:43,3,1,JAX 21,3,0,Gus Edwards up the middle for 4 yards (tackle by DaVon Hamilton and Rayshawn Jenkins),3.530,4.440
2,1:37,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:37,1,10,JAX 17,3,0,Lamar Jackson pass complete short left to Charlie Kolar for 15 yards (tackle by Andrew Wingard),4.440,6.740
2,1:31,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,1:31,1,2,JAX 2,3,0,"Gus Edwards up the middle for 1 yard (tackle by Travon Walker and DaVon Hamilton). Penalty on John Simpson: Unnecessary Roughness / Offense, 15 yards (accepted)",6.740,3.340
2,1:18,2,16,JAX 16,9,0,"Lamar Jackson pass complete deep right to Isaiah Likely for 16 yards, touchdown",3.340,7.000
2,1:12,,,JAX 15,10,0,Justin Tucker kicks extra point good,0.000,0.000
2,1:12,,,BAL 35,10,0,"Justin Tucker kicks off 53 yards, returned by Jamal Agnew for 29 yards (tackle by Arthur Maulet)",0.000,1.660
2,1:04,1,10,JAX 41,10,0,Trevor Lawrence pass incomplete deep left intended for Zay Jones,1.660,1.120
2,0:57,2,10,JAX 41,10,0,Trevor Lawrence pass complete short left to Calvin Ridley for 11 yards (tackle by Brandon Stephens),1.120,2.390
2,0:39,1,10,BAL 48,10,0,"Trevor Lawrence pass incomplete short left intended for Zay Jones. Penalty on Brandon Stephens: Defensive Pass Interference, 8 yards (accepted) (no play)",2.390,2.920
2,0:35,1,10,BAL 40,10,0,Trevor Lawrence pass complete short right to Zay Jones for 4 yards (tackle by Kyle Hamilton),2.920,2.910
2,0:30,2,6,BAL 36,10,0,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",2.910,2.240
2,0:30,2,11,BAL 41,10,0,Trevor Lawrence pass complete deep left to Zay Jones for 36 yards (tackle by Brandon Stephens),2.240,6.060
2,0:11,1,5,BAL 5,10,0,Trevor Lawrence pass complete short left to Parker Washington for 1 yard (tackle by Marcus Williams),6.060,5.340
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,10,0,Lamar Jackson scrambles left end for 6 yards (tackle by Foyesade Oluokun),0.610,0.870
3,14:17,2,4,BAL 31,10,0,Lamar Jackson scrambles left guard for 3 yards (tackle by Travon Walker),0.870,0.560
3,13:55,3,1,BAL 34,10,0,Keaton Mitchell up the middle for 2 yards (tackle by Roy Robertson-Harris),0.560,1.330
3,13:18,1,10,BAL 36,10,0,Lamar Jackson pass incomplete deep left intended for Odell Beckham,1.330,0.790
3,13:11,2,10,BAL 36,10,0,Lamar Jackson up the middle for 12 yards (tackle by Foyesade Oluokun),0.790,2.130
3,12:30,1,10,BAL 48,10,0,Gus Edwards up the middle for no gain (tackle by K'Lavon Chaisson),2.130,1.580
3,11:48,2,10,BAL 48,10,0,"Penalty on Morgan Moses: False Start, 4 yards (accepted) (no play)",1.580,1.040
3,11:35,2,14,BAL 44,10,0,Lamar Jackson pass complete short right to Zay Flowers for 7 yards (tackle by Montaric Brown),1.040,1.290
3,10:53,3,7,JAX 49,10,0,Lamar Jackson sacked by Rayshawn Jenkins for -8 yards,1.290,-0.520
3,10:23,4,15,BAL 43,10,0,"Jordan Stout punts 45 yards out of bounds. Penalty on Antonio Johnson: Defensive Offside, 5 yards (declined)",-0.520,0.350
3,10:14,1,10,JAX 12,10,0,Travis Etienne left end for no gain (tackle by Kyle Van Noy and Geno Stone),-0.350,-0.780
3,9:33,2,10,JAX 12,10,0,Trevor Lawrence pass complete short right to Evan Engram for 8 yards (tackle by Roquan Smith),-0.780,-0.480
3,8:52,3,2,JAX 20,10,0,Trevor Lawrence pass complete short middle to Evan Engram for 11 yards (tackle by Patrick Queen and Roquan Smith),-0.480,1.000
3,8:07,1,10,JAX 31,10,0,Trevor Lawrence pass complete short right to Zay Jones for 4 yards (tackle by Kyle Hamilton),1.000,1.000
3,7:26,2,6,JAX 35,10,6,"Trevor Lawrence pass complete deep left to Jamal Agnew for 65 yards, touchdown",1.000,7.000
3,7:15,,,BAL 15,10,7,Brandon McManus kicks extra point good,0.000,0.000
3,7:15,,,JAX 35,10,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,7:15,1,10,BAL 25,10,7,Keaton Mitchell left guard for 5 yards (tackle by Foyesade Oluokun),0.610,0.740
3,6:33,2,5,BAL 30,10,7,Lamar Jackson scrambles up the middle for 7 yards (tackle by Jeremiah Ledbetter),0.740,1.400
3,6:01,1,10,BAL 37,10,7,Keaton Mitchell right guard for 10 yards (tackle by Darious Williams),1.400,2.060
3,5:21,1,10,BAL 47,10,7,Keaton Mitchell up the middle for 12 yards (tackle by Foyesade Oluokun),2.060,2.850
3,4:57,1,10,JAX 41,10,7,Lamar Jackson up the middle for 3 yards (tackle by Andrew Wingard),2.850,2.710
3,4:32,2,7,JAX 38,10,7,Lamar Jackson pass incomplete short left intended for Zay Flowers,2.710,2.020
3,4:27,3,7,JAX 38,10,7,Lamar Jackson pass incomplete deep right intended for Rashod Bateman,2.020,0.720
3,4:22,4,7,JAX 38,10,7,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",0.720,0.400
3,4:22,4,12,JAX 43,10,7,Jordan Stout punts 33 yards out of bounds,0.400,0.380
3,4:14,1,10,JAX 10,10,7,Travis Etienne right end for 3 yards (tackle by Kyle Van Noy),-0.380,-0.560
3,3:36,2,7,JAX 13,10,7,Trevor Lawrence pass complete short middle to Travis Etienne for 4 yards (tackle by Roquan Smith),-0.560,-0.600
3,2:52,3,3,JAX 17,10,7,"Penalty on Walker Little: False Start, 5 yards (accepted) (no play)",-0.600,-1.190
3,2:30,3,8,JAX 12,10,7,"Trevor Lawrence pass incomplete short left. Penalty on Trevor Lawrence: Intentional Grounding, 11 yards (accepted)",-1.190,-2.490
3,2:26,4,19,JAX 1,10,7,"Logan Cooke punts 60 yards, returned by Tylan Wallace for 3 yards (tackle by Daniel Thomas)",-2.490,-1.730
3,2:15,1,10,BAL 42,10,7,Keaton Mitchell right end for 24 yards (tackle by Andrew Wingard),1.730,3.310
3,1:36,1,10,JAX 34,10,7,Keaton Mitchell right guard for 4 yards (tackle by Folorunso Fatukasi),3.310,3.310
3,0:58,2,6,JAX 30,10,7,Lamar Jackson pass complete deep left to Isaiah Likely for 26 yards (tackle by Darious Williams and Andrew Wingard),3.310,6.280
3,0:14,1,4,JAX 4,10,7,Gus Edwards right end for 3 yards (tackle by Tyler Lacy and Devin Lloyd),6.280,5.910
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,JAX 1,16,7,"Gus Edwards up the middle for 1 yard, touchdown",5.910,7.000
4,14:58,,,JAX 15,17,7,Justin Tucker kicks extra point good,0.000,0.000
4,14:58,,,BAL 35,17,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,14:58,1,10,JAX 25,17,7,Travis Etienne left guard for 1 yard (tackle by Marlon Humphrey),0.610,0.200
4,14:22,2,9,JAX 26,17,7,Trevor Lawrence pass complete short right to Calvin Ridley for 7 yards (tackle by Marlon Humphrey),0.200,0.430
4,13:44,3,2,JAX 33,17,7,Trevor Lawrence pass incomplete short right intended for Evan Engram,0.430,-1.180
4,13:41,4,2,JAX 33,17,7,"Logan Cooke punts 43 yards, fair catch by Tylan Wallace at BAL-24",-1.180,-0.540
4,13:32,1,10,BAL 24,17,7,Keaton Mitchell right end for 13 yards (tackle by Andrew Wingard),0.540,1.400
4,13:15,1,10,BAL 37,17,7,Justice Hill up the middle for 5 yards (tackle by Devin Lloyd),1.400,1.530
4,12:39,2,5,BAL 42,17,7,Lamar Jackson pass complete short right to Isaiah Likely for 4 yards (tackle by Montaric Brown),1.530,1.360
4,12:07,3,1,BAL 46,17,7,Lamar Jackson up the middle for no gain (tackle by Jeremiah Ledbetter) (no play),1.360,2.390
4,11:36,1,10,JAX 48,17,7,Justice Hill left end for 8 yards (tackle by Devin Lloyd),2.390,2.930
4,11:00,2,2,JAX 40,17,7,Lamar Jackson right end for 15 yards (tackle by Darious Williams),2.930,3.910
4,10:26,1,10,JAX 25,17,7,Gus Edwards right guard for 20 yards (tackle by Rayshawn Jenkins),3.910,6.060
4,9:37,1,5,JAX 5,17,7,Gus Edwards up the middle for 1 yard (tackle by Devin Lloyd and Travon Walker),6.060,5.340
4,8:56,2,4,JAX 4,17,7,Lamar Jackson sacked by Adam Gotsis for -3 yards,5.340,3.810
4,8:10,3,7,JAX 7,17,7,Lamar Jackson pass incomplete short left intended for Rashod Bateman,3.810,2.970
4,8:03,4,7,JAX 7,20,7,Justin Tucker 26 yard field goal good,2.970,3.000
4,8:00,,,BAL 35,20,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,8:00,1,10,JAX 25,20,7,Trevor Lawrence pass incomplete deep right intended for Zay Jones,0.610,0.060
4,7:52,2,10,JAX 25,20,7,Trevor Lawrence pass incomplete deep middle intended for Calvin Ridley,0.060,-0.620
4,7:47,3,10,JAX 25,20,7,"Trevor Lawrence sacked by Justin Madubuike for -6 yards. Trevor Lawrence fumbles (forced by Justin Madubuike), recovered by Patrick Queen at JAC-19 (tackle by Justin Madubuike)",-0.620,-4.310
4,7:36,1,10,JAX 19,20,7,Gus Edwards left end for no gain (tackle by Devin Lloyd),4.310,3.750
4,6:55,2,10,JAX 19,20,7,Gus Edwards right end for 3 yards (tackle by Andrew Wingard and Josh Allen),3.750,3.410
4,6:10,3,7,JAX 16,20,7,Lamar Jackson pass incomplete deep left intended for Odell Beckham,3.410,2.380
4,6:05,4,7,JAX 16,23,7,Justin Tucker 34 yard field goal good,2.380,3.000
4,6:01,,,BAL 35,23,7,"Justin Tucker kicks off 71 yards, returned by Jamal Agnew for 38 yards (tackle by Ronald Darby and Brandon Stephens)",0.000,1.070
4,5:55,1,10,JAX 32,23,7,Trevor Lawrence pass complete short left to Travis Etienne for no gain (tackle by Jadeveon Clowney),1.070,0.530
4,5:29,2,10,JAX 32,23,7,Trevor Lawrence pass complete short middle to Travis Etienne for 11 yards (tackle by Jalyn Armour-Davis and Roquan Smith),0.530,1.800
4,5:00,1,10,JAX 43,23,7,Trevor Lawrence scrambles up the middle for 13 yards (tackle by Odafe Oweh),1.800,2.650
4,4:34,1,10,BAL 44,23,7,Trevor Lawrence pass incomplete deep left intended for Parker Washington,2.650,2.110
4,4:27,2,10,BAL 44,23,7,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,2.110,1.420
4,4:23,3,10,BAL 44,23,7,Trevor Lawrence pass complete short right to Parker Washington for 6 yards (tackle by Arthur Maulet),1.420,0.720
4,4:00,4,4,BAL 38,23,7,Trevor Lawrence scrambles left end for 13 yards (tackle by Patrick Queen),0.720,3.910
4,3:53,1,10,BAL 25,23,7,Trevor Lawrence pass incomplete deep middle intended for Calvin Ridley,3.910,3.360
4,3:48,2,10,BAL 25,23,7,Trevor Lawrence scrambles left end for 12 yards (tackle by Geno Stone),3.360,4.710
4,3:40,1,10,BAL 13,23,7,Trevor Lawrence pass incomplete short right intended for Elijah Cooks,4.710,4.050
4,3:35,2,10,BAL 13,23,7,"Trevor Lawrence pass incomplete short middle intended for Calvin Ridley (defended by Kyle Hamilton) JAX challenged the pass completion ruling, and the play was upheld.",4.050,3.120
4,3:29,3,10,BAL 13,23,7,Trevor Lawrence pass incomplete short right intended for Calvin Ridley (defended by Marlon Humphrey),3.120,2.570
4,3:24,,,,,,Timeout #1 by Baltimore Ravens,,
4,3:24,4,10,BAL 13,23,7,Trevor Lawrence pass incomplete short middle intended for Evan Engram,2.570,0.320
4,3:19,1,10,BAL 13,23,7,"Gus Edwards right end for 5 yards (tackle by Devin Lloyd and Daniel Thomas). Penalty on Daniel Thomas: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.320,1.140
4,3:13,1,10,BAL 33,23,7,Justice Hill up the middle for 6 yards (tackle by Andrew Wingard),1.140,1.400
4,3:06,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:06,2,4,BAL 39,23,7,Justice Hill up the middle for 3 yards (tackle by Foyesade Oluokun),1.400,1.090
4,3:02,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,3:02,3,1,BAL 42,23,7,Lamar Jackson left end for 21 yards (tackle by Andrew Wingard),1.090,3.120
4,2:16,1,10,JAX 37,23,7,Gus Edwards right guard for 2 yards (tackle by Andrew Wingard and Foyesade Oluokun),3.120,2.840
4,2:00,2,8,JAX 35,23,7,Gus Edwards left end for 3 yards (tackle by Jeremiah Ledbetter),2.840,2.540
4,1:16,3,5,JAX 32,23,7,Gus Edwards right end for 2 yards (tackle by Foyesade Oluokun),2.540,1.480
4,0:30,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:30,4,3,JAX 30,23,7,Gus Edwards up the middle for 5 yards (tackle by Devin Lloyd),1.480,3.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
