Quarter,Time,Tm,Detail,KAN,MIA
1.0,7:04,Dolphins,Olindo Mare 40 yard field goal,0,3
2.0,11:17,Dolphins,Olindo Mare 22 yard field goal,0,6
,8:09,Dolphins,Ronnie Brown 1 yard rush (Olindo Mare kick),0,13
4.0,11:00,Chiefs,Lawrence Tynes 27 yard field goal,3,13
,7:14,Chiefs,Larry Johnson 2 yard rush (Lawrence Tynes kick),10,13
