Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 36,0,3,Joey Harrington pass complete short left to Randy McMichael for 6 yards (tackle by Patrick Surtain),3.180,3.450
2,14:19,2,4,KAN 30,0,3,Joey Harrington pass incomplete deep left intended for Chris Chambers,3.450,2.740
2,14:13,3,4,KAN 30,0,3,Joey Harrington right tackle for 7 yards,2.740,4.040
2,13:35,1,10,KAN 23,0,3,Ronnie Brown right tackle for 8 yards (tackle by Ty Law),4.040,4.750
2,12:51,2,2,KAN 15,0,3,Ronnie Brown middle for 6 yards (tackle by Kawika Mitchell),4.750,5.140
2,12:14,1,9,KAN 9,0,3,Ronnie Brown left tackle for 5 yards (tackle by Patrick Surtain and Keyaron Fox),5.140,5.340
2,11:32,2,4,KAN 4,0,3,Ronnie Brown pass incomplete short left intended for Chris Chambers,5.340,4.490
2,11:26,,,,0,3,Timeout #1 by Miami Dolphins,0.000,4.490
2,11:26,3,4,KAN 4,0,3,Joey Harrington pass incomplete short left intended for Chris Chambers,4.490,3.030
2,11:21,4,4,KAN 4,0,6,Olindo Mare 22 yard field goal good,3.030,3.000
2,,,,MIA 30,0,6,"Olindo Mare kicks off 78 yards, touchback",0.000,0.280
2,11:17,1,10,KAN 20,0,6,"Penalty on Samie Parker: False Start, 5 yards (no play)",0.280,-0.310
2,11:17,1,15,KAN 15,0,6,Damon Huard pass incomplete deep right intended for Eddie Kennison (defended by Yeremiah Bell),-0.310,-1.070
2,11:11,2,15,KAN 15,0,6,Larry Johnson right guard for 10 yards (tackle by Channing Crowder),-1.070,-0.300
2,10:37,3,5,KAN 25,0,6,Damon Huard pass incomplete short right intended for Dante Hall (defended by Will Allen),-0.300,-1.700
2,10:37,4,5,KAN 25,0,6,"Dustin Colquitt punts 49 yards, returned by Wes Welker for 13 yards (tackle by Boomer Grigsby)",-1.700,-1.530
2,10:23,1,10,MIA 39,0,6,Joey Harrington pass complete short right to Randy McMichael for 5 yards (tackle by Jarrad Page),1.530,1.660
2,9:45,2,5,MIA 44,0,6,Ronnie Brown middle for 6 yards (tackle by Eric Hicks and Kawika Mitchell),1.660,2.260
2,9:07,1,10,,0,6,Ronnie Brown left guard for 3 yards (tackle by Jared Allen),2.260,2.120
2,8:34,2,7,KAN 47,0,6,Joey Harrington pass complete deep left to Chris Chambers for 46 yards,2.120,6.970
2,8:12,,,,0,6,Timeout #1 by Kansas City Chiefs,0.000,6.970
2,8:12,1,1,KAN 1,0,12,"Ronnie Brown right tackle for 1 yard, touchdown",6.970,7.000
2,,,,KAN 2,0,13,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,0,13,"Olindo Mare kicks off 67 yards, returned by Dante Hall for 19 yards (tackle by Travares Tillman)",0.000,0.410
2,8:03,1,10,KAN 22,0,13,Larry Johnson middle for 4 yards (tackle by Channing Crowder),0.410,0.410
2,7:31,2,6,KAN 26,0,13,Larry Johnson middle for 4 yards (tackle by Zach Thomas and Jeff Zgonina),0.410,0.230
2,6:54,3,2,KAN 30,0,13,Damon Huard pass incomplete short right intended for Samie Parker (defended by Zach Thomas),0.230,-1.370
2,6:46,4,2,KAN 30,0,13,"Dustin Colquitt punts 35 yards, fair catch by Wes Welker. Penalty on Bernard Pollard: Fair Catch Interference, 15 yards",-1.370,-2.260
2,6:37,1,10,,0,13,Joey Harrington pass incomplete short left intended for Marty Booker (defended by Patrick Surtain),2.260,1.710
2,6:31,,,,0,13,Timeout #2 by Miami Dolphins,0.000,1.710
2,6:29,2,10,,0,13,Ronnie Brown left tackle for 4 yards (tackle by Patrick Surtain),1.710,1.550
2,5:58,3,6,KAN 46,0,13,Joey Harrington pass complete short left to Randy McMichael for 8 yards (tackle by Keyaron Fox),1.550,3.050
2,5:09,1,10,KAN 38,0,13,Ronnie Brown middle for 6 yards (tackle by Jared Allen),3.050,3.320
2,4:26,2,4,KAN 32,0,13,Ronnie Brown middle for no gain (tackle by Jared Allen and Jimmy Wilkerson),3.320,2.610
2,4:07,3,4,KAN 32,0,13,Joey Harrington pass incomplete short middle intended for Chris Chambers (defended by Jared Allen),2.610,1.270
2,4:02,4,4,KAN 32,0,13,Olindo Mare 50 yard field goal no good,1.270,-1.600
2,3:58,1,10,KAN 40,0,13,Damon Huard pass incomplete intended for Eddie Kennison (defended by Yeremiah Bell),1.600,1.050
2,3:51,2,10,KAN 40,0,13,Damon Huard pass complete short left to Samie Parker for 13 yards (tackle by Travis Daniels),1.050,2.460
2,3:06,1,10,MIA 47,0,13,Larry Johnson right end for 3 yards (tackle by Zach Thomas and Donnie Spragan),2.460,2.320
2,2:49,2,7,MIA 44,0,13,Damon Huard pass complete to Tony Gonzalez for 10 yards (tackle by Donnie Spragan and Matt Roth),2.320,3.310
2,2:00,1,10,MIA 34,0,13,Larry Johnson right end for 4 yards (tackle by Zach Thomas),3.310,3.310
2,1:25,2,6,MIA 30,0,13,Damon Huard pass incomplete short right intended for Larry Johnson (defended by Donnie Spragan),3.310,2.610
2,1:20,3,6,MIA 30,0,13,Damon Huard pass incomplete deep left intended for Dante Hall,2.610,1.430
2,1:14,4,6,MIA 30,0,13,"Lawrence Tynes 48 yard field goal no good, blocked by Jason Taylor",1.430,-1.470
2,1:09,1,10,MIA 38,0,13,Sammy Morris middle for 5 yards (tackle by Jared Allen),1.470,1.600
2,0:47,2,5,MIA 43,0,13,Joey Harrington pass complete short middle to Randy McMichael for 7 yards (tackle by Kawika Mitchell),1.600,2.260
2,0:33,1,10,,0,13,Joey Harrington pass incomplete short middle intended for Marty Booker,2.260,1.710
2,0:22,2,10,,0,13,Joey Harrington pass complete short right to Wes Welker for 9 yards (tackle by Ty Law),1.710,2.210
2,0:15,,,,0,13,Timeout #3 by Miami Dolphins,0.000,2.210
2,0:15,3,1,KAN 41,0,13,Joey Harrington pass incomplete short right intended for Marty Booker,2.210,0.530
2,0:09,,,,0,13,Timeout #2 by Kansas City Chiefs,0.000,0.530
2,0:07,4,1,KAN 41,0,13,Joey Harrington pass incomplete deep right intended for Wes Welker,0.530,-1.660
2,0:03,1,10,KAN 41,0,13,Damon Huard pass complete deep right to Dante Hall for 17 yards (tackle by Yeremiah Bell),1.660,2.790
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,0,13,"Lawrence Tynes kicks off 69 yards, returned by Wes Welker for 24 yards (tackle by Derrick Ross)",0.000,0.610
3,14:56,1,10,MIA 25,0,13,Ronnie Brown right tackle for 6 yards (tackle by Ty Law),0.610,0.870
3,14:20,2,4,MIA 31,0,13,Joey Harrington sacked by Jared Allen for -12 yards,0.870,-1.510
3,13:49,3,16,MIA 19,0,13,Joey Harrington pass complete short right to Chris Chambers for 13 yards (tackle by Patrick Surtain),-1.510,-1.240
3,13:04,4,3,MIA 32,0,13,Donnie Jones punts 37 yards,-1.240,-1.000
3,12:53,1,10,KAN 31,0,13,Damon Huard pass incomplete short left intended for Tony Gonzalez,1.000,0.460
3,12:48,2,10,KAN 31,0,13,Damon Huard pass complete short right to Larry Johnson for 13 yards (tackle by Yeremiah Bell and Donnie Spragan),0.460,1.860
3,12:10,1,10,KAN 44,0,13,"Damon Huard pass complete deep middle to Tony Gonzalez for 16 yards (tackle by Renaldo Hill). Penalty on Kyle Turley: Chop Block, 14 yards (no play)",1.860,0.940
3,11:35,1,24,KAN 30,0,13,Larry Johnson left end for 14 yards (tackle by Renaldo Hill),0.940,1.320
3,11:06,2,10,KAN 44,0,13,Damon Huard pass incomplete deep left intended for Eddie Kennison,1.320,0.630
3,10:59,3,10,KAN 44,0,13,Damon Huard pass incomplete short left intended for Michael Bennett (defended by Jason Taylor),0.630,-0.460
3,10:53,4,10,KAN 44,0,13,"Dustin Colquitt punts 33 yards, fair catch by Wes Welker",-0.460,-0.480
3,10:45,1,10,MIA 23,0,13,Joey Harrington middle for 1 yard (tackle by Jared Allen),0.480,0.070
3,10:12,2,9,MIA 24,0,13,Joey Harrington pass complete short left to Marty Booker for 13 yards (tackle by Lenny Walls),0.070,1.400
3,9:47,1,10,MIA 37,0,13,Ronnie Brown right end for 5 yards (tackle by Kawika Mitchell and Jarrad Page),1.400,1.530
3,9:06,2,5,MIA 42,0,13,Ronnie Brown middle for -2 yards (tackle by Jared Allen),1.530,0.560
3,8:25,3,7,MIA 40,0,13,Joey Harrington pass incomplete short right intended for Sammy Morris (defended by Jarrad Page),0.560,-0.720
3,8:21,4,7,MIA 40,0,13,"Donnie Jones punts 39 yards, returned by Dante Hall for 11 yards (tackle by Jason Allen)",-0.720,-1.070
3,8:11,1,10,KAN 32,0,13,Damon Huard pass complete short left to Tony Gonzalez for 29 yards (tackle by Yeremiah Bell),1.070,2.980
3,7:39,1,10,MIA 39,0,13,Larry Johnson middle for 2 yards (tackle by Dan Wilkinson),2.980,2.710
3,7:04,2,8,MIA 37,0,13,Damon Huard pass incomplete deep left intended for Samie Parker,2.710,2.020
3,6:58,3,8,MIA 37,0,13,Damon Huard pass incomplete short middle intended for Tony Gonzalez,2.020,0.790
3,6:54,4,8,MIA 37,0,13,Dustin Colquitt punts 31 yards,0.790,0.380
3,6:42,1,10,MIA 6,0,13,Ronnie Brown middle for 3 yards (tackle by Keyaron Fox),-0.380,-0.560
3,6:08,2,7,MIA 9,0,13,Ronnie Brown right guard for 12 yards (tackle by Keyaron Fox),-0.560,0.340
3,5:28,1,10,MIA 21,0,13,Ronnie Brown left end for 4 yards (tackle by Ty Law),0.340,0.340
3,4:44,2,6,MIA 25,0,13,Joey Harrington pass complete short middle to Justin Peelle for 15 yards (tackle by Keyaron Fox),0.340,1.600
3,4:02,1,10,MIA 40,0,13,Sammy Morris right guard for 7 yards (tackle by Eric Hicks and Kawika Mitchell),1.600,2.000
3,3:27,2,3,MIA 47,0,13,Sammy Morris right end for 2 yards (tackle by Patrick Surtain),2.000,1.550
3,3:01,3,1,MIA 49,0,13,Ronnie Brown middle for no gain (tackle by Jimmy Wilkerson),1.550,-0.130
3,2:22,4,1,MIA 49,0,13,"Donnie Jones punts 38 yards, returned by Dante Hall for no gain. Penalty on Rod Gardner: Offensive Holding, 6 yards",-0.130,0.380
3,2:06,1,10,KAN 7,0,13,Larry Johnson middle for 1 yard (tackle by Jason Taylor),-0.380,-0.710
3,1:24,2,9,KAN 8,0,13,Damon Huard pass incomplete intended for Larry Johnson (defended by Jason Taylor),-0.710,-1.300
3,1:24,3,9,KAN 8,0,13,Damon Huard pass complete to Tony Gonzalez for 16 yards (tackle by Travis Daniels),-1.300,0.540
3,0:59,1,10,KAN 24,0,13,Larry Johnson middle for 5 yards (tackle by Renaldo Hill and Zach Thomas),0.540,0.670
3,0:25,2,5,KAN 29,0,13,Damon Huard pass complete short middle to Tony Gonzalez for 6 yards (tackle by Yeremiah Bell),0.670,1.270
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 35,0,13,Damon Huard pass incomplete deep right intended for Tony Gonzalez,1.270,0.720
4,14:55,2,10,KAN 35,0,13,Damon Huard pass complete short right to Dante Hall for 11 yards,0.720,1.990
4,14:20,1,10,KAN 46,0,13,Larry Johnson middle for 1 yard (tackle by Jeff Zgonina),1.990,1.590
4,13:49,2,9,KAN 47,0,13,Damon Huard pass complete deep middle to Eddie Kennison for 25 yards (tackle by Renaldo Hill and Yeremiah Bell),1.590,3.710
4,13:09,1,10,MIA 28,0,13,Samie Parker for 5 yards (tackle by Renaldo Hill),3.710,3.840
4,12:25,2,5,MIA 23,0,13,Damon Huard pass complete short right to Tony Gonzalez for 14 yards (tackle by Yeremiah Bell),3.840,5.140
4,11:56,1,9,MIA 9,0,13,Damon Huard pass incomplete short right intended for Eddie Kennison,5.140,4.380
4,11:49,2,9,MIA 9,0,13,Damon Huard pass incomplete short right intended for Tony Gonzalez,4.380,3.360
4,11:45,3,9,MIA 9,0,13,Damon Huard pass complete short right to Larry Johnson for 1 yard (tackle by Channing Crowder),3.360,2.950
4,11:03,4,8,MIA 8,3,13,Lawrence Tynes 27 yard field goal good,2.950,3.000
4,,,,KAN 30,3,13,"Lawrence Tynes kicks off 65 yards, returned by Wes Welker for 21 yards (tackle by Jimmy Wilkerson). Penalty on Derrick Ross: Personal Foul, 15 yards",0.000,1.660
4,10:54,1,10,MIA 41,3,13,Joey Harrington pass incomplete short middle intended for Marty Booker,1.660,1.120
4,10:54,2,10,MIA 41,3,13,Ronnie Brown middle for 1 yard (tackle by Ron Edwards),1.120,0.560
4,10:05,3,9,MIA 42,3,13,Joey Harrington pass incomplete short right intended for Chris Chambers,0.560,-0.590
4,10:05,4,9,MIA 42,3,13,"Donnie Jones punts 40 yards, returned by Dante Hall for 4 yards (tackle by Derrick Pope)",-0.590,-0.410
4,9:55,1,10,KAN 22,3,13,Damon Huard pass incomplete short middle intended for Tony Gonzalez (defended by Zach Thomas),0.410,-0.130
4,9:50,2,10,KAN 22,3,13,"Penalty on Kyle Turley: False Start, 5 yards (no play)",-0.130,-0.940
4,9:50,2,15,KAN 17,3,13,"Damon Huard middle for no gain (tackle by Matt Roth and Jason Taylor). Penalty on Kyle Turley: Offensive Holding (Offsetting), Penalty on Channing Crowder: Defensive Holding (Offsetting) (no play)",-0.940,-0.940
4,9:22,2,15,KAN 17,3,13,Damon Huard pass incomplete short middle intended for Larry Johnson (defended by Channing Crowder),-0.940,-1.680
4,9:19,3,15,KAN 17,3,13,Damon Huard pass incomplete deep right intended for Samie Parker (defended by Andre' Goodman),-1.680,-2.320
4,9:12,4,15,KAN 17,3,13,"Dustin Colquitt punts 52 yards, returned by Wes Welker for 16 yards (tackle by Rod Gardner). Wes Welker fumbles, recovered by Matt Roth at MIA-49",-2.320,-2.190
4,8:56,1,10,MIA 49,3,13,Ronnie Brown right end for 2 yards (tackle by Tamba Hali),2.190,1.920
4,8:20,2,8,KAN 49,3,13,"Ronnie Brown for no gain. Ronnie Brown fumbles, recovered by Jared Allen at MIA-40 and returned for 20 yards (tackle by Ronnie Brown)",1.920,-4.240
4,8:11,1,10,MIA 20,3,13,Larry Johnson right guard for 6 yards (tackle by Renaldo Hill),4.240,4.640
4,7:39,2,4,MIA 14,3,13,Damon Huard pass incomplete short middle intended for Larry Johnson,4.640,3.890
4,7:34,3,4,MIA 14,3,13,"Damon Huard pass complete short right to Tony Gonzalez for 9 yards (tackle by Channing Crowder). Penalty on David Bowens: Roughing the Passer, 3 yards",3.890,6.740
4,7:20,1,2,MIA 2,9,13,"Larry Johnson left guard for 2 yards, touchdown",6.740,7.000
4,,,,MIA 2,10,13,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,10,13,"Lawrence Tynes kicks off 61 yards, returned by Wes Welker for 22 yards (tackle by Derrick Ross)",0.000,1.000
4,7:08,1,10,MIA 31,10,13,Ronnie Brown middle for 3 yards (tackle by Keyaron Fox),1.000,0.870
4,6:31,2,7,MIA 34,10,13,Joey Harrington pass incomplete short middle intended for Chris Chambers,0.870,0.170
4,6:24,3,7,MIA 34,10,13,Joey Harrington pass complete short middle to Sammy Morris for 11 yards (tackle by Lenny Walls),0.170,1.930
4,5:38,1,10,MIA 45,10,13,Ronnie Brown middle for 3 yards (tackle by Kawika Mitchell),1.930,1.790
4,4:57,2,7,MIA 48,10,13,Joey Harrington pass complete short right to Wes Welker for 7 yards (tackle by Patrick Surtain),1.790,2.590
4,4:14,1,10,KAN 45,10,13,Joey Harrington pass complete short right to Chris Chambers for 7 yards (tackle by Ty Law),2.590,2.990
4,3:32,2,3,KAN 38,10,13,Ronnie Brown right guard for 1 yard (tackle by Sammy Knight),2.990,2.410
4,3:27,,,,10,13,Timeout #1 by Kansas City Chiefs,0.000,2.410
4,3:27,3,2,KAN 37,10,13,Joey Harrington pass incomplete short middle intended for Marty Booker,2.410,0.790
4,3:24,4,2,KAN 37,10,13,Donnie Jones punts 23 yards,0.790,0.280
4,3:10,1,10,KAN 14,10,13,Damon Huard sacked by Vonnie Holliday for -10 yards,-0.280,-1.510
4,2:45,2,20,KAN 4,10,13,Larry Johnson middle for 3 yards (tackle by Jeff Zgonina and Vonnie Holliday),-1.510,-2.240
4,2:21,3,17,KAN 7,10,13,Damon Huard pass complete deep middle to Eddie Kennison for 31 yards (tackle by Andre' Goodman),-2.240,1.470
4,2:00,1,10,KAN 38,10,13,Damon Huard sacked by Zach Thomas for -6 yards,1.470,0.110
4,1:40,2,16,KAN 32,10,13,Damon Huard pass incomplete deep middle intended for Tony Gonzalez (defended by Yeremiah Bell),0.110,-0.560
4,1:34,3,16,KAN 32,10,13,Damon Huard pass complete short middle to Dante Hall for 4 yards (tackle by Yeremiah Bell),-0.560,-0.980
4,1:17,,,,10,13,Timeout #2 by Kansas City Chiefs,0.000,-0.980
4,1:17,4,12,KAN 36,10,13,Damon Huard pass incomplete deep middle intended for Samie Parker (defended by Will Allen),-0.980,-3.180
4,1:11,1,10,KAN 36,10,13,Joey Harrington kneels for -1 yards,3.180,2.500
4,0:22,2,11,KAN 37,10,13,Joey Harrington kneels for -1 yards,2.500,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
