Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,7:12,2,9,TAM 29,0,0,Alvin Kamara left tackle for 4 yards (tackle by Vernon Hargreaves and Kevin Minter),3.170,3.010
1,6:30,3,5,TAM 25,0,0,Teddy Bridgewater pass complete short middle to Jared Cook for 4 yards (tackle by Kevin Minter),3.010,2.210
1,5:50,4,1,TAM 21,0,0,Alvin Kamara left end for 6 yards (tackle by Jordan Whitehead),2.210,4.580
1,5:23,1,10,TAM 15,0,0,Teddy Bridgewater pass complete short right to Ted Ginn for 2 yards (tackle by Carlton Davis),4.580,4.280
1,4:43,2,8,TAM 13,0,0,Alvin Kamara left guard for 2 yards (tackle by Mike Edwards),4.280,3.780
1,4:07,3,6,TAM 11,0,0,Teddy Bridgewater pass incomplete short right intended for Jared Cook,3.780,2.720
1,4:02,4,6,TAM 11,0,3,Wil Lutz 29 yard field goal good,2.720,3.000
1,3:58,,,NOR 35,0,3,"Wil Lutz kicks off 59 yards, returned by T.J. Logan for 19 yards (tackle by Carl Granderson)",0.000,0.610
1,3:53,1,10,TAM 25,0,3,Peyton Barber left guard for 5 yards (tackle by Malcom Brown),0.610,0.740
1,3:17,2,5,TAM 30,0,3,Peyton Barber left tackle for 2 yards (tackle by Chauncey Gardner-Johnson),0.740,0.300
1,2:38,3,3,TAM 32,0,3,Jameis Winston pass incomplete short right intended for Mike Evans (defended by P.J. Williams),0.300,-1.240
1,2:33,4,3,TAM 32,0,3,"Bradley Pinion punts 46 yards, returned by Deonte Harris for no gain (tackle by T.J. Logan)",-1.240,-0.410
1,2:20,1,10,NOR 22,0,3,Ted Ginn left end for 1 yard (tackle by Vernon Hargreaves),0.410,0.000
1,1:54,2,9,NOR 23,0,3,Teddy Bridgewater up the middle for 1 yard (tackle by Anthony Nelson),0.000,-0.560
1,1:13,3,8,NOR 24,0,3,Teddy Bridgewater pass short middle intended for Alvin Kamara is intercepted by Sean Murphy-Bunting at NO-34 and returned for 14 yards,-0.560,-4.240
1,1:04,1,10,NOR 20,0,3,Jameis Winston sacked by Malcom Brown for -6 yards,4.240,2.880
1,0:18,2,16,NOR 26,6,3,"Jameis Winston pass complete short left to Chris Godwin for 26 yards, touchdown",2.880,7.000
1,0:10,,,NOR 15,7,3,Matt Gay kicks extra point good,0.000,0.000
1,0:10,,,TAM 35,7,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,0:10,1,10,NOR 25,7,3,Latavius Murray right tackle for 12 yards (tackle by Carlton Davis),0.610,1.400
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 37,7,3,Teddy Bridgewater pass complete short right to Josh Hill for no gain (tackle by Sean Murphy-Bunting),1.400,0.860
2,14:18,2,10,NOR 37,7,3,Teddy Bridgewater pass complete short right to Alvin Kamara for 3 yards (tackle by Carlton Davis),0.860,0.560
2,13:35,3,7,NOR 40,7,3,Teddy Bridgewater pass complete short left to Michael Thomas for 18 yards (tackle by Mike Edwards),0.560,2.790
2,12:53,1,10,TAM 42,7,3,Taysom Hill pass complete short middle to Michael Thomas for 18 yards (tackle by Vernon Hargreaves),2.790,3.970
2,12:06,1,10,TAM 24,7,3,Alvin Kamara left tackle for 3 yards (tackle by William Gholston),3.970,3.840
2,11:21,2,7,TAM 21,7,3,Teddy Bridgewater left tackle for 5 yards (tackle by Jordan Whitehead),3.840,3.950
2,10:57,3,2,TAM 16,7,3,Alvin Kamara left tackle for 2 yards (tackle by Ndamukong Suh and Shaquil Barrett),3.950,4.650
2,10:20,,,,,,Timeout #1 by New Orleans Saints,,
2,10:20,1,10,TAM 14,7,9,"Teddy Bridgewater pass complete short left to Michael Thomas for 14 yards, touchdown",4.650,7.000
2,10:13,,,TAM 15,7,10,Wil Lutz kicks extra point good,0.000,0.000
2,10:13,,,NOR 35,7,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,10:13,1,10,TAM 25,7,10,Ronald Jones right tackle for 14 yards (tackle by Vonn Bell),0.610,1.530
2,9:37,1,10,TAM 39,7,10,Ronald Jones right guard for 3 yards (tackle by Sheldon Rankins),1.530,1.390
2,9:04,2,7,TAM 42,7,10,Jameis Winston pass complete short right to Ronald Jones for 10 yards (tackle by Vonn Bell),1.390,2.390
2,8:22,1,10,NOR 48,7,10,Scott Miller left end for 18 yards (tackle by Demario Davis),2.390,3.580
2,7:48,1,10,NOR 30,7,10,Ronald Jones right guard for 1 yard (tackle by David Onyemata),3.580,3.170
2,7:07,2,9,NOR 29,7,10,"Jameis Winston sacked by Marcus Davenport for -6 yards. Jameis Winston fumbles (forced by Marcus Davenport), recovered by Ryan Jensen at NO-35 (tackle by P.J. Williams)",3.170,1.680
2,6:22,3,15,NOR 35,7,10,Jameis Winston pass complete short left to Ronald Jones for 11 yards (tackle by David Onyemata),1.680,1.940
2,5:37,4,4,NOR 24,10,10,Matt Gay 42 yard field goal good,1.940,3.000
2,5:33,,,TAM 35,10,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,5:33,1,10,NOR 25,10,10,"Alvin Kamara left tackle for 3 yards (tackle by Vita Vea). Penalty on Jared Cook: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,5:05,1,20,NOR 15,10,10,"Teddy Bridgewater pass incomplete short right intended for Jared Cook (defended by Carlton Davis). Penalty on Carlton Davis: Disqualification, 15 yards (no play)",-0.410,0.940
2,5:01,1,10,NOR 30,10,10,"Penalty on Ryan Ramczyk: False Start, 5 yards (no play)",0.940,0.610
2,5:01,1,15,NOR 25,10,10,Alvin Kamara left guard for 5 yards (tackle by M.J. Stewart and Jordan Whitehead),0.610,0.390
2,4:21,2,10,NOR 30,10,10,Teddy Bridgewater pass complete short left to Latavius Murray for 4 yards (tackle by Shaquil Barrett),0.390,0.230
2,3:48,3,6,NOR 34,10,10,Teddy Bridgewater pass complete short left to Michael Thomas for 8 yards (tackle by Vernon Hargreaves),0.230,1.730
2,3:09,1,10,NOR 42,10,10,Teddy Bridgewater pass complete short left to Alvin Kamara for 11 yards (tackle by Jordan Whitehead),1.730,2.460
2,2:22,1,10,TAM 47,10,10,Taysom Hill left end for 11 yards (tackle by Jordan Whitehead),2.460,3.180
2,2:00,1,10,TAM 36,10,10,Teddy Bridgewater pass complete deep left to Josh Hill for 26 yards (tackle by Devante Bond),3.180,4.910
2,1:18,1,10,TAM 10,10,10,Alvin Kamara left guard for 1 yard (tackle by William Gholston),4.910,4.380
2,0:37,2,9,TAM 9,10,16,"Teddy Bridgewater pass complete short left to Jared Cook for 9 yards, touchdown",4.380,7.000
2,0:32,,,TAM 15,10,17,Wil Lutz kicks extra point good,0.000,0.000
2,0:32,,,NOR 35,10,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:32,1,10,TAM 25,10,17,Dare Ogunbowale right tackle for -4 yards (tackle by Demario Davis),0.610,-0.480
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,10,17,Teddy Bridgewater pass complete deep left to Michael Thomas for 42 yards (tackle by Vernon Hargreaves),0.610,3.380
3,14:25,1,10,TAM 33,10,17,Alvin Kamara left guard for no gain (tackle by Kevin Minter),3.380,2.840
3,13:50,2,10,TAM 33,10,23,"Teddy Bridgewater pass complete deep middle to Ted Ginn for 33 yards, touchdown",2.840,7.000
3,13:44,,,TAM 15,10,24,Wil Lutz kicks extra point good,0.000,0.000
3,13:44,,,NOR 35,10,24,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,13:44,1,10,TAM 25,10,24,Peyton Barber right guard for 8 yards (tackle by Demario Davis),0.610,1.140
3,13:08,2,2,TAM 33,10,24,Peyton Barber right guard for 4 yards (tackle by A.J. Klein and Malcom Brown),1.140,1.400
3,12:31,1,10,TAM 37,10,24,Peyton Barber right tackle for no gain (tackle by Demario Davis),1.400,0.860
3,11:50,2,10,TAM 37,10,24,"Jameis Winston pass deep right is intercepted by Eli Apple at NO-29 and returned for no gain. Penalty on A.J. Klein: Defensive Holding, 5 yards (no play)",0.860,1.730
3,11:43,1,10,TAM 42,10,24,Jameis Winston pass complete short right to Peyton Barber for -1 yards (tackle by A.J. Klein),1.730,1.050
3,11:00,2,11,TAM 41,10,24,Jameis Winston pass incomplete short right,1.050,0.370
3,10:52,3,11,TAM 41,10,24,Jameis Winston pass complete short middle to Chris Godwin for 11 yards (tackle by P.J. Williams),0.370,2.390
3,10:09,1,10,NOR 48,10,24,Jameis Winston left end for 5 yards (tackle by Demario Davis),2.390,2.520
3,9:29,2,5,NOR 43,10,24,Ronald Jones right guard for 4 yards (tackle by David Onyemata),2.520,2.340
3,9:03,3,1,NOR 39,10,24,Ronald Jones left guard for no gain (tackle by P.J. Williams and David Onyemata),2.340,0.660
3,8:18,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
3,8:18,4,1,NOR 39,10,24,Jameis Winston pass complete short left to Chris Godwin for 14 yards (tackle by Marshon Lattimore),0.660,3.910
3,7:36,1,10,NOR 25,10,24,Jameis Winston left end for 3 yards (tackle by Kiko Alonso),3.910,3.770
3,6:55,2,7,NOR 22,10,24,Ronald Jones left end for 5 yards (tackle by Demario Davis),3.770,3.850
3,6:14,3,2,NOR 17,10,24,Ronald Jones right guard for 3 yards (tackle by Sheldon Rankins),3.850,4.650
3,5:35,1,10,NOR 14,10,24,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by Vonn Bell and A.J. Klein),4.650,6.740
3,5:13,1,2,NOR 2,10,24,Jameis Winston pass incomplete short left intended for Dare Ogunbowale,6.740,5.720
3,5:09,2,2,NOR 2,10,24,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Demario Davis),5.720,4.950
3,5:06,3,2,NOR 2,16,24,"Peyton Barber right guard for 2 yards, touchdown",4.950,7.000
3,5:03,,,NOR 15,17,24,Matt Gay kicks extra point good,0.000,0.000
3,5:03,,,TAM 35,17,24,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,5:03,1,10,NOR 25,17,24,"Alvin Kamara right guard for 2 yards (tackle by Rakeem Nunez-Roches). Penalty on Vita Vea: Defensive Holding, 5 yards",0.610,1.070
3,4:40,1,10,NOR 32,17,24,Teddy Bridgewater pass incomplete short right,1.070,0.530
3,4:35,2,10,NOR 32,17,24,Alvin Kamara left tackle for no gain (tackle by Lavonte David),0.530,-0.160
3,3:54,3,10,NOR 32,17,24,Teddy Bridgewater pass incomplete short middle intended for Michael Thomas,-0.160,-1.240
3,3:49,4,10,NOR 32,17,24,"Penalty on NOR: Delay of Game, 5 yards (no play)",-1.240,-1.570
3,3:49,4,15,NOR 27,17,24,"Thomas Morstead punts 38 yards, fair catch by Bobo Wilson at TB-35",-1.570,-1.270
3,3:42,1,10,TAM 35,17,24,"Penalty on Ali Marpet: False Start, 5 yards (no play)",1.270,0.940
3,3:42,1,15,TAM 30,17,24,Ronald Jones left tackle for 2 yards (tackle by P.J. Williams),0.940,0.320
3,3:05,2,13,TAM 32,17,24,Jameis Winston pass complete short right to Bobo Wilson for 11 yards (tackle by Marshon Lattimore),0.320,1.090
3,2:22,3,2,TAM 43,17,24,Jameis Winston pass incomplete short right intended for Bobo Wilson (defended by Marshon Lattimore),1.090,-0.520
3,2:15,4,2,TAM 43,17,24,Bradley Pinion punts 48 yards downed by T.J. Logan,-0.520,0.380
3,2:04,1,10,NOR 9,17,24,Teddy Bridgewater pass incomplete short right intended for Michael Thomas,-0.380,-0.780
3,1:59,2,10,NOR 9,17,24,Teddy Bridgewater pass incomplete short left intended for Josh Hill (defended by Jordan Whitehead),-0.780,-1.420
3,1:55,3,10,NOR 9,17,24,Teddy Bridgewater pass complete deep right to Michael Thomas for 20 yards,-1.420,0.870
3,1:21,1,10,NOR 29,17,24,Alvin Kamara right end for 3 yards (tackle by Jordan Whitehead),0.870,0.730
3,0:40,2,7,NOR 32,17,24,Teddy Bridgewater pass complete short left to Alvin Kamara for 4 yards (tackle by M.J. Stewart),0.730,0.560
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,NOR 36,17,24,Teddy Bridgewater pass complete short right to Alvin Kamara for 8 yards (tackle by Jordan Whitehead). Penalty on M.J. Stewart: Defensive Holding (Declined),0.560,1.860
4,14:42,1,10,NOR 44,17,24,Taysom Hill right end for 3 yards (tackle by Kevin Minter),1.860,1.720
4,14:00,2,7,NOR 47,17,24,Teddy Bridgewater pass complete short right to Michael Thomas for 6 yards (tackle by Sean Murphy-Bunting),1.720,1.820
4,13:15,3,1,TAM 47,17,24,Alvin Kamara pass complete short right to Josh Hill for 13 yards (tackle by Mike Edwards),1.820,3.310
4,12:39,1,10,TAM 34,17,24,Alvin Kamara right end for 7 yards (tackle by Beau Allen),3.310,3.720
4,11:55,,,,,,Timeout #1 by New Orleans Saints,,
4,11:55,2,3,TAM 27,17,24,Latavius Murray left guard for no gain (tackle by Lavonte David),3.720,3.010
4,11:20,3,3,TAM 27,17,24,Teddy Bridgewater pass complete short right to Alvin Kamara for 15 yards (tackle by Mike Edwards),3.010,4.780
4,10:42,1,10,TAM 12,17,30,"Teddy Bridgewater pass complete short middle to Michael Thomas for 12 yards, touchdown",4.780,7.000
4,10:37,,,TAM 15,17,31,Wil Lutz kicks extra point good,0.000,0.000
4,10:37,,,NOR 35,17,31,"Wil Lutz kicks off 51 yards, returned by Dare Ogunbowale for 19 yards (tackle by Patrick Robinson)",0.000,1.140
4,10:31,1,10,TAM 33,17,31,Jameis Winston sacked by Marcus Davenport for -9 yards,1.140,-0.620
4,9:47,2,19,TAM 24,17,31,Jameis Winston pass incomplete deep left intended for Mike Evans (defended by Marshon Lattimore),-0.620,-1.290
4,9:42,3,19,TAM 24,17,31,Jameis Winston pass incomplete deep left intended for Chris Godwin,-1.290,-1.770
4,9:32,4,19,TAM 24,17,31,Bradley Pinion punts 46 yards downed by Anthony Nelson,-1.770,-0.940
4,9:20,1,10,NOR 30,17,31,Alvin Kamara left end for 7 yards (tackle by Kevin Minter),0.940,1.340
4,8:44,2,3,NOR 37,17,31,Teddy Bridgewater pass complete short middle to Latavius Murray for 2 yards (tackle by Lavonte David),1.340,0.890
4,8:06,3,1,NOR 39,17,31,Teddy Bridgewater pass incomplete short right,0.890,-0.780
4,7:57,4,1,NOR 39,17,31,"Thomas Morstead punts 41 yards, fair catch by Bobo Wilson at TB-20",-0.780,-0.280
4,7:50,1,10,TAM 20,17,31,Jameis Winston sacked by Sheldon Rankins for -7 yards,0.280,-1.280
4,7:15,2,17,TAM 13,17,31,Jameis Winston pass complete deep middle to Chris Godwin for 26 yards (tackle by Vonn Bell),-1.280,1.530
4,6:48,1,10,TAM 39,17,31,Jameis Winston pass incomplete short middle intended for Ronald Jones,1.530,0.990
4,6:44,2,10,TAM 39,17,31,Jameis Winston sacked by Carl Granderson for -9 yards,0.990,-0.890
4,6:05,3,19,TAM 30,17,31,Jameis Winston sacked by Cameron Jordan for -9 yards,-0.890,-1.960
4,5:26,4,28,TAM 21,17,31,"Bradley Pinion punts 39 yards, returned by Deonte Harris for 5 yards (tackle by Antony Auclair). Penalty on Justin Hardee: Illegal Block Above the Waist, 10 yards",-1.960,-1.270
4,5:14,1,10,NOR 35,17,31,Latavius Murray left guard for 4 yards (tackle by Kevin Minter and Ndamukong Suh),1.270,1.260
4,4:32,2,6,NOR 39,17,31,Alvin Kamara left end for 16 yards (tackle by Mike Edwards),1.260,2.590
4,4:21,1,10,TAM 45,17,31,Latavius Murray left guard for 1 yard (tackle by William Gholston and Ndamukong Suh),2.590,2.180
4,3:38,2,9,TAM 44,17,31,Latavius Murray right guard for 3 yards (tackle by Jordan Whitehead),2.180,1.880
4,2:55,3,6,TAM 41,17,31,Teddy Bridgewater pass complete short right to Jared Cook for 12 yards (tackle by Kevin Minter),1.880,3.640
4,2:11,1,10,TAM 29,17,31,Latavius Murray right guard for 3 yards (tackle by Beau Allen),3.640,3.510
4,2:05,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:05,2,7,TAM 26,17,31,Teddy Bridgewater right end for 1 yard (tackle by Vita Vea),3.510,2.940
4,1:59,,,,,,Timeout #2 by New Orleans Saints,,
4,1:59,3,6,TAM 25,17,31,Alvin Kamara left guard for 3 yards (tackle by Lavonte David),2.940,2.090
4,1:16,,,,,,Timeout #3 by New Orleans Saints,,
4,1:16,4,3,TAM 22,17,31,Teddy Bridgewater pass complete short right to Michael Thomas for no gain (tackle by M.J. Stewart and Carl Nassib),2.090,-0.410
4,1:10,1,10,TAM 22,17,31,Jameis Winston pass complete short right to Dare Ogunbowale for 11 yards (tackle by A.J. Klein),0.410,1.140
4,0:50,1,10,TAM 33,17,31,Jameis Winston pass complete short left to Chris Godwin for 10 yards,1.140,1.800
4,0:45,1,10,TAM 43,17,31,Jameis Winston pass complete short right to O.J. Howard for 10 yards (tackle by Eli Apple),1.800,2.460
4,0:39,1,10,NOR 47,17,31,"Jameis Winston pass complete short left to O.J. Howard for 8 yards (tackle by Chauncey Gardner-Johnson). Penalty on Chauncey Gardner-Johnson: Defensive Holding, 5 yards (no play)",2.460,2.790
4,0:33,1,10,NOR 42,17,31,Jameis Winston pass incomplete deep right intended for Chris Godwin,2.790,2.240
4,0:29,2,10,NOR 42,17,31,Jameis Winston pass complete short middle to Dare Ogunbowale for 16 yards (tackle by Marshon Lattimore and A.J. Klein). Penalty on Carl Granderson: Defensive Offside (Declined),2.240,3.840
4,0:19,1,10,NOR 26,23,31,"Jameis Winston pass complete deep right to Chris Godwin for 26 yards, touchdown",3.840,7.000
4,0:13,,,NOR 15,24,31,Matt Gay kicks extra point good,0.000,0.000
4,0:13,,,TAM 35,24,31,"Matt Gay kicks onside 14 yards,",0.000,2.320
4,0:13,1,10,TAM 49,24,31,Teddy Bridgewater kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
