Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,TAM,9,35,0,2,15,1.7,20,2.2,0,
Peyton Barber,TAM,8,32,1,2,13,1.6,19,2.4,0,
Jameis Winston,TAM,3,13,0,0,13,4.3,0,0.0,0,
Scott Miller,TAM,1,18,0,1,8,8.0,10,10.0,0,
Dare Ogunbowale,TAM,1,-4,0,0,-4,-4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,16,62,0,3,14,0.9,48,3.0,1,16.0
Latavius Murray,NOR,7,28,0,1,11,1.6,17,2.4,0,
Teddy Bridgewater,NOR,5,7,0,0,1,0.2,6,1.2,0,
Taysom Hill,NOR,2,14,0,1,13,6.5,1,0.5,0,
Ted Ginn Jr.,NOR,1,1,0,0,0,0.0,1,1.0,0,
