Player,Pos
Mac Jones,QB
Damien Harris,RB
DeVante Parker,WR
Jakobi Meyers,WR
Hunter Henry,TE
Jonnu Smith,TE
Trent Brown,OL
Isaiah Wynn,OL
Cole Strange,OL
Michael Onwenu,OL
David Andrews,C
Deatrich Wise Jr.,DL
Davon Godchaux,DT
Lawrence Guy,DT
Ja'Whaun Bentley,LB
Raekwon McMillan,LB
Matt Judon,LB
Jalen Mills,CB
Adrian Phillips,DB
Devin McCourty,DB
Jonathan Jones,DB
Kyle Dugger,DB
