Quarter,Time,Tm,Detail,NWE,MIA
1.0,4:05,Dolphins,Jason Sanders 43 yard field goal,0,3
2.0,7:34,Dolphins,Melvin Ingram 2 yard fumble return (Jason Sanders kick),0,10
,0:18,Dolphins,Jaylen Waddle 42 yard pass from Tua Tagovailoa (Jason Sanders kick),0,17
3.0,4:44,Patriots,Ty Montgomery 6 yard pass from Mac Jones (Nick Folk kick),7,17
,0:19,Dolphins,Jason Sanders 49 yard field goal,7,20
