#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:00,DEN 45,10,4:34,55,Touchdown
2,1,2:26,DEN 19,3,2:11,9,Punt
3,2,12:33,ATL 38,4,1:06,7,Missed FG
4,2,7:34,DEN 41,3,2:29,6,Punt
5,2,0:55,DEN 15,3,0:46,1,Punt
6,3,15:00,DEN 23,11,5:01,77,Touchdown
7,3,4:03,DEN 38,8,4:07,60,Field Goal
8,4,10:41,DEN 17,10,5:06,83,Touchdown
9,4,0:58,DEN 45,3,0:58,14,End of Game
