Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 78 yards, touchback",0.000,0.280
1,15:00,1,10,MIN 20,0,0,Brett Favre pass complete short left to Adrian Peterson for 14 yards (tackle by Zackary Bowman),0.280,1.200
1,14:21,1,10,MIN 34,0,0,Brett Favre pass complete short right to Sidney Rice for 14 yards (tackle by Charles Tillman),1.200,2.130
1,13:42,1,10,MIN 48,0,0,Adrian Peterson right end for 3 yards (tackle by Corey Graham),2.130,1.990
1,12:58,2,7,CHI 49,0,0,Brett Favre pass incomplete short left intended for Bernard Berrian,1.990,1.290
1,12:55,3,7,CHI 49,0,0,Brett Favre pass complete short middle to Percy Harvin for 17 yards (tackle by Charles Tillman and Alex Brown),1.290,3.450
1,12:04,1,10,CHI 32,0,0,"Adrian Peterson middle for -2 yards (tackle by Mark Anderson). Penalty on Mark Anderson: Defensive Offside, 5 yards (no play)",3.450,4.180
1,11:43,1,5,CHI 27,0,0,"Adrian Peterson left end for -8 yards (tackle by Hunter Hillenmeyer). Adrian Peterson fumbles (forced by Hunter Hillenmeyer), recovered by Alex Brown at CHI-35 (tackle by John Sullivan)",4.180,-1.270
1,11:34,1,10,CHI 35,0,0,Jay Cutler pass complete short left to Earl Bennett for 7 yards (tackle by Cedric Griffin and Ben Leber),1.270,1.670
1,10:58,2,3,CHI 42,0,0,Jay Cutler pass complete short left to Earl Bennett for -2 yards (tackle by Cedric Griffin),1.670,0.700
1,10:13,3,5,CHI 40,0,0,Jay Cutler pass complete short left to Greg Olsen for 4 yards (tackle by Cedric Griffin),0.700,-0.460
1,9:39,4,1,CHI 44,0,0,Brad Maynard punts 30 yards,-0.460,-0.670
1,9:30,1,10,MIN 26,0,0,Brett Favre pass incomplete short middle intended for Sidney Rice (defended by Lance Briggs),0.670,0.130
1,9:27,2,10,MIN 26,0,0,Brett Favre pass incomplete deep middle intended for Sidney Rice,0.130,-0.560
1,9:20,3,10,MIN 26,0,0,Brett Favre pass complete short middle to Chester Taylor for 8 yards (tackle by Corey Graham),-0.560,-1.110
1,8:47,4,2,MIN 34,0,0,"Chris Kluwe punts 34 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-1.110,-1.070
1,8:39,1,10,CHI 32,0,0,Matt Forte left guard for 2 yards (tackle by Pat Williams),1.070,0.800
1,8:02,2,8,CHI 34,0,0,Matt Forte left end for 7 yards (tackle by Ben Leber and Madieu Williams),0.800,1.030
1,7:22,3,1,CHI 41,0,0,Matt Forte middle for no gain (tackle by Chad Greenway and E.J. Henderson). Penalty on Anthony Adams: Illegal Substitution (Declined),1.030,-0.650
1,6:59,4,1,CHI 41,0,0,Brad Maynard punts 55 yards,-0.650,0.380
1,6:48,1,10,MIN 4,0,0,Adrian Peterson middle for 4 yards (tackle by Adewale Ogunleye and Al Afalava),-0.380,-0.490
1,6:07,2,6,MIN 8,0,0,Adrian Peterson left guard for no gain (tackle by Tommie Harris),-0.490,-0.950
1,5:26,3,6,MIN 8,0,0,Brett Favre pass complete short right to Sidney Rice for 14 yards,-0.950,0.410
1,4:55,1,10,MIN 22,0,0,Brett Favre pass complete short middle to Chester Taylor for 11 yards (tackle by Al Afalava and Hunter Hillenmeyer),0.410,1.140
1,4:11,1,10,MIN 33,0,0,Brett Favre pass complete short left to Chester Taylor for 16 yards (tackle by Lance Briggs),1.140,2.190
1,3:27,1,10,MIN 49,0,0,Brett Favre pass incomplete short middle intended for Adrian Peterson,2.190,1.650
1,3:20,2,10,MIN 49,0,0,Adrian Peterson right guard for 15 yards (tackle by Al Afalava),1.650,3.180
1,2:36,1,10,CHI 36,0,0,"Penalty on Artis Hicks: False Start, 5 yards (no play)",3.180,2.850
1,2:14,1,15,CHI 41,0,0,Adrian Peterson left tackle for 8 yards (tackle by Kevin Payne),2.850,3.040
1,1:27,2,7,CHI 33,0,0,Brett Favre pass incomplete deep right intended for Percy Harvin,3.040,2.350
1,1:22,3,7,CHI 33,0,0,Brett Favre pass complete deep left to Bernard Berrian for 27 yards (tackle by Danieal Manning and Zackary Bowman),2.350,5.830
1,0:50,1,6,CHI 6,0,0,Adrian Peterson left end for 1 yard (tackle by Anthony Adams),5.830,5.150
1,0:11,2,5,CHI 5,0,0,"Bernard Berrian pass incomplete short right intended for Visanthe Shiancoe. Penalty on Al Afalava: Defensive Pass Interfere, 4 yards (no play)",5.150,6.970
1,0:04,1,1,CHI 1,0,0,Adrian Peterson middle for no gain (tackle by Anthony Adams). Penalty on Adewale Ogunleye: Defensive Offside (no play),6.970,6.970
1,0:00,1,1,CHI 1,0,0,Brett Favre sacked by Al Afalava for -14 yards,6.970,3.460
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,CHI 15,0,6,"Brett Favre pass complete short middle to Percy Harvin for 15 yards, touchdown",3.460,7.000
2,,,,CHI 2,0,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,7,"Ryan Longwell kicks off 68 yards, returned by Danieal Manning for 44 yards (tackle by Heath Farwell)",0.000,1.990
2,14:46,1,10,CHI 46,0,7,Jay Cutler pass complete short middle to Greg Olsen for 6 yards (tackle by Madieu Williams and Benny Sapp),1.990,2.260
2,14:11,2,4,MIN 48,0,7,Jay Cutler pass complete short middle to Greg Olsen for 9 yards (tackle by E.J. Henderson),2.260,2.980
