#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:55,BUF 34,9,4:45,66,Touchdown
2,1,7:01,BUF 12,3,1:45,3,Punt
3,1,0:43,BUF 11,4,2:03,11,Interception
4,2,11:47,BUF 20,10,6:14,43,Downs
5,2,3:47,JAX 26,4,1:51,26,Touchdown
6,2,1:51,JAX 14,4,1:20,3,Field Goal
7,3,15:00,BUF 39,8,3:54,61,Touchdown
8,3,7:06,BUF 39,8,4:52,29,Field Goal
9,3,0:36,BUF 38,4,2:07,62,Touchdown
10,4,10:47,BUF 20,3,2:14,8,Punt
11,4,5:41,BUF 39,4,2:33,19,Punt
12,4,1:50,BUF 27,3,1:12,8,Punt
13,4,0:19,JAX 9,1,0:19,-1,End of Game
