Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
1,2:35,1,10,KAN 25,6,10,"Isiah Pacheco for 3 yards (tackle by Drue Tranquill). Penalty on Kadarius Toney: Illegal Crackback, 14 yards (accepted)",0.610,-0.530
1,2:06,1,21,KAN 14,6,10,Patrick Mahomes pass incomplete short right intended for Kadarius Toney,-0.530,-1.540
1,2:05,2,21,KAN 14,6,10,Patrick Mahomes pass complete short right to Justin Watson for 13 yards (tackle by Nasir Adderley),-1.540,-0.360
1,1:23,3,8,KAN 27,6,10,Patrick Mahomes pass complete short left to Travis Kelce for 34 yards (tackle by Bryce Callahan),-0.360,2.980
1,0:39,1,10,LAC 39,6,10,Jerick McKinnon left tackle for 5 yards (tackle by Derrek Tuszka),2.980,3.120
1,0:10,2,5,LAC 34,6,10,"Patrick Mahomes scrambles left end for no gain (tackle by Derrek Tuszka). Penalty on Creed Humphrey: Offensive Holding, 10 yards (accepted) (no play)",3.120,1.770
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,LAC 44,6,10,Patrick Mahomes pass complete deep right to Jody Fortson for 40 yards (tackle by Bryce Callahan),1.770,6.280
2,14:18,,,,,,Timeout #1 by Los Angeles Chargers,,
2,14:18,1,4,LAC 4,12,10,"Patrick Mahomes pass complete short left to Travis Kelce for 4 yards, touchdown",6.280,7.000
2,14:13,,,LAC 15,13,10,Harrison Butker kicks extra point good,0.000,0.000
2,14:13,,,KAN 35,13,10,"Harrison Butker kicks off 65 yards, returned by DeAndre Carter for 33 yards (tackle by Nazeeh Johnson)",0.000,1.140
2,14:07,1,10,LAC 33,13,10,Justin Herbert pass complete short left to Isaiah Spiller for 8 yards (tackle by Chris Jones),1.140,1.670
2,13:28,2,2,LAC 41,13,10,Austin Ekeler right end for 7 yards (tackle by Trent McDuffie),1.670,2.130
2,13:05,1,10,LAC 48,13,10,Justin Herbert pass complete to Josh Palmer for -2 yards (tackle by Jaylen Watson),2.130,1.310
2,12:24,2,12,LAC 46,13,10,Justin Herbert pass incomplete intended for Michael Bandy (defended by Carlos Dunlap),1.310,0.630
2,12:20,3,12,LAC 46,13,10,Justin Herbert sacked by Michael Danna for -8 yards,0.630,-0.850
2,11:42,4,20,LAC 38,13,10,"JK Scott punts 46 yards, returned by Kadarius Toney for 5 yards (tackle by Ja'Sir Taylor and Chris Rumph)",-0.850,-0.340
2,11:30,1,10,KAN 21,13,10,Isiah Pacheco left guard for 7 yards (tackle by Morgan Fox),0.340,0.750
2,10:53,2,3,KAN 28,13,10,Patrick Mahomes pass incomplete short right,0.750,0.040
2,10:45,3,3,KAN 28,13,10,Patrick Mahomes pass incomplete short right intended for Travis Kelce,0.040,-1.500
2,10:41,4,3,KAN 28,13,10,Tommy Townsend punts 42 yards out of bounds,-1.500,-0.940
2,10:34,1,10,LAC 30,13,10,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by L'Jarius Sneed),0.940,0.390
2,10:30,2,10,LAC 30,13,10,Austin Ekeler right tackle for 6 yards (tackle by Nick Bolton),0.390,0.500
2,9:51,3,4,LAC 36,13,10,Justin Herbert pass complete short middle to Stone Smartt for 6 yards (tackle by Justin Reid),0.500,1.730
2,9:14,1,10,LAC 42,13,10,Justin Herbert pass complete short left to Isaiah Spiller for 3 yards (tackle by Willie Gay and Trent McDuffie),1.730,1.590
2,8:30,2,7,LAC 45,13,10,Justin Herbert pass complete deep left to DeAndre Carter for 20 yards (tackle by Jaylen Watson),1.590,3.250
2,7:47,1,10,KAN 35,13,10,Justin Herbert pass complete short right to Josh Palmer for 6 yards (tackle by Joshua Williams),3.250,3.510
2,7:10,2,4,KAN 29,13,10,Justin Herbert pass complete short right to Josh Palmer for 3 yards (tackle by Joshua Williams),3.510,3.200
2,6:47,3,1,KAN 26,13,10,Justin Herbert up the middle for 2 yards (tackle by Frank Clark),3.200,3.970
2,6:15,1,10,KAN 24,13,10,Isaiah Spiller up the middle for 11 yards (tackle by Justin Reid and Willie Gay),3.970,4.710
2,5:32,1,10,KAN 13,13,10,Austin Ekeler up the middle for 6 yards (tackle by Willie Gay and Juan Thornhill),4.710,5.150
2,4:55,2,4,KAN 7,13,10,Austin Ekeler left tackle for 3 yards (tackle by Juan Thornhill and Nick Bolton),5.150,5.010
2,4:16,,,,,,Timeout #2 by Los Angeles Chargers,,
2,4:16,,,,,,Timeout #2 by Kansas City Chiefs,,
2,4:16,3,1,KAN 4,13,10,Zander Horvath right guard for 3 yards (tackle by L'Jarius Sneed),5.010,6.970
2,3:35,1,1,KAN 1,13,16,"Austin Ekeler for 1 yard, touchdown",6.970,7.000
2,3:31,,,KAN 15,13,17,Cameron Dicker kicks extra point good,0.000,0.000
2,3:31,,,LAC 35,13,17,"Penalty on Nick Bolton: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.000,-2.260
2,3:31,1,10,LAC 50,13,17,"Cameron Dicker kicks off 44 yards, returned by Isiah Pacheco for no gain",2.260,-0.380
2,3:30,1,10,KAN 6,13,17,Isiah Pacheco right guard for 5 yards (tackle by Khalil Mack and Drue Tranquill),-0.380,-0.420
2,2:56,2,5,KAN 11,13,17,Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling,-0.420,-0.840
2,2:52,3,5,KAN 11,13,17,Patrick Mahomes pass incomplete short left intended for Travis Kelce,-0.840,-2.490
2,2:49,4,5,KAN 11,13,17,"Tommy Townsend punts 50 yards, fair catch by DeAndre Carter at LAC-39",-2.490,-1.530
2,2:41,1,10,LAC 39,13,17,Justin Herbert pass complete short left to Keenan Allen for 11 yards (tackle by Nick Bolton),1.530,2.260
2,2:12,1,10,LAC 50,13,17,Austin Ekeler left end for 3 yards (tackle by Trent McDuffie),2.260,2.120
2,2:00,2,7,KAN 47,13,17,Austin Ekeler up the middle for no gain (tackle by Michael Danna and Nick Bolton),2.120,1.420
2,1:20,3,7,KAN 47,13,17,Justin Herbert scrambles for 5 yards (tackle by Nick Bolton),1.420,3.780
2,1:13,1,10,KAN 27,13,17,"Penalty on Nick Bolton: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",3.780,3.780
2,1:13,1,10,KAN 27,13,17,Justin Herbert pass complete short middle to Josh Palmer for 16 yards (tackle by Bryan Cook),3.780,4.840
2,0:55,1,10,KAN 11,13,17,Austin Ekeler left end for 9 yards (tackle by Bryan Cook),4.840,5.850
2,0:37,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:37,2,1,KAN 2,13,17,Austin Ekeler right end for -1 yards (tackle by L'Jarius Sneed and Joshua Williams),5.850,4.890
2,0:22,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:22,3,2,KAN 3,13,17,Justin Herbert pass incomplete short middle intended for Keenan Allen (defended by L'Jarius Sneed),4.890,3.050
2,0:17,4,2,KAN 3,13,20,Cameron Dicker 21 yard field goal good,3.050,3.000
2,0:14,,,LAC 35,13,20,"Cameron Dicker kicks off 48 yards, returned by Michael Burton for 20 yards (tackle by Derrek Tuszka and Ja'Sir Taylor)",0.000,1.400
2,0:06,1,10,KAN 37,13,20,Patrick Mahomes pass incomplete short right intended for Skyy Moore,1.400,0.860
2,0:03,2,10,KAN 37,13,20,Patrick Mahomes pass complete deep left to Justin Watson for 29 yards (tackle by Asante Samuel),0.860,3.310
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,13,20,"Harrison Butker kicks off 65 yards, returned by DeAndre Carter for 21 yards (tackle by Joshua Williams and Jack Cochrane). Penalty on Nick Niemann: Offensive Holding, 10 yards (declined) . Penalty on Deane Leonard: Offensive Holding, 10 yards (accepted)",0.000,-0.370
3,14:54,1,10,LAC 11,13,20,Austin Ekeler right tackle for 4 yards (tackle by L'Jarius Sneed),-0.370,-0.430
3,14:23,2,6,LAC 15,13,20,Justin Herbert pass complete short left to Josh Palmer for 16 yards (tackle by Trent McDuffie and Nick Bolton),-0.430,1.000
3,13:46,1,10,LAC 31,13,20,Justin Herbert pass complete to DeAndre Carter for 5 yards (tackle by Willie Gay),1.000,1.140
3,13:01,2,5,LAC 36,13,20,Isaiah Spiller right end for -2 yards (tackle by Willie Gay and Joshua Williams),1.140,0.170
3,12:15,3,7,LAC 34,13,20,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)",0.170,-0.490
3,12:15,3,12,LAC 29,13,20,Justin Herbert sacked by Michael Danna for -9 yards,-0.490,-2.030
3,11:21,4,21,LAC 20,13,20,"JK Scott punts 49 yards, returned by Skyy Moore for 2 yards (tackle by Nick Niemann and Alohi Gilman)",-2.030,-1.140
3,11:12,1,10,KAN 33,13,20,Isiah Pacheco right end for 18 yards (tackle by Drue Tranquill),1.140,2.320
3,10:56,1,10,LAC 49,13,20,Isiah Pacheco right end for 9 yards (tackle by Drue Tranquill),2.320,3.000
3,10:25,2,1,LAC 40,13,20,Isiah Pacheco right end for 8 yards (tackle by Morgan Fox),3.000,3.450
3,9:54,1,10,LAC 32,13,20,Isiah Pacheco left tackle for 4 yards (tackle by Bryce Callahan),3.450,3.440
3,9:08,2,6,LAC 28,13,20,"Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling. Penalty on Kyle Van Noy: Defensive Offside, 5 yards (accepted) (no play)",3.440,4.120
3,9:01,2,1,LAC 23,13,20,Jerick McKinnon left tackle for 4 yards (tackle by Sebastian Joseph-Day and Derwin James),4.120,4.310
3,8:27,1,10,LAC 19,13,20,Jerick McKinnon left guard for 7 yards (tackle by Troy Reeder),4.310,4.920
3,7:50,2,3,LAC 12,13,20,Jerick McKinnon left guard for 2 yards (tackle by Drue Tranquill),4.920,4.690
3,7:13,3,1,LAC 10,13,20,Isiah Pacheco up the middle for -1 yards (tackle by Morgan Fox and Joe Gaziano),4.690,2.820
3,6:25,4,2,LAC 11,16,20,Harrison Butker 30 yard field goal good,2.820,3.000
3,6:22,,,KAN 35,16,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,6:22,1,10,LAC 25,16,20,Justin Herbert pass incomplete short right,0.610,0.060
3,6:18,2,10,LAC 25,16,20,Justin Herbert pass complete short right to Keenan Allen for 9 yards (tackle by Nick Bolton),0.060,0.560
3,5:46,3,1,LAC 34,16,20,Austin Ekeler right end for no gain (tackle by Justin Reid and Willie Gay),0.560,-1.110
3,4:53,4,1,LAC 34,16,20,JK Scott punts 52 yards downed by Zander Horvath,-1.110,0.280
3,4:45,1,10,KAN 14,16,20,Patrick Mahomes sacked by Derwin James for -7 yards,-0.280,-1.290
3,4:02,2,17,KAN 7,16,20,Patrick Mahomes pass incomplete deep right intended for Noah Gray (defended by Troy Reeder),-1.290,-2.240
3,3:57,3,17,KAN 7,16,20,Patrick Mahomes pass complete to Justin Watson for 25 yards (tackle by Derwin James),-2.240,1.070
3,3:21,1,10,KAN 32,16,20,Patrick Mahomes pass complete short right to Noah Gray for 12 yards (tackle by Drue Tranquill),1.070,1.860
3,2:45,1,10,KAN 44,16,20,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling,1.860,1.320
3,2:37,2,10,KAN 44,16,20,Isiah Pacheco up the middle for 3 yards (tackle by Joe Gaziano and Sebastian Joseph-Day),1.320,1.030
3,1:57,3,7,KAN 47,16,20,Patrick Mahomes pass complete to Skyy Moore for 15 yards (tackle by Nasir Adderley),1.030,3.050
3,1:21,1,10,LAC 38,16,20,Jerick McKinnon right tackle for 6 yards (tackle by Derwin James and Nasir Adderley),3.050,3.320
3,0:42,2,4,LAC 32,16,20,Jerick McKinnon left guard for no gain (tackle by Derrek Tuszka),3.320,2.610
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,LAC 32,22,20,"Patrick Mahomes pass complete short right to Travis Kelce for 32 yards, touchdown",2.610,7.000
4,14:50,,,LAC 15,23,20,Harrison Butker kicks extra point good,0.000,0.000
4,14:50,,,KAN 35,23,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,14:50,1,10,LAC 25,23,20,Austin Ekeler right end for 9 yards (tackle by L'Jarius Sneed),0.610,1.280
4,14:10,2,1,LAC 34,23,20,Isaiah Spiller up the middle for no gain (tackle by Carlos Dunlap),1.280,0.560
4,13:26,3,1,LAC 34,23,20,Sony Michel right guard for 1 yard (tackle by Nick Bolton and Willie Gay),0.560,1.270
4,12:45,1,10,LAC 35,23,20,Justin Herbert pass complete short middle to Austin Ekeler for 6 yards (tackle by Nick Bolton),1.270,1.530
4,12:00,2,4,LAC 41,23,20,Austin Ekeler up the middle for 3 yards (tackle by Leo Chenal and Khalen Saunders),1.530,1.220
4,11:28,3,1,LAC 44,23,20,Justin Herbert up the middle for 2 yards (tackle by Khalen Saunders),1.220,1.990
4,10:53,1,10,LAC 46,23,20,Justin Herbert pass complete short left to Austin Ekeler for 11 yards (tackle by Willie Gay),1.990,2.720
4,10:18,1,10,KAN 43,23,20,"Justin Herbert pass complete short right to Keenan Allen for 11 yards. Keenan Allen fumbles (forced by Nick Bolton), recovered by Frank Clark at KC-22",2.720,-0.410
4,10:09,1,10,KAN 22,23,20,Isiah Pacheco left end for no gain (tackle by Joe Gaziano),0.410,-0.130
4,9:33,2,10,KAN 22,23,20,Patrick Mahomes pass complete deep middle to Skyy Moore for 18 yards (tackle by Alohi Gilman),-0.130,1.600
4,8:45,1,10,KAN 40,23,20,Isiah Pacheco up the middle for 9 yards (tackle by Michael Davis),1.600,2.270
4,8:15,2,1,KAN 49,23,20,Isiah Pacheco left end for 9 yards (tackle by Bryce Callahan),2.270,2.790
4,7:37,1,10,LAC 42,23,20,Isiah Pacheco up the middle for 2 yards (tackle by Troy Reeder),2.790,2.510
4,6:57,2,8,LAC 40,23,20,"Patrick Mahomes pass complete short right to Jerick McKinnon for -3 yards. Jerick McKinnon fumbles (forced by Troy Reeder), recovered by Alohi Gilman at LAC-36 and returned for 4 yards",2.510,-1.330
4,6:47,1,10,LAC 36,23,20,Isaiah Spiller up the middle for 2 yards (tackle by Frank Clark),1.330,1.060
4,6:14,2,8,LAC 38,23,20,Justin Herbert scrambles up the middle for 7 yards (tackle by Nick Bolton),1.060,1.290
4,5:53,3,1,LAC 45,23,20,Justin Herbert up the middle for 1 yard (tackle by Willie Gay),1.290,1.990
4,5:11,1,10,LAC 46,23,20,Justin Herbert sacked by Chris Jones for -2 yards,1.990,1.180
4,4:38,2,12,LAC 44,23,20,Justin Herbert sacked by Willie Gay for -6 yards,1.180,-0.300
4,3:54,3,18,LAC 38,23,20,Justin Herbert pass complete deep right to Keenan Allen for 46 yards (tackle by Joshua Williams),-0.300,4.510
4,3:06,1,10,KAN 16,23,20,Austin Ekeler left tackle for 3 yards (tackle by Nick Bolton and Trent McDuffie),4.510,4.390
4,2:26,2,7,KAN 13,23,20,Austin Ekeler for 9 yards (tackle by Bryan Cook),4.390,6.280
4,2:00,1,4,KAN 4,23,20,Justin Herbert pass complete short middle to Justin Herbert for -2 yards (tackle by Chris Jones),6.280,4.950
4,1:50,,,,,,Timeout #1 by Kansas City Chiefs,,
4,1:50,2,6,KAN 6,23,26,"Justin Herbert pass complete short left to Josh Palmer for 6 yards, touchdown",4.950,7.000
4,1:46,,,KAN 15,23,27,Cameron Dicker kicks extra point good,0.000,0.000
4,1:46,,,LAC 35,23,27,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,1:46,1,10,KAN 25,23,27,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 18 yards (tackle by Bryce Callahan),0.610,1.800
4,1:27,1,10,KAN 43,23,27,Patrick Mahomes scrambles left end for 6 yards (tackle by Derwin James),1.800,2.060
4,1:18,2,4,KAN 49,23,27,Patrick Mahomes pass incomplete short right,2.060,1.350
4,1:05,3,4,KAN 49,23,27,"Patrick Mahomes pass incomplete deep right intended for Justin Watson. Penalty on Derwin James: Defensive Holding, 5 yards (accepted) (no play)",1.350,2.520
4,1:05,1,10,LAC 46,23,27,Patrick Mahomes pass complete short right to Skyy Moore for 13 yards (tackle by Asante Samuel),2.520,3.380
4,0:44,1,10,LAC 33,23,27,Patrick Mahomes scrambles up the middle for 16 yards (tackle by JT Woods),3.380,4.440
4,0:37,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:37,1,10,LAC 17,29,27,"Patrick Mahomes pass complete short left to Travis Kelce for 17 yards, touchdown",4.440,7.000
4,0:31,,,LAC 15,30,27,Harrison Butker kicks extra point good,0.000,0.000
4,0:31,,,KAN 35,30,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,0:31,1,10,LAC 25,30,27,Justin Herbert sacked by Chris Jones for -5 yards,0.610,-0.610
4,0:26,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:26,2,15,LAC 20,30,27,Justin Herbert pass (defended by Deon Bush) intended for Keenan Allen is intercepted by Nick Bolton at LAC-42 and returned for no gain,-0.610,-2.790
4,0:16,1,10,LAC 42,30,27,Patrick Mahomes kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
