Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Chiefs,3.0,19.64,17.95,1.69,-3.84,-8.61,-4.26,-7.27,5.31,-2.61,-3.82,1.2,1.52,-2.79,1.28
Chargers,-3.0,8.61,4.26,7.27,-5.31,-19.64,-17.95,-1.69,3.84,2.61,-1.2,3.82,2.79,-1.52,-1.28
