Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 69 yards, returned by Josh Cribbs for 28 yards (tackle by Brynden Trawick)",0.000,-0.540
1,14:56,1,10,NYJ 24,0,0,Bilal Powell left tackle for 2 yards (tackle by Terrell Suggs and James Ihedigbo),0.540,0.270
1,14:25,2,8,NYJ 26,0,0,Josh Cribbs left end for 7 yards (tackle by Arthur Jones),0.270,0.500
1,13:43,3,1,NYJ 33,0,0,Chris Ivory right guard for no gain (tackle by Haloti Ngata),0.500,-1.180
1,12:54,4,1,NYJ 33,0,0,Ryan Quigley punts 51 yards,-1.180,0.140
1,12:42,1,10,BAL 16,0,0,Joe Flacco pass complete short right to Jacoby Jones for 11 yards (tackle by Dee Milliner and Ed Reed),-0.140,0.740
1,12:10,1,10,BAL 27,0,0,"Joe Flacco pass complete short left to Ray Rice for no gain. Penalty on A.Q. Shipley: Illegal Block Above the Waist, 11 yards (no play)",0.740,-0.310
1,11:39,1,21,BAL 16,0,0,Joe Flacco pass incomplete short right intended for Vonta Leach,-0.310,-1.440
1,11:33,2,21,BAL 16,0,0,Bernard Pierce right end for 2 yards (tackle by Calvin Pace),-1.440,-1.880
1,11:06,3,19,BAL 18,0,0,Joe Flacco pass incomplete deep left intended for Jacoby Jones (defended by Dee Milliner),-1.880,-2.240
1,10:58,4,19,BAL 18,0,0,"Sam Koch punts 61 yards, returned by Josh Cribbs for 16 yards (tackle by Albert McClellan)",-2.240,-1.400
1,10:45,1,10,NYJ 37,0,0,Josh Cribbs left guard for 4 yards (tackle by James Ihedigbo),1.400,1.400
1,10:15,2,6,NYJ 41,0,0,Josh Cribbs pass complete short left to Geno Smith for 13 yards (tackle by Matt Elam),1.400,2.520
1,9:31,1,10,BAL 46,0,0,Chris Ivory left guard for 17 yards (tackle by Jimmy Smith and Matt Elam),2.520,3.640
1,8:49,1,10,BAL 29,0,0,Chris Ivory left tackle for 2 yards (tackle by Albert McClellan),3.640,3.370
1,8:15,2,8,BAL 27,0,0,Geno Smith pass complete short right to Greg Salas for 18 yards (tackle by Matt Elam),3.370,5.140
1,7:48,1,9,BAL 9,0,0,Josh Cribbs right guard for 1 yard (tackle by James Ihedigbo),5.140,4.570
1,7:09,2,8,BAL 8,0,0,Geno Smith pass incomplete short right intended for David Nelson,4.570,3.580
1,7:00,3,8,BAL 8,0,0,Geno Smith pass incomplete short right intended for Bilal Powell,3.580,2.950
1,6:56,4,8,BAL 8,3,0,Nick Folk 27 yard field goal good,2.950,3.000
1,6:56,,,NYJ 35,3,0,"Nick Folk kicks off 62 yards, returned by Jacoby Jones for 22 yards (tackle by Jaiquawn Jarrett)",0.000,-0.610
1,6:46,1,10,BAL 25,3,0,Ray Rice right tackle for no gain (tackle by Demario Davis),0.610,0.060
1,6:12,2,10,BAL 25,3,0,Joe Flacco pass complete deep left to Jacoby Jones for 17 yards (tackle by Antonio Cromartie),0.060,1.730
1,5:47,1,10,BAL 42,3,0,Ray Rice left end for 2 yards (tackle by David Harris),1.730,1.460
1,5:16,2,8,BAL 44,3,0,Tyrod Taylor left end for 17 yards (tackle by Antonio Allen),1.460,2.980
1,4:34,1,10,NYJ 39,3,0,Joe Flacco pass complete short right to Jacoby Jones for 9 yards (tackle by Demario Davis),2.980,3.660
1,4:10,2,1,NYJ 30,3,0,Ray Rice left guard for 2 yards (tackle by Leger Douzable and Quinton Coples),3.660,3.710
1,3:29,1,10,NYJ 28,3,0,Joe Flacco pass complete short left to Ed Dickson for 15 yards (tackle by Ed Reed),3.710,4.710
1,2:48,1,10,NYJ 13,3,0,Joe Flacco pass incomplete short left intended for Torrey Smith,4.710,4.050
1,2:42,2,10,NYJ 13,3,0,Ray Rice right guard for 1 yard (tackle by Leger Douzable and Sheldon Richardson),4.050,3.280
1,2:10,3,9,NYJ 12,3,0,Joe Flacco pass incomplete short left intended for Jacoby Jones (defended by Ed Reed),3.280,2.630
1,2:03,4,9,NYJ 12,3,3,Justin Tucker 30 yard field goal good,2.630,3.000
1,2:03,,,BAL 35,3,3,"Justin Tucker kicks off 63 yards, returned by Josh Cribbs for 17 yards (tackle by Courtney Upshaw)",0.000,-0.150
1,1:53,1,10,NYJ 19,3,3,Bilal Powell up the middle for 1 yard (tackle by Daryl Smith and Jameel McClain),0.150,-0.200
1,1:17,2,9,NYJ 20,3,3,Bilal Powell left tackle for no gain (tackle by Terrence Cody),-0.200,-0.940
1,0:32,3,9,NYJ 20,3,3,Geno Smith left end for 5 yards (tackle by Lardarius Webb),-0.940,-1.700
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,NYJ 25,3,3,Ryan Quigley punts 67 yards,-1.700,0.380
2,14:45,1,10,BAL 8,3,3,Joe Flacco pass incomplete short right intended for Tandon Doss,-0.380,-0.780
2,14:41,2,10,BAL 8,3,3,Bernard Pierce left guard for 10 yards (tackle by Ed Reed and Dawan Landry),-0.780,0.040
2,14:06,1,10,BAL 18,3,3,Joe Flacco pass complete deep right to Torrey Smith for 60 yards (tackle by Antonio Cromartie),0.040,4.110
2,13:21,1,10,NYJ 22,3,3,Ray Rice right tackle for no gain (tackle by Calvin Pace),4.110,3.560
2,12:41,2,10,NYJ 22,3,3,Joe Flacco pass incomplete deep right intended for Ed Dickson (defended by Antonio Allen),3.560,2.870
2,12:34,3,10,NYJ 22,3,3,Joe Flacco pass complete short right to Dallas Clark for 12 yards (tackle by Dawan Landry),2.870,4.910
2,12:00,1,10,NYJ 10,3,3,"Joe Flacco sacked by Kenrick Ellis for -8 yards. Penalty on A.Q. Shipley: Offensive Holding (Offsetting), Penalty on Kenrick Ellis: Face Mask (15 Yards) (Offsetting) (no play)",4.910,4.910
2,11:41,1,10,NYJ 10,3,3,Joe Flacco pass complete short right to Ray Rice for -3 yards (tackle by Sheldon Richardson),4.910,3.720
2,11:09,2,13,NYJ 13,3,3,Ray Rice up the middle for 5 yards (tackle by Sheldon Richardson),3.720,3.720
2,10:27,2,13,NYJ 13,3,3,Timeout #1 by Baltimore Ravens,3.720,3.580
2,10:27,3,8,NYJ 8,3,3,Joe Flacco pass incomplete short right intended for Dallas Clark,3.580,2.950
2,10:20,4,8,NYJ 8,3,6,Justin Tucker 26 yard field goal good,2.950,3.000
2,10:20,,,BAL 35,3,6,"Justin Tucker kicks off 59 yards, returned by Josh Cribbs for 23 yards (tackle by Kyle Juszczyk)",0.000,-0.870
2,10:09,1,10,NYJ 29,3,6,"Geno Smith right end for 1 yard (tackle by Lardarius Webb). Penalty on Geno Smith: Illegal Forward Pass, 5 yards",0.870,-0.210
2,10:02,2,14,NYJ 25,3,6,Chris Ivory right end for 1 yard (tackle by Lardarius Webb),-0.210,-0.760
2,9:18,3,13,NYJ 26,3,6,"Geno Smith for no gain. Nick Mangold fumbles, recovered by Terrell Suggs at NYJ-18 (tackle by D'Brickashaw Ferguson)",-0.760,-4.370
2,9:14,1,10,NYJ 18,3,6,Ray Rice right guard for 1 yard (tackle by Damon Harrison and Quinton Coples),4.370,3.940
2,8:46,2,9,NYJ 17,3,6,Joe Flacco pass incomplete short right intended for Marlon Brown is intercepted by Antonio Cromartie at NYJ-9 and returned for 20 yards (tackle by Marlon Brown),3.940,-0.870
2,8:38,1,10,NYJ 29,3,6,Chris Ivory right guard for 3 yards (tackle by Elvis Dumervil and James Ihedigbo),0.870,0.730
2,8:00,2,7,NYJ 32,3,6,Geno Smith sacked by Daryl Smith for -7 yards,0.730,-0.890
2,7:20,3,14,NYJ 25,3,6,Bilal Powell right guard for 3 yards (tackle by Arthur Jones),-0.890,-1.500
2,6:46,4,11,NYJ 28,3,6,"Ryan Quigley punts 51 yards, returned by Jacoby Jones for 19 yards (tackle by Josh Bush)",-1.500,-1.600
2,6:32,1,10,BAL 40,3,6,Tyrod Taylor pass incomplete short middle intended for Ed Dickson,1.600,1.050
2,6:29,2,10,BAL 40,3,6,Joe Flacco pass complete short right to Ed Dickson for 27 yards (tackle by Dawan Landry and Ed Reed),1.050,3.380
2,5:44,1,10,NYJ 33,3,6,Bernard Pierce left guard for no gain (tackle by Sheldon Richardson),3.380,2.840
2,5:14,2,10,NYJ 33,3,6,"Penalty on Torrey Smith: False Start, 5 yards (no play)",2.840,2.160
2,5:00,2,15,NYJ 38,3,6,Joe Flacco pass complete short middle to Ed Dickson for 13 yards (tackle by Dee Milliner),2.160,3.200
2,4:22,3,2,NYJ 25,3,6,Tyrod Taylor right end for 3 yards (tackle by Demario Davis),3.200,3.200
2,3:44,3,2,NYJ 25,3,6,Timeout #1 by New York Jets,3.200,4.110
2,3:44,1,10,NYJ 22,3,6,Joe Flacco sacked by Muhammad Wilkerson for -5 yards,4.110,2.890
2,3:12,2,15,NYJ 27,3,6,Ray Rice right guard for 5 yards (tackle by Demario Davis and David Harris),2.890,2.870
2,2:37,3,10,NYJ 22,3,6,Joe Flacco pass complete short left to Dallas Clark for 7 yards (tackle by Demario Davis),2.870,2.540
2,2:00,4,3,NYJ 15,3,9,Justin Tucker 33 yard field goal good,2.540,3.000
2,2:00,,,BAL 35,3,9,"Justin Tucker kicks off 44 yards, returned by Leger Douzable for 10 yards (tackle by Anthony Levine). Penalty on Josh Bynes: Offside on Free Kick, 5 yards",0.000,-1.330
2,1:56,1,10,NYJ 36,3,9,Geno Smith pass incomplete short middle intended for David Nelson,1.330,0.790
2,1:47,2,10,NYJ 36,3,9,"Geno Smith pass complete short middle to Bilal Powell for -4 yards. Penalty on Brian Winters: Ineligible Downfield Pass, 5 yards, Penalty on Austin Howard: Ineligible Downfield Pass (Declined) (no play)",0.790,0.120
2,1:34,2,15,NYJ 31,3,9,Geno Smith pass complete short left to Bilal Powell for 3 yards (tackle by Arthur Brown),0.120,-0.160
2,0:53,3,12,NYJ 34,3,9,Geno Smith pass incomplete short right intended for Santonio Holmes,-0.160,-1.110
2,0:39,4,12,NYJ 34,3,9,"Ryan Quigley punts 50 yards, out of bounds",-1.110,0.140
2,0:39,1,10,BAL 16,3,9,Bernard Pierce left guard for 1 yard (tackle by Muhammad Wilkerson and David Harris),-0.140,-0.510
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,9,"Nick Folk kicks off no gain, returned by Jacoby Jones for 16 yards (tackle by Troy Davis)",0.000,0.610
3,14:53,1,10,BAL 25,3,9,Ray Rice left tackle for 7 yards (tackle by David Harris),0.610,1.010
3,14:24,2,3,BAL 32,3,9,Ray Rice left tackle for 2 yards (tackle by Sheldon Richardson and Damon Harrison),1.010,0.560
3,13:50,3,1,BAL 34,3,9,Ray Rice right guard for no gain (tackle by David Harris),0.560,-1.110
3,13:07,4,1,BAL 34,3,9,Sam Koch punts 64 yards,-1.110,0.380
3,12:55,1,10,NYJ 2,3,9,Chris Ivory left guard for 3 yards (tackle by Jameel McClain and Pernell McPhee),-0.380,-0.560
3,12:14,2,7,NYJ 5,3,9,Chris Ivory left guard for 1 yard (tackle by Terrence Cody and Courtney Upshaw),-0.560,-0.950
3,11:33,3,6,NYJ 6,3,9,Geno Smith pass incomplete short left intended for David Nelson (defended by Chris Canty),-0.950,-2.490
3,11:28,4,6,NYJ 6,3,9,"Ryan Quigley punts 47 yards, returned by Jacoby Jones for 20 yards (tackle by Josh Bush)",-2.490,-3.380
