Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
1,9:02,1,10,NOR 20,0,7,Mark Ingram right tackle for 3 yards (tackle by Charles Woodson and Tramon Williams),0.280,0.140
1,8:34,2,7,NOR 23,0,7,Drew Brees pass complete short right to Darren Sproles for 6 yards (tackle by Charles Woodson),0.140,0.230
1,7:56,3,1,NOR 29,0,7,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Charles Woodson),0.230,1.270
1,7:14,1,10,NOR 35,0,7,Drew Brees pass complete short left to David Thomas for 6 yards (tackle by Morgan Burnett and Casey Hayward),1.270,1.530
1,6:42,2,4,NOR 41,0,7,Drew Brees pass complete short right to Lance Moore for 10 yards (tackle by Tramon Williams),1.530,2.320
1,6:19,1,10,GNB 49,0,7,"Mark Ingram up the middle for 5 yards (tackle by A.J. Hawk). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",2.320,1.660
1,5:57,1,20,NOR 41,0,7,Drew Brees pass complete short middle to Jimmy Graham for 24 yards (tackle by M.D. Jennings and Charles Woodson),1.660,3.250
1,5:24,1,10,GNB 35,0,7,Darren Sproles right guard for 4 yards (tackle by Jerel Worthy and Morgan Burnett),3.250,3.240
1,4:49,2,6,GNB 31,0,7,Drew Brees pass complete short middle to Jimmy Graham for 12 yards (tackle by Morgan Burnett and Tramon Williams),3.240,4.310
1,4:12,1,10,GNB 19,0,7,Pierre Thomas right guard for -1 yards (tackle by Erik Walden and Ryan Pickett),4.310,3.630
1,3:38,2,11,GNB 20,6,7,"Drew Brees pass complete deep left to Marques Colston for 20 yards, touchdown",3.630,7.000
1,3:38,,,GNB 2,6,7,"Garrett Hartley kicks extra point good. Penalty on Jimmy Graham: Offensive Holding, 10 yards (no play)",0.000,-1.000
1,3:38,,,GNB 2,7,7,Garrett Hartley kicks extra point good,0.000,0.000
1,3:33,,,NOR 35,7,7,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
1,3:33,1,10,GNB 20,7,7,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,0.280,-0.270
1,3:28,2,10,GNB 20,7,7,Cedric Benson left end for 4 yards (tackle by Malcolm Jenkins and Curtis Lofton),-0.270,-0.430
1,2:52,3,6,GNB 24,7,7,Aaron Rodgers for 7 yards (tackle by Curtis Lofton),-0.430,1.000
1,2:28,1,10,GNB 31,7,7,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Malcolm Jenkins),1.000,1.140
1,2:08,2,5,GNB 36,7,7,Cedric Benson right guard for 7 yards (tackle by Curtis Lofton),1.140,1.800
1,1:42,1,10,GNB 43,7,7,Aaron Rodgers pass complete short right to Cedric Benson for 2 yards (tackle by Curtis Lofton),1.800,1.520
1,1:15,2,8,GNB 45,7,7,Aaron Rodgers pass complete short left to Randall Cobb for 10 yards (tackle by Jabari Greer),1.520,2.590
1,0:46,1,10,NOR 45,7,7,Aaron Rodgers pass complete short middle to Jermichael Finley for 20 yards (tackle by Isa Abdul-Quddus),2.590,3.910
1,0:10,1,10,NOR 25,7,7,Aaron Rodgers pass complete short left to Donald Driver for 3 yards (tackle by Malcolm Jenkins),3.910,3.770
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 22,7,7,"Penalty on Junior Galette: Neutral Zone Infraction, 5 yards (no play)",3.770,4.550
2,15:00,2,2,NOR 17,7,7,Aaron Rodgers pass complete short left to Jermichael Finley for 8 yards (tackle by Roman Harper and Isa Abdul-Quddus),4.550,5.140
2,14:22,1,9,NOR 9,7,13,"Aaron Rodgers pass complete short middle to Greg Jennings for 9 yards, touchdown",5.140,7.000
2,14:22,,,NOR 2,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,14:15,,,GNB 35,7,14,"Mason Crosby kicks off 69 yards, returned by Darren Sproles for 32 yards (tackle by Sam Shields)",0.000,0.810
2,14:10,1,10,NOR 28,7,14,Drew Brees pass incomplete short right intended for Lance Moore,0.810,0.260
2,14:03,2,10,NOR 28,7,14,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by Sam Shields and D.J. Smith),0.260,-0.030
2,13:19,3,7,NOR 31,7,14,Drew Brees pass complete short middle to Jimmy Graham for 9 yards (tackle by Morgan Burnett),-0.030,1.600
2,12:47,1,10,NOR 40,7,14,Mark Ingram right tackle for 2 yards (tackle by D.J. Smith and Clay Matthews),1.600,1.320
2,12:13,2,8,NOR 42,7,14,Drew Brees pass complete short middle to Marques Colston for 17 yards (tackle by M.D. Jennings),1.320,2.850
2,11:50,1,10,GNB 41,7,14,Pierre Thomas right tackle for 1 yard (tackle by A.J. Hawk and Morgan Burnett),2.850,2.440
2,11:13,2,9,GNB 40,7,14,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Tramon Williams),2.440,1.750
2,11:10,3,9,GNB 40,7,14,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Casey Hayward),1.750,0.590
2,11:05,4,9,GNB 40,7,14,"Thomas Morstead punts 32 yards, fair catch by Randall Cobb",0.590,0.380
2,10:58,1,10,GNB 8,7,14,Cedric Benson left tackle for 4 yards (tackle by Akiem Hicks and Scott Shanle),-0.380,-0.490
2,10:15,2,6,GNB 12,7,14,"Aaron Rodgers left end for 3 yards (tackle by Will Smith). Penalty on Josh Sitton: Illegal Use of Hands, 6 yards (no play)",-0.490,-0.930
2,9:51,2,12,GNB 6,7,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Patrick Robinson),-0.930,-1.650
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
2,9:43,3,12,GNB 6,7,14,Aaron Rodgers pass complete short right to Randall Cobb for 11 yards (tackle by Martez Wilson),-1.650,-2.320
2,9:27,4,1,GNB 17,7,14,John Kuhn left guard for 5 yards (tackle by Isa Abdul-Quddus),-2.320,0.410
2,8:43,1,10,GNB 22,7,14,Cedric Benson left end for 3 yards (tackle by Will Smith),0.410,0.270
2,8:15,2,7,GNB 25,7,14,"Aaron Rodgers pass incomplete short right intended for Jordy Nelson. Penalty on Patrick Robinson: Defensive Holding, 5 yards (no play)",0.270,0.940
2,8:09,1,10,GNB 30,7,14,Cedric Benson left tackle for 5 yards (tackle by Curtis Lofton and Sedrick Ellis),0.940,1.070
2,7:38,2,5,GNB 35,7,14,Cedric Benson right guard for 7 yards (tackle by Roman Harper),1.070,1.730
2,7:07,1,10,GNB 42,7,14,Cedric Benson right end for 5 yards (tackle by Malcolm Jenkins),1.730,1.860
2,6:33,2,5,GNB 47,7,14,"Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Malcolm Jenkins). Penalty on Malcolm Jenkins: Face Mask (15 Yards), 15 yards",1.860,3.580
2,6:12,1,10,NOR 30,7,14,Aaron Rodgers pass complete short middle to Cedric Benson for 11 yards (tackle by Roman Harper),3.580,4.310
2,5:28,1,10,NOR 19,7,14,Aaron Rodgers pass complete short middle to Cedric Benson for 5 yards (tackle by Cameron Jordan and Malcolm Jenkins),4.310,4.530
2,4:56,2,5,NOR 14,7,14,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by Patrick Robinson),4.530,3.760
2,4:53,3,5,NOR 14,7,20,"Aaron Rodgers pass complete short middle to James Jones for 14 yards, touchdown",3.760,7.000
2,4:53,,,NOR 2,7,21,Mason Crosby kicks extra point good,0.000,0.000
2,4:50,,,GNB 35,7,21,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,4:50,1,10,NOR 20,7,21,Drew Brees pass complete short middle to Marques Colston for 14 yards (tackle by Morgan Burnett),0.280,1.200
2,4:22,1,10,NOR 34,7,21,"Drew Brees pass incomplete deep middle intended for Lance Moore. Penalty on Marques Colston: Illegal Formation, 5 yards (no play)",1.200,0.870
2,4:16,1,15,NOR 29,7,21,Drew Brees pass complete short right to Devery Henderson for 10 yards (tackle by Tramon Williams),0.870,1.330
2,3:53,2,5,NOR 39,7,21,Drew Brees pass complete short right to Darren Sproles for 4 yards (tackle by Casey Hayward),1.330,0.000
2,3:19,,,,7,21,Timeout #1 by New Orleans Saints,0.000,1.160
2,3:19,3,1,NOR 43,7,21,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by Tramon Williams),1.160,1.930
2,3:06,1,10,NOR 45,7,21,Mark Ingram left guard for 2 yards (tackle by B.J. Raji and Jerel Worthy),1.930,1.650
2,2:26,2,8,NOR 47,7,21,"Drew Brees pass incomplete deep middle intended for Marques Colston. Penalty on B.J. Raji: Defensive Offside, 5 yards (no play)",1.650,2.330
2,2:22,2,3,GNB 48,7,21,Pierre Thomas right tackle for 2 yards (tackle by Charles Woodson and Morgan Burnett),2.330,1.880
2,2:00,3,1,GNB 46,7,21,Drew Brees pass complete short middle to Jimmy Graham for 6 yards (tackle by Charles Woodson),1.880,2.920
2,1:39,1,10,GNB 40,7,21,Drew Brees pass incomplete deep right intended for Lance Moore,2.920,2.370
2,1:32,2,10,GNB 40,7,21,Drew Brees pass complete short right to Darren Sproles for 20 yards (tackle by Charles Woodson and Erik Walden),2.370,4.240
2,0:58,1,10,GNB 20,7,21,Drew Brees pass complete short middle to Lance Moore for 9 yards (tackle by Casey Hayward),4.240,5.260
2,0:40,2,1,GNB 11,7,21,Drew Brees pass complete short middle to Marques Colston for 5 yards (tackle by D.J. Smith),5.260,0.000
2,0:33,,,,7,21,Timeout #2 by New Orleans Saints,0.000,5.830
2,0:33,1,6,GNB 6,13,21,"Drew Brees pass complete short left to Darren Sproles for 6 yards, touchdown",5.830,7.000
2,0:33,,,GNB 2,14,21,Garrett Hartley kicks extra point good,0.000,0.000
2,0:27,,,NOR 35,14,21,"Thomas Morstead kicks off 70 yards, returned by Randall Cobb for 30 yards (tackle by Martez Wilson)",0.000,0.610
2,0:21,1,10,GNB 25,14,21,Cedric Benson right end for 4 yards (tackle by Roman Harper and Will Smith),0.610,0.600
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,21,"Mason Crosby kicks off 63 yards, returned by Darren Sproles for 24 yards (tackle by Jarrett Bush)",0.000,0.670
3,14:54,1,10,NOR 26,14,21,Drew Brees pass incomplete short right intended for Marques Colston (defended by Charles Woodson),0.670,0.130
3,14:49,2,10,NOR 26,14,21,Drew Brees pass incomplete short left intended for Lance Moore,0.130,-0.560
3,14:44,3,10,NOR 26,14,21,"Penalty on Jerel Worthy: Encroachment, 5 yards (no play)",-0.560,0.100
3,14:44,3,5,NOR 31,14,21,Drew Brees pass complete short middle to Jimmy Graham for 8 yards (tackle by Morgan Burnett),0.100,1.530
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,14:17,1,10,NOR 39,14,21,Pierre Thomas up the middle for 1 yard (tackle by Ryan Pickett and A.J. Hawk),1.530,1.120
3,13:41,2,9,NOR 40,14,21,Drew Brees pass complete short left to Marques Colston for 26 yards (tackle by Sam Shields),1.120,3.310
3,13:01,1,10,GNB 34,14,21,Pierre Thomas left guard for 2 yards (tackle by Charles Woodson),3.310,3.040
3,12:26,2,8,GNB 32,14,21,Darren Sproles right end for 2 yards (tackle by Casey Hayward and Nick Perry),3.040,2.610
3,11:50,3,6,GNB 30,14,21,Drew Brees pass complete deep right to Lance Moore for 19 yards (tackle by Tramon Williams),2.610,4.840
3,11:24,1,10,GNB 11,14,21,Drew Brees pass incomplete short left intended for David Thomas (defended by D.J. Smith),4.840,4.140
3,11:19,2,10,GNB 11,14,21,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Morgan Burnett),4.140,3.130
3,11:15,3,10,GNB 11,14,21,Drew Brees pass complete short middle to Darren Sproles for 8 yards (tackle by Casey Hayward and Clay Matthews),3.130,3.050
3,10:30,4,2,GNB 3,14,21,"Garrett Hartley 21 yard field goal good. Penalty on GNB: Defensive 12 On-field (Declined), Penalty on B.J. Raji: Personal Foul, 2 yards (no play)",3.050,6.970
3,10:29,1,1,GNB 1,14,21,Drew Brees pass complete short right to Mark Ingram for -1 yards (tackle by Morgan Burnett),6.970,5.720
3,9:49,2,2,GNB 2,14,21,Drew Brees pass incomplete short right intended for Marques Colston,5.720,4.950
3,9:46,3,2,GNB 2,14,21,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Tramon Williams),4.950,3.250
3,9:43,4,2,GNB 2,17,21,Garrett Hartley 20 yard field goal good,3.250,3.000
3,9:41,,,NOR 35,17,21,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
3,9:41,1,10,GNB 20,17,21,Aaron Rodgers pass complete short middle to Jordy Nelson for 11 yards (tackle by Curtis Lofton),0.280,1.000
3,9:20,1,10,GNB 31,17,21,Aaron Rodgers pass complete short middle to Cedric Benson for 4 yards (tackle by Curtis Lofton and Scott Shanle),1.000,1.000
3,8:50,2,6,GNB 35,17,21,Aaron Rodgers pass complete deep left to James Jones for 20 yards (tackle by Jabari Greer),1.000,2.590
3,8:41,1,10,NOR 45,17,21,"Aaron Rodgers pass incomplete deep middle intended for Donald Driver (defended by Corey White). Penalty on Cameron Jordan: Illegal Use of Hands, 5 yards (no play)",2.590,2.920
3,8:36,1,10,NOR 40,17,21,Cedric Benson left tackle for 3 yards (tackle by Curtis Lofton),2.920,2.780
3,8:01,2,7,NOR 37,17,21,Aaron Rodgers pass complete short right to Jordy Nelson for 12 yards (tackle by Corey White),2.780,3.910
3,7:30,1,10,NOR 25,17,21,Aaron Rodgers pass complete short middle to Jermichael Finley for 14 yards (tackle by Scott Shanle),3.910,4.840
3,6:56,1,10,NOR 11,17,21,Cedric Benson right guard for 3 yards (tackle by Malcolm Jenkins),4.840,4.700
3,6:13,2,7,NOR 8,17,21,Aaron Rodgers pass complete short left to Jordy Nelson for 4 yards (tackle by Jabari Greer),4.700,0.000
3,5:26,,,,17,21,Timeout #2 by Green Bay Packers,0.000,4.670
3,5:26,3,3,NOR 4,17,21,"Aaron Rodgers pass incomplete short right intended for Donald Driver (defended by Corey White). Penalty on Malcolm Jenkins: Face Mask (15 Yards), 2 yards (no play)",4.670,6.740
3,5:19,1,2,NOR 2,17,21,"Graham Harrell for no gain. Graham Harrell fumbles, recovered by Malcolm Jenkins at NOR-8 (tackle by Cedric Benson)",6.740,0.380
3,5:10,1,10,NOR 8,17,21,Darren Sproles right tackle for 5 yards (tackle by Nick Perry and Morgan Burnett),-0.380,-0.410
3,4:39,2,5,NOR 13,17,21,Drew Brees pass incomplete short middle intended for Lance Moore,-0.410,-0.840
3,4:35,3,5,NOR 13,17,21,Drew Brees pass complete short middle to Lance Moore for 7 yards (tackle by Sam Shields),-0.840,0.280
3,4:02,1,10,NOR 20,23,21,"Drew Brees pass complete deep left to Joe Morgan for 80 yards, touchdown",0.280,7.000
3,4:02,,,GNB 2,24,21,Garrett Hartley kicks extra point good,0.000,0.000
3,3:49,,,NOR 35,24,21,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
3,3:49,1,10,GNB 20,24,21,"Cedric Benson right end for 7 yards (tackle by Isa Abdul-Quddus). Penalty on Tom Crabtree: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,3:24,1,20,GNB 10,24,21,Aaron Rodgers pass complete short right to Jordy Nelson for 16 yards (tackle by Patrick Robinson),-0.760,0.540
3,2:59,2,4,GNB 26,24,21,Aaron Rodgers pass complete short right to Tom Crabtree for 16 yards (tackle by Isa Abdul-Quddus),0.540,1.730
3,2:41,1,10,GNB 42,24,21,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson is intercepted by Patrick Robinson at NOR-34,1.730,-1.200
3,2:35,1,10,NOR 34,24,21,Drew Brees pass complete short left to Jed Collins for 12 yards (tackle by Clay Matthews),1.200,1.990
3,2:06,1,10,NOR 46,24,21,Mark Ingram right tackle for 3 yards (tackle by Charles Woodson),1.990,1.860
3,1:29,2,7,NOR 49,24,21,Drew Brees sacked by Clay Matthews for -10 yards,1.860,-0.160
3,0:50,3,17,NOR 39,24,21,Drew Brees pass complete deep middle to Marques Colston for 23 yards (tackle by Charles Woodson),-0.160,3.050
3,0:24,1,10,GNB 38,24,21,Darren Sproles up the middle for no gain (tackle by Clay Matthews),3.050,2.510
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,GNB 38,24,21,Drew Brees pass complete short left to Pierre Thomas for -4 yards (tackle by D.J. Smith),2.510,1.290
4,14:25,3,14,GNB 42,24,21,Drew Brees pass complete deep middle to Marques Colston for 27 yards (tackle by Morgan Burnett and Jerron McMillian),1.290,4.580
4,13:52,1,10,GNB 15,24,21,Pierre Thomas right tackle for 6 yards (tackle by Morgan Burnett),4.580,5.030
4,13:15,2,4,GNB 9,24,21,Drew Brees pass incomplete short right intended for Pierre Thomas,5.030,4.220
4,13:12,3,4,GNB 9,24,21,Drew Brees pass incomplete short left intended for Devery Henderson,4.220,2.900
4,13:07,4,4,GNB 9,27,21,Garrett Hartley 27 yard field goal good,2.900,3.000
4,,,,NOR 35,,,"Thomas Morstead kicks off 65 yards, returned by Randall Cobb for 34 yards (tackle by Johnny Patrick)",,
4,12:57,1,10,GNB 34,27,21,Cedric Benson left end for 9 yards (tackle by Roman Harper),1.200,1.870
4,12:25,2,1,GNB 43,27,21,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,1.870,1.160
4,12:17,3,1,GNB 43,27,21,Aaron Rodgers for 10 yards (tackle by Malcolm Jenkins),1.160,2.460
4,11:48,1,10,NOR 47,27,21,Aaron Rodgers pass incomplete deep right intended for James Jones,2.460,1.910
4,11:42,2,10,NOR 47,27,21,Cedric Benson left end for 3 yards (tackle by Curtis Lofton),1.910,1.620
4,11:02,3,7,NOR 44,27,21,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,1.620,0.330
4,10:53,4,7,NOR 44,27,21,"Tim Masthay punts 35 yards, out of bounds",0.330,0.380
4,10:46,1,10,NOR 9,27,21,Drew Brees pass incomplete short left intended for Lance Moore,-0.380,-0.780
4,10:41,2,10,NOR 9,27,21,Drew Brees pass incomplete short right intended for Marques Colston (defended by D.J. Smith),-0.780,0.000
4,10:36,,,,27,21,Timeout #1 by New Orleans Saints,0.000,-1.420
4,10:36,3,10,NOR 9,27,21,Drew Brees pass incomplete short left intended for Jimmy Graham,-1.420,-2.490
4,10:32,4,10,NOR 9,27,21,"Thomas Morstead punts 48 yards, out of bounds",-2.490,-1.800
4,10:25,1,10,GNB 43,27,21,Cedric Benson right guard for 8 yards (tackle by Cameron Jordan and Isa Abdul-Quddus),1.800,2.330
4,9:47,2,2,NOR 49,27,21,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Malcolm Jenkins),2.330,2.850
4,9:06,1,10,NOR 41,27,21,Aaron Rodgers pass complete short left to Randall Cobb for 7 yards (tackle by Curtis Lofton),2.850,3.250
4,8:25,2,3,NOR 34,27,21,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Roman Harper),3.250,3.710
4,7:44,1,10,NOR 28,27,21,Aaron Rodgers pass complete short middle to Randall Cobb for 17 yards (tackle by Roman Harper and Curtis Lofton),3.710,4.840
4,7:10,1,10,NOR 11,27,21,Aaron Rodgers pass incomplete short left intended for Donald Driver,4.840,4.140
4,7:05,2,10,NOR 11,27,27,"Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards, touchdown",4.140,7.000
4,7:05,,,NOR 2,27,28,Mason Crosby kicks extra point good,0.000,0.000
4,7:00,,,GNB 35,27,28,"Mason Crosby kicks off 69 yards, returned by Darren Sproles for 35 yards (tackle by Dezman Moses)",0.000,1.000
4,6:53,1,10,NOR 31,27,28,Darren Sproles up the middle for 9 yards (tackle by Nick Perry),1.000,1.680
4,6:36,2,1,NOR 40,27,28,Mark Ingram right end for 1 yard (tackle by D.J. Smith and C.J. Wilson),1.680,1.660
4,6:02,1,10,NOR 41,27,28,Drew Brees sacked by C.J. Wilson for -7 yards,1.660,0.180
4,5:29,2,17,NOR 34,27,28,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Sam Shields),0.180,1.490
4,4:45,3,2,NOR 49,27,28,Drew Brees pass incomplete short middle intended for Darren Sproles (defended by D.J. Smith),1.490,0.000
4,4:41,,,,27,28,Timeout #2 by New Orleans Saints,0.000,-0.130
4,4:41,4,2,NOR 49,27,28,Drew Brees pass complete short middle to Lance Moore for 6 yards (tackle by Casey Hayward),-0.130,2.590
4,4:06,1,10,GNB 45,27,28,Drew Brees pass incomplete short right intended for Lance Moore (defended by Tramon Williams),2.590,2.040
4,4:00,2,10,GNB 45,27,28,Drew Brees pass complete short right to Lance Moore for 14 yards (tackle by Morgan Burnett),2.040,3.510
4,3:54,1,10,GNB 31,27,28,"Penalty on Joe Morgan: False Start, 5 yards (no play)",3.510,3.180
4,3:54,1,15,GNB 36,27,28,Drew Brees pass complete short right to Jimmy Graham for 11 yards (tackle by Tramon Williams),3.180,3.780
4,3:47,2,4,GNB 25,27,28,Pierre Thomas right end for no gain (tackle by A.J. Hawk and Charles Woodson),3.780,3.070
4,3:02,3,4,GNB 25,27,28,Drew Brees pass incomplete short right intended for Darren Sproles,3.070,1.880
4,2:58,4,4,GNB 25,27,28,"Garrett Hartley 43 yard field goal good. Penalty on David Thomas: Offensive Holding, 10 yards (no play)",1.880,0.970
4,2:58,4,14,GNB 35,27,28,"Penalty on Mike Daniels: Encroachment, 5 yards (no play)",0.970,1.410
4,2:54,4,9,GNB 30,27,28,Garrett Hartley 48 yard field goal no good,1.410,-1.470
4,2:49,1,10,GNB 38,27,28,Cedric Benson right end for 3 yards (tackle by Curtis Lofton and Malcolm Jenkins),1.470,0.000
4,2:44,,,,27,28,Timeout #3 by New Orleans Saints,0.000,1.330
4,2:44,2,7,GNB 41,27,28,Cedric Benson right end for 4 yards (tackle by Tom Johnson and Will Smith),1.330,1.160
4,2:00,3,3,GNB 45,27,28,Aaron Rodgers pass complete short right to James Jones for 8 yards (tackle by Jabari Greer). Penalty on Jabari Greer: Defensive Pass Interference (Declined),1.160,2.460
4,2:00,1,10,NOR 47,27,28,Aaron Rodgers kneels for -2 yards,2.460,1.640
4,1:12,2,12,NOR 49,27,28,Aaron Rodgers kneels for -1 yards,1.640,0.830
4,0:36,3,13,,27,28,Aaron Rodgers kneels for -1 yards,0.830,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
