Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
2,15:00,2,9,IND 43,3,0,Ryan Mathews right end for 5 yards (tackle by Antoine Bethea),2.250,2.210
2,14:16,3,4,IND 38,3,0,"Philip Rivers pass incomplete deep right intended for Eddie Royal. Penalty on Greg Toler: Defensive Holding, 5 yards, Penalty on Cory Redding: Defensive Offside (Declined) (no play)",2.210,3.380
2,14:09,1,10,IND 33,3,0,Ryan Mathews up the middle for 3 yards (tackle by Jerrell Freeman),3.380,3.240
2,13:32,2,7,IND 30,3,0,Philip Rivers pass complete short left to Keenan Allen for 7 yards (tackle by Jerrell Freeman and Vontae Davis),3.240,4.040
2,12:50,1,10,IND 23,3,0,Ryan Mathews left tackle for 1 yard (tackle by Ricky Jean-Francois),4.040,3.630
2,12:10,2,9,IND 22,3,6,"Philip Rivers pass complete deep left to Keenan Allen for 22 yards, touchdown",3.630,7.000
2,12:10,,,IND 2,3,7,Nick Novak kicks extra point good,0.000,0.000
2,12:10,,,SDG 35,3,7,"Nick Novak kicks off 66 yards, returned by David Reed for 21 yards (tackle by Darrell Stuckey)",0.000,-0.280
2,11:57,1,10,IND 20,3,7,Donald Brown left end for 5 yards (tackle by Johnny Patrick),0.280,0.410
2,11:24,2,5,IND 25,3,7,Andrew Luck pass complete short right to Trent Richardson for 13 yards (tackle by Sean Lissemore and Andrew Gachkar),0.410,1.470
2,10:44,1,10,IND 38,3,7,Trent Richardson up the middle for 2 yards (tackle by Sean Lissemore),1.470,1.190
2,10:00,2,8,IND 40,3,7,Andrew Luck pass incomplete deep right intended for Darrius Heyward-Bey,1.190,1.190
2,9:54,2,8,IND 40,3,7,Timeout #1 by Indianapolis Colts,1.190,0.500
2,9:54,3,8,IND 40,3,7,Andrew Luck pass incomplete short left intended for T.Y. Hilton,0.500,-0.720
2,9:50,4,8,IND 40,3,7,"Pat McAfee punts 52 yards, out of bounds",-0.720,0.380
2,9:39,1,10,SDG 8,3,7,Ryan Mathews up the middle for 6 yards (tackle by Fili Moala),-0.380,-0.320
2,8:59,2,4,SDG 14,3,7,Danny Woodhead up the middle for 8 yards (tackle by Antoine Bethea),-0.320,0.410
2,8:14,1,10,SDG 22,3,7,Ryan Mathews right guard for 3 yards (tackle by Delano Howell and Robert Mathis),0.410,0.270
2,7:37,2,7,SDG 25,3,7,Ryan Mathews up the middle for 4 yards (tackle by Jerrell Freeman and Delano Howell),0.270,0.100
2,6:51,3,3,SDG 29,3,7,Philip Rivers pass complete short middle to Danny Woodhead for 12 yards (tackle by Antoine Bethea and Jerrell Freeman),0.100,1.660
2,6:09,1,10,SDG 41,3,7,Eddie Royal up the middle for 4 yards (tackle by Antoine Bethea),1.660,1.660
2,5:23,2,6,SDG 45,3,7,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Greg Toler),1.660,1.660
2,5:17,2,6,SDG 45,3,7,Timeout #2 by San Diego Chargers,1.660,0.960
2,5:17,3,6,SDG 45,3,7,"Philip Rivers pass incomplete deep right intended for Lavelle Hawkins. Penalty on Greg Toler: Illegal Contact, 5 yards (no play)",0.960,2.260
2,5:11,1,10,,3,7,Ryan Mathews left end for 11 yards (tackle by Delano Howell),2.260,2.980
2,4:33,1,10,IND 39,3,7,Philip Rivers pass incomplete deep right intended for Vincent Brown,2.980,2.440
2,4:26,2,10,IND 39,3,7,Ryan Mathews right tackle for 3 yards (tackle by Delano Howell),2.440,2.150
2,3:43,3,7,IND 36,3,7,Philip Rivers pass complete deep middle to Vincent Brown for 16 yards (tackle by Greg Toler),2.150,4.240
2,3:00,1,10,IND 20,3,7,Philip Rivers pass complete short left to Danny Woodhead for 8 yards (tackle by Antoine Bethea),4.240,5.040
2,2:13,2,2,IND 12,3,7,Danny Woodhead up the middle for 3 yards (tackle by Jerrell Freeman and Antoine Bethea),5.040,5.140
2,2:00,1,9,IND 9,3,7,Danny Woodhead up the middle for 3 yards (tackle by Ricky Jean-Francois),5.140,5.140
2,1:53,1,9,IND 9,3,7,Timeout #2 by Indianapolis Colts,5.140,4.950
2,1:52,2,6,IND 6,3,7,Danny Woodhead up the middle for -2 yards (tackle by Ricky Jean-Francois),4.950,4.950
2,1:50,2,6,IND 6,3,7,Timeout #3 by Indianapolis Colts,4.950,3.580
2,1:50,3,8,IND 8,3,7,Philip Rivers pass incomplete short middle intended for Keenan Allen,3.580,2.950
2,1:45,4,8,IND 8,3,7,"Penalty on Mike Scifres: Delay of Game, 5 yards (no play)",2.950,2.570
2,1:42,4,13,IND 13,3,10,Nick Novak 31 yard field goal good,2.570,3.000
2,1:42,,,SDG 35,3,10,"Nick Novak kicks off 67 yards, returned by David Reed for 31 yards (tackle by Richard Marshall)",0.000,-0.870
2,1:35,1,10,IND 29,3,10,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards (tackle by Larry English),0.870,1.140
2,1:28,2,4,IND 35,3,10,Andrew Luck pass complete short left to Darrius Heyward-Bey for 11 yards (tackle by Thomas Keiser),1.140,1.990
2,1:08,1,10,IND 46,3,10,Andrew Luck pass complete short left to Donald Brown for 5 yards (tackle by Eric Weddle),1.990,2.130
2,0:48,2,5,SDG 49,3,10,Andrew Luck pass complete short right to T.Y. Hilton for 10 yards (tackle by Derek Cox),2.130,2.980
2,0:42,1,10,SDG 39,3,10,Andrew Luck pass incomplete short middle intended for Coby Fleener,2.980,2.440
2,0:37,2,10,SDG 39,3,10,Andrew Luck left end for 6 yards (tackle by Reggie Walker),2.440,2.540
2,0:08,3,4,SDG 33,3,10,Andrew Luck pass incomplete short right intended for Coby Fleener,2.540,1.180
2,0:05,4,4,SDG 33,6,10,Adam Vinatieri 50 yard field goal good,1.180,3.000
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,6,10,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Erik Walden),0.280,1.000
3,14:29,1,10,SDG 31,6,10,Ryan Mathews left end for -1 yards (tackle by Delano Howell),1.000,0.320
3,13:46,2,11,SDG 30,6,10,Philip Rivers pass complete short right to Antonio Gates for 8 yards (tackle by Erik Walden),0.320,0.700
3,13:46,3,3,SDG 38,6,10,Philip Rivers pass complete short middle to Danny Woodhead for 13 yards (tackle by Josh Gordy and Pat Angerer),0.700,2.320
3,12:15,1,10,IND 49,6,10,Philip Rivers pass complete short middle to Keenan Allen for 5 yards (tackle by Mario Harvey and Darius Butler),2.320,2.460
3,11:33,2,5,IND 44,6,10,Philip Rivers pass complete short middle to Keenan Allen for 12 yards (tackle by Vontae Davis),2.460,3.450
3,11:18,1,10,IND 32,6,10,Philip Rivers pass complete short left to Vincent Brown for 15 yards (tackle by Vontae Davis),3.450,4.440
3,10:40,1,10,IND 17,6,10,Ryan Mathews up the middle for 3 yards (tackle by Mario Harvey and Pat Angerer),4.440,4.320
3,10:00,2,7,IND 14,6,10,Philip Rivers pass complete short left to Le'Ron McClain for -1 yards (tackle by Mario Harvey),4.320,3.340
3,9:17,3,8,IND 15,6,10,Philip Rivers pass incomplete short right intended for Keenan Allen,3.340,2.440
3,9:09,4,8,IND 15,6,13,Nick Novak 33 yard field goal good,2.440,3.000
3,9:09,,,SDG 35,6,13,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,9:05,1,10,IND 20,6,13,Trent Richardson right end for 4 yards (tackle by Manti Te'o and Larry English),0.280,0.270
3,8:23,2,6,IND 24,6,13,Andrew Luck up the middle for 5 yards (tackle by Corey Liuget),0.270,0.230
3,7:40,3,1,IND 29,6,13,Trent Richardson right tackle for 12 yards (tackle by Marcus Gilchrist and Bront Bird),0.230,1.660
3,7:17,1,10,IND 41,6,13,Trent Richardson right tackle for 5 yards (tackle by Corey Liuget),1.660,1.800
3,6:47,2,5,IND 46,6,13,Trent Richardson left end for 4 yards (tackle by Tourek Williams),1.800,1.620
3,6:03,3,1,,6,13,Trent Richardson right guard for 3 yards (tackle by Tourek Williams and Sean Lissemore),1.620,2.460
3,5:35,1,10,SDG 47,6,13,Andrew Luck up the middle for 6 yards (tackle by Manti Te'o),2.460,2.720
3,4:54,2,4,SDG 41,6,13,Trent Richardson left end for 1 yard (tackle by Andrew Gachkar),2.720,2.150
3,4:08,3,3,SDG 40,6,13,Andrew Luck pass incomplete short right intended for Reggie Wayne,2.150,0.590
3,4:04,4,3,SDG 40,6,13,"Pat McAfee punts 30 yards, fair catch by Keenan Allen",0.590,0.380
3,3:56,1,10,SDG 10,6,13,Ryan Mathews left guard for 2 yards (tackle by Fili Moala),-0.380,-0.630
3,3:28,2,8,SDG 12,6,13,Philip Rivers pass complete short middle to Keenan Allen for 14 yards (tackle by Kelvin Sheppard),-0.630,0.670
3,2:52,1,10,SDG 26,6,13,Ronnie Brown right end for 4 yards (tackle by Greg Toler),0.670,0.670
3,2:04,2,6,SDG 30,6,13,"Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Sergio Brown). Penalty on Antonio Gates: Illegal Shift, 5 yards (no play)",0.670,-0.010
3,1:37,2,11,SDG 25,6,13,Danny Woodhead left end for 10 yards (tackle by Delano Howell and Vontae Davis),-0.010,0.630
3,0:54,3,1,SDG 35,6,13,Le'Ron McClain up the middle for 1 yard (tackle by Cory Redding and Josh Chapman),0.630,1.330
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 36,6,13,Philip Rivers pass complete deep right to Ladarius Green for 25 yards (tackle by Mario Harvey),1.330,2.980
4,14:41,1,10,IND 39,6,13,Danny Woodhead up the middle for 7 yards (tackle by Mario Harvey),2.980,3.390
4,14:06,2,3,IND 32,6,13,Danny Woodhead left tackle for 2 yards (tackle by Mario Harvey),3.390,2.940
4,13:27,3,1,IND 30,6,13,Le'Ron McClain up the middle for 2 yards (tackle by Aubrayo Franklin and Mario Harvey),2.940,3.710
4,12:54,1,10,IND 28,6,13,Ryan Mathews up the middle for 1 yard (tackle by Kelvin Sheppard),3.710,3.300
4,12:19,2,9,IND 27,6,13,Ryan Mathews left tackle for 9 yards (tackle by Fili Moala),3.300,4.370
4,11:35,1,10,IND 18,6,13,Ronnie Brown for -1 yards (tackle by Robert Mathis),4.370,3.670
4,10:57,2,11,IND 19,6,13,Philip Rivers pass complete short left to Danny Woodhead for 4 yards (tackle by Vontae Davis),3.670,3.460
4,10:23,3,7,IND 15,6,13,Philip Rivers sacked by Cory Redding for -1 yards,3.460,2.380
4,9:47,4,8,IND 16,6,16,Nick Novak 34 yard field goal good,2.380,3.000
4,9:47,,,SDG 35,6,16,"Nick Novak kicks off 66 yards, returned by David Reed for 21 yards (tackle by Ladarius Green)",0.000,-0.280
4,9:37,1,10,IND 20,6,16,Andrew Luck pass complete deep middle to Reggie Wayne for 23 yards (tackle by Marcus Gilchrist),0.280,1.800
4,9:11,1,10,IND 43,6,16,Andrew Luck pass complete deep right to Reggie Wayne for 21 yards (tackle by Manti Te'o),1.800,3.180
4,8:49,1,10,SDG 36,6,16,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,3.180,2.640
4,8:43,2,10,SDG 36,6,16,Andrew Luck sacked by Kendall Reyes for -9 yards,2.640,0.760
4,8:07,3,19,SDG 45,6,16,Andrew Luck pass complete short right to Stanley Havili for 12 yards (tackle by Derek Cox),0.760,1.150
4,7:26,4,7,SDG 33,9,16,Adam Vinatieri 51 yard field goal good,1.150,3.000
4,7:26,,,IND 35,9,16,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,7:21,1,10,SDG 20,9,16,Ryan Mathews up the middle for 4 yards (tackle by Mario Harvey),0.280,0.270
4,6:39,2,6,SDG 24,9,16,Philip Rivers pass complete short right to Keenan Allen for 14 yards (tackle by Greg Toler),0.270,1.470
4,5:53,1,10,SDG 38,9,16,Philip Rivers pass incomplete,1.470,0.920
4,5:46,2,10,SDG 38,9,16,Philip Rivers sacked by Kelvin Sheppard for -9 yards,0.920,-0.960
4,5:08,3,19,SDG 29,9,16,Philip Rivers pass complete short right to Danny Woodhead for 10 yards (tackle by Mario Harvey),-0.960,-0.780
4,4:40,4,9,SDG 39,9,16,"Mike Scifres punts 48 yards, returned by T.Y. Hilton for 5 yards (tackle by Eric Weddle). Penalty on Larry Asante: Illegal Block Above the Waist, 9 yards",-0.780,0.380
4,4:27,1,10,IND 9,9,16,"Andrew Luck pass incomplete short right intended for Trent Richardson. Penalty on Hugh Thornton: Unnecessary Roughness, 4 yards",-0.380,-1.070
4,4:27,2,14,IND 5,9,16,Andrew Luck pass complete to T.Y. Hilton for 8 yards (tackle by Johnny Patrick),-1.070,-0.950
4,4:27,3,6,IND 13,9,16,Andrew Luck pass complete to Coby Fleener for 4 yards (tackle by Eric Weddle),-0.950,-2.320
4,3:29,4,2,IND 17,9,16,Pat McAfee punts 35 yards,-2.320,-2.130
4,3:17,1,10,SDG 48,9,16,"Penalty on Johnnie Troutman: False Start, 5 yards (no play)",2.130,1.800
4,3:17,1,15,SDG 43,9,16,Ryan Mathews right end for 15 yards (tackle by Antoine Bethea),1.800,2.790
4,2:34,1,10,IND 42,9,16,Ryan Mathews left end for 4 yards (tackle by Mario Harvey),2.790,2.790
4,2:28,1,10,IND 42,9,16,Timeout #1 by San Diego Chargers,2.790,2.780
4,2:27,2,6,IND 38,9,16,Ryan Mathews up the middle for 4 yards (tackle by Cory Redding),2.780,2.780
4,2:24,2,6,IND 38,9,16,Timeout #1 by Indianapolis Colts,2.780,2.780
4,2:24,2,6,IND 38,9,16,Timeout #2 by San Diego Chargers,2.780,2.610
4,2:24,3,2,IND 34,9,16,Philip Rivers pass complete short right to Antonio Gates for 1 yard (tackle by Delano Howell),2.610,1.210
,,,,,,,"SDG challenged the first down ruling, and the play was upheld.",,
4,2:00,4,1,IND 33,9,19,Nick Novak 50 yard field goal good,1.210,3.000
4,2:00,,,SDG 35,9,19,"Nick Novak kicks off 66 yards, returned by David Reed for 26 yards (tackle by Ladarius Green)",0.000,-0.610
4,1:47,1,10,IND 25,9,19,Andrew Luck pass complete short right to Reggie Wayne for 6 yards (tackle by Eric Weddle),0.610,0.870
4,1:41,2,4,IND 31,9,19,Andrew Luck pass complete short middle to Donald Brown for 14 yards (tackle by Reggie Walker),0.870,1.930
4,1:22,1,10,IND 45,9,19,Andrew Luck pass incomplete short middle intended for Coby Fleener (defended by Eric Weddle),1.930,1.380
4,1:17,2,10,IND 45,9,19,Andrew Luck pass incomplete deep left intended for Reggie Wayne is intercepted by Derek Cox at SDG-32 and returned for 2 yards (tackle by Coby Fleener),1.380,-1.200
4,1:07,1,10,SDG 34,9,19,Ryan Mathews up the middle for 8 yards (tackle by Erik Walden),1.200,1.200
4,1:01,1,10,SDG 34,9,19,Timeout #2 by Indianapolis Colts,1.200,1.740
4,1:01,2,2,SDG 42,9,19,Ryan Mathews up the middle for 6 yards (tackle by Antoine Bethea and Ricardo Mathews),1.740,2.130
4,0:20,1,10,SDG 48,9,19,Philip Rivers kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
