Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3,14:03,3,2,KAN 41,3,10,Trent Green pass complete short middle to Tony Gonzalez for 7 yards (tackle by John Lynch),0.960,2.130
3,13:26,1,10,KAN 48,3,10,Larry Johnson left end for 4 yards (tackle by Al Wilson),2.130,2.120
3,12:45,2,6,DEN 48,3,10,Trent Green pass incomplete short left intended for Larry Johnson,2.120,1.420
3,12:39,3,6,DEN 48,3,10,Trent Green pass complete short left to Samie Parker for 31 yards (tackle by Domonique Foxworth and John Lynch),1.420,4.440
3,12:11,1,10,DEN 17,3,10,Trent Green pass incomplete intended for Jason Dunn (defended by John Engelberger),4.440,3.850
3,12:06,2,10,DEN 17,3,10,Larry Johnson left tackle for 1 yard (tackle by Ebenezer Ekuban),3.850,3.190
3,11:29,3,9,DEN 16,3,10,Trent Green pass incomplete short right intended for Eddie Kennison (defended by Champ Bailey),3.190,2.380
3,11:25,4,9,DEN 16,3,13,Lawrence Tynes 34 yard field goal good,2.380,3.000
3,11:20,,,KAN 30,3,13,"Lawrence Tynes kicks off 66 yards, returned by Brian Clark for 19 yards (tackle by Sammy Knight). Penalty on Rich Scanlon: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,11:20,,,KAN 25,3,13,"Lawrence Tynes kicks off 55 yards, returned by Cecil Sapp for 16 yards (tackle by Rich Scanlon)",0.000,1.330
3,11:10,1,10,DEN 36,3,13,Jake Plummer sacked by Tamba Hali for -3 yards,1.330,0.390
3,10:52,2,13,DEN 33,3,13,Jake Plummer pass complete to Mike Bell for 2 yards (tackle by Patrick Surtain),0.390,-0.030
3,10:13,3,11,DEN 35,3,13,"Jake Plummer pass incomplete deep right intended for Javon Walker is intercepted by Patrick Surtain at KAN-44 and returned for 39 yards. Penalty on Lenny Walls: Illegal Contact, 5 yards (no play)",-0.030,1.600
3,10:01,1,10,DEN 40,3,13,Jake Plummer pass complete deep left to David Kircus for 36 yards (tackle by Lenny Walls and Greg Wesley),1.600,3.970
3,10:01,1,10,KAN 24,3,13,Jake Plummer for 6 yards (tackle by Jarrad Page),3.970,4.290
3,9:00,2,4,KAN 18,3,13,Jake Plummer pass incomplete short right intended for Stephen Alexander,4.290,3.570
3,8:56,,,,3,13,Timeout #1 by Denver Broncos,0.000,3.570
3,8:56,3,4,KAN 18,3,13,Mike Bell left end for 7 yards (tackle by Greg Wesley and Tamba Hali),3.570,4.840
3,8:20,1,10,KAN 11,3,13,Mike Bell right end for 1 yard (tackle by Sammy Knight and Ty Law),4.840,4.320
3,7:37,2,9,KAN 10,3,13,Jake Plummer pass complete short left to Stephen Alexander for 6 yards (tackle by Greg Wesley),4.320,4.670
3,7:09,3,3,KAN 4,3,13,Jake Plummer pass complete short right to Rod Smith for 3 yards (tackle by Ty Law),4.670,6.970
3,6:25,1,1,KAN 1,9,13,"Jake Plummer pass complete short left to Stephen Alexander for 1 yard, touchdown",6.970,7.000
3,6:25,,,KAN 2,10,13,Jason Elam kicks extra point good,0.000,0.000
3,6:21,,,DEN 30,10,13,"Paul Ernster kicks off 55 yards, out of bounds",0.000,1.600
3,6:21,1,10,KAN 40,10,13,Larry Johnson left end for 1 yard (tackle by Al Wilson),1.600,1.190
3,5:56,2,9,KAN 41,10,13,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Champ Bailey),1.190,1.550
3,5:22,3,1,KAN 49,10,13,Larry Johnson middle for 1 yard (tackle by Ian Gold),1.550,2.260
3,4:43,1,10,,10,13,Larry Johnson middle for 4 yards (tackle by Ebenezer Ekuban),2.260,2.250
3,4:05,2,6,DEN 46,10,13,Larry Johnson middle for 8 yards (tackle by Al Wilson),2.250,3.050
3,3:23,1,10,DEN 38,10,13,"Michael Bennett right end for 2 yards (tackle by Kenard Lang). Penalty on Tony Gonzalez: Offensive Holding, 10 yards (no play)",3.050,2.390
3,3:01,1,20,DEN 48,10,13,Trent Green pass complete to Michael Bennett for 12 yards (tackle by Darrent Williams),2.390,2.780
3,2:21,2,8,DEN 36,10,13,Larry Johnson middle for 21 yards (tackle by Champ Bailey),2.780,4.580
3,1:35,1,10,DEN 15,10,13,Larry Johnson middle for 1 yard (tackle by John Lynch),4.580,4.110
3,0:57,2,9,DEN 14,10,13,Trent Green sacked by Ebenezer Ekuban for -2 yards,4.110,3.040
3,0:21,3,11,DEN 16,10,13,Trent Green middle for 5 yards (tackle by Ian Gold),3.040,2.720
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,DEN 11,10,16,Lawrence Tynes 29 yard field goal good,2.720,3.000
4,14:56,,,KAN 30,10,16,"Lawrence Tynes kicks off 67 yards, returned by Brian Clark for 26 yards (tackle by Benny Sapp)",0.000,0.870
4,14:50,1,10,DEN 29,10,16,Jake Plummer pass incomplete intended for Mike Bell,0.870,0.330
4,14:45,2,10,DEN 29,10,16,Jake Plummer pass complete short right to Stephen Alexander for 12 yards (tackle by Ty Law and Keyaron Fox),0.330,1.660
4,14:10,1,10,DEN 41,10,16,Mike Bell right tackle for 2 yards (tackle by Jared Allen),1.660,1.390
4,13:34,2,8,DEN 43,10,16,Jake Plummer pass complete deep middle to Rod Smith for 20 yards (tackle by Keyaron Fox),1.390,3.120
4,12:57,1,10,KAN 37,10,16,Mike Bell middle for -2 yards (tackle by Jared Allen),3.120,2.300
4,12:19,2,12,KAN 39,10,16,Jake Plummer pass incomplete short right intended for Javon Walker (defended by Ty Law),2.300,1.620
4,12:13,3,12,KAN 39,10,16,Jake Plummer pass incomplete short middle intended for Damien Nash,1.620,0.660
4,12:08,4,12,KAN 39,10,16,"Paul Ernster punts 39 yards, touchback",0.660,-0.280
4,11:58,1,10,KAN 20,10,16,Trent Green pass complete to Larry Johnson for 6 yards (tackle by D.J. Williams),0.280,0.540
4,11:17,2,4,KAN 26,10,16,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Darrent Williams),0.540,1.330
4,10:55,1,10,KAN 36,10,16,Larry Johnson right end for 9 yards (tackle by Champ Bailey),1.330,2.010
4,10:10,2,1,KAN 45,10,16,Larry Johnson left tackle for 15 yards (tackle by Curome Cox),2.010,2.920
4,9:27,,,,10,16,Timeout #1 by Kansas City Chiefs,0.000,2.920
4,9:27,1,10,DEN 40,10,16,Trent Green pass incomplete short left intended for Samie Parker is intercepted by Darrent Williams at DEN-30 and returned for 6 yards,2.920,-1.330
4,9:20,1,10,DEN 36,10,16,Damien Nash middle for no gain (tackle by Ron Edwards and Tamba Hali),1.330,0.790
4,8:48,2,10,DEN 36,10,16,Jake Plummer pass complete short left to Damien Nash for 5 yards (tackle by Kendrell Bell),0.790,0.760
4,8:13,3,5,DEN 41,10,16,Jake Plummer pass incomplete deep left intended for Stephen Alexander,0.760,-0.650
4,8:07,4,5,DEN 41,10,16,"Paul Ernster punts 52 yards, returned by Dante Hall for 3 yards (tackle by Kyle Johnson)",-0.650,0.380
4,7:54,1,10,KAN 10,10,16,Larry Johnson for 2 yards,-0.380,-0.630
4,7:27,2,8,KAN 12,10,16,Larry Johnson middle for 7 yards (tackle by D.J. Williams),-0.630,-0.370
4,6:53,3,1,KAN 19,10,16,"Penalty on Kyle Turley: False Start, 5 yards (no play)",-0.370,-0.950
4,6:37,3,6,KAN 14,10,16,Trent Green pass complete deep right to Samie Parker for 26 yards,-0.950,1.600
4,6:11,1,10,KAN 40,10,16,Larry Johnson left end for 7 yards (tackle by Darrent Williams),1.600,2.000
4,5:47,2,3,KAN 47,10,16,Larry Johnson middle for 4 yards (tackle by Ian Gold),2.000,2.320
4,5:05,1,10,DEN 49,10,16,Michael Bennett left end for 41 yards (tackle by Darrent Williams),2.320,5.370
4,4:16,1,8,DEN 8,10,16,Larry Johnson middle for no gain (tackle by Gerard Warren and John Lynch),5.370,4.570
4,3:35,2,8,DEN 8,10,16,Larry Johnson middle for 1 yard (tackle by Ebenezer Ekuban),4.570,3.810
4,2:54,3,7,DEN 7,10,16,Larry Johnson middle for 3 yards (tackle by Champ Bailey),3.810,3.030
4,2:46,,,,10,16,Timeout #2 by Denver Broncos,0.000,3.030
4,2:46,4,4,DEN 4,10,19,Lawrence Tynes 21 yard field goal good,3.030,3.000
4,2:42,,,KAN 30,10,19,"Lawrence Tynes kicks off 70 yards, returned by Brian Clark for 27 yards (tackle by Boomer Grigsby)",0.000,0.740
4,2:36,1,10,DEN 27,10,19,"Jake Plummer pass complete short right to Brandon Marshall for 8 yards (tackle by Ty Law). Brandon Marshall fumbles (forced by Ty Law), ball out of bounds at DEN-35",0.740,1.280
4,2:19,2,2,DEN 35,10,19,Jake Plummer pass complete short right to Brandon Marshall for 4 yards (tackle by Ty Law),1.280,1.530
4,2:00,1,10,DEN 39,10,19,"Jake Plummer sacked by Tamba Hali and Jared Allen for -7 yards. Jake Plummer fumbles (forced by Tamba Hali), recovered by Cooper Carlisle at DEN-32",1.530,0.040
4,2:00,2,17,DEN 32,10,19,"Penalty on Erik Pears: False Start, 5 yards (no play)",0.040,-0.630
4,1:40,2,22,DEN 27,10,19,Jake Plummer pass complete short middle to Javon Walker for 9 yards (tackle by Benny Sapp),-0.630,-0.100
4,1:23,3,13,DEN 36,10,19,Jake Plummer pass incomplete short left intended for David Kircus,-0.100,-0.980
4,1:22,4,13,DEN 36,10,19,Jake Plummer pass incomplete short right intended for Rod Smith,-0.980,-3.250
4,1:17,1,10,DEN 35,10,19,Trent Green kneels for -1 yards,3.250,2.570
4,0:39,2,11,DEN 36,10,19,Trent Green kneels for -1 yards,2.570,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
