Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
1,11:30,3,2,DET 33,0,0,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Brad Kassell),0.430,1.470
1,10:52,1,10,DET 38,0,0,Kevin Jones left guard for 11 yards (tackle by Donnie Nickey and Bo Schobel),1.470,2.190
1,10:12,1,10,DET 49,0,6,"Joey Harrington sacked by Keith Bulluck for -7 yards. Joey Harrington fumbles (forced by Keith Bulluck), recovered by Keith Bulluck at DET-39 and returned for 39 yards, touchdown",2.190,-7.000
1,,,,DET 2,0,7,Gary Anderson kicks extra point good,0.000,0.000
1,,,,TEN 30,0,7,"Craig Hentrich kicks off 70 yards, touchback",0.000,0.280
1,10:00,1,10,DET 20,0,7,Kevin Jones left end for 3 yards (tackle by Brad Kassell),0.280,0.140
1,9:25,2,7,DET 23,0,7,Joey Harrington pass complete to Scottie Vines for 26 yards (tackle by Bo Schobel),0.140,2.190
1,8:37,1,10,DET 49,0,7,Kevin Jones left end for 13 yards (tackle by Lamont Thompson),2.190,3.050
1,8:06,1,10,TEN 38,0,7,Joey Harrington pass complete to Kevin Jones for 4 yards (tackle by Donnie Nickey),3.050,3.050
1,7:20,2,6,TEN 34,0,7,Shawn Bryson right end for 4 yards (tackle by Albert Haynesworth),3.050,2.870
1,6:37,3,2,TEN 30,0,7,Joey Harrington pass complete to Shawn Bryson for 4 yards (tackle by Brad Kassell),2.870,3.840
1,5:58,1,10,TEN 26,0,7,Joey Harrington pass incomplete intended for Scottie Vines,3.840,3.300
1,5:53,2,10,TEN 26,0,7,Kevin Jones up the middle for 2 yards (tackle by Bo Schobel and Keith Bulluck),3.300,2.870
1,5:15,3,8,TEN 24,0,7,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Michael Waddell),2.870,2.280
1,4:52,4,3,TEN 19,0,7,"Jason Hanson 37 yard field goal no good. Penalty on Kevin Carter: Defensive Offside, 5 yards (no play)",2.280,4.650
1,4:47,1,10,TEN 14,0,7,Joey Harrington pass incomplete intended for Stephen Alexander,4.650,4.000
1,4:43,2,10,TEN 14,0,7,Kevin Jones left end for -1 yards (tackle by Brad Kassell),4.000,3.060
1,4:00,3,11,TEN 15,0,7,Joey Harrington up the middle for 7 yards (tackle by Albert Haynesworth),3.060,2.980
1,3:19,4,4,TEN 8,3,7,Jason Hanson 26 yard field goal good,2.980,3.000
1,,,,DET 30,3,7,"Jason Hanson kicks off 67 yards, returned by Jason McAddley for 15 yards (tackle by Vernon Fox)",0.000,0.040
1,3:08,1,10,TEN 18,3,7,Antowain Smith right end for no gain (tackle by Cory Redding and Shaun Rogers),0.040,-0.490
1,2:37,2,10,TEN 18,3,7,Antowain Smith up the middle for no gain (tackle by Shaun Rogers),-0.490,-1.170
1,1:59,3,10,TEN 18,3,7,Billy Volek pass complete to Antowain Smith for 2 yards (tackle by Alex Lewis),-1.170,-2.030
1,1:17,4,8,TEN 20,3,7,"Craig Hentrich punts 43 yards, fair catch by Reggie Swinton",-2.030,-1.400
1,1:09,1,10,DET 37,3,7,Kevin Jones up the middle for no gain (tackle by Randy Starks),1.400,0.860
1,0:30,2,10,DET 37,3,7,Joey Harrington pass incomplete intended for Cory Schlesinger,0.860,0.170
1,0:23,3,10,DET 37,3,7,Joey Harrington pass complete to Roy E. Williams for 11 yards (tackle by Tony Beckham),0.170,2.130
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 48,3,7,Joey Harrington pass complete to Stephen Alexander for 9 yards (tackle by Brad Kassell),2.130,2.800
2,14:30,2,1,TEN 43,3,7,Kevin Jones right tackle for 3 yards (tackle by Travis LaBoy and Scott McGarrahan),2.800,2.920
2,13:56,1,10,TEN 40,3,7,Joey Harrington pass incomplete intended for Stephen Alexander (defended by Scott McGarrahan),2.920,2.370
2,13:51,2,10,TEN 40,3,7,Joey Harrington pass incomplete intended for Reggie Swinton (defended by Michael Waddell),2.370,1.680
2,13:45,3,10,TEN 40,3,7,Joey Harrington sacked by Carlos Hall for -5 yards,1.680,0.270
2,13:29,4,15,TEN 45,3,7,"Nick Harris punts 29 yards, returned by Eddie Berlin for 1 yard (tackle by Keith Smith)",0.270,0.060
2,13:21,1,10,TEN 17,3,7,"Penalty on Drew Bennett: False Start, 5 yards (no play)",-0.060,-0.510
2,13:21,1,15,TEN 12,3,7,Antowain Smith up the middle for 13 yards (tackle by Bracy Walker and Chris Cash),-0.510,0.620
2,12:43,2,2,TEN 25,3,7,Antowain Smith right end for -3 yards (tackle by Teddy Lehman and Cory Redding),0.620,-0.620
2,12:05,3,5,TEN 22,3,7,Billy Volek pass complete to Drew Bennett for 18 yards (tackle by Chris Cash),-0.620,1.600
2,11:21,1,10,TEN 40,3,7,Billy Volek pass incomplete intended for Derrick Mason (defended by Dre' Bly),1.600,1.050
2,11:16,2,10,TEN 40,3,7,Billy Volek pass complete to Troy Fleming for 2 yards (tackle by Dre' Bly),1.050,0.630
2,10:43,3,8,TEN 42,3,7,Billy Volek pass incomplete intended for Eddie Berlin,0.630,-0.590
2,10:38,4,8,TEN 42,3,7,"Craig Hentrich punts 33 yards, fair catch by Reggie Swinton",-0.590,-0.610
2,10:31,1,10,DET 25,3,7,Kevin Jones left tackle for 2 yards (tackle by Ken Amato),0.610,0.330
2,9:55,2,8,DET 27,3,7,Joey Harrington pass complete to Stephen Alexander for 16 yards (tackle by Justin Ena),0.330,1.800
2,9:31,1,10,DET 43,3,7,Kevin Jones left tackle for 8 yards (tackle by Travis LaBoy and Lamont Thompson),1.800,2.330
2,8:49,2,2,TEN 49,3,7,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Tony Beckham),2.330,1.620
2,8:44,3,2,TEN 49,3,7,Joey Harrington pass complete to Reggie Swinton for 7 yards (tackle by Michael Waddell),1.620,2.790
2,8:02,1,10,TEN 42,3,7,Joey Harrington pass complete to David Kircus for 6 yards (tackle by Tony Beckham),2.790,3.050
2,7:20,2,4,TEN 36,3,7,Kevin Jones right tackle for 1 yard (tackle by Travis LaBoy and Justin Ena),3.050,2.480
2,6:38,3,3,TEN 35,3,7,Joey Harrington pass incomplete intended for Shawn Bryson,2.480,0.990
2,6:31,4,3,TEN 35,3,7,Joey Harrington pass complete to Reggie Swinton for 14 yards (tackle by Keith Bulluck),0.990,4.170
2,5:48,1,10,TEN 21,9,7,"Joey Harrington pass complete to Cory Schlesinger for 21 yards, touchdown",4.170,7.000
2,,,,TEN 2,10,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,7,"Jason Hanson kicks off 69 yards, returned by Jason McAddley for 34 yards (tackle by Alex Lewis). Penalty on Donnie Nickey: Offensive Holding, 10 yards",0.000,-0.380
2,5:34,1,10,TEN 10,10,7,Billy Volek pass complete to Troy Fleming for 1 yard (tackle by Teddy Lehman),-0.380,-0.710
2,4:57,2,9,TEN 11,10,7,Antowain Smith up the middle for 9 yards (tackle by Brock Marion and Shaun Rogers),-0.710,0.280
2,4:17,1,10,TEN 20,10,7,Billy Volek pass complete to Troy Fleming for 9 yards (tackle by Earl Holmes),0.280,0.950
2,3:35,2,1,TEN 29,10,7,Antowain Smith for 2 yards (tackle by Terrence Holt and Teddy Lehman),0.950,1.000
2,3:06,1,10,TEN 31,10,7,Billy Volek pass complete to Derrick Mason for 19 yards (tackle by Chris Cash),1.000,2.260
2,2:22,1,10,TEN 50,10,7,Billy Volek pass incomplete intended for Derrick Mason,2.260,1.710
2,2:17,2,10,TEN 50,10,7,Troy Fleming up the middle for 3 yards (tackle by Earl Holmes and Teddy Lehman),1.710,1.420
2,2:00,3,7,DET 47,10,7,Billy Volek pass complete to Ben Troupe for 13 yards (tackle by Alex Lewis),1.420,3.310
2,1:26,1,10,DET 34,10,7,Antowain Smith right tackle for 2 yards (tackle by Terrence Holt),3.310,3.040
2,1:17,,,,10,7,Timeout #1 by Tennessee Titans,0.000,3.040
2,1:17,2,8,DET 32,10,7,Billy Volek pass incomplete intended for Derrick Mason,3.040,2.350
2,1:12,3,8,DET 32,10,13,"Billy Volek pass complete to Drew Bennett for 32 yards, touchdown",2.350,7.000
2,,,,DET 2,10,14,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,10,14,"Craig Hentrich kicks off 45 yards, returned by Reggie Swinton for 14 yards (tackle by Troy Fleming)",0.000,1.530
2,1:01,1,10,DET 39,10,14,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Tony Beckham),1.530,1.390
2,0:37,2,7,DET 42,10,14,Shawn Bryson up the middle for 5 yards (tackle by Keith Bulluck),1.390,1.360
2,0:27,,,,10,14,Timeout #1 by Detroit Lions,0.000,1.360
2,0:27,3,2,DET 47,10,14,"Joey Harrington pass complete to Shawn Bryson for -31 yards (tackle by Scott McGarrahan). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",1.360,0.040
2,0:18,3,12,DET 37,10,14,Shawn Bryson left end for no gain (tackle by Tony Beckham and Brad Kassell),0.040,-0.910
2,0:12,,,,10,14,Timeout #2 by Detroit Lions,0.000,-0.910
2,0:12,4,12,DET 37,10,14,Nick Harris punts 60 yards. Penalty on DET: Illegal Touch Kick (Declined),-0.910,1.400
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,14,"Jason Hanson kicks off 65 yards, returned by Jason McAddley for 25 yards (tackle by Stephen Trejo)",0.000,0.940
3,14:53,1,10,TEN 30,10,14,Antowain Smith left end for no gain (tackle by Earl Holmes and Shaun Rogers),0.940,0.390
3,14:07,2,10,TEN 30,10,14,Billy Volek pass incomplete intended for Derrick Mason,0.390,-0.300
3,14:03,3,10,TEN 30,10,14,Billy Volek pass complete to Eddie Berlin for 11 yards (tackle by Keith Smith),-0.300,1.660
3,14:03,1,10,TEN 41,10,14,Billy Volek pass incomplete intended for Troy Fleming,1.660,1.120
3,13:13,2,10,TEN 41,10,14,Troy Fleming up the middle for 2 yards (tackle by Cory Redding),1.120,0.700
3,12:34,3,8,TEN 43,10,14,Billy Volek pass complete to Derrick Mason for 10 yards (tackle by Alex Lewis),0.700,2.460
3,11:50,1,10,DET 47,10,14,"Antowain Smith left end for 1 yard (tackle by Bracy Walker and James Davis). Penalty on Justin Hartwig: Tripping, 10 yards",2.460,1.860
3,11:20,1,19,TEN 44,10,14,Billy Volek pass complete to Derrick Mason for 6 yards (tackle by Jared DeVries),1.860,1.510
3,10:40,2,13,TEN 50,10,14,Billy Volek pass incomplete intended for Antowain Smith,1.510,0.830
3,10:35,3,13,TEN 50,10,14,Billy Volek pass incomplete intended for Eddie Berlin (defended by Brock Marion),0.830,-0.060
3,10:30,4,13,TEN 50,10,14,"Craig Hentrich punts 31 yards, fair catch by Reggie Swinton",-0.060,-0.150
3,10:22,1,10,DET 19,10,14,Joey Harrington pass complete to Kevin Jones for 4 yards (tackle by Andre Dyson),0.150,0.210
3,9:46,2,6,DET 23,10,14,Kevin Jones up the middle for -1 yards (tackle by Albert Haynesworth and Antwan Odom),0.210,-0.680
3,9:03,3,7,DET 22,10,14,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Keith Bulluck),-0.680,-1.570
3,8:40,4,2,DET 27,10,14,"Nick Harris punts 45 yards, returned by Eddie Berlin for no gain",-1.570,-0.810
3,8:31,1,10,TEN 28,10,14,Antowain Smith right tackle for 4 yards (tackle by James Hall and Cory Redding),0.810,0.800
3,7:52,2,6,TEN 32,10,14,Billy Volek pass incomplete intended for Drew Bennett (defended by James Hall),0.800,0.100
3,7:48,3,6,TEN 32,10,14,Billy Volek pass complete to Ben Troupe for 5 yards (tackle by Brock Marion),0.100,-0.910
3,7:04,4,1,TEN 37,10,14,"Penalty on Darrell Hill: False Start, 5 yards (no play)",-0.910,-1.240
3,6:55,4,6,TEN 32,10,14,"Craig Hentrich punts 43 yards, fair catch by Reggie Swinton",-1.240,-0.610
3,6:47,1,10,DET 25,10,14,Joey Harrington pass complete to Kevin Jones for 27 yards (tackle by Keith Bulluck),0.610,2.390
3,6:00,1,10,TEN 48,10,14,Joey Harrington right end for 6 yards (tackle by Brad Kassell),2.390,2.660
3,5:26,2,4,TEN 42,10,14,Joey Harrington pass complete to Roy E. Williams for 29 yards (tackle by Tony Beckham),2.660,4.710
3,4:58,1,10,TEN 13,10,14,Kevin Jones up the middle for 4 yards (tackle by Rien Long and Keith Bulluck),4.710,4.770
3,4:19,2,6,TEN 9,10,14,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",4.770,3.900
3,3:58,2,11,TEN 14,10,14,Joey Harrington pass incomplete intended for Scottie Vines,3.900,3.080
3,3:53,3,11,TEN 14,10,14,Joey Harrington pass complete to Stephen Alexander for 6 yards (tackle by Michael Waddell),3.080,2.970
3,3:28,4,5,TEN 8,13,14,Jason Hanson 26 yard field goal good,2.970,3.000
3,,,,DET 30,13,14,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,3:25,1,10,TEN 20,13,14,Billy Volek pass complete to Ben Troupe for 24 yards (tackle by Dre' Bly),0.280,1.860
3,2:55,1,10,TEN 44,13,14,Antowain Smith right end for 43 yards (tackle by Brock Marion),1.860,4.710
3,2:24,1,10,DET 13,13,14,Troy Fleming right tackle for 3 yards (tackle by Earl Holmes and Shaun Rogers),4.710,4.580
3,1:48,2,7,DET 10,13,14,Billy Volek pass incomplete intended for Ben Troupe,4.580,3.650
3,1:43,3,7,DET 10,13,14,"Billy Volek pass incomplete intended for Derrick Mason (defended by Brock Marion). Penalty on Brock Marion: Defensive Pass Interference, 7 yards (no play)",3.650,6.510
3,1:40,1,3,DET 3,13,14,Antowain Smith right guard for 1 yard (tackle by Brock Marion and Bracy Walker),6.510,5.720
3,1:04,2,2,DET 2,13,20,"Antowain Smith right tackle for 2 yards, touchdown",5.720,7.000
3,,,,DET 2,13,21,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,13,21,"Craig Hentrich kicks off 66 yards, returned by Reggie Swinton for 32 yards (tackle by Darrell Hill). Penalty on Jared DeVries: Personal Foul, 15 yards",,
3,0:52,1,10,DET 21,13,21,Joey Harrington pass complete to Cory Schlesinger for 2 yards (tackle by Justin Ena),0.340,0.070
3,0:12,2,8,DET 23,13,21,Kevin Jones up the middle for 3 yards (tackle by Kevin Carter and Brad Kassell),0.070,-0.230
Quarter,Time,Down,ToGo,Location,DET,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,DET 26,13,21,Joey Harrington pass complete to Reggie Swinton for 4 yards (tackle by Brad Kassell),-0.230,-1.370
4,14:21,4,1,DET 30,13,21,"Nick Harris punts 39 yards, returned by Eddie Berlin for 1 yard (tackle by Scottie Vines)",-1.370,-1.070
4,14:10,1,10,TEN 32,13,21,Billy Volek pass complete to Derrick Mason for 13 yards (tackle by Andre' Goodman),1.070,1.930
4,13:40,1,10,TEN 45,13,21,Antowain Smith right tackle for -2 yards (tackle by Shaun Rogers),1.930,1.110
4,13:03,2,12,TEN 43,13,21,Doug Johnson pass complete to Ben Troupe for 33 yards (tackle by Teddy Lehman),1.110,3.970
4,12:12,1,10,DET 24,13,21,"Penalty on Earl Holmes: Neutral Zone Infraction, 5 yards (no play)",3.970,4.750
4,11:51,1,5,DET 19,13,21,Antowain Smith up the middle for -1 yards (tackle by Teddy Lehman and Earl Holmes),4.750,3.970
4,11:17,2,6,DET 20,13,21,Doug Johnson pass incomplete intended for Shad Meier,3.970,3.270
4,11:14,3,6,DET 20,13,21,"Antowain Smith up the middle for 7 yards. Penalty on Ben Troupe: Offensive Holding, 10 yards",3.270,2.870
4,11:07,3,9,DET 23,13,21,Antowain Smith up the middle for 1 yard (tackle by Teddy Lehman and Marcus Bell),2.870,1.990
4,10:29,4,8,DET 22,13,24,Gary Anderson 40 yard field goal good,1.990,3.000
4,,,,TEN 30,13,24,"Craig Hentrich kicks off 67 yards, returned by Reggie Swinton for 23 yards (tackle by Ken Amato)",0.000,0.670
4,10:18,1,10,DET 26,13,24,Kevin Jones up the middle for 8 yards (tackle by Donnie Nickey and Albert Haynesworth),0.670,1.210
4,9:40,2,2,DET 34,13,24,"Joey Harrington pass incomplete intended for Roy E. Williams is intercepted by Andre Dyson at TEN-38 and returned for 43 yards (tackle by Casey Fitzsimmons). Penalty on Joey Harrington: Low Block, 10 yards",1.210,-5.140
4,9:10,1,9,DET 9,13,24,Antowain Smith for no gain (tackle by Shaun Rogers and James Hall),5.140,4.380
4,8:23,2,9,DET 9,13,24,Antowain Smith right end for no gain (tackle by Shaun Rogers and Teddy Lehman),4.380,3.360
4,7:51,3,9,DET 9,13,24,Doug Johnson pass incomplete intended for Derrick Mason (defended by Keith Smith),3.360,2.830
4,7:46,4,9,DET 9,13,24,"Gary Anderson 27 yard field goal no good, blocked by Shaun Rogers, recovered by Gary Anderson",2.830,-0.040
4,7:45,1,10,DET 18,13,24,Joey Harrington pass complete to Roy E. Williams for 5 yards (tackle by Brad Kassell),0.040,0.280
4,7:19,2,5,DET 23,13,24,Joey Harrington pass complete to Scottie Vines for 14 yards (tackle by Donnie Nickey),0.280,1.400
4,6:54,1,10,DET 37,13,24,Kevin Jones up the middle for 4 yards (tackle by Keith Bulluck and Kevin Carter),1.400,1.400
4,6:31,2,6,DET 41,13,24,Joey Harrington pass complete to Stephen Alexander for 9 yards (tackle by Keith Bulluck),1.400,2.260
4,6:02,1,10,TEN 50,13,24,Joey Harrington pass complete to Casey Fitzsimmons for 5 yards (tackle by Brad Kassell),2.260,2.390
4,5:35,2,5,TEN 45,13,24,Joey Harrington pass complete to Kevin Jones for 9 yards (tackle by Brad Kassell),2.390,3.180
4,5:09,1,10,TEN 36,13,24,Joey Harrington pass incomplete intended for Roy E. Williams,3.180,2.640
4,5:05,2,10,TEN 36,13,24,Joey Harrington pass complete to Stephen Alexander for 17 yards (tackle by Donnie Nickey),2.640,4.310
4,4:36,1,10,TEN 19,13,24,Kevin Jones up the middle for 2 yards (tackle by Brad Kassell),4.310,4.030
4,4:11,2,8,TEN 17,19,24,"Joey Harrington pass complete to Roy E. Williams for 17 yards, touchdown",4.030,7.000
,,,,,,,"TEN challenged the ruling, and the play was upheld.",,
4,,,,,19,24,"Two Point Attempt: Joey Harrington pass incomplete intended for Roy E. Williams, conversion fails",1.000,-1.000
4,,,,DET 30,19,24,"Jason Hanson kicks off 64 yards, returned by Jason McAddley for 21 yards (tackle by Keith Smith)",0.000,0.740
4,4:00,1,10,TEN 27,19,24,Antowain Smith left end for 3 yards (tackle by James Hall),0.740,0.600
4,3:53,,,,19,24,Timeout #1 by Detroit Lions,0.000,0.600
4,3:53,2,7,TEN 30,19,24,"Penalty on Derrick Mason: False Start, 5 yards (no play)",0.600,-0.070
4,3:53,2,12,TEN 25,19,24,Doug Johnson pass incomplete intended for Drew Bennett,-0.070,-0.760
4,3:49,3,12,TEN 25,19,24,Doug Johnson pass complete to Antowain Smith for 9 yards (tackle by Teddy Lehman),-0.760,-1.110
4,3:00,4,3,TEN 34,19,24,"Craig Hentrich punts 52 yards, fair catch by Reggie Swinton",-1.110,0.280
4,2:52,1,10,DET 14,19,24,Joey Harrington pass complete to Shawn Bryson for 22 yards (tackle by Andre Dyson),-0.280,1.330
4,2:44,1,10,DET 36,19,24,Joey Harrington pass complete to Stephen Alexander for 9 yards (tackle by Donnie Nickey),1.330,2.010
4,2:37,2,1,DET 45,19,24,Shawn Bryson left tackle for 4 yards (tackle by Brad Kassell and Travis LaBoy),2.010,2.190
4,2:15,1,10,DET 49,19,24,Joey Harrington pass complete to Shawn Bryson for 8 yards (tackle by Keith Bulluck),2.190,2.730
4,2:00,2,2,TEN 43,19,24,Shawn Bryson up the middle for 5 yards (tackle by Carlos Hall and Donnie Nickey),2.730,3.050
4,1:36,1,10,TEN 38,19,24,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Keith Bulluck),3.050,2.910
4,1:28,2,7,TEN 35,19,24,Joey Harrington pass incomplete intended for Kevin Jones,2.910,2.210
4,1:23,3,7,TEN 35,19,24,Joey Harrington pass complete to David Kircus for 12 yards (tackle by Michael Waddell),2.210,4.040
4,1:05,1,10,TEN 23,19,24,Kevin Jones up the middle for 7 yards (tackle by Scott McGarrahan),4.040,4.560
4,1:00,,,,19,24,Timeout #2 by Detroit Lions,0.000,4.560
4,1:00,2,3,TEN 16,19,24,Joey Harrington pass incomplete intended for Shawn Bryson,4.560,3.850
4,0:56,3,3,TEN 16,19,24,Joey Harrington pass incomplete intended for Reggie Swinton. Penalty on Stockar McDougle: Offensive Holding (Declined),3.850,2.480
4,0:50,4,3,TEN 16,19,24,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Donnie Nickey),2.480,0.140
4,0:45,1,10,TEN 16,19,24,Doug Johnson kneels for -1 yards,-0.140,-0.780
4,0:44,,,,19,24,Timeout #3 by Detroit Lions,0.000,-0.780
4,0:44,2,11,TEN 15,19,24,Doug Johnson kneels for -1 yards,-0.780,-1.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
