Player,Pos
Joey Harrington,QB
Kevin Jones,HB
Cory Schlesinger,FB
Roy Williams,WR
Scottie Vines,WR
Stephen Alexander,TE
Jeff Backus,LT
Matt Joyce,LG
Dominic Raiola,C
Damien Woody,RG
Stockar McDougle,RT
Cory Redding,LDE
Dan Wilkinson,LDT
Shaun Rogers,RDT
James Hall,RDE
Teddy Lehman,SLB
Earl Holmes,MLB
James Davis,WLB
Andre' Goodman,LCB
Dre' Bly,RCB
Bracy Walker,SS
Brock Marion,FS
