Quarter,Time,Down,ToGo,Location,SFO,BUF,Detail,EPB,EPA
2,14:07,1,10,SFO 47,9,7,"Colin Kaepernick pass complete deep right to Torrey Smith for 53 yards, touchdown",2.060,7.000
2,14:07,,,BUF 47,10,7,Phil Dawson kicks extra point good,0.000,0.000
2,14:07,,,SFO 35,10,7,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,13:56,1,10,BUF 25,10,7,Tyrod Taylor pass complete short middle to Charles Clay for 8 yards (tackle by Nick Bellore),0.610,1.140
2,13:23,2,2,BUF 33,10,7,LeSean McCoy middle for 38 yards (tackle by Eric Reid),1.140,3.640
2,12:41,1,10,SFO 29,10,7,Tyrod Taylor left end for 7 yards (tackle by Eric Reid),3.640,4.050
2,12:17,2,3,SFO 22,10,7,Mike Gillislee middle for 2 yards (tackle by DeForest Buckner and Quinton Dial),4.050,3.600
2,11:50,3,1,SFO 20,10,7,Mike Gillislee middle for 2 yards (tackle by DeForest Buckner and Nick Bellore),3.600,4.370
2,11:07,1,10,SFO 18,10,7,Tyrod Taylor pass complete short middle to Nick O'Leary for 6 yards (tackle by Eric Reid),4.370,4.810
2,10:24,2,4,SFO 12,10,13,"LeSean McCoy left guard for 12 yards, touchdown",4.810,7.000
2,10:24,,,SFO 12,10,14,Dan Carpenter kicks extra point good,0.000,0.000
2,10:24,,,BUF 35,10,14,"Dan Carpenter kicks off 67 yards, returned by Torrey Smith for 13 yards (tackle by Nickell Robey-Coleman)",0.000,0.370
2,10:11,1,10,SFO 11,10,14,Carlos Hyde left guard for 3 yards (tackle by Jerel Worthy and Corey Graham),-0.370,-0.530
2,9:42,2,7,SFO 14,10,14,Colin Kaepernick left guard for 11 yards (tackle by Zach Brown),-0.530,0.610
2,9:02,1,10,SFO 25,10,14,Colin Kaepernick pass complete short left to Quinton Patton for 13 yards (tackle by Aaron Williams),0.610,1.470
2,8:24,1,10,SFO 38,10,14,Colin Kaepernick pass complete short middle to Quinton Patton for 11 yards (tackle by Corey Graham),1.470,2.190
2,7:50,1,10,SFO 49,10,14,Carlos Hyde right guard for 15 yards (tackle by Aaron Williams and Preston Brown),2.190,3.180
2,7:09,1,10,BUF 36,10,14,Colin Kaepernick pass complete short right to Torrey Smith for 8 yards (tackle by Ronald Darby),3.180,3.720
2,6:42,2,2,BUF 28,10,14,Carlos Hyde left tackle for -2 yards (tackle by Lorenzo Alexander and Zach Brown),3.720,2.740
2,6:03,3,4,BUF 30,10,14,Colin Kaepernick pass incomplete short left intended for Jeremy Kerley (defended by Lorenzo Alexander),2.740,1.460
2,5:59,4,4,BUF 30,13,14,Phil Dawson 48 yard field goal good,1.460,3.000
2,5:59,,,SFO 35,13,14,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,5:54,1,10,BUF 25,13,14,LeSean McCoy right tackle for no gain (tackle by Nick Bellore),0.610,0.060
2,5:15,2,10,BUF 25,13,14,Tyrod Taylor pass complete short left to Charles Clay for 5 yards (tackle by Michael Wilhoite and DeForest Buckner),0.060,0.040
2,4:31,3,5,BUF 30,13,14,Tyrod Taylor pass complete short right to Robert Woods for 6 yards (tackle by Eli Harold),0.040,1.330
2,3:43,1,10,BUF 36,13,14,Tyrod Taylor pass incomplete short left intended for Marquise Goodwin,1.330,0.790
2,3:38,2,10,BUF 36,13,14,"Tyrod Taylor pass complete short left to Marquise Goodwin for 11 yards (tackle by Keith Reaser). Penalty on Marquise Goodwin: Offensive Pass Interference, 10 yards (no play)",0.790,-0.560
2,3:15,2,20,BUF 26,13,14,Tyrod Taylor pass incomplete short middle intended for LeSean McCoy,-0.560,-1.220
2,3:10,3,20,BUF 26,13,14,LeSean McCoy left tackle for 22 yards (tackle by Rashard Robinson),-1.220,2.130
2,2:38,1,10,BUF 48,13,14,Mike Gillislee left guard for 4 yards (tackle by Nick Bellore),2.130,2.120
2,2:00,2,6,SFO 48,13,14,Tyrod Taylor right end for 10 yards (tackle by Nick Bellore),2.120,3.050
2,1:29,1,10,SFO 38,13,14,"Tyrod Taylor right end for 18 yards (tackle by Rashard Robinson). Penalty on Robert Woods: Offensive Holding, 10 yards",3.050,4.220
2,1:22,1,2,SFO 30,13,14,Robert Woods left tackle for 6 yards (tackle by Eric Reid),4.220,3.970
2,0:47,1,10,SFO 24,13,14,Tyrod Taylor sacked by DeForest Buckner for 0 yards,3.970,3.430
2,0:38,2,10,SFO 24,13,14,Tyrod Taylor pass complete short middle to LeSean McCoy for 2 yards (tackle by Nick Bellore),3.430,3.430
2,0:38,2,10,SFO 24,13,14,Timeout #1 by Buffalo Bills,3.430,3.010
2,0:32,3,8,SFO 22,13,14,Tyrod Taylor pass incomplete short left intended for Marquise Goodwin,3.010,1.990
2,0:25,4,8,SFO 22,13,17,Dan Carpenter 40 yard field goal good,1.990,3.000
2,0:25,,,BUF 35,13,17,"Dan Carpenter kicks off 63 yards, returned by Keshawn Martin for 17 yards (tackle by Kevon Seymour)",0.000,-0.150
2,0:15,1,10,SFO 19,13,17,Colin Kaepernick kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,SFO,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,13,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,13,17,"Penalty on BUF: Illegal Substitution, 5 yards (no play)",0.610,0.280
3,15:00,1,15,BUF 20,13,17,Reggie Bush left end for 1 yard (tackle by Nick Bellore and Michael Wilhoite),0.280,-0.480
3,14:22,2,14,BUF 21,13,17,"Tyrod Taylor pass complete short left to LeSean McCoy for 12 yards (tackle by Antoine Bethea). Penalty on Richie Incognito: Illegal Block Above the Waist, 10 yards (no play)",-0.480,-1.800
3,14:04,2,24,BUF 11,13,17,Tyrod Taylor pass incomplete short left intended for Charles Clay,-1.800,-3.060
3,13:59,3,24,BUF 11,13,17,Tyrod Taylor pass complete short left to Marquise Goodwin for 16 yards (tackle by Rashard Robinson),-3.060,-1.570
3,13:21,4,8,BUF 27,13,17,"Colton Schmidt punts 54 yards, returned by Jeremy Kerley for 12 yards (tackle by Mike Gillislee)",-1.570,-1.000
3,13:08,1,10,SFO 31,13,17,Carlos Hyde right guard for 6 yards (tackle by Preston Brown and Corey Graham),1.000,1.270
3,12:50,2,4,SFO 37,13,17,Colin Kaepernick pass incomplete short right intended for Torrey Smith,1.270,0.560
3,12:46,3,4,SFO 37,13,17,"Penalty on Trenton Brown: False Start, 5 yards (no play)",0.560,-0.100
3,12:46,3,9,SFO 32,13,17,Colin Kaepernick pass incomplete deep left intended for Jeremy Kerley,-0.100,-1.240
3,12:40,4,9,SFO 32,13,17,Bradley Pinion punts 30 yards,-1.240,-1.470
3,12:29,1,10,BUF 38,13,17,LeSean McCoy left guard for 4 yards (tackle by Quinton Dial and DeForest Buckner),1.470,1.460
3,11:56,2,6,BUF 42,13,17,"LeSean McCoy right end for -4 yards (tackle by Tramaine Brock). LeSean McCoy fumbles (forced by Tramaine Brock), recovered by LeSean McCoy at BUF-38",1.460,0.230
3,11:15,3,10,BUF 38,13,17,"Tyrod Taylor pass incomplete short middle intended for Robert Woods. Penalty on Nick Bellore: Illegal Contact, 5 yards (no play)",0.230,1.800
3,11:10,1,10,BUF 43,13,17,Tyrod Taylor right tackle for 3 yards (tackle by Keith Reaser),1.800,1.660
3,10:42,2,7,BUF 46,13,17,Tyrod Taylor sacked by DeForest Buckner for 0 yards,1.660,0.960
3,9:59,3,7,BUF 46,13,17,Tyrod Taylor pass incomplete short left intended for Justin Hunter (defended by Keith Reaser),0.960,-0.320
3,9:54,4,7,BUF 46,13,17,"Colton Schmidt punts 49 yards, out of bounds",-0.320,0.380
3,9:45,1,10,SFO 5,13,17,Mike Davis middle for 1 yard (tackle by Jerry Hughes and Preston Brown),-0.380,-0.710
3,9:13,2,9,SFO 6,13,17,Colin Kaepernick middle for 10 yards (tackle by Stephon Gilmore and Zach Brown),-0.710,-0.140
3,8:36,1,10,SFO 16,13,17,Colin Kaepernick pass complete short middle to Jeremy Kerley for 5 yards (tackle by Aaron Williams),-0.140,0.150
3,8:07,2,5,SFO 21,13,17,Colin Kaepernick pass incomplete short right intended for Quinton Patton,0.150,-0.700
3,7:59,3,5,SFO 21,13,17,Colin Kaepernick pass incomplete short right intended for Jeremy Kerley (defended by Nickell Robey-Coleman),-0.700,-1.960
3,7:54,4,5,SFO 21,13,17,"Bradley Pinion punts 47 yards, returned by Brandon Tate for 13 yards (tackle by Shayne Skov)",-1.960,-1.930
3,7:43,1,10,BUF 45,13,17,Tyrod Taylor pass complete short left to Marquise Goodwin for 6 yards (tackle by Tramaine Brock),1.930,2.190
3,7:09,2,4,SFO 49,13,17,Tyrod Taylor pass incomplete,2.190,1.490
3,7:02,3,4,SFO 49,13,17,Tyrod Taylor pass incomplete short right intended for Robert Woods (defended by Tramaine Brock),1.490,0.000
3,6:58,4,4,SFO 49,13,17,"Colton Schmidt punts 49 yards, touchback",0.000,-0.280
3,6:51,1,10,SFO 20,13,17,Colin Kaepernick pass incomplete short left intended for Quinton Patton (defended by Stephon Gilmore),0.280,-0.270
3,6:47,2,10,SFO 20,13,17,Carlos Hyde middle for 2 yards (tackle by Jerry Hughes),-0.270,-0.690
3,6:16,3,8,SFO 22,13,17,Colin Kaepernick right tackle for 29 yards (tackle by Stephon Gilmore),-0.690,2.320
3,5:47,1,10,BUF 49,13,17,Carlos Hyde middle for 2 yards (tackle by Leger Douzable),2.320,2.050
3,5:19,2,8,BUF 47,13,17,Mike Davis left end for 7 yards (tackle by Stephon Gilmore),2.050,2.280
3,5:05,3,1,BUF 40,13,17,Mike Davis right guard for no gain (tackle by Preston Brown and Zach Brown),2.280,0.590
3,4:35,4,1,BUF 40,13,17,Mike Davis middle for no gain (tackle by Preston Brown and Lerentee McCray),0.590,-1.600
3,4:29,1,10,BUF 40,13,17,LeSean McCoy right tackle for 12 yards (tackle by Tramaine Brock),1.600,2.390
3,3:48,1,10,SFO 48,13,17,LeSean McCoy right guard for -5 yards (tackle by Nick Bellore),2.390,1.170
3,3:13,2,15,BUF 47,13,17,Tyrod Taylor pass complete deep right to Nick O'Leary for 23 yards (tackle by Antoine Bethea),1.170,3.580
3,2:40,1,10,SFO 30,13,23,"Tyrod Taylor pass complete deep left to Justin Hunter for 30 yards, touchdown",3.580,7.000
3,2:40,,,SFO 30,13,24,Dan Carpenter kicks extra point good,0.000,0.000
3,2:40,,,BUF 35,13,24,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.610
3,2:34,1,10,SFO 25,13,24,Colin Kaepernick sacked by Zach Brown for -1 yards,0.610,-0.070
3,1:58,2,11,SFO 24,13,24,"Colin Kaepernick pass complete deep right to Vance McDonald for 19 yards (tackle by Ronald Darby). Penalty on Aaron Williams: Face Mask (15 Yards), 15 yards",-0.070,2.790
3,1:40,1,10,BUF 42,13,24,Carlos Hyde middle for 3 yards (tackle by Corbin Bryant and Brandon Spikes),2.790,2.650
3,1:14,2,7,BUF 39,13,24,Colin Kaepernick left end for 8 yards (tackle by Corey Graham),2.650,2.650
3,0:28,2,7,BUF 39,13,24,Timeout #1 by San Francisco 49ers,2.650,3.510
3,0:28,1,10,BUF 31,13,24,Colin Kaepernick pass incomplete deep middle intended for Torrey Smith,3.510,2.970
3,0:21,2,10,BUF 31,13,24,Carlos Hyde left tackle for 2 yards (tackle by Zach Brown),2.970,2.540
Quarter,Time,Down,ToGo,Location,SFO,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,BUF 29,13,24,Colin Kaepernick pass incomplete deep left intended for Jeremy Kerley,2.540,1.500
4,14:53,4,8,BUF 29,16,24,Phil Dawson 47 yard field goal good,1.500,3.000
4,14:53,,,SFO 35,16,24,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
4,14:48,1,10,BUF 25,16,24,LeSean McCoy right tackle for -5 yards (tackle by Arik Armstead),0.610,-0.610
4,14:11,2,15,BUF 20,16,24,LeSean McCoy left tackle for 7 yards (tackle by Nick Bellore),-0.610,-0.360
4,13:34,3,8,BUF 27,16,24,Tyrod Taylor pass complete short left to Charles Clay for 14 yards,-0.360,1.660
4,13:09,1,10,BUF 41,16,24,LeSean McCoy middle for 7 yards (tackle by Michael Wilhoite),1.660,2.070
4,12:41,2,3,BUF 48,16,24,Tyrod Taylor middle for 8 yards (tackle by Eric Reid),2.070,2.650
4,12:04,1,10,SFO 44,16,24,Mike Gillislee middle for 5 yards (tackle by DeForest Buckner),2.650,2.780
4,11:37,2,5,SFO 39,16,24,Tyrod Taylor left end for 21 yards (tackle by Antoine Bethea),2.780,4.370
4,10:59,1,10,SFO 18,16,30,"LeSean McCoy right guard for 18 yards, touchdown",4.370,7.000
4,10:59,,,SFO 18,16,31,Dan Carpenter kicks extra point good,0.000,0.000
4,10:59,,,BUF 35,16,31,"Dan Carpenter kicks off 58 yards, returned by Keshawn Martin for 20 yards (tackle by Nickell Robey-Coleman). Keshawn Martin fumbles, recovered by Jonathan Meeks at SFO-27",0.000,3.780
4,10:43,1,10,SFO 27,16,31,"Tyrod Taylor pass incomplete deep right intended for LeSean McCoy. Penalty on Eric Reid: Defensive Pass Interference, 22 yards (no play)",3.780,3.780
4,10:37,1,10,SFO 27,16,31,Timeout #1 by Buffalo Bills,3.780,6.060
4,10:36,1,5,SFO 5,16,37,"Tyrod Taylor pass complete short middle to Robert Woods for 5 yards, touchdown",6.060,7.000
4,10:36,,,SFO 5,16,38,Dan Carpenter kicks extra point good,0.000,0.000
4,10:36,,,BUF 35,16,38,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.610
4,10:32,1,10,SFO 25,16,38,Mike Davis middle for 5 yards (tackle by Leger Douzable and Kyle Williams),0.610,0.740
4,10:10,2,5,SFO 30,16,38,"Colin Kaepernick sacked by Lorenzo Alexander for -7 yards. Colin Kaepernick fumbles (forced by Lorenzo Alexander), recovered by Joshua Garnett at SFO-18",0.740,-1.720
4,9:28,3,17,SFO 18,16,38,Colin Kaepernick pass incomplete,-1.720,-2.240
4,9:18,4,17,SFO 18,16,38,"Bradley Pinion punts 48 yards, returned by Brandon Tate for 3 yards (tackle by Aaron Burbridge). Penalty on Lerentee McCray: Illegal Block Above the Waist, 10 yards",-2.240,-0.740
4,9:05,1,10,BUF 27,16,38,Reggie Bush left guard for 5 yards (tackle by Ahmad Brooks),0.740,0.870
4,8:24,2,5,BUF 32,16,38,Jonathan Williams right guard for 7 yards (tackle by Nick Bellore and Eli Harold),0.870,1.530
4,7:44,1,10,BUF 39,16,38,EJ Manuel pass incomplete short right intended for Jerome Felton,1.530,0.990
4,7:39,2,10,BUF 39,16,38,Jonathan Williams left guard for 3 yards (tackle by DeForest Buckner and Eli Harold),0.990,0.700
4,6:57,3,7,BUF 42,16,38,"Penalty on Eli Harold: Neutral Zone Infraction, 5 yards (no play)",0.700,1.360
4,6:43,3,2,BUF 47,16,38,EJ Manuel pass incomplete short middle intended for Justin Hunter,1.360,-0.260
4,6:38,4,2,BUF 47,16,38,"Colton Schmidt punts 50 yards. Penalty on SFO: Defensive Offside, 5 yards (no play)",-0.260,2.390
4,6:27,1,10,SFO 48,16,38,Mike Gillislee left guard for 4 yards (tackle by Michael Wilhoite),2.390,2.390
4,5:47,2,6,SFO 44,16,44,"Mike Gillislee left guard for 44 yards, touchdown",2.390,7.000
4,5:47,,,SFO 44,16,45,Dan Carpenter kicks extra point good,0.000,0.000
4,5:47,,,BUF 35,16,45,"Dan Carpenter kicks off 48 yards, returned by Jeremy Kerley for 20 yards (tackle by Nickell Robey-Coleman)",0.000,-1.400
4,5:34,1,10,SFO 37,16,45,Colin Kaepernick pass incomplete short left intended for Mike Davis,1.400,0.860
4,5:29,2,10,SFO 37,16,45,Colin Kaepernick pass complete short middle to Vance McDonald for 6 yards (tackle by Zach Brown),0.860,0.960
4,4:50,3,4,SFO 43,16,45,Colin Kaepernick pass incomplete short right intended for Jeremy Kerley,0.960,-0.520
4,4:45,4,4,SFO 43,16,45,"Bradley Pinion punts 57 yards, touchback",-0.520,-0.280
4,4:37,1,10,BUF 20,16,45,"Jonathan Williams left tackle for 4 yards (tackle by Mike Purcell). Jonathan Williams fumbles (forced by Mike Purcell), recovered by Nick Bellore at BUF-27",0.280,-3.780
4,4:28,1,10,BUF 27,16,45,Colin Kaepernick pass complete short right to Mike Davis for 6 yards (tackle by Ramon Humber),3.780,4.040
4,4:21,2,4,BUF 21,16,45,Colin Kaepernick sacked by Adolphus Washington for -7 yards,4.040,2.410
4,3:44,3,11,BUF 28,16,45,Colin Kaepernick pass complete short right to Rod Streater for 16 yards (tackle by Preston Brown),2.410,4.780
4,3:37,1,10,BUF 12,16,45,Colin Kaepernick pass incomplete short right intended for Mike Davis,4.780,4.100
4,3:33,2,10,BUF 12,16,45,Shaun Draughn middle for 2 yards (tackle by Ramon Humber),4.100,3.480
4,2:50,3,8,BUF 10,16,45,Colin Kaepernick pass incomplete short left intended for Quinton Patton (defended by Duke Williams),3.480,2.760
4,2:41,4,8,BUF 10,16,45,Colin Kaepernick pass incomplete short right intended for Torrey Smith (defended by Ronald Darby),2.760,0.370
4,2:34,1,10,BUF 11,16,45,Jonathan Williams left guard for 1 yard (tackle by Mike Purcell and DeForest Buckner),-0.370,-0.710
4,2:00,2,9,BUF 12,16,45,Jonathan Williams left tackle for 6 yards (tackle by Michael Wilhoite),-0.710,-0.600
4,1:13,3,3,BUF 18,16,45,EJ Manuel right tackle for 4 yards (tackle by Tank Carradine),-0.600,0.410
4,0:31,1,10,BUF 22,16,45,EJ Manuel kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
