Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2,4:54,2,10,KAN 41,0,10,"Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Darrelle Revis: Defensive Pass Interference, 8 yards (no play)",2.310,3.380
2,4:50,1,10,KAN 33,0,10,Philip Rivers pass incomplete short left intended for Travis Benjamin,3.380,2.840
2,4:46,2,10,KAN 33,0,10,Philip Rivers pass complete short middle to Tyrell Williams for 18 yards (tackle by Derrick Johnson),2.840,4.580
2,3:58,1,10,KAN 15,0,10,Philip Rivers pass complete short right to Melvin Gordon for 11 yards (tackle by Derrick Johnson),4.580,6.280
2,3:28,1,4,KAN 4,0,10,Melvin Gordon left guard for -2 yards (tackle by Allen Bailey),6.280,4.950
2,2:44,2,6,KAN 6,0,10,Melvin Gordon right guard for 4 yards (tackle by Daniel Sorensen),4.950,4.950
2,2:05,3,2,KAN 2,6,10,"Melvin Gordon middle for 2 yards, touchdown",4.950,7.000
2,2:00,,,KAN 15,6,10,Travis Coons kicks extra point no good,0.000,-1.000
2,2:00,,,LAC 35,6,10,"Travis Coons kicks off 63 yards, returned by Akeem Hunt for 50 yards (tackle by Desmond King). Penalty on Terrance Smith: Offensive Holding, 10 yards",0.000,-0.480
2,1:52,1,10,KAN 23,6,10,Alex Smith pass complete short middle to Tyreek Hill for 5 yards (tackle by Adrian Phillips),0.480,0.000
2,1:36,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-0.610
2,1:36,2,5,KAN 28,6,10,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (no play)",0.610,1.140
2,1:36,1,10,KAN 33,6,10,Alex Smith pass complete short middle to Kareem Hunt for 9 yards (tackle by Jatavis Brown),1.140,1.810
2,1:11,2,1,KAN 42,6,10,Alex Smith pass complete short middle to Travis Kelce for 4 yards (tackle by Jatavis Brown),1.810,1.990
2,0:52,1,10,KAN 46,6,10,Alex Smith pass complete short left to Tyreek Hill for 9 yards,1.990,2.670
2,0:46,2,1,LAC 45,6,10,Alex Smith pass complete short right to Tyreek Hill for 4 yards (tackle by Adrian Phillips),2.670,2.850
2,0:40,1,10,LAC 41,6,10,"Alex Smith middle for 8 yards (tackle by Jatavis Brown). Penalty on Eric Fisher: Illegal Use of Hands, 10 yards (no play)",2.850,2.190
2,0:33,1,20,KAN 49,6,10,Alex Smith pass complete short middle to Albert Wilson for 15 yards (tackle by Trevor Williams),2.190,2.980
2,0:24,2,5,LAC 36,6,10,Charcandrick West right guard for 2 yards (tackle by Tenny Palepoi),2.980,0.000
2,0:24,,,,,,Timeout #1 by Kansas City Chiefs,0.000,0.000
2,0:19,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-2.540
2,0:19,3,3,LAC 34,6,10,Alex Smith pass incomplete short right intended for Charcandrick West (defended by Casey Hayward),2.540,0.000
2,0:12,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.090
2,0:12,4,3,LAC 34,6,10,Harrison Butker 52 yard field goal no good,1.090,-1.730
2,0:07,1,10,LAC 42,6,10,Philip Rivers pass complete short middle to Tyrell Williams for 13 yards (tackle by Steven Nelson),1.730,0.000
2,0:02,,,,,,Timeout #3 by Los Angeles Chargers,0.000,0.000
2,0:02,,,,,,Timeout #3 by Kansas City Chiefs,0.000,-2.590
2,0:02,1,10,KAN 45,6,10,Philip Rivers pass incomplete deep right intended for Mike Williams (defended by Travis Kelce),2.590,2.040
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,6,10,"Travis Coons kicks off 64 yards, returned by Akeem Hunt for 21 yards (tackle by Michael Davis)",0.000,-0.410
3,14:52,1,10,KAN 22,6,10,Kareem Hunt middle for 13 yards (tackle by Jatavis Brown and Tre Boston),0.410,1.270
3,14:15,1,10,KAN 35,6,10,Kareem Hunt middle for 1 yard (tackle by Joey Bosa),1.270,0.860
3,13:38,2,9,KAN 36,6,10,Alex Smith pass complete short right to Tyreek Hill for 6 yards,0.860,0.960
3,13:00,3,3,KAN 42,6,10,Alex Smith pass incomplete short right intended for Albert Wilson (defended by Damion Square),0.960,-0.590
3,12:54,4,3,KAN 42,6,10,"Dustin Colquitt punts 46 yards, fair catch by Travis Benjamin",-0.590,0.350
3,12:47,1,10,LAC 12,6,10,Philip Rivers pass complete short right to Melvin Gordon for 49 yards (tackle by Kevin Pierre-Louis),-0.350,2.980
3,11:55,1,10,KAN 39,6,10,Philip Rivers pass complete short right to Hunter Henry for 14 yards (tackle by Kevin Pierre-Louis),2.980,3.910
3,11:26,1,10,KAN 25,6,10,Austin Ekeler right end for no gain (tackle by Tanoh Kpassagnon),3.910,3.360
3,10:56,2,10,KAN 25,6,10,Philip Rivers pass complete short right to Tyrell Williams for no gain,3.360,2.680
3,10:11,3,10,KAN 25,6,10,Philip Rivers pass complete short left to Keenan Allen for 15 yards (tackle by Ron Parker),2.680,4.910
3,9:26,1,10,KAN 10,12,10,"Philip Rivers pass complete short left to Antonio Gates for 10 yards, touchdown",4.910,7.000
3,9:20,,,KAN 15,13,10,Travis Coons kicks extra point good,0.000,0.000
3,9:20,,,LAC 35,13,10,"Travis Coons kicks off 57 yards, returned by Akeem Hunt for 23 yards (tackle by Jeff Cumberland)",0.000,-1.000
3,9:15,1,10,KAN 31,13,10,Alex Smith pass complete short left to De'Anthony Thomas for 2 yards (tackle by Desmond King),1.000,0.730
3,8:31,2,8,KAN 33,13,10,Alex Smith pass complete short left to Kareem Hunt for 3 yards (tackle by Adrian Phillips),0.730,0.430
3,7:44,3,5,KAN 36,13,10,"Penalty on Jatavis Brown: Defensive Offside, 5 yards (no play)",0.430,1.660
3,7:36,1,10,KAN 41,13,10,Kareem Hunt left end for 6 yards (tackle by Jatavis Brown),1.660,1.930
3,7:10,2,4,KAN 47,13,10,Kareem Hunt right tackle for 1 yard (tackle by Brandon Mebane),1.930,1.360
3,6:30,3,3,KAN 48,13,10,Alex Smith pass complete short right to Travis Kelce for 7 yards (tackle by Jatavis Brown),1.360,2.590
3,5:57,1,10,LAC 45,13,10,Kareem Hunt middle for no gain (tackle by Brandon Mebane),2.590,2.040
3,5:17,2,10,LAC 45,13,10,Alex Smith pass complete short left to Travis Kelce for 9 yards (tackle by Jatavis Brown),2.040,2.540
3,4:36,3,1,LAC 36,13,10,Kareem Hunt middle for 17 yards (tackle by Jahleel Addae and Tre Boston),2.540,4.310
3,3:47,1,10,LAC 19,13,10,Alex Smith middle for 7 yards (tackle by Tenny Palepoi),4.310,4.920
3,3:09,2,3,LAC 12,13,10,Kareem Hunt middle for 2 yards (tackle by Jahleel Addae),4.920,4.690
3,2:32,3,1,LAC 10,13,10,Kareem Hunt right end for 7 yards (tackle by Adrian Phillips),4.690,6.510
3,2:14,1,3,LAC 3,13,16,"Alex Smith pass complete short left to Kareem Hunt for 3 yards, touchdown. Penalty on Desmond King: Defensive Holding (Declined)",6.510,7.000
3,2:07,,,LAC 15,13,17,Harrison Butker kicks extra point good,0.000,0.000
3,2:07,,,KAN 35,13,17,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
3,2:07,1,10,LAC 25,13,17,Philip Rivers pass incomplete short left intended for Melvin Gordon,0.610,0.060
3,2:03,2,10,LAC 25,13,17,Philip Rivers pass incomplete deep right intended for Tyrell Williams is intercepted by Marcus Peters at KAN-32 and returned for 62 yards,0.060,-5.830
3,1:40,1,6,LAC 6,13,17,Kareem Hunt middle for 5 yards (tackle by Brandon Mebane),5.830,5.910
3,1:04,2,1,LAC 1,13,17,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",5.910,4.950
3,0:42,2,6,LAC 6,13,17,Alex Smith pass incomplete short middle intended for Demetrius Harris,4.950,4.040
3,0:38,3,6,LAC 6,13,17,Alex Smith pass incomplete short right intended for Kareem Hunt,4.040,2.990
,,,,,,,"KAN challenged the incomplete pass ruling, and the play was upheld.",,
3,0:31,4,6,LAC 6,13,20,Harrison Butker 24 yard field goal good,2.990,3.000
3,0:28,,,KAN 35,13,20,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
3,0:28,1,10,LAC 25,13,20,Melvin Gordon right tackle for 2 yards (tackle by Justin Houston),0.610,0.330
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,LAC 27,13,20,Philip Rivers pass complete short left to Keenan Allen for 7 yards (tackle by Bennie Logan),0.330,0.560
4,14:36,3,1,LAC 34,13,20,"Philip Rivers pass complete short right to Austin Ekeler for 6 yards (tackle by Marcus Peters). Austin Ekeler fumbles (forced by Marcus Peters), recovered by Ron Parker at LAC-48 and returned for 7 yards (tackle by Austin Ekeler). Penalty on Bennie Logan: Unnecessary Roughness, 15 yards",0.560,-1.860
4,14:27,1,10,KAN 44,13,20,Alex Smith pass complete short middle to Kareem Hunt for 9 yards (tackle by Rayshawn Jenkins),1.860,2.530
4,13:50,2,1,LAC 47,13,20,Kareem Hunt left end for 7 yards (tackle by Melvin Ingram),2.530,2.920
4,13:19,1,10,LAC 40,13,20,Kareem Hunt right tackle for 2 yards (tackle by Rayshawn Jenkins and Melvin Ingram),2.920,2.640
4,12:35,2,8,LAC 38,13,20,Alex Smith pass complete short left to Kareem Hunt for 1 yard (tackle by Joey Bosa),2.640,2.080
4,11:47,3,7,LAC 37,13,20,Alex Smith pass complete short right to De'Anthony Thomas for 4 yards (tackle by Jatavis Brown),2.080,1.190
4,11:04,4,3,LAC 33,13,23,Harrison Butker 51 yard field goal good,1.190,3.000
4,10:59,,,KAN 35,13,23,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,10:59,1,10,LAC 25,13,23,"Penalty on Sam Tevi: False Start, 5 yards (no play)",0.610,0.280
4,10:59,1,15,LAC 20,13,23,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Terrance Mitchell),0.280,0.600
4,10:45,2,6,LAC 29,13,23,Melvin Gordon middle for 15 yards (tackle by Kenneth Acker),0.600,1.860
4,10:16,1,10,LAC 44,13,23,Melvin Gordon left tackle for 4 yards (tackle by Frank Zombo),1.860,1.860
4,9:42,2,6,LAC 48,13,23,Philip Rivers pass complete short left to Melvin Gordon for -2 yards (tackle by Daniel Sorensen),1.860,0.890
4,8:57,3,8,LAC 46,13,23,Philip Rivers pass complete short right to Travis Benjamin for 7 yards (tackle by Marcus Peters),0.890,0.130
4,8:29,4,1,KAN 47,13,23,Philip Rivers pass incomplete short right intended for Antonio Gates is intercepted by Ron Parker at KAN-35,0.130,-1.270
4,8:23,1,10,KAN 35,13,23,Kareem Hunt left tackle for 23 yards (tackle by Jatavis Brown),1.270,2.790
4,7:54,1,10,LAC 42,13,23,Charcandrick West right tackle for no gain (tackle by Casey Hayward),2.790,2.240
4,7:09,2,10,LAC 42,13,23,Alex Smith pass complete short right to Kareem Hunt for 5 yards (tackle by Melvin Ingram),2.240,2.210
4,6:21,3,5,LAC 37,13,23,"Alex Smith pass incomplete short middle intended for Albert Wilson. Penalty on Hayes Pullard: Defensive Pass Interference, 6 yards (no play)",2.210,3.510
4,6:17,1,10,LAC 31,13,23,Kareem Hunt left tackle for 21 yards (tackle by Tre Boston),3.510,4.910
4,5:29,1,10,LAC 10,13,23,Kareem Hunt left tackle for 3 yards (tackle by Hayes Pullard),4.910,4.760
4,4:46,2,7,LAC 7,13,23,Kareem Hunt middle for 2 yards (tackle by Joey Bosa),4.760,4.260
4,4:01,3,5,LAC 5,13,29,"Kareem Hunt middle for 5 yards, touchdown",4.260,7.000
4,3:57,,,LAC 15,13,30,Harrison Butker kicks extra point good,0.000,0.000
4,3:57,,,KAN 35,13,30,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,3:57,1,10,LAC 25,13,30,Melvin Gordon middle for 6 yards (tackle by Daniel Sorensen),0.610,0.870
4,3:32,2,4,LAC 31,13,30,Philip Rivers pass complete short middle to Melvin Gordon for 3 yards (tackle by Derrick Johnson),0.870,0.560
4,3:09,3,1,LAC 34,13,30,Melvin Gordon middle for no gain (tackle by Derrick Johnson),0.560,-1.110
4,2:48,4,1,LAC 34,13,30,Melvin Gordon middle for 4 yards (tackle by Justin Houston),-1.110,1.470
4,2:27,1,10,LAC 38,13,30,"Philip Rivers pass complete short left to Mike Williams for 8 yards (tackle by Terrance Mitchell). Penalty on Terrance Mitchell: Defensive Pass Interference, 8 yards (no play)",1.470,1.990
4,2:22,1,10,LAC 46,13,30,Philip Rivers pass incomplete deep right intended for Travis Benjamin,1.990,1.450
4,2:15,2,10,LAC 46,13,30,Philip Rivers pass incomplete short right intended for Branden Oliver,1.450,0.760
4,2:09,3,10,LAC 46,13,30,"Philip Rivers pass complete deep middle to Tyrell Williams for 24 yards (tackle by Steven Nelson). Penalty on Sam Tevi: Offensive Holding, 10 yards (no play)",0.760,-0.560
4,2:00,3,20,LAC 36,13,30,Philip Rivers pass incomplete deep right intended for Travis Benjamin is intercepted by Marcus Peters at KAN-44 and returned for 12 yards,-0.560,-2.650
4,1:53,1,10,LAC 44,13,30,Charcandrick West left tackle for 3 yards (tackle by Kyle Emanuel and Damion Square),2.650,0.000
4,1:41,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-2.520
4,1:41,2,7,LAC 41,13,30,Charcandrick West middle for -1 yards (tackle by Tenny Palepoi),2.520,0.000
4,1:35,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.690
4,1:35,3,8,LAC 42,13,30,Charcandrick West right end for 2 yards (tackle by Damion Square),1.690,0.000
4,1:28,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-0.590
4,1:28,4,6,LAC 40,13,30,"Dustin Colquitt punts 32 yards, out of bounds",0.590,0.380
4,1:19,1,10,LAC 8,13,30,Melvin Gordon middle for 7 yards (tackle by Reggie Ragland),-0.380,-0.210
4,0:58,2,3,LAC 15,13,30,Melvin Gordon middle for 2 yards (tackle by Bennie Logan),-0.210,-0.370
4,0:36,3,1,LAC 17,13,30,Melvin Gordon middle for 4 yards (tackle by Tanoh Kpassagnon),-0.370,0.340
4,0:11,1,10,LAC 21,13,30,Philip Rivers pass incomplete short left intended for Melvin Gordon,0.340,-0.200
4,0:07,2,10,LAC 21,13,30,Melvin Gordon middle for 3 yards (tackle by Marcus Peters),-0.200,-0.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
