#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:31,WAS 28,3,2:02,19,Fumble
2,1,8:48,WAS 31,3,3:00,3,Blocked Punt
3,1,5:39,WAS 15,5,2:15,39,Punt
4,1,1:48,WAS 36,6,1:58,53,Field Goal
5,2,14:43,STL 21,1,0:06,21,Touchdown
6,2,12:31,WAS 17,8,4:54,77,Field Goal
7,2,0:25,WAS 20,1,0:25,-1,End of Half
8,3,15:00,WAS 27,5,2:21,70,Field Goal
9,3,7:15,WAS 25,5,2:37,10,Punt
10,3,2:18,WAS 37,3,0:23,0,Punt
11,4,11:35,WAS 27,3,2:42,6,Punt
12,4,4:22,WAS 20,3,0:43,11,Interception
13,4,1:44,WAS 27,7,1:44,49,End of Game
