Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 39,7,3,"Penalty on Jimmie Ward: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
2,15:00,1,5,SFO 34,7,3,Theo Riddick middle for 5 yards (tackle by Aaron Lynch and Quinton Dial),3.710,3.640
2,14:21,1,10,SFO 29,7,9,"Matthew Stafford pass complete deep middle to T.J. Jones for 29 yards, touchdown",3.640,7.000
2,14:21,,,SFO 29,7,10,Matt Prater kicks extra point good,0.000,0.000
2,14:21,,,DET 35,7,10,"Sam Martin kicks off 69 yards, returned by Bruce Ellington for 34 yards (tackle by Tim Wright). Penalty on Ray-Ray Armstrong: Offensive Holding, 10 yards",0.000,-0.040
2,14:06,1,10,SFO 18,7,10,Blaine Gabbert pass complete short middle to Vance McDonald for 26 yards (tackle by Glover Quin),0.040,1.860
2,13:40,1,10,SFO 44,7,10,Jarryd Hayne right tackle for 2 yards (tackle by Josh Bynes),1.860,1.590
2,13:08,2,8,SFO 46,7,10,DuJuan Harris left tackle for 25 yards (tackle by Isa Abdul-Quddus),1.590,3.640
2,12:45,1,10,DET 29,7,10,Blaine Gabbert pass incomplete short right intended for DuJuan Harris,3.640,3.100
2,12:42,2,10,DET 29,7,10,DuJuan Harris left tackle for 11 yards (tackle by Glover Quin),3.100,4.370
2,12:07,1,10,DET 18,7,10,DuJuan Harris middle for 2 yards (tackle by Devin Taylor),4.370,4.090
2,11:30,2,8,DET 16,13,10,"Blaine Gabbert pass complete short right to Torrey Smith for 16 yards, touchdown. Penalty on Nevin Lawson: Defensive Holding (Declined)",4.090,7.000
2,11:30,,,DET 16,14,10,Phil Dawson kicks extra point good,0.000,0.000
2,11:30,,,SFO 35,14,10,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,11:26,1,10,DET 20,14,10,Matthew Stafford pass complete short left to Joique Bell for 4 yards (tackle by Gerald Hodges),0.280,0.270
2,10:47,2,6,DET 24,14,10,Joique Bell middle for 4 yards (tackle by NaVorro Bowman and Tony Jerod-Eddie),0.270,0.100
2,10:08,3,2,DET 28,14,10,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,0.100,-1.500
2,10:01,4,2,DET 28,14,10,"Sam Martin punts 52 yards, returned by Bruce Ellington for 31 yards (tackle by Sam Martin). Penalty on Kenneth Acker: Offensive Holding, 10 yards",-1.500,0.380
2,9:47,1,10,SFO 10,14,10,Blaine Gabbert pass incomplete short middle intended for Bruce Miller,-0.380,-0.780
2,9:43,2,10,SFO 10,14,10,Jarryd Hayne right tackle for 2 yards (tackle by Ezekiel Ansah),-0.780,-1.190
2,9:08,3,8,SFO 12,14,10,"Blaine Gabbert sacked by Josh Bynes and Haloti Ngata for -9 yards. Blaine Gabbert fumbles (forced by Josh Bynes), recovered by Tahir Whitehead at SFO-1 (tackle by Blaine Gabbert)",-1.190,-6.970
2,8:57,1,1,SFO 1,14,16,"Joique Bell left tackle for 1 yard, touchdown",6.970,7.000
2,8:57,,,SFO 1,14,17,Matt Prater kicks extra point good,0.000,0.000
2,8:57,,,DET 35,14,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,8:54,1,10,SFO 20,14,17,Kendall Gaskins left end for -2 yards (tackle by Haloti Ngata),0.280,-0.630
2,8:23,2,12,SFO 18,14,17,Blaine Gabbert pass complete deep right to Bruce Ellington for 38 yards (tackle by Darius Slay),-0.630,2.650
2,7:59,1,10,DET 44,14,17,Jarryd Hayne left end for 1 yard (tackle by Brandon Copeland),2.650,2.250
2,7:25,2,9,DET 43,14,17,Blaine Gabbert pass complete short right to Bruce Ellington for 14 yards (tackle by Nevin Lawson),2.250,3.640
2,6:59,1,10,DET 29,14,17,DuJuan Harris middle for no gain (tackle by Brandon Copeland and Quandre Diggs),3.640,3.100
2,6:25,2,10,DET 29,14,17,DuJuan Harris left tackle for 2 yards (tackle by Stephen Tulloch),3.100,2.680
2,5:46,3,8,DET 27,14,17,Blaine Gabbert pass incomplete short right intended for Vance McDonald,2.680,1.670
2,5:42,4,8,DET 27,14,17,Phil Dawson 45 yard field goal no good,1.670,-1.270
2,5:37,1,10,DET 35,14,17,Ameer Abdullah right end for 10 yards (tackle by Jaquiski Tartt),1.270,1.930
2,4:52,1,10,DET 45,14,17,Matthew Stafford pass complete short middle to Joique Bell for 5 yards (tackle by NaVorro Bowman),1.930,2.060
2,4:12,2,5,,14,17,Joique Bell right tackle for no gain (tackle by Ian Williams),2.060,1.360
2,3:27,3,5,,14,17,Matthew Stafford pass complete short left to Ameer Abdullah for 1 yard (tackle by Kenneth Acker),1.360,0.000
2,2:48,4,4,SFO 49,14,17,"Sam Martin punts 39 yards, fair catch by Bruce Ellington",0.000,0.380
2,2:41,1,10,SFO 10,14,17,Jarryd Hayne middle for 4 yards (tackle by Brandon Copeland),-0.380,-0.460
2,2:10,2,6,SFO 14,14,17,Blaine Gabbert pass complete short middle to Vance McDonald for 21 yards (tackle by Josh Bynes),-0.460,1.270
2,2:00,1,10,SFO 35,14,17,"Blaine Gabbert pass incomplete deep middle intended for Anquan Boldin. Penalty on Darius Slay: Defensive Pass Interference, 17 yards (no play)",1.270,2.390
2,1:55,1,10,DET 48,14,17,Kendall Gaskins left tackle for 14 yards (tackle by Glover Quin),2.390,3.310
2,1:34,1,10,DET 34,14,17,Blaine Gabbert middle for 9 yards (tackle by Ezekiel Ansah),3.310,3.990
2,1:05,2,1,DET 25,14,17,Jarryd Hayne middle for 3 yards (tackle by Isa Abdul-Quddus),3.990,3.990
2,0:57,2,1,DET 25,14,17,Timeout #1 by San Francisco 49ers,3.990,4.110
2,0:57,1,10,DET 22,14,17,Blaine Gabbert pass incomplete short right intended for Quinton Patton (defended by Nevin Lawson),4.110,3.560
2,0:53,2,10,DET 22,14,17,Blaine Gabbert pass incomplete deep right intended for Quinton Patton,3.560,2.870
2,0:47,3,10,DET 22,14,17,Blaine Gabbert pass incomplete short right intended for Quinton Patton,2.870,1.990
2,0:40,4,10,DET 22,17,17,Phil Dawson 40 yard field goal good,1.990,3.000
2,0:40,,,SFO 35,17,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,0:35,1,10,DET 20,17,17,Matthew Stafford pass complete short middle to Theo Riddick for 16 yards (tackle by Tramaine Brock),0.280,0.280
2,0:26,1,10,DET 20,17,17,Timeout #2 by Detroit Lions,0.280,1.330
2,0:26,1,10,DET 36,17,17,"Penalty on Arik Armstead: Neutral Zone Infraction, 5 yards (no play)",1.330,2.060
2,0:26,1,5,DET 41,17,17,Matthew Stafford sacked by NaVorro Bowman and Ahmad Brooks for -7 yards,2.060,2.060
2,0:20,1,5,DET 41,17,17,Timeout #3 by Detroit Lions,2.060,0.520
2,0:20,2,12,DET 34,17,17,"Penalty on Tony Jerod-Eddie: Neutral Zone Infraction, 5 yards (no play)",0.520,1.200
2,0:20,2,7,DET 39,17,17,Matthew Stafford pass complete deep left to Golden Tate for 36 yards (tackle by Jimmie Ward),1.200,3.910
2,0:03,1,10,SFO 25,17,17,"Matthew Stafford spiked the ball. Penalty on Aaron Lynch: Defensive Offside, 5 yards (no play)",3.910,4.640
2,0:02,1,5,SFO 20,17,20,Matt Prater 38 yard field goal good,4.640,3.000
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,17,20,"Bradley Pinion kicks off 71 yards, returned by Ameer Abdullah for 23 yards (tackle by Bruce Miller)",0.000,-0.060
3,14:56,1,10,DET 17,17,20,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Jaquiski Tartt),-0.060,0.940
3,14:11,1,10,DET 30,17,20,Matthew Stafford pass complete short right to Eric Ebron for 10 yards (tackle by NaVorro Bowman),0.940,1.600
3,13:34,1,10,DET 40,17,20,Ameer Abdullah right end for 4 yards (tackle by Ian Williams),1.600,1.590
3,12:51,2,6,DET 44,17,20,Matthew Stafford pass complete short middle to Golden Tate for 5 yards (tackle by Eric Reid),1.590,1.550
3,12:08,3,1,DET 49,17,20,Matthew Stafford pass complete short left to Calvin Johnson for 18 yards (tackle by Dontae Johnson),1.550,3.380
3,11:26,1,10,SFO 33,17,20,Ameer Abdullah left tackle for 3 yards (tackle by Mike Purcell),3.380,3.240
3,10:45,2,7,SFO 30,17,20,Matthew Stafford pass complete short middle to Theo Riddick for 8 yards (tackle by Gerald Hodges and Eric Reid),3.240,4.110
3,10:06,1,10,SFO 22,17,20,Ameer Abdullah right tackle for 7 yards (tackle by Gerald Hodges),4.110,4.650
3,9:25,2,3,SFO 15,17,20,Matthew Stafford pass incomplete short right intended for Theo Riddick,4.650,3.930
3,9:18,3,3,SFO 15,17,20,"Penalty on Larry Warford: False Start, 5 yards (no play)",3.930,3.140
3,9:18,3,8,SFO 20,17,20,Matthew Stafford pass complete short right to Lance Moore for 6 yards (tackle by Tramaine Brock),3.140,2.630
3,8:38,4,2,SFO 14,17,20,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",2.630,2.180
3,8:28,4,7,SFO 19,17,23,Matt Prater 37 yard field goal good,2.180,3.000
3,8:28,,,DET 35,17,23,"Sam Martin kicks off 72 yards, returned by Bruce Ellington for 25 yards (tackle by Don Carey). Penalty on Travis Lewis: Unnecessary Roughness, 15 yards",0.000,-1.140
3,8:20,1,10,SFO 33,17,23,"Blaine Gabbert sacked by Isa Abdul-Quddus for -1 yards. Penalty on Isa Abdul-Quddus: Unnecessary Roughness, 15 yards, Penalty on Nevin Lawson: Defensive Holding (Declined)",1.140,2.060
3,8:05,1,10,SFO 47,17,23,Jarryd Hayne middle for no gain (tackle by Tahir Whitehead),2.060,1.520
3,7:37,2,10,SFO 47,17,23,DuJuan Harris right tackle for 1 yard (tackle by Quandre Diggs),1.520,0.960
3,7:01,3,9,SFO 48,17,23,Blaine Gabbert pass incomplete short left intended for Torrey Smith,0.960,-0.190
3,6:56,4,9,SFO 48,17,23,"Bradley Pinion punts 38 yards, fair catch by Golden Tate",-0.190,0.280
3,6:49,1,10,DET 14,17,23,Matthew Stafford pass complete short left to Calvin Johnson for 8 yards (tackle by Dontae Johnson),-0.280,0.420
3,6:26,2,2,DET 22,17,23,Theo Riddick left tackle for 6 yards (tackle by NaVorro Bowman),0.420,0.810
3,5:56,1,10,DET 28,17,23,Matthew Stafford pass complete short right to Eric Ebron for 20 yards (tackle by Jaquiski Tartt),0.810,2.130
3,5:26,1,10,DET 48,17,23,Theo Riddick left tackle for 2 yards (tackle by Ian Williams),2.130,1.850
3,4:47,2,8,DET 50,17,23,Matthew Stafford pass complete short left to Ameer Abdullah for no gain,1.850,1.160
3,4:09,3,8,DET 50,17,23,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,1.160,-0.060
3,4:03,4,8,DET 50,17,23,"Sam Martin punts 40 yards, fair catch by Bruce Ellington",-0.060,0.380
3,3:55,1,10,SFO 10,17,23,Blaine Gabbert pass complete short middle to Quinton Patton for 28 yards (tackle by Darius Slay),-0.380,1.470
3,3:29,1,10,SFO 38,17,23,DuJuan Harris middle for -2 yards (tackle by Devin Taylor),1.470,0.650
3,2:57,2,12,SFO 36,17,23,Blaine Gabbert sacked by Devin Taylor for -12 yards,0.650,-1.620
3,2:16,3,24,SFO 24,17,23,Blaine Gabbert pass complete short left to Bruce Ellington for 3 yards (tackle by Ezekiel Ansah),-1.620,-1.570
3,1:39,4,21,SFO 27,17,23,"Bradley Pinion punts 40 yards, fair catch by Golden Tate",-1.570,-1.140
3,1:31,1,10,DET 33,17,23,Joique Bell left tackle for 3 yards (tackle by Gerald Hodges and Ian Williams),1.140,1.000
3,0:53,2,7,DET 36,17,23,Matthew Stafford pass incomplete short left intended for Joique Bell,1.000,0.300
3,0:49,3,7,DET 36,17,23,Matthew Stafford pass complete short right to Golden Tate for 7 yards (tackle by Eric Reid),0.300,1.800
,,,,,,,"DET challenged the first down ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 43,17,23,Joique Bell middle for 4 yards (tackle by Ian Williams),1.800,1.790
4,14:21,2,6,DET 47,17,23,Matthew Stafford pass complete short left to Ameer Abdullah for 4 yards (tackle by Eric Reid),1.790,1.620
4,13:52,3,2,SFO 49,17,23,"Penalty on Eli Harold: Neutral Zone Infraction, 5 yards (no play)",1.620,2.650
4,13:31,1,10,SFO 44,17,23,Matthew Stafford sacked by Ahmad Brooks for -10 yards,2.650,0.760
4,12:44,2,20,DET 46,17,23,Matthew Stafford pass complete short left to Theo Riddick for 8 yards (tackle by Arik Armstead),0.760,1.160
4,12:00,3,12,SFO 46,17,23,Matthew Stafford pass complete short left to Calvin Johnson for 29 yards (tackle by Eric Reid),1.160,4.440
4,11:19,1,10,SFO 17,17,23,Ameer Abdullah left tackle for 7 yards (tackle by Ian Williams),4.440,5.100
4,10:35,2,3,SFO 10,17,23,Matthew Stafford pass complete short left to Theo Riddick for 4 yards (tackle by NaVorro Bowman),5.100,5.830
4,9:54,1,6,SFO 6,17,23,Joique Bell left tackle for no gain (tackle by Arik Armstead),5.830,4.950
4,9:16,2,6,SFO 6,17,23,Matthew Stafford pass incomplete short left intended for Eric Ebron,4.950,4.040
4,9:12,3,6,SFO 6,17,23,"Matthew Stafford pass incomplete short right intended for Golden Tate. Penalty on Tramaine Brock: Defensive Pass Interference, 5 yards (no play)",4.040,6.970
4,9:07,1,1,SFO 1,17,29,"Matthew Stafford pass complete short right to Calvin Johnson for 1 yard, touchdown",6.970,7.000
4,9:07,1,,SFO 1,17,29,"Two Point Attempt: Matthew Stafford pass complete to Golden Tate, conversion fails",6.970,-1.000
4,9:07,,,DET 35,17,29,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,9:04,1,10,SFO 20,17,29,Blaine Gabbert pass complete short middle to Vance McDonald for 6 yards (tackle by Isa Abdul-Quddus and Josh Bynes),0.280,0.540
4,8:39,2,4,SFO 26,17,29,Blaine Gabbert pass complete short middle to Jarryd Hayne for 5 yards (tackle by Stephen Tulloch),0.540,1.000
4,8:08,1,10,SFO 31,17,29,Blaine Gabbert pass complete short right to Torrey Smith for 7 yards (tackle by Darius Slay),1.000,1.410
4,7:45,2,3,SFO 38,17,29,Blaine Gabbert pass incomplete deep left intended for Blake Bell,1.410,0.700
4,7:36,3,3,SFO 38,17,29,Blaine Gabbert pass complete short right to Jarryd Hayne for no gain,0.700,-0.850
4,6:59,4,3,SFO 38,17,29,Blaine Gabbert pass complete short middle to Jarryd Hayne for 2 yards (tackle by Tahir Whitehead),-0.850,-2.920
4,6:50,1,10,SFO 40,17,29,Joique Bell left tackle for 1 yard (tackle by Gerald Hodges),2.920,2.920
4,6:44,1,10,SFO 40,17,29,Timeout #1 by San Francisco 49ers,2.920,2.510
4,6:44,2,9,SFO 39,17,29,Matthew Stafford pass complete short middle to Theo Riddick for 12 yards (tackle by Jimmie Ward),2.510,3.780
4,5:59,1,10,SFO 27,17,29,Ameer Abdullah right end for 4 yards (tackle by NaVorro Bowman),3.780,3.770
4,5:11,2,6,SFO 23,17,29,Matthew Stafford pass complete short right to Ameer Abdullah for 4 yards (tackle by Gerald Hodges and Eli Harold),3.770,3.770
4,5:00,2,6,SFO 23,17,29,Timeout #2 by San Francisco 49ers,3.770,3.640
4,5:00,3,2,SFO 19,17,29,Matthew Stafford left end for 5 yards (tackle by NaVorro Bowman),3.640,4.650
4,4:13,1,10,SFO 14,17,29,"Joique Bell middle for 10 yards (tackle by Eric Reid). Penalty on Larry Warford: Offensive Holding, 10 yards (no play)",4.650,3.970
4,4:07,1,20,SFO 24,17,29,Ameer Abdullah right tackle for 1 yard (tackle by Tony Jerod-Eddie),3.970,2.880
4,3:23,2,19,SFO 23,17,29,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Tramaine Brock),2.880,2.210
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
4,3:19,3,19,SFO 23,17,29,Matthew Stafford pass complete short right to Theo Riddick for 7 yards (tackle by Tramaine Brock),2.210,2.210
4,3:11,3,19,SFO 23,17,29,Timeout #3 by San Francisco 49ers,2.210,2.380
4,3:11,4,12,SFO 16,17,32,Matt Prater 34 yard field goal good,2.380,3.000
4,3:11,,,DET 35,17,32,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,3:07,1,10,SFO 20,17,32,Blaine Gabbert pass complete short middle to Jarryd Hayne for 6 yards (tackle by Josh Bynes),0.280,0.540
4,2:50,2,4,SFO 26,17,32,Blaine Gabbert pass complete short right to Jarryd Hayne for 7 yards (tackle by Nevin Lawson),0.540,1.140
4,2:25,1,10,SFO 33,17,32,Blaine Gabbert pass incomplete short right intended for Jarryd Hayne,1.140,0.590
4,2:20,2,10,SFO 33,17,32,Blaine Gabbert pass incomplete short right intended for Bruce Ellington,0.590,-0.100
4,2:16,3,10,SFO 33,17,32,Blaine Gabbert pass complete short left to Vance McDonald for 7 yards (tackle by Tahir Whitehead),-0.100,-0.720
4,2:00,4,3,SFO 40,17,32,Blaine Gabbert pass incomplete deep right intended for Vance McDonald,-0.720,-2.920
4,1:54,1,10,SFO 40,17,32,Matthew Stafford kneels for -1 yards,2.920,2.240
4,1:13,2,11,SFO 41,17,32,Matthew Stafford kneels for -1 yards,2.240,1.420
4,0:39,3,12,SFO 42,17,32,Matthew Stafford kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
