Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
3,4:13,2,10,SEA 32,7,30,"Cam Newton left tackle for 4 yards (tackle by Frank Clark). Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",2.900,1.550
3,3:45,2,20,SEA 42,7,30,Cam Newton pass complete short left to Ted Ginn for 4 yards (tackle by Kam Chancellor),1.550,1.420
3,3:04,3,16,SEA 38,7,30,Cam Newton pass complete deep middle to Devin Funchess for 24 yards (tackle by Kam Chancellor),1.420,4.650
3,2:20,1,10,SEA 14,7,30,Cam Newton pass incomplete short left intended for Kelvin Benjamin,4.650,4.000
3,2:15,2,10,SEA 14,7,30,Cam Newton middle for -2 yards (tackle by K.J. Wright),4.000,3.000
3,1:33,3,12,SEA 16,7,30,Cam Newton pass incomplete short middle intended for Devin Funchess,3.000,2.380
3,1:29,4,12,SEA 16,7,30,Cam Newton pass incomplete deep right intended for Kelvin Benjamin. Penalty on Kelvin Benjamin: Offensive Pass Interference (Declined),2.380,0.140
3,1:24,1,10,SEA 16,7,30,Russell Wilson pass complete short middle to Nick Vannett for 4 yards (tackle by A.J. Klein),-0.140,0.010
3,0:47,2,6,SEA 20,7,30,"Penalty on Bradley Sowell: False Start, 5 yards (no play)",0.010,-0.780
3,0:24,2,11,SEA 15,7,30,"Russell Wilson pass complete short left to Jermaine Kearse for 13 yards (tackle by Robert McClain and A.J. Klein). Penalty on Robert McClain: Face Mask (15 Yards), 15 yards",-0.780,1.800
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 43,7,30,Thomas Rawls left tackle for 4 yards (tackle by Thomas Davis),1.800,1.790
4,14:21,2,6,SEA 47,7,30,Thomas Rawls middle for no gain (tackle by A.J. Klein and Michael Griffin),1.790,1.090
4,13:43,3,6,SEA 47,7,30,Russell Wilson pass complete short left to Doug Baldwin for 9 yards (tackle by Leonard Johnson),1.090,2.650
4,13:09,1,10,CAR 44,7,30,Russell Wilson pass complete deep left to Doug Baldwin for 29 yards (tackle by Robert McClain and Michael Griffin),2.650,0.000
4,12:28,,,,7,30,Timeout #2 by Seattle Seahawks,0.000,-4.580
4,12:28,1,10,CAR 15,7,30,Thomas Rawls left guard for 2 yards (tackle by Michael Griffin),4.580,4.280
4,12:06,2,8,CAR 13,7,30,Russell Wilson pass incomplete short right intended for Jimmy Graham (defended by James Bradberry),4.280,3.400
4,12:00,3,8,CAR 13,7,30,Russell Wilson pass complete short right to Jimmy Graham for 12 yards (tackle by Michael Griffin and James Bradberry),3.400,0.000
4,11:12,,,,7,30,Timeout #3 by Seattle Seahawks,0.000,-6.970
4,11:12,1,1,CAR 1,7,36,"Russell Wilson pass complete short left to Jimmy Graham for 1 yard, touchdown",6.970,7.000
4,11:09,,,CAR 15,7,37,Steven Hauschka kicks extra point good,0.000,0.000
4,11:09,,,SEA 35,7,37,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,11:09,1,10,CAR 25,7,37,Jonathan Stewart left guard for no gain (tackle by Damontre Moore),0.610,0.060
4,10:36,2,10,CAR 25,7,37,Jonathan Stewart middle for 29 yards (tackle by DeShawn Shead and Steven Terrell),0.060,2.520
4,9:49,1,10,SEA 46,7,37,Cam Newton pass incomplete,2.520,1.980
4,9:44,2,10,SEA 46,7,37,Cam Newton pass incomplete short middle intended for Ted Ginn,1.980,1.290
4,9:40,3,10,SEA 46,7,37,Cam Newton pass incomplete short right intended for Devin Funchess (defended by Richard Sherman),1.290,0.200
4,9:36,4,10,SEA 46,7,37,"Michael Palardy punts 46 yards, touchback",0.200,-0.280
4,9:28,1,10,SEA 20,7,37,Troymaine Pope left tackle for 2 yards (tackle by Thomas Davis),0.280,0.000
4,8:47,2,8,SEA 22,7,37,Trevone Boykin pass complete short middle to Tyler Lockett for 7 yards (tackle by James Bradberry),0.000,0.230
4,8:09,3,1,SEA 29,7,37,Troymaine Pope middle for 3 yards (tackle by Michael Griffin and Thomas Davis),0.230,1.070
4,7:29,1,10,SEA 32,7,37,Troymaine Pope left guard for 18 yards (tackle by Tre Boston and Thomas Davis),1.070,2.260
4,6:43,1,10,,7,37,Troymaine Pope for 2 yards (tackle by Michael Griffin),2.260,1.980
4,6:07,2,8,CAR 48,7,37,Trevone Boykin right tackle for 1 yard (tackle by Shaq Thompson),1.980,1.420
4,5:27,3,7,CAR 47,7,37,"Trevone Boykin pass complete deep right to Jermaine Kearse for 31 yards (tackle by James Bradberry). Penalty on Wes Horton: Roughing the Passer, 8 yards",1.420,5.370
4,5:01,1,8,CAR 8,7,37,George Farmer left tackle for 1 yard (tackle by Star Lotulelei and Kawann Short),5.370,4.760
4,4:22,2,7,CAR 7,7,37,Troymaine Pope middle for -3 yards (tackle by Kawann Short),4.760,3.130
4,3:38,3,10,CAR 10,7,37,Trevone Boykin pass incomplete short right intended for Jermaine Kearse,3.130,2.760
4,3:32,4,10,CAR 10,7,40,Steven Hauschka 28 yard field goal good,2.760,3.000
4,3:28,,,SEA 35,7,40,"Steven Hauschka kicks off 66 yards, returned by Fozzy Whittaker for 31 yards (tackle by Tyvis Powell)",0.000,-0.940
4,3:20,1,10,CAR 30,7,40,Jonathan Stewart middle for 3 yards (tackle by Kevin Pierre-Louis and Kelcie McCray),0.940,0.800
4,2:36,2,7,CAR 33,7,40,Mike Tolbert middle for 2 yards (tackle by Bobby Wagner and Damontre Moore),0.800,0.370
4,2:00,3,5,CAR 35,7,40,Cam Newton pass complete short middle to Brenton Bersin for 7 yards (tackle by Bobby Wagner and Kelcie McCray),0.370,1.730
4,1:35,1,10,CAR 42,7,40,Mike Tolbert right tackle for no gain (tackle by Bobby Wagner),1.730,1.190
4,0:51,2,10,CAR 42,7,40,Mike Tolbert middle for 11 yards (tackle by Kelcie McCray and Bobby Wagner),1.190,2.460
4,0:08,1,10,SEA 47,7,40,Mike Tolbert right tackle for 8 yards (tackle by Bobby Wagner),2.460,2.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
