Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,17,64,1,4,30,1.8,34,2.0,1,17.0
Mark Ingram,NOR,12,32,0,2,12,1.0,20,1.7,1,12.0
Taysom Hill,NOR,6,35,0,3,25,4.2,10,1.7,0,
Drew Brees,NOR,4,3,0,3,3,0.8,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,BAL,11,38,0,1,17,1.5,21,1.9,0,
Javorius Allen,BAL,3,3,0,0,0,0.0,3,1.0,0,
Lamar Jackson,BAL,3,9,1,2,2,0.7,7,2.3,0,
Gus Edwards,BAL,2,0,0,,0,0.0,0,0.0,0,
Joe Flacco,BAL,1,4,0,1,4,4.0,0,0.0,0,
Chris Moore,BAL,1,9,0,0,7,7.0,2,2.0,0,
Willie Snead,BAL,1,13,0,1,13,13.0,0,0.0,0,
Maxx Williams,BAL,1,1,0,1,1,1.0,0,0.0,0,
