Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Lawrence Tynes kicks off 64 yards, returned by Brandon Banks for 24 yards (tackle by Devin Thomas)",0.000,0.610
1,14:54,1,10,WAS 25,0,0,Tim Hightower right tackle for 4 yards (tackle by Greg Jones),0.610,0.600
1,14:22,2,6,WAS 29,0,0,Tim Hightower left end for no gain (tackle by Chris L. Canty),0.600,-0.100
1,13:45,3,6,WAS 29,0,0,Rex Grossman pass incomplete short right intended for Fred Davis,-0.100,-1.440
1,13:38,4,6,WAS 29,0,0,"Saverio Rocca punts 50 yards, returned by Domenik Hixon for 9 yards (tackle by Reed Doughty)",-1.440,-0.940
1,13:28,1,10,NYG 30,0,0,Ahmad Bradshaw left end for 6 yards (tackle by Rocky McIntosh),0.940,1.200
1,12:47,2,4,NYG 36,0,0,Ahmad Bradshaw right tackle for 6 yards (tackle by Adam Carriker and O.J. Atogwe),1.200,1.730
1,12:05,1,10,NYG 42,0,0,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,1.730,1.190
1,11:58,2,10,NYG 42,0,0,Ahmad Bradshaw up the middle for 2 yards (tackle by London Fletcher and O.J. Atogwe),1.190,0.760
1,11:18,3,8,NYG 44,0,0,Eli Manning pass incomplete short left intended for Victor Cruz,0.760,-0.460
1,11:13,4,8,NYG 44,0,0,"Steve Weatherford punts 41 yards, returned by Brandon Banks for 7 yards (tackle by Victor Cruz)",-0.460,-0.410
1,11:01,1,10,WAS 22,0,0,Rex Grossman pass incomplete short middle intended for Jabar Gaffney (defended by Linval Joseph),0.410,-0.130
1,10:56,2,10,WAS 22,0,0,Rex Grossman pass incomplete short right intended for Chris Cooley,-0.130,-0.820
1,10:50,3,10,WAS 22,0,0,Rex Grossman pass incomplete deep middle intended for Jabar Gaffney,-0.820,-1.900
1,10:43,4,10,WAS 22,0,0,"Saverio Rocca punts 56 yards, returned by Domenik Hixon for 18 yards (tackle by Byron Westbrook). Penalty on Corey Webster: Illegal Block Above the Waist, 10 yards",-1.900,-0.940
1,10:28,1,10,NYG 30,0,0,Eli Manning pass incomplete deep left intended for Hakeem Nicks,0.940,0.390
1,10:21,2,10,NYG 30,0,0,Eli Manning pass incomplete short right intended for Jake Ballard,0.390,-0.300
1,10:14,3,10,NYG 30,0,0,Eli Manning pass complete deep right to Hakeem Nicks for 68 yards (tackle by Reed Doughty and Kevin Barnes),-0.300,6.740
1,10:03,1,2,WAS 2,6,0,"Eli Manning right end for 2 yards, touchdown",6.740,7.000
1,,,,WAS 2,7,0,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,NYG 35,7,0,"Lawrence Tynes kicks off 71 yards, returned by Brandon Banks for 24 yards (tackle by Devin Thomas)",0.000,0.040
1,9:48,1,10,WAS 18,7,0,Tim Hightower left end for 6 yards (tackle by Rocky Bernard),0.040,0.410
1,9:12,2,4,WAS 24,7,0,Tim Hightower left tackle for no gain (tackle by Michael Boley and Antrel Rolle),0.410,-0.400
1,8:36,3,4,WAS 24,7,0,Rex Grossman pass complete short left to Santana Moss for 6 yards (tackle by Jacquian Williams and Corey Webster),-0.400,0.940
