Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 66 yards, returned by Eric Page for 26 yards (tackle by Kevin Cone)",0.000,-0.610
1,14:54,1,10,TAM 25,0,0,Mike Glennon pass complete short middle to Vincent Jackson for 14 yards (tackle by Desmond Trufant),0.610,1.530
1,14:25,1,10,TAM 39,0,0,Brian Leonard up the middle for 6 yards (tackle by Paul Worrilow and Sean Weatherspoon),1.530,1.800
1,13:52,2,4,TAM 45,0,0,Brian Leonard left end for no gain (tackle by Paul Worrilow),1.800,1.090
1,13:27,3,4,TAM 45,0,0,Mike Glennon pass incomplete short right intended for Vincent Jackson,1.090,-0.390
1,13:19,4,4,TAM 45,0,0,"Michael Koenen punts 42 yards, fair catch by Robert McClain",-0.390,0.320
1,13:11,1,10,ATL 13,0,0,Steven Jackson left guard for 15 yards (tackle by Johnthan Banks),-0.320,0.810
1,12:39,1,10,ATL 28,0,0,Steven Jackson up the middle for 7 yards (tackle by Mark Barron and Lavonte David),0.810,1.210
1,11:56,2,3,ATL 35,0,0,Matt Ryan pass complete short middle to Tony Gonzalez for 18 yards (tackle by Mark Barron),1.210,2.460
1,11:23,1,10,TAM 47,0,0,Matt Ryan pass complete short right to Steven Jackson for 12 yards (tackle by Gerald McCoy and Mason Foster),2.460,3.250
1,10:40,1,10,TAM 35,0,0,Matt Ryan sacked by Gerald McCoy for -4 yards,3.250,2.160
1,10:11,2,14,TAM 39,0,0,Matt Ryan sacked by Gerald McCoy for -10 yards,2.160,0.170
1,9:34,3,24,TAM 49,0,0,Matt Ryan pass complete short middle to Darius Johnson for 10 yards (tackle by Johnthan Banks),0.170,0.660
1,8:59,4,14,TAM 39,0,0,"Matthew Bosher punts 24 yards, fair catch by Eric Page",0.660,0.220
1,8:51,1,10,TAM 15,0,0,Bobby Rainey right end for 11 yards (tackle by Travian Robertson),-0.220,0.670
1,8:22,1,10,TAM 26,0,0,Mike Glennon pass complete short left to Tom Crabtree for 5 yards (tackle by William Moore and Paul Worrilow),0.670,0.810
1,7:45,2,5,TAM 31,0,0,Bobby Rainey left end for 10 yards (tackle by Desmond Trufant),0.810,1.660
1,7:17,1,10,TAM 41,0,0,Mike Glennon pass incomplete short left intended for Erik Lorig,1.660,1.120
1,7:17,2,10,TAM 41,0,0,"Penalty on Peria Jerry: Encroachment, 5 yards (no play)",1.120,1.800
1,7:10,2,5,TAM 46,0,0,Bobby Rainey right tackle for 11 yards (tackle by Sean Weatherspoon),1.800,2.720
1,6:34,1,10,ATL 43,0,0,Bobby Rainey left tackle for 1 yard (tackle by Sean Weatherspoon),2.720,2.310
1,5:53,2,9,ATL 42,0,0,Brian Leonard right guard for 4 yards (tackle by Paul Worrilow and Robert McClain),2.310,2.150
1,5:14,3,5,ATL 38,0,0,Mike Glennon pass complete short left to Brian Leonard for 6 yards (tackle by Paul Worrilow),2.150,3.450
1,4:47,1,10,ATL 32,0,0,Mike Glennon pass complete short middle to Brian Leonard for 3 yards (tackle by Paul Worrilow),3.450,3.450
1,4:05,1,10,ATL 32,0,0,Timeout #1 by Tampa Bay Buccaneers,3.450,3.310
1,4:05,2,7,ATL 29,0,0,Bobby Rainey left end for 4 yards (tackle by Desmond Trufant),3.310,3.140
1,3:35,3,3,ATL 25,0,0,Brian Leonard right end for 6 yards (tackle by Sean Weatherspoon and Robert McClain),3.140,4.310
1,2:55,1,10,ATL 19,0,0,Mike Glennon pass incomplete short right intended for Tim Wright,4.310,3.750
1,2:49,2,10,ATL 19,0,0,Bobby Rainey up the middle for 7 yards (tackle by Paul Worrilow),3.750,4.190
1,2:08,3,3,ATL 12,0,0,Mike Glennon pass complete short middle to Vincent Jackson for no gain. Penalty on Jamon Meredith: Illegal Use of Hands (Declined),4.190,2.730
1,1:51,4,3,ATL 12,0,3,Rian Lindell 30 yard field goal good,2.730,3.000
1,1:51,,,TAM 35,0,3,"Michael Koenen kicks off 74 yards, touchback",0.000,-0.280
1,1:45,1,10,ATL 20,0,3,"Harry Douglas right end for 9 yards (tackle by Leonard Johnson). Penalty on Harry Douglas: Illegal Motion, 5 yards (no play)",0.280,-0.310
1,1:23,1,15,ATL 15,0,3,Matt Ryan pass complete short middle to Harry Douglas for 14 yards (tackle by Leonard Johnson and Lavonte David),-0.310,0.950
1,0:49,2,1,ATL 29,0,3,Matt Ryan pass complete short right to Steven Jackson for 12 yards (tackle by Lavonte David and Akeem Spence),0.950,1.660
1,0:16,1,10,ATL 41,0,3,Steven Jackson up the middle for 3 yards (tackle by Mason Foster and William Gholston),1.660,1.530
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,ATL 44,0,3,"Matt Ryan pass complete short right to Tony Gonzalez for 6 yards (tackle by Johnthan Banks). Penalty on Adrian Clayborn: Roughing the Passer, 15 yards",1.530,3.250
2,14:51,1,10,TAM 35,0,3,Matt Ryan pass complete short left to Darius Johnson for 8 yards (tackle by Johnthan Banks),3.250,3.780
2,14:23,2,2,TAM 27,0,3,Jacquizz Rodgers up the middle for 4 yards (tackle by Adrian Clayborn and Lavonte David),3.780,4.040
2,13:49,1,10,TAM 23,0,3,"Penalty on Gerald McCoy: Encroachment, 5 yards (no play)",4.040,4.860
2,13:25,1,5,TAM 18,0,3,Jacquizz Rodgers right guard for -3 yards (tackle by Adrian Clayborn),4.860,3.770
2,12:46,2,8,TAM 21,0,3,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,3.770,3.070
2,12:40,3,8,TAM 21,0,3,Matt Ryan sacked by Gerald McCoy for -6 yards,3.070,1.670
2,12:14,4,14,TAM 27,3,3,Matt Bryant 46 yard field goal good,1.670,3.000
2,12:14,,,ATL 35,3,3,"Matthew Bosher kicks off 58 yards, returned by Eric Page for 12 yards (tackle by Stephen Nicholas)",0.000,-0.150
2,12:02,1,10,TAM 19,3,3,Mike Glennon pass complete deep right to Vincent Jackson for 47 yards (tackle by Asante Samuel),0.150,3.310
2,11:13,1,10,ATL 34,3,3,Bobby Rainey left guard for 1 yard (tackle by Jonathan Massaquoi),3.310,2.910
2,10:43,2,9,ATL 33,3,3,"Mike Glennon pass complete short left to Bobby Rainey for no gain (tackle by Robert McClain). Penalty on Ted Larsen: Offensive Holding, 10 yards",2.910,1.550
2,10:25,2,19,ATL 43,3,9,"Bobby Rainey right guard for 43 yards, touchdown",1.550,7.000
2,10:25,,,ATL 2,3,10,Rian Lindell kicks extra point good,0.000,0.000
2,10:25,,,TAM 35,3,10,Michael Koenen kicks off 13 yards,0.000,2.130
2,10:13,1,10,TAM 48,3,10,Mike Glennon pass complete deep middle to Vincent Jackson for 17 yards (tackle by Asante Samuel),2.130,3.250
2,9:36,1,10,ATL 35,3,10,Bobby Rainey right guard for no gain (tackle by Jonathan Babineaux),3.250,2.700
2,8:52,2,10,ATL 35,3,10,"Mike Glennon pass incomplete deep right intended for Vincent Jackson. Penalty on Vincent Jackson: Offensive Pass Interference, 10 yards (no play)",2.700,1.350
2,8:44,2,20,ATL 45,3,10,Bobby Rainey up the middle for 4 yards (tackle by Desmond Trufant),1.350,1.220
2,8:08,3,16,ATL 41,3,10,Mike Glennon pass complete short middle to Brian Leonard for 7 yards (tackle by Robert McClain and Sean Weatherspoon),1.220,1.060
2,7:28,4,9,ATL 34,3,10,Michael Koenen pass incomplete deep left intended for Brian Leonard (defended by Robert McClain),1.060,-1.200
2,7:19,1,10,ATL 34,3,16,"Matt Ryan pass incomplete short left intended for Patrick DiMarco is intercepted by Mason Foster at ATL-37 and returned for 37 yards, touchdown",1.200,-7.000
2,7:05,,,ATL 2,3,17,Rian Lindell kicks extra point good,0.000,0.000
2,7:05,,,TAM 35,3,17,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
2,7:05,1,10,ATL 20,3,17,Steven Jackson left guard for 7 yards (tackle by Lavonte David and Dekoda Watson),0.280,0.680
2,6:27,2,3,ATL 27,3,17,Steven Jackson up the middle for 3 yards (tackle by Dekoda Watson and Leonard Johnson),0.680,0.940
2,5:46,1,10,ATL 30,3,17,Matt Ryan pass complete short middle to Harry Douglas for 12 yards (tackle by Leonard Johnson),0.940,1.730
2,5:19,1,10,ATL 42,3,17,Matt Ryan pass incomplete short left intended for Darius Johnson,1.730,1.190
2,5:19,2,10,ATL 42,3,17,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",1.190,0.510
