Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Keith Ford,BUF,7,33,0,1,16,2.3,17,2.4,0,
LeSean McCoy,BUF,6,9,0,,4,0.7,5,0.8,0,
Josh Allen,BUF,5,30,0,2,14,2.8,16,3.2,1,5.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,NWE,18,116,1,5,56,3.1,60,3.3,1,18.0
Rex Burkhead,NWE,13,39,0,3,15,1.2,24,1.8,0,
James White,NWE,8,41,1,2,27,3.4,14,1.8,0,
Cordarrelle Patterson,NWE,4,66,0,4,46,11.5,20,5.0,0,
Phillip Dorsett,NWE,2,13,0,1,10,5.0,3,1.5,0,
Brian Hoyer,NWE,2,-2,0,,-2,-1.0,0,0.0,0,
