Quarter,Time,Tm,Detail,PHI,NYG
1.0,6:54,Giants,Mason Crosby 24 yard field goal,0,3
2.0,9:38,Giants,Saquon Barkley 2 yard rush (Mason Crosby kick),0,10
,5:08,Giants,Saquon Barkley 3 yard rush (Mason Crosby kick),0,17
,1:47,Giants,Darius Slayton 19 yard pass from Tyrod Taylor (Mason Crosby kick),0,24
3.0,1:11,Eagles,Jake Elliott 36 yard field goal,3,24
4.0,10:15,Eagles,Quez Watkins 16 yard pass from Marcus Mariota (Jake Elliott kick),10,24
,3:39,Giants,Mason Crosby 21 yard field goal,10,27
