Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenneth Gainwell,PHI,7,62,0,3,32,4.6,30,4.3,2,3.5
Marcus Mariota,PHI,6,46,0,5,40,6.7,6,1.0,0,
Rashaad Penny,PHI,6,16,0,,4,0.7,12,2.0,0,
Boston Scott,PHI,3,5,0,,1,0.3,4,1.3,0,
Jalen Hurts,PHI,2,4,0,1,3,1.5,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,18,46,2,6,9,0.5,37,2.1,0,
Tyrod Taylor,NYG,8,38,0,2,33,4.1,5,0.6,0,
Eric Gray,NYG,3,19,0,1,9,3.0,10,3.3,0,
Sterling Shepard,NYG,1,6,0,0,2,2.0,4,4.0,0,
