Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYG 25,0,0,Tyrod Taylor pass complete short middle to Darius Slayton for 18 yards (tackle by Kevin Byard),0.610,1.800
1,14:25,1,10,NYG 43,0,0,Saquon Barkley up the middle for 2 yards (tackle by Jordan Davis and Milton Williams),1.800,1.520
1,13:56,2,8,NYG 45,0,0,Saquon Barkley up the middle for -5 yards (tackle by Haason Reddick),1.520,0.170
1,13:22,3,13,NYG 40,0,0,Tyrod Taylor pass incomplete deep right intended for Jalin Hyatt,0.170,-0.720
1,13:15,4,13,NYG 40,0,0,"Jamie Gillan punts 43 yards, fair catch by Britain Covey at PHI-17",-0.720,0.060
1,13:08,1,10,PHI 17,0,0,Jalen Hurts pass complete short left to Quez Watkins for 8 yards (tackle by Nick McCloud),-0.060,0.620
1,12:35,2,2,PHI 25,0,0,Kenneth Gainwell up the middle for 3 yards (tackle by Micah McFadden),0.620,0.810
1,12:00,1,10,PHI 28,0,0,Kenneth Gainwell left end for 2 yards (tackle by Dane Belton),0.810,0.530
1,11:26,2,8,PHI 30,0,0,Jalen Hurts pass incomplete deep left,0.530,-0.160
1,11:18,3,8,PHI 30,0,0,Jalen Hurts pass incomplete deep right intended for Dallas Goedert,-0.160,-1.370
1,11:11,4,8,PHI 30,0,0,"Braden Mann punts 54 yards, returned by Gunner Olszewski for 11 yards (tackle by Patrick Johnson and Rick Lovato)",-1.370,-0.740
1,11:00,1,10,NYG 27,0,0,Tyrod Taylor pass complete short middle to Wan'Dale Robinson for 33 yards (tackle by Reed Blankenship),0.740,2.920
1,10:22,1,10,PHI 40,0,0,Tyrod Taylor pass complete short right to Darius Slayton for 8 yards (tackle by James Bradberry),2.920,3.450
1,9:52,2,2,PHI 32,0,0,Tyrod Taylor pass complete short middle to Isaiah Hodgins for 13 yards (tackle by James Bradberry),3.450,4.310
1,9:15,1,10,PHI 19,0,0,Tyrod Taylor pass incomplete short right intended for Darius Slayton,4.310,3.750
1,9:13,2,10,PHI 19,0,0,Saquon Barkley right tackle for 11 yards (tackle by Reed Blankenship and Kevin Byard),3.750,5.370
1,8:40,1,8,PHI 8,0,0,Saquon Barkley up the middle for no gain (tackle by Zach Cunningham and Marlon Tuipulotu),5.370,4.570
1,8:08,2,8,PHI 8,0,0,Tyrod Taylor sacked by Marlon Tuipulotu for -5 yards,4.570,3.060
1,7:28,3,13,PHI 13,0,0,Tyrod Taylor scrambles right tackle for 7 yards (tackle by Kevin Byard),3.060,2.990
1,6:57,4,6,PHI 6,0,3,Mason Crosby 24 yard field goal good,2.990,3.000
1,6:54,,,NYG 35,0,3,"Mason Crosby kicks off 64 yards,",0.000,0.610
1,6:54,1,10,PHI 25,0,3,Jalen Hurts pass complete short left to Dallas Goedert for 4 yards (tackle by Xavier McKinney),0.610,0.600
1,6:24,2,6,PHI 29,0,3,Kenneth Gainwell right guard for 32 yards (tackle by Micah McFadden),0.600,2.980
1,5:52,1,10,NYG 39,0,3,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell (defended by Micah McFadden),2.980,2.440
1,5:44,2,10,NYG 39,0,3,Jalen Hurts pass complete short right to Quez Watkins for 9 yards (tackle by Bobby Okereke),2.440,2.940
1,5:12,3,1,NYG 30,0,3,Jalen Hurts up the middle for 2 yards (tackle by Bobby Okereke),2.940,3.710
1,4:28,1,10,NYG 28,0,3,Rashaad Penny left end for 1 yard (tackle by Micah McFadden),3.710,3.300
1,3:52,2,9,NYG 27,0,3,"Jalen Hurts pass complete short middle to A.J. Brown for 9 yards. A.J. Brown fumbles (forced by Nick McCloud), recovered by Micah McFadden at NYG-17 and returned for 10 yards (tackle by Jack Stoll and Cam Jurgens)",3.300,-0.740
1,3:37,1,10,NYG 27,0,3,Tommy DeVito sacked by Kelee Ringo for no gain,0.740,0.200
1,3:01,2,10,NYG 27,0,3,Saquon Barkley up the middle for 4 yards (tackle by Jordan Davis),0.200,0.040
1,2:26,3,6,NYG 31,0,3,Tommy DeVito pass complete short right to Jalin Hyatt for 5 yards (tackle by Avonte Maddox),0.040,-0.980
1,1:51,4,1,NYG 36,0,3,"Jamie Gillan punts 55 yards downed by Jashaun Corbin. Penalty on Jashaun Corbin: Ineligible Downfield Kick, 5 yards (accepted)",-0.980,0.280
1,1:38,1,10,PHI 14,0,3,Jalen Hurts pass complete short right to Julio Jones for 5 yards (tackle by Adoree' Jackson and Bobby Okereke),-0.280,-0.040
1,1:00,2,5,PHI 19,0,3,Kenneth Gainwell up the middle for 4 yards (tackle by Micah McFadden),-0.040,-0.320
1,0:35,3,1,PHI 23,0,3,"Penalty on Bobby Okereke: Encroachment, 6 yards (accepted) (no play)",-0.320,0.870
1,0:15,1,10,PHI 29,0,3,Kenneth Gainwell left end for 12 yards (tackle by Micah McFadden),0.870,1.660
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 41,0,3,Jalen Hurts pass incomplete short right,1.660,1.120
