#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CIN 20,3,2:04,0,Punt
2,1,10:52,CIN 35,3,1:51,9,Punt
3,1,4:10,CIN 20,1,0:08,0,Interception
4,1,3:04,CIN 20,2,0:45,0,Interception
5,1,2:19,CIN 35,3,1:23,4,Punt
6,1,0:44,CLE 22,2,0:52,22,Touchdown
7,2,13:23,CLE 38,5,1:34,38,Touchdown
8,2,10:18,CIN 46,3,0:51,3,Punt
9,2,1:48,CIN 26,3,0:50,3,Punt
10,2,0:20,CLE 32,4,0:19,9,Field Goal
11,3,11:48,CIN 34,3,1:33,6,Punt
12,3,9:29,CIN 20,9,4:25,40,Punt
13,3,4:13,CLE 48,3,2:05,6,Punt
14,3,0:17,CIN 48,7,3:27,52,Touchdown
15,4,10:48,CLE 21,4,2:44,1,Field Goal
16,4,2:55,CIN 4,3,1:19,7,Punt
17,4,1:26,CLE 38,3,1:26,-1,End of Game
