Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2,14:26,2,5,ARI 25,6,17,"Matt Ryan pass incomplete short left intended for Julio Jones is intercepted by Rashad Johnson at ARI-12 and returned for 88 yards, touchdown",3.710,-7.000
2,14:07,,,ATL 2,7,17,Chandler Catanzaro kicks extra point good,0.000,0.000
2,14:07,,,ARI 35,7,17,"Chandler Catanzaro kicks off 70 yards, returned by Devin Hester for 26 yards (tackle by Jaron Brown)",0.000,-0.340
2,14:01,1,10,ATL 21,7,17,Steven Jackson right guard for 4 yards (tackle by Dan Williams),0.340,0.340
2,13:24,2,6,ATL 25,7,17,Matt Ryan pass complete short right to Levine Toilolo for 3 yards (tackle by Patrick Peterson),0.340,0.040
2,12:52,3,3,ATL 28,7,17,Devonta Freeman left end for 19 yards (tackle by Lorenzo Alexander),0.040,2.060
2,12:14,1,10,ATL 47,7,17,Devonta Freeman right end for 7 yards (tackle by Deone Bucannon),2.060,2.460
2,11:45,2,3,ARI 46,7,17,Devonta Freeman left tackle for 1 yard (tackle by Larry Foote),2.460,1.880
2,11:19,3,2,ARI 45,7,17,Matt Ryan pass incomplete short right intended for Devin Hester,1.880,0.270
2,11:15,4,2,ARI 45,7,17,Matthew Bosher punts 41 yards,0.270,0.380
2,11:03,1,10,ARI 4,7,17,Drew Stanton pass complete deep right to John Carlson for 27 yards (tackle by Prince Shembo),-0.380,1.000
2,10:19,1,10,ARI 31,7,17,Drew Stanton pass incomplete short right intended for Michael Floyd,1.000,0.460
2,10:13,2,10,ARI 31,7,17,Drew Stanton pass complete short left to Michael Floyd for 22 yards (tackle by Robert McClain),0.460,2.460
2,9:46,1,10,ATL 47,7,17,Marion Grice right end for 3 yards (tackle by Prince Shembo),2.460,2.320
2,9:06,2,7,ATL 44,7,17,"Drew Stanton pass complete short middle to Michael Floyd for 13 yards (tackle by William Moore). Michael Floyd fumbles (forced by William Moore), recovered by Desmond Trufant at ATL-25 and returned for 15 yards (tackle by Darren Fells)",2.320,-1.600
2,8:52,1,10,ATL 40,7,17,"Matt Ryan pass incomplete short right intended for Patrick DiMarco. Penalty on Steven Jackson: Offensive Holding, 10 yards (no play)",1.600,0.940
2,8:47,1,20,ATL 30,7,17,Steven Jackson left tackle for -2 yards (tackle by Antonio Cromartie),0.940,-0.570
2,8:06,2,22,ATL 28,7,17,Matt Ryan sacked by Lorenzo Alexander for -3 yards,-0.570,-1.620
2,7:26,3,25,ATL 25,7,17,Matt Ryan pass complete deep middle to Harry Douglas for 19 yards (tackle by Antonio Cromartie),-1.620,-0.460
2,6:47,4,6,ATL 44,7,17,"Matthew Bosher punts 56 yards, touchback",-0.460,-0.280
2,6:38,1,10,ARI 20,7,17,Drew Stanton pass complete deep left to Ted Ginn for 19 yards (tackle by Robert McClain),0.280,1.530
2,6:06,1,10,ARI 39,7,17,Marion Grice left end for 1 yard (tackle by Joplo Bartu and Ra'Shede Hageman),1.530,1.120
2,5:27,2,9,ARI 40,7,17,Drew Stanton pass complete short right to Marion Grice for 15 yards (tackle by Dwight Lowery and William Moore),1.120,2.590
2,4:47,1,10,ATL 45,7,17,Drew Stanton pass complete deep right to Ted Ginn for 22 yards (tackle by Desmond Trufant),2.590,4.040
2,4:13,1,10,ATL 23,7,17,"Marion Grice left tackle for 4 yards (tackle by Joplo Bartu). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",4.040,3.380
2,3:47,1,20,ATL 33,7,17,Drew Stanton left end for 7 yards,3.380,3.090
2,2:58,2,13,ATL 26,7,17,Drew Stanton pass incomplete short left intended for Michael Floyd (defended by Robert McClain),3.090,2.410
2,2:53,3,13,ATL 26,7,17,Drew Stanton pass incomplete short right intended for Stepfan Taylor,2.410,1.740
2,2:47,4,13,ATL 26,10,17,Chandler Catanzaro 44 yard field goal good,1.740,3.000
2,2:47,,,ARI 35,10,17,"Chandler Catanzaro kicks off 70 yards, returned by Devin Hester for 32 yards (tackle by Ted Ginn)",0.000,-0.740
2,2:36,1,10,ATL 27,10,17,Matt Ryan pass complete short middle to Jacquizz Rodgers for 2 yards (tackle by Larry Foote),0.740,0.470
2,2:00,2,8,ATL 29,10,17,Matt Ryan pass complete short middle to Jacquizz Rodgers for 11 yards (tackle by Larry Foote),0.470,1.600
2,1:41,1,10,ATL 40,10,17,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Patrick Peterson),1.600,2.130
2,1:23,2,2,ATL 48,10,17,Matt Ryan pass incomplete short right intended for Harry Douglas,2.130,1.420
2,1:19,3,2,ATL 48,10,17,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Jerraud Powers),1.420,2.720
2,0:59,1,10,ARI 43,10,17,Matt Ryan pass complete short right to Eric Weems for 6 yards (tackle by Tony Jefferson),2.720,2.990
2,0:39,2,4,ARI 37,10,17,"Matt Ryan sacked by Alex Okafor for -7 yards. Penalty on Jerraud Powers: Illegal Contact, 5 yards (no play)",2.990,3.450
2,0:32,1,10,ARI 32,10,17,Matt Ryan pass incomplete short right intended for Levine Toilolo,3.450,2.900
2,0:29,2,10,ARI 32,10,17,Matt Ryan pass complete short right to Devonta Freeman for 4 yards (tackle by Marcus Benard),2.900,2.740
2,0:24,3,6,ARI 28,10,17,Matt Ryan pass complete short left to Julio Jones for 17 yards (tackle by Rashad Johnson),2.740,4.840
2,0:17,1,10,ARI 11,10,17,"Matt Ryan pass incomplete short right intended for Harry Douglas. Penalty on Harry Douglas: Offensive Pass Interference, 10 yards (no play)",4.840,4.170
2,0:13,1,20,ARI 21,10,17,Matt Ryan pass complete deep left to Julio Jones for 16 yards (tackle by Patrick Peterson),4.170,5.280
2,0:07,2,4,ARI 5,10,17,Matt Ryan pass incomplete short right intended for Devin Hester (defended by Jerraud Powers),5.280,4.440
2,0:03,3,4,ARI 5,10,20,Matt Bryant 23 yard field goal good,4.440,3.000
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,20,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ARI 20,10,20,Marion Grice left end for 7 yards (tackle by Joplo Bartu and Dwight Lowery),0.280,0.680
3,14:17,2,3,ARI 27,10,20,Drew Stanton pass complete short right to Michael Floyd for 8 yards (tackle by Desmond Trufant). Penalty on Robert McClain: Illegal Contact (Declined),0.680,1.270
3,13:50,1,10,ARI 35,10,20,"Penalty on Ted Larsen: False Start, 5 yards (no play)",1.270,0.940
3,13:35,1,15,ARI 30,10,20,"Drew Stanton pass complete short middle to John Carlson for 9 yards (tackle by Josh Wilson). Penalty on Robert McClain: Illegal Contact, 5 yards (no play)",0.940,1.270
3,13:14,1,10,ARI 35,10,20,Marion Grice right guard for 2 yards (tackle by Tyson Jackson),1.270,0.990
3,12:32,2,8,ARI 37,10,20,"Drew Stanton pass complete short right to Jaron Brown for 4 yards (tackle by Paul Worrilow and Desmond Trufant). Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",0.990,-0.360
3,12:02,2,18,ARI 27,10,20,Drew Stanton pass complete short right to John Brown for 13 yards (tackle by Dwight Lowery),-0.360,0.700
3,11:19,3,5,ARI 40,10,20,Drew Stanton pass incomplete short middle intended for Ted Ginn,0.700,-0.720
3,11:09,4,5,ARI 40,10,20,"Drew Butler punts 48 yards, out of bounds",-0.720,0.350
3,11:00,1,10,ATL 12,10,20,Matt Ryan pass complete short right to Levine Toilolo for 3 yards (tackle by Tony Jefferson),-0.350,-0.500
3,10:25,2,7,ATL 15,10,20,Steven Jackson right guard for 3 yards (tackle by Antonio Cromartie),-0.500,-0.720
3,9:41,3,4,ATL 18,10,20,Matt Ryan pass complete short left to Harry Douglas for 19 yards (tackle by Rashad Johnson),-0.720,1.400
3,9:34,1,10,ATL 37,10,20,Matt Ryan pass complete deep right to Julio Jones for 41 yards (tackle by Patrick Peterson). Penalty on Patrick Peterson: Defensive Holding (Declined),1.400,4.110
3,8:53,1,10,ARI 22,10,20,Matt Ryan pass complete short right to Levine Toilolo for 8 yards (tackle by Deone Bucannon),4.110,4.850
3,8:15,2,2,ARI 14,10,20,Steven Jackson right guard for 6 yards (tackle by Tony Jefferson),4.850,5.370
3,7:40,1,8,ARI 8,10,20,Steven Jackson right guard for 2 yards (tackle by Larry Foote),5.370,5.370
3,7:02,1,8,ARI 8,10,20,Timeout #1 by Atlanta Falcons,5.370,4.950
3,7:02,2,6,ARI 6,10,20,Steven Jackson left end for 3 yards (tackle by Josh Mauro and Antonio Cromartie),4.950,4.720
3,6:21,3,3,ARI 3,10,20,Matt Ryan pass incomplete short right intended for Harry Douglas,4.720,3.040
3,6:17,4,3,ARI 3,10,23,Matt Bryant 21 yard field goal good,3.040,3.000
3,6:17,,,ATL 35,10,23,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,6:13,1,10,ARI 20,10,23,Drew Stanton pass complete short left to Ted Ginn for 14 yards,0.280,1.200
3,5:38,1,10,ARI 34,10,23,Drew Stanton pass complete short left to Marion Grice for 9 yards (tackle by Paul Worrilow),1.200,1.870
3,5:09,2,1,ARI 43,10,23,Marion Grice left tackle for 3 yards (tackle by Paul Worrilow),1.870,1.990
3,4:29,1,10,ARI 46,10,23,Drew Stanton pass complete short left to Marion Grice for no gain,1.990,1.450
3,3:47,2,10,ARI 46,10,23,Drew Stanton pass complete short right to Jaron Brown for 8 yards (tackle by Osi Umenyiora and Paul Worrilow),1.450,1.820
3,3:00,3,2,ATL 46,10,23,Drew Stanton pass incomplete deep right intended for Ted Ginn,1.820,0.200
3,2:52,4,2,ATL 46,10,23,"Drew Butler punts 32 yards, fair catch by Devin Hester",0.200,0.280
3,2:46,1,10,ATL 14,10,23,Matt Ryan pass complete deep right to Harry Douglas for 18 yards,-0.280,1.070
3,2:04,1,10,ATL 32,10,23,Devin Hester left end for 4 yards (tackle by Alex Okafor),1.070,1.070
3,1:22,2,6,ATL 36,10,23,Steven Jackson left guard for 7 yards (tackle by Larry Foote),1.070,1.800
3,0:43,1,10,ATL 43,10,23,Matt Ryan left end for 6 yards (tackle by Sam Acho),1.800,2.060
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ATL 49,10,23,Matt Ryan pass complete short left to Harry Douglas for 15 yards (tackle by Tony Jefferson),2.060,3.180
4,14:22,1,10,ARI 36,10,23,Devonta Freeman right end for 2 yards (tackle by Larry Foote),3.180,2.910
4,13:48,2,8,ARI 34,10,23,Matt Ryan pass complete short right to Harry Douglas for 7 yards (tackle by Antonio Cromartie),2.910,3.140
4,13:28,3,1,ARI 27,10,23,Steven Jackson right guard for no gain (tackle by Rashad Johnson),3.140,1.820
4,12:42,4,1,ARI 27,10,26,Matt Bryant 45 yard field goal good,1.820,3.000
4,12:42,,,ATL 35,10,26,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,12:35,1,10,ARI 20,10,26,Drew Stanton pass incomplete deep left intended for Ted Ginn,0.280,-0.270
4,12:29,2,10,ARI 20,10,26,Drew Stanton pass complete short middle to Ted Ginn for 6 yards (tackle by Paul Worrilow),-0.270,-0.160
4,11:42,3,4,ARI 26,10,26,Drew Stanton pass incomplete short right intended for John Brown (defended by Josh Wilson),-0.160,-1.630
4,11:37,4,4,ARI 26,10,26,"Drew Butler punts 45 yards, returned by Devin Hester for 5 yards (tackle by Lorenzo Alexander). Penalty on Kemal Ishmael: Offensive Holding, 10 yards",-1.630,-0.150
4,11:25,1,10,ATL 19,10,26,Jacquizz Rodgers left guard for 5 yards (tackle by Tommy Kelly),0.150,0.340
4,10:44,2,5,ATL 24,10,26,Jacquizz Rodgers right end for 4 yards (tackle by Larry Foote and Dan Williams),0.340,0.100
4,10:01,3,1,ATL 28,10,26,Steven Jackson right end for no gain (tackle by Larry Foote and Sam Acho),0.100,-1.500
4,9:21,4,1,ATL 28,10,26,"Penalty on Josh Harris: False Start, 5 yards (no play)",-1.500,-1.830
4,9:10,4,6,ATL 23,10,26,"Matthew Bosher punts 62 yards, returned by Ted Ginn for 14 yards (tackle by Levine Toilolo)",-1.830,-0.870
4,8:57,1,10,ARI 29,10,26,Drew Stanton pass complete short middle to Jaron Brown for 13 yards (tackle by Josh Wilson),0.870,1.730
4,8:34,1,10,ARI 42,10,26,Drew Stanton pass complete short middle to Jaron Brown for 9 yards (tackle by Dwight Lowery),1.730,2.400
4,8:02,2,1,ATL 49,10,26,Drew Stanton pass complete short right to Jaron Brown for 6 yards (tackle by Kemal Ishmael),2.400,2.720
4,7:35,1,10,ATL 43,10,26,Drew Stanton pass incomplete short left intended for John Brown (defended by Josh Wilson),2.720,2.180
4,7:28,2,10,ATL 43,10,26,Drew Stanton pass incomplete short middle intended for Michael Floyd is intercepted by Josh Wilson at ATL-32 and returned for 15 yards,2.180,-2.060
4,7:17,1,10,ATL 47,10,26,Matt Ryan pass complete short left to Harry Douglas for 11 yards (tackle by Rashad Johnson),2.060,2.790
4,6:36,1,10,ARI 42,10,26,Devonta Freeman right guard for -2 yards (tackle by Sam Acho),2.790,1.970
4,5:53,2,12,ARI 44,10,26,Matt Ryan pass incomplete short right intended for Harry Douglas,1.970,1.290
4,5:49,3,12,ARI 44,10,26,Matt Ryan pass complete deep left to Julio Jones for 16 yards (tackle by Patrick Peterson). Penalty on Antonio Cromartie: Defensive Holding (Declined),1.290,3.710
4,5:14,1,10,ARI 28,10,26,Steven Jackson left tackle for 7 yards (tackle by Larry Foote),3.710,4.110
4,4:30,2,3,ARI 21,10,26,Steven Jackson left tackle for 2 yards (tackle by Dan Williams),4.110,3.720
4,3:45,3,1,ARI 19,10,26,Matt Ryan pass incomplete short right intended for Patrick DiMarco,3.720,2.340
4,3:38,4,1,ARI 19,10,26,"Matt Bryant 38 yard field goal good. Penalty on Justin Bethel: Defensive Offside, 4 yards (no play)",2.340,4.580
4,3:33,1,10,ARI 15,10,26,Steven Jackson right tackle for 3 yards (tackle by Glenn Carson and Calais Campbell),4.580,4.450
4,2:49,2,7,ARI 12,10,26,Steven Jackson right tackle for 4 yards (tackle by Frostee Rucker),4.450,4.450
4,2:41,2,7,ARI 12,10,26,Timeout #1 by Arizona Cardinals,4.450,4.450
4,2:41,3,3,ARI 8,10,26,Devonta Freeman left end for -1 yards (tackle by Sam Acho and Tony Jefferson),4.450,4.450
4,2:34,3,3,ARI 8,10,26,Timeout #2 by Arizona Cardinals,4.450,2.900
4,2:34,4,4,ARI 9,10,29,Matt Bryant 28 yard field goal good,2.900,3.000
4,2:34,,,ATL 35,10,29,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,2:30,1,10,ARI 20,10,29,Drew Stanton pass incomplete short right intended for John Brown,0.280,-0.270
4,2:25,2,10,ARI 20,10,29,Drew Stanton pass complete deep left to Jaron Brown for 23 yards (tackle by William Moore and Dwight Lowery),-0.270,1.800
4,2:00,1,10,ARI 43,10,29,Drew Stanton pass complete short right to John Carlson for 11 yards (tackle by Josh Wilson),1.800,2.520
4,1:54,1,10,ATL 46,10,29,Drew Stanton pass complete deep right to John Brown for 27 yards (tackle by Kemal Ishmael),2.520,2.520
4,1:45,1,10,ATL 46,10,29,Timeout #3 by Arizona Cardinals,2.520,4.310
4,1:45,1,10,ATL 19,10,29,Drew Stanton pass complete short left to Jaron Brown for 4 yards (tackle by Josh Wilson),4.310,4.350
4,1:25,2,6,ATL 15,10,29,Drew Stanton pass complete short middle to Jaron Brown for 12 yards (tackle by Paul Worrilow),4.350,6.510
4,1:09,1,3,ATL 3,16,29,"Drew Stanton pass complete short left to Stepfan Taylor for 3 yards, touchdown",6.510,7.000
4,1:09,,,,16,29,"Two Point Attempt: Drew Stanton pass incomplete intended for Jaron Brown, conversion fails. Penalty on Robert McClain: Defensive Pass Interference, 1 yards (no play)",0.000,-1.000
4,1:09,,,,18,29,"Two Point Attempt: Stepfan Taylor left guard, conversion succeeds",0.000,1.000
4,1:09,,,ARI 35,18,29,"Chandler Catanzaro kicks onside 10 yards, recovered by Harry Douglas",0.000,-2.590
4,1:04,1,10,ARI 45,18,29,Matt Ryan kneels for -1 yards,2.590,1.910
4,0:37,2,11,ARI 46,18,29,Matt Ryan kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
