Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Martin Gramatica kicks off 63 yards, returned by Maurice Jones-Drew for 15 yards (tackle by Marlin Jackson)",0.000,0.410
1,14:54,1,10,JAX 22,0,0,Fred Taylor middle for 4 yards (tackle by Antoine Bethea and Nick Harper),0.410,0.410
1,14:17,2,6,JAX 26,0,0,Fred Taylor middle for 8 yards (tackle by Antoine Bethea),0.410,1.200
1,13:37,1,10,JAX 34,0,0,"Penalty on Montae Reagor: Encroachment, 5 yards (no play)",1.200,1.930
1,13:15,1,5,JAX 39,0,0,Fred Taylor left tackle for 4 yards (tackle by Gary Brackett),1.930,1.870
1,12:35,2,1,JAX 43,0,0,Fred Taylor left tackle for 6 yards (tackle by Robert Mathis and Cato June),1.870,2.190
1,11:59,1,10,JAX 49,0,0,Byron Leftwich pass complete short right to Reggie Williams for 6 yards (tackle by Nick Harper),2.190,2.460
1,11:22,2,4,IND 45,0,0,Byron Leftwich pass complete short middle to Fred Taylor for -1 yards (tackle by Darrell Reid and Gilbert Gardner),2.460,1.620
1,10:37,3,5,IND 46,0,0,Maurice Jones-Drew middle for 9 yards (tackle by Nick Harper),1.620,3.120
1,9:55,1,10,IND 37,0,0,Maurice Jones-Drew middle for 26 yards (tackle by Mike Doss),3.120,4.840
1,9:04,1,10,IND 11,0,0,Fred Taylor right tackle for 4 yards (tackle by Ryan LaCasse and Antoine Bethea),4.840,4.890
1,8:22,2,6,IND 7,0,0,Fred Taylor left tackle for 3 yards (tackle by Gary Brackett),4.890,4.670
1,7:36,3,3,IND 4,6,0,"Byron Leftwich middle for 4 yards, touchdown",4.670,7.000
1,7:36,,,IND 2,7,0,Josh Scobee kicks extra point good,0.000,0.000
