Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Cairo Santos kicks off 65 yards, returned by Shaun Draughn for 20 yards (tackle by Josh Martin)",0.000,-0.280
1,14:55,1,10,SDG 20,0,0,Branden Oliver up the middle for 1 yard (tackle by Josh Mauga),0.280,-0.130
1,14:26,2,9,SDG 21,0,0,Philip Rivers pass complete short left to Branden Oliver for 2 yards (tackle by Josh Mauga),-0.130,-0.560
1,13:47,3,7,SDG 23,0,0,Philip Rivers pass incomplete short right intended for Eddie Royal,-0.560,-1.830
1,13:36,4,7,SDG 23,0,0,"Mike Scifres punts 62 yards, returned by De'Anthony Thomas for 27 yards (tackle by Tourek Williams)",-1.830,-1.730
1,13:21,1,10,KAN 42,0,0,De'Anthony Thomas left end for 5 yards (tackle by Shareece Wright and Eric Weddle),1.730,1.860
1,12:45,2,5,KAN 47,0,0,Jamaal Charles up the middle for 2 yards (tackle by Jarret Johnson),1.860,1.420
1,12:06,3,3,KAN 49,0,0,Jamaal Charles left guard for 4 yards (tackle by Reggie Walker and Donald Butler),1.420,2.460
1,11:33,1,10,SDG 47,0,0,Jamaal Charles up the middle for 4 yards (tackle by Reggie Walker),2.460,2.450
1,10:54,2,6,SDG 43,0,0,Alex Smith pass incomplete short middle intended for Jamaal Charles,2.450,1.750
1,10:48,3,6,SDG 43,0,0,Alex Smith sacked by Marcus Gilchrist for -1 yards,1.750,0.330
1,10:02,4,7,SDG 44,0,0,"Dustin Colquitt punts 33 yards, fair catch by Keenan Allen",0.330,0.370
1,9:49,1,10,SDG 11,0,0,Philip Rivers pass complete short right to Keenan Allen for 6 yards (tackle by Jamell Fleming and James-Michael Johnson),-0.370,-0.160
1,9:11,2,4,SDG 17,0,0,Philip Rivers pass complete short right to Keenan Allen for 9 yards (tackle by Jamell Fleming),-0.160,0.670
1,8:44,1,10,SDG 26,0,0,Philip Rivers pass incomplete short right intended for Keenan Allen,0.670,0.130
1,8:35,2,10,SDG 26,0,0,Branden Oliver up the middle for 3 yards (tackle by Husain Abdullah),0.130,-0.160
1,8:02,3,7,SDG 29,0,0,Philip Rivers pass incomplete short right intended for Malcom Floyd,-0.160,-1.440
1,7:52,4,7,SDG 29,0,0,Mike Scifres punts 64 yards,-1.440,0.380
1,7:40,1,10,KAN 7,0,0,Alex Smith pass complete short right to Anthony Sherman for 1 yard (tackle by Corey Liuget and Brandon Flowers),-0.380,-0.710
1,7:00,2,9,KAN 8,0,0,Jamaal Charles up the middle for 3 yards (tackle by Eric Weddle and Donald Butler),-0.710,-0.950
1,6:15,3,6,KAN 11,0,0,Alex Smith pass incomplete short middle intended for Demetrius Harris (defended by Corey Liuget),-0.950,-2.490
1,6:15,4,6,KAN 11,0,0,"Dustin Colquitt punts 50 yards, out of bounds",-2.490,-1.530
1,5:56,1,10,SDG 39,0,0,"Philip Rivers pass incomplete deep right intended for Antonio Gates. Penalty on Ron Parker: Defensive Holding, 5 yards (no play)",1.530,1.860
1,5:50,1,10,SDG 44,0,0,Branden Oliver right end for 11 yards (tackle by Ron Parker),1.860,2.590
1,5:15,1,10,KAN 45,0,0,Philip Rivers pass complete short middle to Eddie Royal for 20 yards (tackle by Husain Abdullah),2.590,3.910
1,4:34,1,10,KAN 25,0,0,Branden Oliver up the middle for 8 yards (tackle by Husain Abdullah),3.910,4.550
1,4:07,2,2,KAN 17,0,0,Branden Oliver left end for 3 yards (tackle by Tamba Hali and Justin Houston),4.550,4.650
1,3:28,1,10,KAN 14,0,0,"Philip Rivers pass incomplete short middle intended for Malcom Floyd. Penalty on Jamell Fleming: Defensive Pass Interference, 13 yards (no play)",4.650,6.970
1,3:19,1,1,KAN 1,0,6,"Philip Rivers pass complete short right to John Phillips for 1 yard, touchdown",6.970,7.000
1,3:19,,,KAN 2,0,7,Nick Novak kicks extra point good,0.000,0.000
1,3:19,,,SDG 35,0,7,"Nick Novak kicks off 68 yards, returned by Knile Davis for 22 yards (tackle by Eric Weddle). Penalty on Seyi Ajirotutu: Face Mask (15 Yards), 15 yards",0.000,-1.200
1,3:07,1,10,KAN 34,0,7,Jamaal Charles left end for 8 yards (tackle by Eric Weddle),1.200,1.740
1,2:34,2,2,KAN 42,0,7,Jamaal Charles left guard for 5 yards (tackle by Kendall Reyes),1.740,1.740
1,1:50,2,2,KAN 42,0,7,Timeout #1 by Kansas City Chiefs,1.740,2.060
1,1:50,1,10,KAN 47,0,7,Jamaal Charles left end for 7 yards (tackle by Marcus Gilchrist and Kavell Conner),2.060,2.460
1,1:13,2,3,SDG 46,0,7,Alex Smith pass complete short right to Dwayne Bowe for 26 yards (tackle by Kavell Conner),2.460,4.240
1,0:28,1,10,SDG 20,0,7,Jamaal Charles right tackle for 4 yards (tackle by Marcus Gilchrist and Brandon Flowers),4.240,4.280
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SDG 16,6,7,"Jamaal Charles right end for 16 yards, touchdown",4.280,7.000
2,15:00,,,SDG 2,7,7,Cairo Santos kicks extra point good,0.000,0.000
2,15:00,,,KAN 35,7,7,"Cairo Santos kicks off 66 yards, returned by Shaun Draughn for 19 yards (tackle by Jerry Franklin)",0.000,-0.040
2,14:43,1,10,SDG 18,7,7,Branden Oliver up the middle for 4 yards (tackle by Josh Martin),0.040,0.140
2,14:09,2,6,SDG 22,7,7,Philip Rivers sacked by Justin Houston for -8 yards,0.140,-1.820
2,13:30,3,14,SDG 14,7,7,Philip Rivers pass complete short right to Ronnie Brown for 4 yards (tackle by Josh Mauga),-1.820,-2.240
2,12:57,4,10,SDG 18,7,7,"Mike Scifres punts 61 yards, returned by De'Anthony Thomas for 13 yards (tackle by Eric Weddle)",-2.240,-1.200
2,12:42,1,10,KAN 34,7,7,Knile Davis up the middle for 2 yards (tackle by Ryan Carrethers),1.200,0.930
2,12:06,2,8,KAN 36,7,7,Knile Davis right tackle for 7 yards (tackle by Ryan Carrethers and Tenny Palepoi),0.930,1.160
2,11:21,3,1,KAN 43,7,7,Jamaal Charles right guard for 3 yards (tackle by Eric Weddle and Donald Butler),1.160,1.990
2,10:42,1,10,KAN 46,7,7,Jamaal Charles right end for 3 yards (tackle by Brandon Flowers and Andrew Gachkar),1.990,1.860
2,10:03,2,7,KAN 49,7,7,Knile Davis up the middle for -8 yards (tackle by Tenny Palepoi),1.860,0.100
2,9:18,3,15,KAN 41,7,7,Alex Smith pass complete short left to De'Anthony Thomas for 15 yards (tackle by Reggie Walker and Richard Marshall),0.100,2.650
2,8:31,1,10,SDG 44,7,7,Alex Smith sacked by Corey Liuget for -5 yards,2.650,1.440
2,7:46,2,15,SDG 49,7,7,Jamaal Charles right end for 4 yards (tackle by Corey Liuget),1.440,1.290
2,7:01,3,11,SDG 45,7,7,"Alex Smith pass incomplete deep left intended for A.J. Jenkins. Penalty on Reggie Walker: Roughing the Passer, 15 yards (no play)",1.290,3.580
2,6:52,1,10,SDG 30,7,7,Knile Davis up the middle for 4 yards (tackle by Kavell Conner),3.580,3.570
2,6:15,2,6,SDG 26,7,7,Alex Smith up the middle for 9 yards (tackle by Andrew Gachkar),3.570,4.440
2,5:36,1,10,SDG 17,7,7,Jamaal Charles up the middle for no gain (tackle by Kavell Conner),4.440,3.850
2,4:49,2,10,SDG 17,7,7,Alex Smith sacked by Jarret Johnson for -4 yards,3.850,2.680
